year,bevoegdgezag,bestuur_key,onderwijstype,personen,personeninvastedienst,personenintijdeldienst,vrouwen,mannen,geslachtonbekend,personenjongerdan15jaar,personen1525jaar,personen2535jaar,personen3545jaar,personen4555jaar,personen5565jaar,personen65jaarenouder,leeftijdonbekend,personen005ftes,personen0508ftes,personenmeerdan08ftes,gemiddeldeleeftijd,gemiddeldeleeftijdvrouw,gemiddeldeleeftijdman,gemiddeldeftes
2011,29810,29810-2011,BAO,26,24,2,11,15,0,0,0,2,8,5,10,1,0,3,5,18,50.19230769230769,48.63636363636363,51.33333333333334,.8295884615384614
2012,29810,29810-2012,BAO,24,23,1,10,14,0,0,0,2,7,4,11,0,0,2,4,18,49.58333333333334,50.6,48.85714285714285,.8457245590828925
2013,29810,29810-2013,BAO,25,23,2,14,11,0,0,0,1,11,3,10,0,0,2,6,17,48.28,47.28571428571429,49.54545454545455,.83284
2014,29810,29810-2014,BAO,27,24,3,14,13,0,0,0,2,10,3,11,1,0,3,6,18,48.74074074074074,47.85714285714285,49.69230769230769,.826586343235259
2015,29810,29810-2015,BAO,29,28,1,14,15,0,0,0,1,9,5,14,0,0,4,5,20,50.3448275862069,46.5,53.93333333333333,.8062068965517242
2016,29810,29810-2016,BAO,30,29,1,14,16,0,0,0,0,9,6,13,2,0,2,5,23,51.93333333333333,48.07142857142857,55.3125,.8604366666666667
2017,29810,29810-2017,BAO,32,30,2,15,17,0,0,0,0,10,8,12,2,0,2,4,26,51.875,47.4,55.8235294117647,.8441593750000001
2011,30010,30010-2011,BAO,17,14,3,10,7,0,0,0,1,4,5,5,2,0,9,1,7,50.76470588235294,46.7,56.57142857142857,.6035529411764706
2012,30010,30010-2012,BAO,24,21,3,16,8,0,0,0,1,4,8,9,2,0,12,1,11,51.79166666666666,49.5625,56.25,.6000624999999999
2013,30010,30010-2013,BAO,26,23,3,19,7,0,0,0,2,4,10,8,2,0,16,3,7,51.69230769230769,50.8421052631579,54,.4712192307692308
2014,30010,30010-2014,BAO,25,23,2,19,6,0,0,0,2,2,7,12,2,0,16,2,7,52.84,51.73684210526316,56.33333333333334,.4539
2015,30010,30010-2015,BAO,25,23,2,20,5,0,0,0,2,2,8,12,1,0,17,1,7,51.92,50.95,55.8,.437052
2016,30010,30010-2016,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,30010,30010-2017,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,30133,30133-2011,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,30133,30133-2012,BAO,2,2,0,,,0,0,0,1,0,0,1,0,0,0,0,2,,,,.8066666666666666
2013,30133,30133-2013,BAO,2,2,0,,,0,0,0,1,0,0,1,0,0,0,2,0,,,,.5
2014,30133,30133-2014,BAO,2,2,0,,,0,0,0,1,0,0,1,0,0,0,2,0,,,,.5
2015,30133,30133-2015,BAO,3,2,1,,,0,0,0,2,0,0,1,0,0,1,2,0,,,,.3567333333333334
2016,30133,30133-2016,BAO,6,6,0,,,0,0,0,3,2,0,1,0,0,4,2,0,,,,.2625
2017,30133,30133-2017,BAO,5,5,0,,,0,0,0,2,2,0,1,0,0,3,2,0,,,,.305
2011,30240,30240-2011,BAO,12,11,1,6,6,0,0,0,2,2,3,5,0,0,1,4,7,48.16666666666666,43,53.33333333333334,.7949166666666666
2012,30240,30240-2012,BAO,12,12,0,6,6,0,0,1,1,3,3,4,0,0,3,1,8,45.83333333333334,43.16666666666666,48.5,.7880250000000001
2013,30240,30240-2013,BAO,13,13,0,6,7,0,0,1,1,4,3,4,0,0,3,2,8,45.76923076923077,44.33333333333334,47,.7710923076923076
2014,30240,30240-2014,BAO,16,16,0,9,7,0,0,2,1,4,4,5,0,0,1,6,9,46.5625,43.22222222222222,50.85714285714285,.8027687499999999
2015,30240,30240-2015,BAO,17,16,1,10,7,0,0,1,2,2,7,5,0,0,3,7,7,47.8235294117647,46.1,50.28571428571429,.7332176470588235
2016,30240,30240-2016,BAO,35,35,0,29,6,0,0,5,16,5,3,6,0,0,11,17,7,35.77142857142857,34.03448275862069,44.16666666666666,.6186285714285713
2017,30240,30240-2017,BAO,31,28,3,24,7,0,0,3,7,11,3,7,0,0,12,12,7,40.54838709677419,38.875,46.28571428571429,.5901290322580644
2011,30582,30582-2011,BAO,143,91,52,134,9,0,0,24,26,49,31,10,3,0,79,32,32,38.89510489510489,38.5,44.77777777777778,.4803685314685316
2012,30582,30582-2012,BAO,24,22,2,13,11,0,0,0,4,2,8,10,0,0,0,7,17,48.875,48.69230769230769,49.09090909090909,.8667416666666665
2013,30582,30582-2013,BAO,31,31,0,17,14,0,0,0,4,5,10,12,0,0,1,8,22,49.12903225806452,47.35294117647059,51.28571428571429,.8513709677419356
2014,30582,30582-2014,BAO,32,32,0,21,11,0,0,1,5,5,9,12,0,0,2,11,19,48.15625,45.42857142857143,53.36363636363637,.7965749999999999
2015,30582,30582-2015,BAO,35,33,2,25,10,0,0,0,6,6,14,9,0,0,7,10,18,47.37142857142857,45.52,52,.7400942857142857
2016,30582,30582-2016,BAO,35,30,5,24,11,0,0,1,5,6,13,9,1,0,9,12,14,47.88571428571429,44.83333333333334,54.54545454545455,.6708828571428572
2017,30582,30582-2017,BAO,38,31,7,30,8,0,0,1,1,7,18,10,1,0,12,13,13,49.8421052631579,48.36666666666667,55.375,.6605500000000002
2011,31017,31017-2011,BAO,14,14,0,6,8,0,0,1,0,1,5,7,0,0,3,4,7,51.14285714285715,49.5,52.375,.7045428571428571
2012,31017,31017-2012,BAO,19,17,2,11,8,0,0,1,0,3,7,8,0,0,6,6,7,50.47368421052632,48.72727272727273,52.875,.6318526315789473
2013,31017,31017-2013,BAO,20,16,4,12,8,0,0,1,0,2,8,9,0,0,7,5,8,51.8,50.41666666666666,53.875,.5934700000000001
2014,31017,31017-2014,BAO,21,18,3,12,9,0,0,0,3,1,7,10,0,0,7,6,8,51.14285714285715,48.5,54.66666666666666,.6042666666666667
2015,31017,31017-2015,BAO,27,19,8,16,11,0,0,3,3,1,9,11,0,0,12,5,10,48.48148148148148,43.0625,56.36363636363637,.5562777777777779
2016,31017,31017-2016,BAO,36,33,3,22,14,0,0,5,7,0,8,16,0,0,13,11,12,46.22222222222222,41.13636363636363,54.21428571428572,.6077083333333333
2017,31017,31017-2017,BAO,33,32,1,23,10,0,0,1,4,5,11,11,1,0,14,8,11,48.42424242424242,45.78260869565217,54.5,.5755787878787878
2011,31076,31076-2011,BAO,7,7,0,,,0,0,0,0,3,2,2,0,0,3,2,2,,,,.6054142857142858
2012,31076,31076-2012,BAO,8,8,0,2,6,0,0,0,0,2,2,4,0,0,3,3,2,50.25,50,50.33333333333334,.6172375
2013,31076,31076-2013,BAO,9,9,0,2,7,0,0,0,0,3,2,4,0,0,4,3,2,49.44444444444444,51,49,.5631666666666667
2014,31076,31076-2014,BAO,8,8,0,2,6,0,0,0,0,3,2,3,0,0,3,2,3,49.625,52,48.83333333333334,.635825
2015,31076,31076-2015,BAO,7,7,0,,,0,0,0,0,3,2,2,0,0,3,2,2,,,,.5872428571428571
2016,31076,31076-2016,BAO,11,10,1,2,9,0,0,0,2,1,4,4,0,0,6,2,3,47.81818181818182,41,49.33333333333334,.492509090909091
2017,31076,31076-2017,BAO,10,10,0,2,8,0,0,0,2,1,3,4,0,0,4,3,3,48.5,42,50.125,.5658130769230769
2011,31077,31077-2011,BAO,3,3,0,,,0,0,0,1,0,2,0,0,0,2,0,1,,,,.5411333333333334
2012,31077,31077-2012,BAO,3,3,0,,,0,0,0,1,0,2,0,0,0,2,0,1,,,,.5411333333333334
2013,31077,31077-2013,BAO,3,3,0,,,0,0,0,1,0,2,0,0,0,2,0,1,,,,.5411333333333334
2014,31077,31077-2014,BAO,4,3,1,,,0,0,0,0,2,2,0,0,0,3,0,1,,,,.453475
2015,31077,31077-2015,BAO,4,3,1,,,0,0,0,0,2,1,1,0,0,3,0,1,,,,.4198
2016,31077,31077-2016,BAO,4,4,0,,,0,0,0,0,1,2,1,0,0,3,0,1,,,,.411
2017,31077,31077-2017,BAO,4,4,0,,,0,0,0,0,0,2,2,0,0,3,0,1,,,,.411
2011,31237,31237-2011,BAO,7,7,0,3,4,0,0,0,1,1,2,3,0,0,2,3,2,49.71428571428572,49,50.25,.6559571428571429
2012,31237,31237-2012,BAO,7,7,0,3,4,0,0,0,0,2,2,3,0,0,2,2,3,50.71428571428572,50,51.25,.6847714285714287
2013,31237,31237-2013,BAO,6,6,0,3,3,0,0,0,0,2,2,2,0,0,1,2,3,49.66666666666666,51,48.33333333333334,.7343333333333334
2014,31237,31237-2014,BAO,6,6,0,3,3,0,0,0,0,2,1,3,0,0,1,2,3,50.66666666666666,52,49.33333333333334,.7499833333333333
2015,31237,31237-2015,BAO,7,7,0,3,4,0,0,0,0,2,2,3,0,0,1,2,4,52,53,51.25,.7722857142857144
2016,31237,31237-2016,BAO,12,11,1,5,7,0,0,0,0,2,3,6,1,0,6,3,3,55.08333333333334,55.4,54.85714285714285,.498075
2017,31237,31237-2017,BAO,10,9,1,4,6,0,0,0,0,2,1,6,1,0,5,3,2,56.4,57.25,55.83333333333334,.5014699999999999
2011,31267,31267-2011,BAO,3,2,1,,,0,0,0,0,1,1,1,0,0,1,1,1,,,,.6346999999999999
2012,31267,31267-2012,BAO,3,3,0,,,0,0,0,0,1,1,1,0,0,1,1,1,,,,.652
2013,31267,31267-2013,BAO,3,3,0,,,0,0,0,0,1,1,1,0,0,1,1,1,,,,.652
2014,31267,31267-2014,BAO,3,3,0,,,0,0,0,0,0,2,1,0,0,0,2,1,,,,.6853333333333334
2015,31267,31267-2015,BAO,3,3,0,,,0,0,0,0,0,2,1,0,0,0,3,0,,,,.5186666666666667
2016,31267,31267-2016,BAO,4,4,0,,,0,0,0,0,0,2,2,0,0,0,4,0,,,,.514
2017,31267,31267-2017,BAO,4,4,0,,,0,0,0,0,0,2,2,0,0,1,3,0,,,,.494
2011,31384,31384-2011,BAO,50,48,2,39,11,0,0,1,11,10,13,15,0,0,14,15,21,45.22,43.69230769230769,50.63636363636363,.6810799999999999
2012,31384,31384-2012,BAO,43,40,3,34,9,0,0,0,8,11,10,14,0,0,8,13,22,46.83720930232558,45.02941176470588,53.66666666666666,.7353139534883723
2013,31384,31384-2013,BAO,42,41,1,31,11,0,0,0,3,12,10,17,0,0,5,15,22,49.80952380952381,47.61290322580645,56,.7677523809523812
2014,31384,31384-2014,BAO,45,43,2,34,11,0,0,0,3,15,6,21,0,0,5,16,24,50.04444444444444,47.02941176470588,59.36363636363637,.7799022222222222
2015,31384,31384-2015,BAO,76,67,9,64,12,0,0,4,16,20,14,22,0,0,16,34,26,44.11842105263158,42.65625,51.91666666666666,.6873394736842107
2016,31384,31384-2016,BAO,98,65,33,78,20,0,0,10,17,27,17,25,2,0,17,41,40,43.26530612244898,40.98717948717949,52.15,.6793880952380954
2017,31384,31384-2017,BAO,116,68,48,95,21,0,0,12,28,25,23,26,2,0,24,47,45,42.18965517241379,41.46315789473685,45.47619047619047,.6519137931034484
2011,31657,31657-2011,BAO,15,14,1,12,3,0,0,0,3,3,4,5,0,0,3,4,8,46.8,45.5,52,.7220533333333334
2012,31657,31657-2012,BAO,14,13,1,10,4,0,0,1,2,3,2,6,0,0,4,4,6,46.5,46.4,46.75,.6533214285714285
2013,31657,31657-2013,BAO,61,61,0,46,15,0,0,0,1,3,11,46,0,0,51,6,4,56.39344262295082,56.58695652173913,55.8,.2267688524590165
2014,31657,31657-2014,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,31657,31657-2015,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,31657,31657-2016,BAO,21,18,3,15,6,0,0,1,7,2,2,9,0,0,4,7,10,45.33333333333334,40.13333333333333,58.33333333333334,.706357142857143
2017,31657,31657-2017,BAO,21,16,5,15,6,0,0,1,5,5,3,7,0,0,5,6,10,44.38095238095238,42.26666666666667,49.66666666666666,.6842047619047621
2011,32073,32073-2011,BAO,3,3,0,,,0,0,0,0,0,1,2,0,0,0,1,2,,,,.9224
2012,32073,32073-2012,BAO,3,3,0,,,0,0,0,0,1,1,1,0,0,0,1,2,,,,.8557333333333334
2013,32073,32073-2013,BAO,3,3,0,,,0,0,0,0,2,0,1,0,0,0,1,2,,,,.7999999999999999
2014,32073,32073-2014,BAO,4,3,1,,,0,0,0,0,3,0,1,0,0,0,2,2,,,,.773625
2015,32073,32073-2015,BAO,4,4,0,,,0,0,0,0,2,1,1,0,0,0,1,3,,,,.8236250000000001
2016,32073,32073-2016,BAO,6,6,0,4,2,0,0,0,0,2,2,2,0,0,1,2,3,49.5,44.25,60,.7324166666666666
2017,32073,32073-2017,BAO,6,6,0,,,0,0,0,0,3,2,1,0,0,0,2,4,,,,.80625
2011,32177,32177-2011,BAO,8,7,1,2,6,0,0,0,1,0,1,6,0,0,1,1,6,56,41,61,.8498125
2012,32177,32177-2012,BAO,7,6,1,3,4,0,0,0,2,0,1,4,0,0,1,2,4,51,38.33333333333334,60.5,.7718714285714284
2013,32177,32177-2013,BAO,9,8,1,5,4,0,0,0,3,1,1,4,0,0,2,2,5,48.88888888888889,39,61.25,.7466666666666666
2014,32177,32177-2014,BAO,11,11,0,7,4,0,0,0,2,2,1,6,0,0,4,2,5,51,45,61.5,.6462363636363636
2015,32177,32177-2015,BAO,12,12,0,8,4,0,0,0,2,2,2,6,0,0,4,4,4,50.41666666666666,44.875,61.5,.60515
2016,32177,32177-2016,BAO,24,19,5,18,6,0,0,0,2,5,7,10,0,0,11,9,4,48.75,45.27777777777778,59.16666666666666,.499825
2017,32177,32177-2017,BAO,25,20,5,18,7,0,0,1,1,6,9,8,0,0,12,9,4,48.04,45.38888888888889,54.85714285714285,.50284
2011,32580,32580-2011,BAO,16,16,0,8,8,0,0,0,1,2,5,8,0,0,8,3,5,52.625,51,54.25,.51040625
2012,32580,32580-2012,BAO,12,12,0,6,6,0,0,0,1,1,3,7,0,0,7,2,3,52.5,52.5,52.5,.4573333333333333
2013,32580,32580-2013,BAO,12,12,0,7,5,0,0,0,1,1,3,7,0,0,7,2,3,53.58333333333334,55,51.6,.4597833333333333
2014,32580,32580-2014,BAO,10,10,0,6,4,0,0,0,0,3,3,4,0,0,5,1,4,50.4,51,49.5,.60605
2015,32580,32580-2015,BAO,29,21,8,25,4,0,0,4,12,6,1,6,0,0,6,17,6,36.68965517241379,34.88,48,.6628758620689653
2016,32580,32580-2016,BAO,44,37,7,39,5,0,0,7,16,10,4,7,0,0,20,16,8,36.15909090909091,35.15384615384615,44,.5764909090909088
2017,32580,32580-2017,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,35466,35466-2011,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,35466,35466-2012,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,35466,35466-2013,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,35466,35466-2014,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,35466,35466-2015,BAO,16,13,3,11,5,0,0,0,3,3,4,6,0,0,11,1,4,48.9375,44.27272727272727,59.2,.4192562500000001
2016,35466,35466-2016,BAO,23,22,1,16,7,0,0,0,2,1,5,15,0,0,18,2,3,54.95652173913044,53.4375,58.42857142857143,.274804347826087
2017,35466,35466-2017,BAO,20,18,2,13,7,0,0,1,2,2,2,13,0,0,13,4,3,51.2,55.07692307692308,44,.320885
2011,36479,36479-2011,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,36479,36479-2012,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,36479,36479-2013,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,36479,36479-2014,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,36479,36479-2015,BAO,1,0,1,,,0,0,0,0,1,0,0,0,0,1,0,0,,,,.325
2016,36479,36479-2016,BAO,2,1,1,2,0,0,0,1,0,1,0,0,0,0,2,0,0,30.5,30.5,0,.175
2017,36479,36479-2017,BAO,2,2,0,,,0,0,0,0,1,1,0,0,0,1,0,1,,,,.68125
2011,37299,37299-2011,BAO,7,7,0,4,3,0,0,0,1,2,2,2,0,0,4,0,3,45.57142857142857,48,42.33333333333334,.5439857142857143
2012,37299,37299-2012,BAO,7,7,0,4,3,0,0,0,1,2,1,3,0,0,4,0,3,46.57142857142857,49,43.33333333333334,.5104285714285715
2013,37299,37299-2013,BAO,8,8,0,4,4,0,0,0,2,2,1,3,0,0,5,0,3,45.375,50,40.75,.470025
2014,37299,37299-2014,BAO,7,7,0,4,3,0,0,0,1,2,1,3,0,0,4,0,3,48.57142857142857,51,45.33333333333334,.5321714285714286
2015,37299,37299-2015,BAO,11,11,0,8,3,0,0,0,2,1,4,4,0,0,5,3,3,48.90909090909091,49.875,46.33333333333334,.5454636363636364
2016,37299,37299-2016,BAO,11,11,0,8,3,0,0,0,0,3,4,4,0,0,5,3,3,49.90909090909091,50.875,47.33333333333334,.5454636363636364
2017,37299,37299-2017,BAO,13,13,0,8,5,0,0,0,0,3,3,5,2,0,5,3,5,53.07692307692308,51.875,55,.6189384615384616
2011,37663,37663-2011,BAO,23,21,2,9,14,0,0,1,0,5,7,10,0,0,10,5,8,49.69565217391305,42.33333333333334,54.42857142857143,.538104347826087
2012,37663,37663-2012,BAO,21,21,0,9,12,0,0,0,0,5,7,9,0,0,8,5,8,51.52380952380953,45.88888888888889,55.75,.5907285714285715
2013,37663,37663-2013,BAO,23,22,1,10,13,0,0,0,1,4,6,12,0,0,9,5,9,51.47826086956522,44.8,56.61538461538461,.5983391304347826
2014,37663,37663-2014,BAO,22,20,2,9,13,0,0,0,1,3,6,12,0,0,9,4,9,52.68181818181818,46.55555555555556,56.92307692307692,.5892909090909091
2015,37663,37663-2015,BAO,15,15,0,5,10,0,0,0,0,2,1,12,0,0,8,2,5,56.06666666666667,52.4,57.9,.5328733333333333
2016,37663,37663-2016,BAO,14,13,1,5,9,0,0,0,1,3,2,8,0,0,6,4,4,51.78571428571429,51.4,52,.5359285714285714
2017,37663,37663-2017,BAO,12,11,1,4,8,0,0,0,1,3,1,6,1,0,4,3,5,52.83333333333334,53.75,52.375,.6494833333333333
2011,37857,37857-2011,BAO,10,9,1,,,0,0,1,0,1,5,3,0,0,5,1,4,,,,.64645
2012,37857,37857-2012,BAO,10,10,0,,,0,0,1,0,1,5,3,0,0,5,1,4,,,,.6316499999999999
2013,37857,37857-2013,BAO,9,9,0,,,0,0,0,1,1,4,3,0,0,4,1,4,,,,.6748888888888889
2014,37857,37857-2014,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,37857,37857-2015,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,37857,37857-2016,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,37857,37857-2017,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,37949,37949-2011,BAO,16,16,0,12,4,0,0,2,2,4,2,6,0,0,4,4,8,43.375,40.41666666666666,52.25,.7149562500000001
2012,37949,37949-2012,BAO,9,9,0,6,3,0,0,0,0,3,3,3,0,0,4,3,2,48.55555555555556,47.83333333333334,50,.5634888888888888
2013,37949,37949-2013,BAO,12,12,0,9,3,0,0,0,1,3,3,5,0,0,4,3,5,48.58333333333334,47.44444444444444,52,.6585166666666666
2014,37949,37949-2014,BAO,13,12,1,10,3,0,0,1,1,3,3,5,0,0,4,3,6,47.61538461538461,46,53,.7170307692307691
2015,37949,37949-2015,BAO,16,15,1,13,3,0,0,0,5,4,2,5,0,0,4,4,8,43.125,40.61538461538461,54,.73146875
2016,37949,37949-2016,BAO,29,11,18,23,6,0,0,8,8,4,3,6,0,0,21,4,4,36.72413793103448,34.91304347826087,43.66666666666666,.5034517241379313
2017,37949,37949-2017,BAO,27,25,2,24,3,0,0,2,7,8,5,5,0,0,10,7,10,40.74074074074074,38.83333333333334,56,.6379592592592592
2011,38001,38001-2011,BAO,9,6,3,4,5,0,0,0,1,2,3,2,1,0,1,3,5,49.11111111111111,43.75,53.4,.7655666666666667
2012,38001,38001-2012,BAO,8,8,0,4,4,0,0,0,0,3,3,2,0,0,0,3,5,48.125,44.75,51.5,.8289500000000001
2013,38001,38001-2013,BAO,9,8,1,4,5,0,0,0,1,3,3,2,0,0,0,3,6,46.66666666666666,45.75,47.4,.8356111111111111
2014,38001,38001-2014,BAO,8,8,0,4,4,0,0,0,0,3,2,3,0,0,0,3,5,50.125,46.75,53.5,.8227
2015,38001,38001-2015,BAO,8,6,2,6,2,0,0,0,0,2,2,3,1,0,2,3,3,51.875,49.16666666666666,60,.6366125
2016,38001,38001-2016,BAO,16,14,2,12,4,0,0,0,1,2,7,6,0,0,4,6,6,50.375,50.25,50.75,.6237687499999999
2017,38001,38001-2017,BAO,11,10,1,9,2,0,0,0,0,3,4,4,0,0,4,4,3,50.09090909090909,50.44444444444444,48.5,.5856363636363637
2011,38222,38222-2011,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,38222,38222-2012,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,38222,38222-2013,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,38222,38222-2014,BAO,1,1,0,,,0,0,0,0,0,0,1,0,0,1,0,0,,,,.1688
2015,38222,38222-2015,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,38222,38222-2016,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,38222,38222-2017,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,39352,39352-2011,BAO,7,6,1,7,0,0,0,1,0,3,3,0,0,0,2,4,1,42.71428571428572,42.71428571428572,0,.5824428571428573
2012,39352,39352-2012,BAO,3,3,0,3,0,0,0,0,0,2,0,1,0,0,0,2,1,44.33333333333334,44.33333333333334,0,.6984666666666666
2013,39352,39352-2013,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,39352,39352-2014,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,39352,39352-2015,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,39352,39352-2016,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,39352,39352-2017,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,39600,39600-2011,BAO,13,13,0,9,4,0,0,2,2,1,3,5,0,0,2,3,8,44.76923076923077,39.11111111111111,57.5,.7681384615384614
2012,39600,39600-2012,BAO,5,5,0,2,3,0,0,0,0,1,1,3,0,0,1,0,4,55.4,46.5,61.33333333333334,.77762
2013,39600,39600-2013,BAO,8,7,1,5,3,0,0,0,0,1,3,4,0,0,3,0,5,55.25,51,62.33333333333334,.6767375
2014,39600,39600-2014,BAO,10,9,1,8,2,0,0,1,0,1,4,4,0,0,1,0,9,50.7,47.75,62.5,.88655
2015,39600,39600-2015,BAO,13,11,2,10,3,0,0,0,1,0,6,6,0,0,0,3,10,53.76923076923077,51.9,60,.8532923076923077
2016,39600,39600-2016,BAO,14,12,2,11,3,0,0,0,0,1,7,6,0,0,1,3,10,53.71428571428572,52,60,.7955857142857142
2017,39600,39600-2017,BAO,14,11,3,12,2,0,0,0,1,1,6,5,1,0,0,5,9,51.5,50.25,59,.80415
2011,40020,40020-2011,BAO,19,15,4,12,7,0,0,1,1,4,7,6,0,0,9,5,5,49.26315789473684,48.41666666666666,50.71428571428572,.5163473684210527
2012,40020,40020-2012,BAO,18,14,4,13,5,0,0,1,1,4,5,7,0,0,9,4,5,48.5,48.84615384615385,47.6,.5414777777777778
2013,40020,40020-2013,BAO,16,13,3,12,4,0,0,0,2,3,4,7,0,0,7,4,5,49.25,49.33333333333334,49,.57094375
2014,40020,40020-2014,BAO,21,19,2,17,4,0,0,1,3,4,5,8,0,0,10,4,7,48.0952380952381,47.64705882352941,50,.5663428571428572
2015,40020,40020-2015,BAO,15,15,0,11,4,0,0,1,2,1,5,4,2,0,3,6,6,49.4,48.81818181818182,51,.7513466666666666
2016,40020,40020-2016,BAO,31,15,16,26,5,0,0,4,6,3,8,9,1,0,17,6,8,44.93548387096774,44.57692307692308,46.8,.5221193548387098
2017,40020,40020-2017,BAO,27,19,8,23,4,0,0,2,4,5,8,7,1,0,7,11,9,45.2962962962963,44.82608695652174,48,.6661666666666665
2011,40077,40077-2011,BAO,3,1,2,,,0,0,0,2,0,1,0,0,0,1,0,2,,,,.7333333333333334
2012,40077,40077-2012,BAO,2,1,1,0,2,0,0,0,1,0,0,1,0,0,1,0,1,43,0,43,.7
2013,40077,40077-2013,BAO,2,2,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,44,0,44,.7
2014,40077,40077-2014,BAO,4,1,3,0,4,0,0,1,2,0,0,1,0,0,1,2,1,33,0,33,.675
2015,40077,40077-2015,BAO,3,2,1,0,3,0,0,0,1,1,0,1,0,0,1,2,0,41.33333333333334,0,41.33333333333334,.4666666666666666
2016,40077,40077-2016,BAO,4,3,1,,,0,0,0,1,2,0,1,0,0,2,1,1,,,,.45
2017,40077,40077-2017,BAO,4,3,1,,,0,0,0,1,2,0,1,0,0,2,0,2,,,,.55
2011,40257,40257-2011,BAO,6,6,0,3,3,0,0,0,0,1,4,1,0,0,2,1,3,49.66666666666666,45.66666666666666,53.66666666666666,.7837333333333335
2012,40257,40257-2012,BAO,5,5,0,2,3,0,0,0,0,1,3,1,0,0,2,1,2,50.2,43.5,54.66666666666666,.72132
2013,40257,40257-2013,BAO,5,5,0,2,3,0,0,0,0,1,3,1,0,0,2,1,2,51.2,44.5,55.66666666666666,.7213200000000001
2014,40257,40257-2014,BAO,7,5,2,3,4,0,0,0,0,2,4,1,0,0,2,2,3,49.85714285714285,47.33333333333334,51.75,.6608142857142856
2015,40257,40257-2015,BAO,7,5,2,4,3,0,0,0,0,3,3,1,0,0,2,2,3,46.57142857142857,45,48.66666666666666,.6296999999999999
2016,40257,40257-2016,BAO,9,7,2,6,3,0,0,0,2,3,3,1,0,0,4,2,3,43.77777777777778,40.83333333333334,49.66666666666666,.5644444444444443
2017,40257,40257-2017,BAO,8,7,1,6,2,0,0,0,1,4,2,1,0,0,3,3,2,44.125,42.66666666666666,48.5,.5349375
2011,40272,40272-2011,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,40272,40272-2012,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,40272,40272-2013,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,40272,40272-2014,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,40272,40272-2015,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,40272,40272-2016,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
