year,bevoegdgezag,bestuur_key,bevoegd_gezagnaam,postcode_bevoegd_gezag,eenpitter,aantal_leerlingen,categorie_bestuuromvang,aantal_gewichtleerlingen,gemiddeld_leerlinggewicht,aandeel_apcg_leerlingen,aandeel_lwoo_leerlingen,aantal_voltijdleerlingen,aantal_deeltijdleerlingen,aantal_leerlingen_vbo_groen,aantal_bol_leerlingen,aantal_bol_deeltijdleerlingen,aantal_bbl_leerlingen,aandeel_leerlingen_randstad,omvang_formatie_totaal,omvang_formatie_manager,omvang_formatie_op,omvang_formatie_lio,omvang_formatie_oop_obp,omvang_formatie_onbekend,leerling_leraar_ratio,gewogen_deelnemer_leraar_ratio,omvang_formatie_op_la,omvang_formatie_op_lb,omvang_formatie_op_lc,omvang_formatie_op_ld,omvang_formatie_op_le,omvang_formatie_op_overig,aandeel_formatie_op_la,aandeel_formatie_op_lb,aandeel_formatie_op_lc,aandeel_formatie_op_ld,aandeel_formatie_op_le,aandeel_formatie_op_overig,streefpercentage_formatie_op_la,streefpercentage_formatie_op_lb,streefpercentage_formatie_op_lc,streefpercentage_formatie_op_ld,streefpercentage_formatie_op_le,streefpercentage_formatie_op_ove,omvang_formatie_op_brutsal,loonsom_op_brutsal,gemiddelde_loonsom_op_brutsal,solvabiliteiti,solvabiliteitii,rentabiliteit,liquiditeitcurrentratio,liquiditeitquickratio,weerstandsvermogenexclusiefmater,weerstandsvermogen,personeelslastenrijksbijdragen,personeelslastentotaalbatenplusf,personeelslastentotaallastenplus,voorzieningentotaalbatenplusfina,rijksbijdragentotaalbatenplusfin,overigeoverheidsbijdragenensubsi,huisvestingsratio,kapitalisatiefactor,algemenereservetotaalbatenplusfi,investeringeninventarisenapparat,nettowerkkapitaal,aantalinstellingen,variatieinlb
2014,61751,61751-2014,Stg. Christelijk Onderwijs Twenterand en Omstreken,7671,0,2223,2,2321.7,1,0,0,0,0,0,0,0,0,,123.9,10.2,112.9,0,.89999998,0,19.700001,,97.099998,15.8,0,0,0,0,86,14,0,0,0,0,58,40,2,0,0,0,112.89,351606.06,3114.6201,.83,.85,.02,4.53,4.53,.3,.46,.83999997,.80000001,.81,.0099999998,.94999999,0,.08,.55,.38,.03,.29,11,2.5663764
2015,61751,61751-2015,Stg. Christelijk Onderwijs Twenterand en Omstreken,7671,0,2168,2,2260.1001,1,0,0,0,0,0,0,0,0,,123.6,9.8999996,112,0,1.7,0,19.4,,94,18,0,0,0,0,83.900002,16.1,0,0,0,0,,,,,,,112.04,355488.69,3172.95,.8100000000000001,.83,.02,4.14,4.14,.3,.48,.80000001,.79000002,.80000001,.0099999998,.99000001,0,.09,.58,.39,.03,.31,11,2.079536
2016,61751,61751-2016,Stg. Christelijk Onderwijs Twenterand en Omstreken,7671,0,2116,2,2209.6001,1,0,0,0,0,0,0,0,0,,129.10001,10.6,115,0,3.5,0,18.4,,97.800003,17.200001,0,0,0,0,85,15,0,0,0,0,,,,,,,115.04,379082.13,3295.1799,.82,.83,0,4.05,4.05,.29,.47,.80000001,.79000002,.79000002,.0099999998,.99000001,0,.12,.58,.42,.03,.3,11,2.2378798
2017,61751,61751-2017,Stg. Christelijk Onderwijs Twenterand en Omstreken,7671,0,2076,2,2169.8999,1,0,0,0,0,0,0,0,0,,129.39999,9.8999996,115.9,0,3.5,0,17.9,,99.900002,16,0,0,0,0,86.199997,13.8,0,0,0,0,,,,,,,115.91,382074.5,3296.3101,,,,,,,,,,,,,,,,,,,11,2.5399086
2012,61752,61752-2012,Stichting Vrije School Amstelveen,1185,1,224,1,227.60001,1,0,0,0,0,0,0,0,0,,14.8,1,12.5,0,1.4,0,18,,11,1.4,0,0,0,0,88.599998,11.4,0,0,0,0,,,,,,,12.46,37924.469,3044.3301,.51,.57,.05,1.46,1.46,.03,.1,.88,.81,.85000002,.0099999998,.91000003,0,.06,.17,0,0,.04,1,0
2013,61752,61752-2013,Stichting Vrije School Amstelveen,1185,1,224,1,227,1,0,0,0,0,0,0,0,0,,14.3,1,11.9,0,1.4,0,18.700001,,11.1,.80000001,0,0,0,0,93.300003,6.6999998,0,0,0,0,,,,,,,11.95,36785.789,3078.46,.53,.58,.04,1.96,1.96,.1,.14,.88999999,.81,.85000002,.0099999998,.91000003,0,.07,.25,.02,0,.1,1,0
2014,61752,61752-2014,Stichting Vrije School Amstelveen,1185,1,239,1,242,1,0,0,0,0,0,0,0,0,,14.8,1,11.8,0,2.0999999,0,20.299999,,10.2,1.5,0,0,0,0,87,13,0,0,0,0,58,40,2,0,0,0,11.77,35589.66,3024.3799,.58,.62,.01,2.38,2.38,.13,.15,.92000002,.83999997,.85000002,.0099999998,.92000002,.01,.05,.25,.02,0,.13,1,0
2015,61752,61752-2015,Stichting Vrije School Amstelveen,1185,1,250,1,252.7,1,0,0,0,0,0,0,0,0,,15.8,.2,13,0,2.5,0,19.200001,,8,5,0,0,0,0,61.5,38.5,0,0,0,0,,,,,,,13.04,38874.398,2981.0701,.51,.55,0,1.17,1.17,.01,.13,.92000002,.85000002,.86000001,.0099999998,.93000001,.01,.05,.25,.01,.11,.02,1,0
2016,61752,61752-2016,Stichting Vrije School Amstelveen,1185,1,251,1,252.2,1,0,0,0,0,0,0,0,0,,17.299999,1.3,12.7,0,3.3,0,19.799999,,8.3999996,4.3000002,0,0,0,0,66.099998,33.900002,0,0,0,0,,,,,,,12.69,40507.281,3191.0801,.48,.52,0,.78,.78,-.05,.13,.88,.82999998,.83999997,.0099999998,.94,.01,.06,.21,.04,.02,-.03,1,0
2017,61752,61752-2017,Stichting Vrije School Amstelveen,1185,1,228,1,228.3,1,0,0,0,0,0,0,0,0,,18.299999,1.1,12.9,0,4.3000002,0,17.6,,9.6999998,3.2,0,0,0,0,75.199997,24.799999,0,0,0,0,,,,,,,12.92,40615.281,3143.52,,,,,,,,,,,,,,,,,,,1,0
2012,61829,61829-2012,Vereniging voor Christelijk Onderwijs Haren en Onnen,9753,1,372,1,387.29999,1,0,0,0,0,0,0,0,0,,24.700001,1.7,20.700001,0,2.3,0,17.9,,17.1,3.5999999,0,0,0,0,82.5,17.5,0,0,0,0,,,,,,,14.57,40032.68,2747.6899,.78,.8100000000000001,.09,3.68,3.68,.27,.38,.81999999,.73000002,.80000001,.0099999998,.89999998,.03,.05,.44,.23,.02,.25,1,0
2013,61829,61829-2013,Vereniging voor Christelijk Onderwijs Haren en Onnen,9753,1,385,1,401.20001,1,0,0,0,0,0,0,0,0,,23.6,1.7,20.9,0,1,0,18.4,,15.1,5.8000002,0,0,0,0,72.300003,27.700001,0,0,0,0,,,,,,,20.879999,61033.441,2923.2,.82,.84,.11,4.69,4.69,.37,.48,.76999998,.70999998,.80000001,.0099999998,.92000002,.02,.06,.55,.33,.03,.35,1,0
2014,61829,61829-2014,Vereniging voor Christelijk Onderwijs Haren en Onnen,9753,1,481,1,598.59998,1.2,0,0,0,0,0,0,0,0,,28.299999,1.7,24.4,0,2.0999999,0,19.700001,,18.1,6.4000001,0,0,0,0,74,26,0,0,0,0,58,40,2,0,0,0,24.43,71651.242,2932.8401,.79,.82,.11,4.12,4.12,.42,.5600000000000001,.79000002,.73000002,.81,.02,.91000003,.03,.06,.67,.37,.06,.4,1,0
2015,61829,61829-2015,Vereniging voor Christelijk Onderwijs Haren en Onnen,9753,1,457,1,541.90002,1.2,0,0,0,0,0,0,0,0,,35.200001,2.7,26.9,0,5.6999998,0,17,,20.5,6.3000002,0,0,0,0,76.400002,23.6,0,0,0,0,,,,,,,26.860001,80493.906,2996.3701,.86,.88,.2,6.83,6.83,.48,.58,.69999999,.64999998,.81,.02,.94,.01,.08,.65,.48,.02,.46,1,0
2016,61829,61829-2016,Vereniging voor Christelijk Onderwijs Haren en Onnen,9753,1,488,1,583.09998,1.2,0,0,0,0,0,0,0,0,,36.599998,2.7,26.9,0,6.9000001,0,18.1,,21,6,0,0,0,0,77.800003,22.200001,0,0,0,0,,,,,,,26.92,84351.273,3133.0701,.88,.92,.17,10.05,10.05,.62,.7,.74000001,.68000001,.81999999,.029999999,.92000002,.02,.07,.78,.62,.02,.6,1,0
2017,61829,61829-2017,Vereniging voor Christelijk Onderwijs Haren en Onnen,9753,1,408,1,427.20001,1,0,0,0,0,0,0,0,0,,29,1.6,24.200001,0,3.2,0,16.9,,18.1,6.0999999,0,0,0,0,74.900002,25.1,0,0,0,0,,,,,,,24.190001,76726.289,3171.48,,,,,,,,,,,,,,,,,,,1,0
2012,61960,61960-2012,Stichting Samenwerkende Vrijescholen Zuid-Holland,3062,0,1194,2,1197.9,1,0,0,0,0,0,0,0,0,,80,5.0999999,63.5,0,11.4,0,18.799999,,56.299999,7.1999998,0,0,0,0,88.599998,11.4,0,0,0,0,,,,,,,37.610001,109950.37,2923.22,.34,.57,-.01,1.66,1.66,.01,.12,.91000003,.80000001,.79000002,.079999998,.88,.01,.09,.33,.03,0,.1,6,.83186537
2013,61960,61960-2013,Stichting Samenwerkende Vrijescholen Zuid-Holland,3062,0,1262,2,1264.4,1,0,0,0,0,0,0,0,0,,78.599998,5.0999999,64.900002,0,8.6000004,0,19.4,,58.599998,6.3000002,0,0,0,0,90.300003,9.6999998,0,0,0,0,,,,,,,64.93,198414.89,3055.6201,.61,.65,.03,1.96,1.96,.12,.25,.88999999,.77999997,.81,.02,.88,.01,.09,.34,.21,.01,.13,6,.69209826
2014,61960,61960-2014,Stichting Samenwerkende Vrijescholen Zuid-Holland,3062,0,1364,2,1365.8,1,0,0,0,0,0,0,0,0,,81,4.8000002,68.199997,0,8,0,20,,61.200001,7,0,0,0,0,89.800003,10.2,0,0,0,0,58,40,2,0,0,0,67.800003,209954.38,3096.6499,.57,.61,0,1.73,1.73,.11,.24,.91000003,.80000001,.80000001,.0099999998,.88,.01,.08,.34,.22,.02,.12,6,.75277263
2015,61960,61960-2015,Stichting Samenwerkende Vrijescholen Zuid-Holland,3062,0,1464,2,1466.4,1,0,0,0,0,0,0,0,0,,89.400002,4.4000001,76.5,0,8.5,0,19.1,,68.199997,8.3000002,0,0,0,0,89.199997,10.8,0,0,0,0,,,,,,,76.5,238362.44,3115.75,.67,.71,.05,2.27,2.27,.14,.26,.88,.79000002,.82999998,.0099999998,.88999999,.02,.08,.31,.21,.01,.14,6,.82623643
2016,61960,61960-2016,Stichting Samenwerkende Vrijescholen Zuid-Holland,3062,0,1521,2,1524.3,1,0,0,0,0,0,0,0,0,,98.300003,7.9000001,78.400002,.30000001,11.7,0,19.4,,61.799999,16.6,0,0,0,0,78.800003,21.200001,0,0,0,0,,,,,,,78.449997,255465.73,3256.45,.6800000000000001,.71,.02,2.3,2.3,.13,.26,.88,.80000001,.81,.0099999998,.89999998,.02,.08,.31,.21,.01,.14,6,1.6872067
2017,61960,61960-2017,Stichting Samenwerkende Vrijescholen Zuid-Holland,3062,0,1646,2,1650.2,1,0,0,0,0,0,0,0,0,,108.7,8.3000002,90,0,10.5,0,18.299999,,65.599998,24.4,0,0,0,0,72.900002,27.1,0,0,0,0,,,,,,,90,295858.03,3287.4099,,,,,,,,,,,,,,,,,,,6,1.5740606
2012,62571,62571-2012,Ver. tot Opricht. & Instandh. van een School met de Bijbel,7695,1,105,1,108,1,0,0,0,0,0,0,0,0,,7.5,2,4.5999999,0,.89999998,0,23,,3.5999999,1,0,0,0,0,78.099998,21.9,0,0,0,0,,,,,,,4.5700002,15273.07,3344.74,.72,.86,0,5.93,5.93,.33,.41,.89999998,.83999997,.82999998,.079999998,.93000001,.01,.03,.55,.27,.01,.39,1,0
2013,62571,62571-2013,Ver. tot Opricht. & Instandh. van een School met de Bijbel,7695,1,100,1,102.7,1,0,0,0,0,0,0,0,0,,7.3000002,2,4.5999999,0,.69999999,0,21.9,,3.5999999,1,0,0,0,0,78.099998,21.9,0,0,0,0,,,,,,,4.5599999,15262.92,3344.78,.71,.8100000000000001,-.01,4.16,4.16,.31,.38,.88,.77999997,.76999998,.050000001,.88999999,.02,.06,.53,.27,.02,.32,1,0
2014,62571,62571-2014,Ver. tot Opricht. & Instandh. van een School met de Bijbel,7695,1,95,1,97.099998,1,0,0,0,0,0,0,0,0,,7.8000002,2,4.5999999,0,1.2,0,20.799999,,3.5999999,1,0,0,0,0,78.099998,21.9,0,0,0,0,58,40,2,0,0,0,4.5599999,15444.88,3384.6599,.69,.79,-.03,4,4,.31,.35,1.03,.88,.85000002,.059999999,.85000002,.02,.03,.5,.22,0,.32,1,0
2015,62571,62571-2015,Ver. tot Opricht. & Instandh. van een School met de Bijbel,7695,1,100,1,103.3,1,0,0,0,0,0,0,0,0,,6.6999998,2,3.8,0,.89999998,0,26.4,,2.8,1,0,0,0,0,73.599998,26.4,0,0,0,0,,,,,,,3.79,13040.41,3442.3799,.72,.78,0,3.8,3.8,.3,.35,.95999998,.83999997,.83999997,.029999999,.88,.01,.03,.48,0,0,.29,1,0
2016,62571,62571-2016,Ver. tot Opricht. & Instandh. van een School met de Bijbel,7695,1,93,1,95.099998,1,0,0,0,0,0,0,0,0,,6.6999998,2,3.5999999,0,1.1,0,25.700001,,2.5999999,1,0,0,0,0,72.300003,27.700001,0,0,0,0,,,,,,,3.6099999,12925.16,3577.21,.76,.8,.07,4.24,4.24,.37,.39,.88,.75999999,.81999999,.02,.86000001,.02,.04,.49,.27,.01,.33,1,0
2017,62571,62571-2017,Ver. tot Opricht. & Instandh. van een School met de Bijbel,7695,1,97,1,99.099998,1,0,0,0,0,0,0,0,0,,6.5,2,3.5999999,0,.89999998,0,26.799999,,2.5999999,1,0,0,0,0,72.300003,27.700001,0,0,0,0,,,,,,,3.6099999,12925.16,3577.21,,,,,,,,,,,,,,,,,,,1,0
2012,62584,62584-2012,Stichting 'De Vrije School Almere',1312,1,219,1,219.60001,1,0,0,0,0,0,0,0,0,,13.7,.60000002,11.1,0,2,0,19.799999,,11.1,0,0,0,0,0,100,0,0,0,0,0,,,,,,,11.08,36052.859,3254.1899,-.01,.33,-.1,1.15,1.15,-.06,0,1.0700001,.94999999,.86000001,.079999998,.88999999,.03,.04,.23,0,.01,.02,1,0
2013,62584,62584-2013,Stichting 'De Vrije School Almere',1312,1,242,1,242.89999,1,0,0,0,0,0,0,0,0,,16.200001,.80000001,13.6,0,1.9,0,17.9,,13.4,.2,0,0,0,0,98.5,1.5,0,0,0,0,,,,,,,13.55,40205.871,2966.6101,.3,.58,.08,1.93,1.93,.04,.08,.88,.77999997,.85000002,.07,.88,.03,.04,.26,.08,.01,.1,1,0
2014,62584,62584-2014,Stichting 'De Vrije School Almere',1312,1,282,1,283.20001,1,0,0,0,0,0,0,0,0,,15.9,.80000001,13.6,0,1.6,0,20.799999,,12.7,.80000001,0,0,0,0,93.800003,6.1999998,0,0,0,0,58,40,2,0,0,0,13.55,40360.621,2978.23,.41,.6800000000000001,.06,2.19,2.19,.05,.14,.88999999,.79000002,.83999997,.090000004,.88999999,.03,.06,.32,.14,.06,.13,1,0
2015,62584,62584-2015,Stichting 'De Vrije School Almere',1312,1,302,1,302.60001,1,0,0,0,0,0,0,0,0,,18.200001,.80000001,13.9,.80000001,2.7,0,21.700001,,9.3000002,4,.60000002,0,0,0,67,28.700001,4.3000002,0,0,0,,,,,,,13.95,44719.859,3206.46,.4,.64,-.01,1.74,1.74,.01,.11,.92000002,.85000002,.83999997,.07,.92000002,.02,.05,.27,.11,.02,.07,1,0
2016,62584,62584-2016,Stichting 'De Vrije School Almere',1312,1,338,1,339.5,1,0,0,0,0,0,0,0,0,,20.700001,1.3,15.7,.80000001,3,0,21.5,,11.2,3.9000001,.60000002,0,0,0,71.400002,24.799999,3.8,0,0,0,,,,,,,15.72,51721.109,3289.25,.46,.63,.03,1.69,1.69,.03,.13,.88999999,.81,.83999997,.050000001,.91000003,.02,.05,.27,.13,.02,.07,1,0
2017,62584,62584-2017,Stichting 'De Vrije School Almere',1312,1,395,1,396.79999,1,0,0,0,0,0,0,0,0,,24.5,1.4,17.299999,.80000001,5.0999999,0,22.9,,11.6,5.0999999,.60000002,0,0,0,67.300003,29.200001,3.5,0,0,0,,,,,,,17.280001,57284.551,3315.21,,,,,,,,,,,,,,,,,,,1,0
2012,62662,62662-2012,Stichting Protestants Christelijk Onderwijs Utrecht,3563,0,7093,3,8169.7002,1.2,0,0,0,0,0,0,0,0,,513.5,39.599998,391.60001,0,82.400002,0,18.1,,309.29999,78.199997,4.0999999,0,0,0,79,20,1,0,0,0,,,,,,,391.56,1162724.3,2969.46,.31,.52,.02,.96,.96,-.08,.1,.88,.81,.81999999,.07,.92000002,.04,.06,.27,.06,.02,-.01,23,7.455605
2013,62662,62662-2013,Stichting Protestants Christelijk Onderwijs Utrecht,3563,0,7227,3,8358.5996,1.2,0,0,0,0,0,0,0,0,,490.20001,38,374.60001,0,76.599998,1,19.299999,,294.79999,75.599998,4.1999998,0,0,0,78.699997,20.200001,1.1,0,0,0,,,,,,,374.57999,1117781.3,2984.0901,.41,.58,.06,1.15,1.15,-.03,.16,.83999997,.75999999,.81,.07,.91000003,.05,.07,.34,.12,.03,.02,23,6.2409754
2014,62662,62662-2014,Stichting Protestants Christelijk Onderwijs Utrecht,3563,0,7298,3,8390.2998,1.1,0,0,0,0,0,0,0,0,,515.79999,36.900002,395.70001,0,78.199997,5,18.4,,295.10001,96.099998,3.5,0,0,1,74.599998,24.299999,.89999998,0,0,.30000001,58,40,2,0,0,0,395.70999,1188878.6,3004.4099,.39,.59,0,1.25,1.25,-.02,.17,.88,.80000001,.80000001,.079999998,.91000003,.06,.08,.37,.13,.03,.04,23,6.4152617
2015,62662,62662-2015,Stichting Protestants Christelijk Onderwijs Utrecht,3563,0,7305,3,8235.2998,1.1,0,0,0,0,0,0,0,0,,528.90002,34.299999,404,0,81.599998,9,18.1,,285.20001,113.6,5.1999998,0,0,0,70.599998,28.1,1.3,0,0,0,,,,,,,404.04999,1234652,3055.7,.42,.67,.01,1.56,1.56,-.01,.17,.88999999,.79000002,.80000001,.1,.88999999,.07,.07,.34,.14,.03,.07,23,7.229157
2016,62662,62662-2016,Stichting Protestants Christelijk Onderwijs Utrecht,3563,0,7288,3,8154.3999,1.1,0,0,0,0,0,0,0,0,,531,31.9,404.20001,.40000001,88.599998,6,18,,284.5,114.5,5.1999998,0,0,0,70.400002,28.299999,1.3,0,0,0,,,,,,,404.17999,1286214,3182.28,.39,.64,0,1.58,1.58,0,.17,.88,.81,.81,.11,.91000003,.06,.07,.38,.14,.02,.09,23,7.3563681
2017,62662,62662-2017,Stichting Protestants Christelijk Onderwijs Utrecht,3563,0,7348,3,8151.1001,1.1,0,0,0,0,0,0,0,0,,519.09998,33.299999,393.39999,.40000001,86.099998,6,18.700001,,267.10001,120.4,5.9000001,0,0,0,67.900002,30.6,1.5,0,0,0,,,,,,,393.39999,1258041.5,3197.8601,,,,,,,,,,,,,,,,,,,23,6.9450183
2012,62778,62778-2012,Stichting Katholiek Onderwijs Maasland,3155,1,234,1,234.89999,1,0,0,0,0,0,0,0,0,,14,1.1,12.3,0,.60000002,0,19.1,,8.8999996,3.4000001,0,0,0,0,72.599998,27.4,0,0,0,0,,,,,,,12.26,40235.469,3282.47,.86,.87,-.04,4.42,4.42,.54,1,.93000001,.88,.82999998,.02,.94,.02,.05,1.16,.82,.04,.52,1,0
2013,62778,62778-2013,Stichting Katholiek Onderwijs Maasland,3155,1,234,1,234.3,1,0,0,0,0,0,0,0,0,,13.8,1.1,12.1,0,.60000002,0,19.4,,8.6999998,3.4000001,0,0,0,0,72.099998,27.9,0,0,0,0,,,,,,,12.06,39693.309,3290.1699,.85,.86,-.05,4.23,4.23,.51,.92,.92000002,.87,.81999999,.02,.94,.02,.04,1.08,.74,.02,.49,1,0
2014,62778,62778-2014,Stichting Katholiek Onderwijs Maasland,3155,1,228,1,228.3,1,0,0,0,0,0,0,0,0,,14.6,1.1,12.8,0,.60000002,0,17.799999,,8.8000002,4.0999999,0,0,0,0,68.300003,31.700001,0,0,0,0,58,40,2,0,0,0,12.82,42339.039,3301.7,.86,.87,-.08,4.44,4.44,.46,.86,.95999998,.89999998,.82999998,.02,.93000001,.02,.04,.98,.67,0,.44,1,0
2015,62778,62778-2015,Stichting Katholiek Onderwijs Maasland,3155,1,227,1,227.3,1,0,0,0,0,0,0,0,0,,13.9,1.1,12.2,0,.60000002,0,18.700001,,8.1000004,4,0,0,0,0,67,33,0,0,0,0,,,,,,,12.16,40110.57,3298.49,.85,.89,-.05,5.06,5.06,.41,.77,.91000003,.85000002,.81999999,.029999999,.94,.02,.05,.88,.57,.02,.42,1,0
2016,62778,62778-2016,Stichting Katholiek Onderwijs Maasland,3155,1,212,1,212.3,1,0,0,0,0,0,0,0,0,,13.3,1.1,11.6,0,.60000002,0,18.299999,,6.8000002,4.6999998,0,0,0,0,59,41,0,0,0,0,,,,,,,11.56,39655.289,3431.1299,.86,.91,.05,7.14,7.14,.5,.82,.80000001,.75,.80000001,.050000001,.94,.02,.06,.92,.59,.02,.51,1,0
2017,62778,62778-2017,Stichting Katholiek Onderwijs Maasland,3155,1,230,1,231.5,1,0,0,0,0,0,0,0,0,,14.3,1.1,12.5,0,.69999999,0,18.4,,7.8000002,4.6999998,0,0,0,0,62.700001,37.299999,0,0,0,0,,,,,,,12.47,42506.441,3409.1299,,,,,,,,,,,,,,,,,,,1,0
2012,62818,62818-2012,Schoolver. v. Basisonderw. in Wageningen,6708,1,243,1,243.89999,1,0,0,0,0,0,0,0,0,,16.5,1,12.4,0,3.0999999,0,19.6,,9,3.4000001,0,0,0,0,72.699997,27.299999,0,0,0,0,,,,,,,12.41,38648.301,3114.5901,.7,.78,.03,3.46,3.46,.21,.34,.89999998,.80000001,.81999999,.039999999,.88,.01,.07,.47,.02,.01,.23,1,0
2013,62818,62818-2013,Schoolver. v. Basisonderw. in Wageningen,6708,1,243,1,243.89999,1,0,0,0,0,0,0,0,0,,15.5,1,11.2,0,3.3,0,21.700001,,7.8000002,3.4000001,0,0,0,0,69.699997,30.299999,0,0,0,0,,,,,,,11.18,35153.891,3144.9199,.74,.82,.04,4.14,4.14,.24,.38,.85000002,.77999997,.81,.039999999,.92000002,.01,.06,.5,0,.03,.27,1,0
2014,62818,62818-2014,Schoolver. v. Basisonderw. in Wageningen,6708,1,245,1,245.89999,1,0,0,0,0,0,0,0,0,,15.5,1,11.1,0,3.4000001,0,22.1,,7,4.0999999,0,0,0,0,62.900002,37.099998,0,0,0,0,58,40,2,0,0,0,11.07,35694,3225.7,.75,.82,-.03,4.14,4.14,.24,.38,.89999998,.82999998,.81,.029999999,.93000001,.01,.06,.49,.38,0,.27,1,0
2015,62818,62818-2015,Schoolver. v. Basisonderw. in Wageningen,6708,1,247,1,247.89999,1,0,0,0,0,0,0,0,0,,14.6,1,10,0,3.5999999,0,24.700001,,6,4,0,0,0,0,59.799999,40.200001,0,0,0,0,,,,,,,10.01,32753.189,3272.7,.51,.87,-.02,6.5,6.5,.22,.29,.80000001,.67000002,.64999998,.2,.82999998,.13,.25,.55,.29,.01,.39,1,0
2016,62818,62818-2016,Schoolver. v. Basisonderw. in Wageningen,6708,1,245,1,245.89999,1,0,0,0,0,0,0,0,0,,15.7,1,11.3,0,3.4000001,0,21.700001,,6.5,4.8000002,0,0,0,0,57.599998,42.400002,0,0,0,0,,,,,,,11.31,38759.531,3427.8,.57,.78,-.04,3.29,3.29,.13,.29,.85000002,.81,.77999997,.11,.94999999,.01,.12,.44,.29,.01,.24,1,0
2017,62818,62818-2017,Schoolver. v. Basisonderw. in Wageningen,6708,1,244,1,244.89999,1,0,0,0,0,0,0,0,0,,17.299999,1,12.1,0,4.3000002,0,20.200001,,7.3000002,4.8000002,0,0,0,0,60.200001,39.799999,0,0,0,0,,,,,,,12.06,41528.852,3444.1201,,,,,,,,,,,,,,,,,,,1,0
2012,63039,63039-2012,t Blokhuus,3871,1,261,1,264.89999,1,0,0,0,0,0,0,0,0,,15.1,1.9,11.8,0,1.4,0,22,,10.8,1,0,0,0,0,91.599998,8.3999996,0,0,0,0,,,,,,,3.8,10319.11,2719.1299,.79,.9,.04,7.44,7.44,.47,.64,.86000001,.80000001,.81999999,.090000004,.93000001,.02,.06,.72,.63,.01,.53,1,0
2013,63039,63039-2013,t Blokhuus,3871,1,253,1,256.29999,1,0,0,0,0,0,0,0,0,,14.8,1.9,11.6,0,1.4,0,21.799999,,10.6,1,0,0,0,0,91.400002,8.6000004,0,0,0,0,,,,,,,11.61,36240.371,3122.45,.8,.9,.04,7.93,7.93,.52,.67,.82999998,.79000002,.81999999,.079999998,.94999999,.01,.07,.76,.67,0,.58,1,0
2014,63039,63039-2014,t Blokhuus,3871,1,240,1,242.39999,1,0,0,0,0,0,0,0,0,,14,1.9,10.6,0,1.5,0,22.6,,9,1.6,0,0,0,0,84.699997,15.3,0,0,0,0,58,40,2,0,0,0,10.61,34437.82,3246.8899,.8,.91,.01,8.869999999999999,8.869999999999999,.55,.7,.83999997,.81,.81999999,.090000004,.95999998,.01,.06,.8,.7,.01,.62,1,0
2015,63039,63039-2015,t Blokhuus,3871,1,251,1,255.2,1,0,0,0,0,0,0,0,0,,15.5,1.9,11.8,0,1.8,0,21.200001,,10.2,1.6,0,0,0,0,86.300003,13.7,0,0,0,0,,,,,,,11.84,38233.02,3229.96,.79,.9,.02,8.6,8.6,.57,.69,.85000002,.81999999,.83999997,.1,.97000003,0,.06,.82,.69,0,.66,1,0
2016,63039,63039-2016,t Blokhuus,3871,1,248,1,249.5,1,0,0,0,0,0,0,0,0,,15.9,1.9,12.3,0,1.7,0,20.1,,10.7,1.6,0,0,0,0,86.800003,13.2,0,0,0,0,,,,,,,12.32,41014.52,3328.72,.75,.88,-.01,6.65,6.65,.49,.67,.81999999,.80000001,.79000002,.12,.97000003,0,.1,.84,.67,.05,.6,1,0
2017,63039,63039-2017,t Blokhuus,3871,1,253,1,255.39999,1,0,0,0,0,0,0,0,0,,16.700001,1.9,12.5,0,2.3,0,20.200001,,10.9,1.6,0,0,0,0,87,13,0,0,0,0,,,,,,,12.52,41541.891,3316.8,,,,,,,,,,,,,,,,,,,1,0
2012,63091,63091-2012,Ver. v. Prot. Chr. Basisond. te Notter-Zuna,7467,1,104,1,109.7,1.1,0,0,0,0,0,0,0,0,,6.5,1,4.5999999,0,.89999998,0,22.6,,3.9000001,.69999999,0,0,0,0,84.900002,15.1,0,0,0,0,,,,,,,3,8439.2598,2814.5901,.86,.88,.03,6.85,6.85,.5600000000000001,.6800000000000001,.83999997,.81999999,.82999998,.0099999998,.98000002,0,.06,.79,.48,.01,.57,1,0
2013,63091,63091-2013,Ver. v. Prot. Chr. Basisond. te Notter-Zuna,7467,1,102,1,105.9,1,0,0,0,0,0,0,0,0,,6.8000002,1,4.9000001,0,.89999998,0,20.700001,,3.5999999,1.3,0,0,0,0,73.199997,26.799999,0,0,0,0,,,,,,,4.9200001,14631.96,2976.3301,.84,.85,.12,5.72,5.72,.6,.7,.76999998,.75999999,.85000002,.0099999998,.98000002,0,.03,.84,.48,.02,.59,1,0
2014,63091,63091-2014,Ver. v. Prot. Chr. Basisond. te Notter-Zuna,7467,1,109,1,112.6,1,0,0,0,0,0,0,0,0,,6.8000002,1,4.9000001,0,.89999998,0,22.200001,,2.8,2.0999999,0,0,0,0,57.400002,42.599998,0,0,0,0,58,40,2,0,0,0,4.9099998,14511.77,2957.3,.89,.9,.09,8.52,8.52,.71,.8100000000000001,.79000002,.77999997,.86000001,.0099999998,.98000002,0,.02,.92,.57,.01,.71,1,0
