year,bevoegdgezag,bestuur_key,bevoegd_gezagnaam,postcode_bevoegd_gezag,eenpitter,aantal_leerlingen,categorie_bestuuromvang,aantal_gewichtleerlingen,gemiddeld_leerlinggewicht,aandeel_apcg_leerlingen,aandeel_lwoo_leerlingen,aantal_voltijdleerlingen,aantal_deeltijdleerlingen,aantal_leerlingen_vbo_groen,aantal_bol_leerlingen,aantal_bol_deeltijdleerlingen,aantal_bbl_leerlingen,aandeel_leerlingen_randstad,omvang_formatie_totaal,omvang_formatie_manager,omvang_formatie_op,omvang_formatie_lio,omvang_formatie_oop_obp,omvang_formatie_onbekend,leerling_leraar_ratio,gewogen_deelnemer_leraar_ratio,omvang_formatie_op_la,omvang_formatie_op_lb,omvang_formatie_op_lc,omvang_formatie_op_ld,omvang_formatie_op_le,omvang_formatie_op_overig,aandeel_formatie_op_la,aandeel_formatie_op_lb,aandeel_formatie_op_lc,aandeel_formatie_op_ld,aandeel_formatie_op_le,aandeel_formatie_op_overig,streefpercentage_formatie_op_la,streefpercentage_formatie_op_lb,streefpercentage_formatie_op_lc,streefpercentage_formatie_op_ld,streefpercentage_formatie_op_le,streefpercentage_formatie_op_ove,omvang_formatie_op_brutsal,loonsom_op_brutsal,gemiddelde_loonsom_op_brutsal,solvabiliteiti,solvabiliteitii,rentabiliteit,liquiditeitcurrentratio,liquiditeitquickratio,weerstandsvermogenexclusiefmater,weerstandsvermogen,personeelslastenrijksbijdragen,personeelslastentotaalbatenplusf,personeelslastentotaallastenplus,voorzieningentotaalbatenplusfina,rijksbijdragentotaalbatenplusfin,overigeoverheidsbijdragenensubsi,huisvestingsratio,kapitalisatiefactor,algemenereservetotaalbatenplusfi,investeringeninventarisenapparat,nettowerkkapitaal,aantalinstellingen,variatieinlb
2012,10249,10249-2012,Gemeente Emmen,7811,0,4717,3,5203,1.1,0,0,0,0,0,0,0,0,,314.10001,46.900002,254.60001,0,12.6,0,18.5,,235.2,18.799999,.60000002,0,0,0,92.400002,7.4000001,.2,0,0,0,,,,,,,254.60001,785562.25,3085.47,.6,.62,.03,.36,.36,.18,.27,.85000002,.76999998,.79000002,.0099999998,.89999998,.09,.06,.44,0,0,-.11,27,4.320087
2013,10249,10249-2013,Gemeente Emmen,7811,0,4665,3,5128.7998,1.1,0,0,0,0,0,0,0,0,,299.70001,45.900002,240.8,0,12.9,0,19.4,,203.5,36.200001,1.1,0,0,0,84.5,15,.5,0,0,0,,,,,,,240.84,751942.63,3122.1101,.5600000000000001,.58,.03,.46,.46,.2,.29,.82999998,.75999999,.77999997,.0099999998,.92000002,.08,.07,.53,0,.02,-.12,27,4.0757031
2014,10249,10249-2014,Gemeente Emmen,7811,0,4652,3,5115.2002,1.1,0,0,0,0,0,0,0,0,,299.60001,44.900002,240,0,14.7,0,19.4,,187.60001,52.400002,0,0,0,0,78.199997,21.799999,0,0,0,0,58,40,2,0,0,0,239.99001,764129.75,3184.02,.55,.58,-.05,.83,.83,.16,.25,.88,.81999999,.77999997,.0099999998,.94,.06,.07,.46,0,.01,-.02,27,3.7916586
2015,10249,10249-2015,Gemeente Emmen,7811,0,4593,3,5007.8999,1.1,0,0,0,0,0,0,0,0,,279.70001,42.299999,224.3,0,13.1,0,20.5,,169.60001,54.599998,0,0,0,0,75.599998,24.4,0,0,0,0,,,,,,,224.25999,734934.13,3277.1499,.53,.5600000000000001,-.02,.8100000000000001,.8100000000000001,.13,.22,.86000001,.79000002,.77999997,.0099999998,.92000002,.06,.09,.42,0,.01,-.02,27,3.4954791
2016,10249,10249-2016,Gemeente Emmen,7811,0,4471,3,4876.8999,1.1,0,0,0,0,0,0,0,0,,284.39999,44.099998,227.7,0,12.7,0,19.6,,175.39999,52.200001,0,0,0,0,77.099998,22.9,0,0,0,0,,,,,,,227.67,771219.75,3387.51,.52,.54,.03,.84,.84,.16,.24,.81999999,.76999998,.79000002,.0099999998,.94,.05,.08,.47,0,.01,-.02,27,3.9001296
2017,10249,10249-2017,Gemeente Emmen,7811,0,4352,3,4726.7002,1.1,0,0,0,0,0,0,0,0,,280.5,43,222.2,0,15.2,0,19.6,,166.7,55.5,0,0,0,0,75,25,0,0,0,0,,,,,,,222.24001,754614.56,3395.4299,,,,,,,,,,,,,,,,,,,27,3.7035298
2012,10426,10426-2012,"Gemeente Hoogezand-Sappemeer, afdeling Schoolbestuur Openbaar Onderwijs",9603,1,71,1,73.400002,1,0,0,0,0,0,0,0,0,,5.4000001,.80000001,4.5999999,0,0,0,15.4,,3.8,.80000001,0,0,0,0,83.5,16.5,0,0,0,0,,,,,,,4.5999999,14406.74,3132.3101,.51,.55,-.02,1.01,1.01,-.01,.1,.97000003,.85000002,.83999997,.0099999998,.88,.05,.06,.19,0,.02,0,,0
2013,10426,10426-2013,"Gemeente Hoogezand-Sappemeer, afdeling Schoolbestuur Openbaar Onderwijs",9603,1,66,1,67.199997,1,0,0,0,0,0,0,0,0,,6.5,.80000001,5.6999998,0,0,0,11.7,,4.9000001,.80000001,0,0,0,0,86.599998,13.4,0,0,0,0,,,,,,,5.6599998,17286.199,3052,.53,.5600000000000001,.01,1.18,1.18,.01,.11,.94,.82999998,.83999997,.0099999998,.88,.05,.06,.2,.09,.02,.02,,0
2014,10426,10426-2014,"Gemeente Hoogezand-Sappemeer, afdeling Schoolbestuur Openbaar Onderwijs",9603,1,59,1,59.900002,1,0,0,0,0,0,0,0,0,,6.5,.80000001,5.6999998,0,0,0,10.4,,4.9000001,.80000001,0,0,0,0,86.599998,13.4,0,0,0,0,58,40,2,0,0,0,5.6599998,18569.17,3279.6101,.5600000000000001,.59,0,1.3,1.3,.02,.11,.94,.82999998,.82999998,.0099999998,.88999999,.09,.06,.19,.09,.01,.02,,0
2015,10426,10426-2015,"Gemeente Hoogezand-Sappemeer, afdeling Schoolbestuur Openbaar Onderwijs",9603,1,53,1,53.900002,1,0,0,0,0,0,0,0,0,,5.8000002,.40000001,5.4000001,0,0,0,9.8000002,,4.5999999,.80000001,0,0,0,0,85.900002,14.1,0,0,0,0,,,,,,,5.3800001,18029.07,3350.5701,.52,.84,.02,4.23,4.23,.05,.12,.99000001,.80000001,.81999999,.07,.81,.17,.06,.22,.09,.01,.11,,0
2016,10426,10426-2016,"Gemeente Hoogezand-Sappemeer, afdeling Schoolbestuur Openbaar Onderwijs",9603,1,24,1,24.299999,1,0,0,0,0,0,0,0,0,,.60000002,0,.60000002,0,0,0,40,,.60000002,0,0,0,0,0,100,0,0,0,0,0,,,,,,,.60000002,1626,2710,.49,.63,.01,1.97,1.97,.07,.14,.87,.81,.81,.039999999,.93000001,.03,.07,.29,.1,.01,.1,,0
2012,10867,10867-2012,Gemeente Terschelling,8881,0,248,1,249.8,1,0,0,0,0,0,0,0,0,,17.9,3.7,12,0,2.0999999,0,20.6,,11.4,.60000002,0,0,0,0,94.800003,5.1999998,0,0,0,0,,,,,,,5.9200001,17471.211,2950.8701,.49,.69,.01,2.15,2.15,.07,.2,.85000002,.79000002,.80000001,.079999998,.92000002,.06,.08,.4,.18,.01,.15,3,4.8083262
2013,10867,10867-2013,Gemeente Terschelling,8881,0,231,1,234.60001,1,0,0,0,0,0,0,0,0,,18.200001,4.5,11.5,0,2.0999999,0,20,,10.9,.60000002,0,0,0,0,94.599998,5.4000001,0,0,0,0,,,,,,,11.55,36406.738,3152.6399,.47,.6800000000000001,.02,2.19,2.19,.09,.22,.83999997,.76999998,.79000002,.1,.92000002,.05,.09,.47,.17,.03,.18,3,4.3092923
2014,10867,10867-2014,Gemeente Terschelling,8881,0,217,1,219.39999,1,0,0,0,0,0,0,0,0,,18.4,3.5,12.8,0,2.0999999,0,17,,12.1,.60000002,0,0,0,0,95.099998,4.9000001,0,0,0,0,58,40,2,0,0,0,12.76,39837.309,3122.46,.54,.74,.04,2.85,2.85,.15,.27,.81999999,.76999998,.80000001,.1,.93000001,.05,.07,.49,.21,0,.24,3,3.8105118
2015,10867,10867-2015,Gemeente Terschelling,8881,0,198,1,199.8,1,0,0,0,0,0,0,0,0,,18,3.5,12.4,0,2.0999999,0,16,,11.8,.60000002,0,0,0,0,95,5,0,0,0,0,,,,,,,12.37,39650.512,3204.8799,.6,.8,.05,3.88,3.88,.2,.31,.81,.75999999,.80000001,.11,.94,.03,.07,.51,.27,.02,.29,3,3.9601135
2016,10867,10867-2016,Gemeente Terschelling,8881,0,184,1,184.89999,1,0,0,0,0,0,0,0,0,,18.5,3.5,12.4,0,2.5999999,0,14.8,,11.8,.60000002,0,0,0,0,95,5,0,0,0,0,,,,,,,12.44,41742.691,3355.9299,.58,.79,0,3.09,3.09,.14,.32,.88,.81999999,.81999999,.12,.93000001,.04,.06,.47,.28,.01,.25,3,3.8534617
2017,10867,10867-2017,Gemeente Terschelling,8881,0,185,1,185.60001,1,0,0,0,0,0,0,0,0,,17.4,3,11.8,0,2.5999999,0,15.7,,8.8999996,2.9000001,0,0,0,0,75.5,24.5,0,0,0,0,,,,,,,11.8,40002.77,3389.26,,,,,,,,,,,,,,,,,,,3,4.379117
2012,10925,10925-2012,Gemeente Westerwolde,9551,0,650,2,782.59998,1.2,0,0,0,0,0,0,0,0,,61.599998,8.1999998,47.099998,0,6.3000002,0,13.8,,37.5,9.6000004,0,0,0,0,79.699997,20.299999,0,0,0,0,,,,,,,46.369999,138763.06,2992.6101,.49,.51,.07,.5,.5,.09,.15,1.03,.77999997,.82999998,.0099999998,.75999999,.21,.05,.3,0,.01,-.07,6,1.6661333
2013,10925,10925-2013,Gemeente Westerwolde,9551,0,644,2,782.59998,1.2,0,0,0,0,0,0,0,0,,64.199997,7.0999999,50.5,0,6.5999999,0,12.8,,37,13.5,0,0,0,0,73.300003,26.700001,0,0,0,0,,,,,,,50.509998,153012.11,3029.5801,.48,.5,-.02,.52,.52,.07,.14,.99000001,.83999997,.81999999,.0099999998,.85000002,.12,.05,.29,0,0,-.07,6,1.4827901
2014,10925,10925-2014,Gemeente Westerwolde,9551,0,659,2,837.79999,1.3,0,0,0,0,0,0,0,0,,63.799999,7.0999999,49.299999,0,7.5,0,13.4,,36.599998,12.7,0,0,0,0,74.199997,25.799999,0,0,0,0,58,40,2,0,0,0,49.259998,152046.75,3086.3101,.36,.37,.02,.8,.8,.11,.15,1,.81999999,.83999997,.0099999998,.81999999,.03,.05,.41,0,0,-.05,6,1.5099669
2015,10925,10925-2015,Gemeente Westerwolde,9551,0,591,2,656.09998,1.1,0,0,0,0,0,0,0,0,,67.5,7.1999998,51.400002,0,8.8999996,0,11.5,,40.700001,10.7,0,0,0,0,79.199997,20.799999,0,0,0,0,,,,,,,51.439999,159161.34,3093.8999,.35,.36,.02,.85,.85,.12,.16,1,.83999997,.86000001,.0099999998,.83999997,.02,.03,.47,.16,.02,-.05,6,1.9984161
2016,10925,10925-2016,Gemeente Westerwolde,9551,0,660,2,791.09998,1.2,0,0,0,0,0,0,0,0,,75.800003,7.5999999,52.599998,0,15.6,0,12.5,,42.900002,9.6999998,0,0,0,0,81.5,18.5,0,0,0,0,,,,,,,52.59,169050.36,3214.4099,.26,.27,0,.85,.85,.08,.14,1.0599999,.86000001,.85000002,.0099999998,.81,.17,.04,.54,.14,.03,-.06,6,1.8988593
2017,10925,10925-2017,Gemeente Westerwolde,9551,0,632,2,769.09998,1.2,0,0,0,0,0,0,0,0,,72.599998,7.1999998,50,0,15.3,0,12.6,,38.700001,11.3,0,0,0,0,77.400002,22.6,0,0,0,0,,,,,,,50.040001,162030.53,3238.1899,,,,,,,,,,,,,,,,,,,6,1.5210742
2012,10928,10928-2012,Gemeente Vlieland,8899,1,98,1,98,1,0,0,0,0,0,0,0,0,,7.8000002,1,6.3000002,0,.5,0,15.7,,5.3000002,1,0,0,0,0,84,16,0,0,0,0,,,,,,,2.6199999,7471.48,2856.8301,,,,,,,,,,,,,,,,,,,1,3.11127
2013,10928,10928-2013,Gemeente Vlieland,8899,1,94,1,94,1,0,0,0,0,0,0,0,0,,8.1999998,1,6.3000002,0,.89999998,0,15,,5.3000002,1,0,0,0,0,84,16,0,0,0,0,,,,,,,6.2600002,19913.91,3182.5601,,,,,,,,,,,,,,,,,,,1,3.11127
2014,10928,10928-2014,Gemeente Vlieland,8899,1,85,1,85,1,0,0,0,0,0,0,0,0,,7.1999998,1,5.5999999,0,.60000002,0,15.1,,4.5999999,1,0,0,0,0,82.199997,17.799999,0,0,0,0,58,40,2,0,0,0,5.6300001,18228.85,3237,,,,,,,,,,,,,,,,,,,1,1.767767
2015,10928,10928-2015,Gemeente Vlieland,8899,1,78,1,78,1,0,0,0,0,0,0,0,0,,7.3000002,1,5.5999999,0,.60000002,0,13.9,,2.8,2.9000001,0,0,0,0,49.299999,50.700001,0,0,0,0,,,,,,,5.6300001,18704.08,3321.3899,,,,,,,,,,,,,,,,,,,1,1.1313709
2016,10928,10928-2016,Gemeente Vlieland,8899,1,69,1,69,1,0,0,0,0,0,0,0,0,,5.9000001,0,5.4000001,0,.5,0,12.8,,2.5999999,2.9000001,0,0,0,0,47.200001,52.799999,0,0,0,0,,,,,,,5.4099998,18403.609,3404.8,,,,,,,,,,,,,,,,,,,1,.63639611
2017,10928,10928-2017,Gemeente Vlieland,8899,1,60,1,60,1,0,0,0,0,0,0,0,0,,6.3000002,0,5.1999998,0,1.1,0,11.6,,2.5,2.7,0,0,0,0,48.799999,51.200001,0,0,0,0,,,,,,,5.1799998,17906.199,3458.9299,,,,,,,,,,,,,,,,,,,1,1.2020816
2012,11711,11711-2012,Gemeente Noordenveld,9301,0,2131,2,2194,1,0,0,0,0,0,0,0,0,,139.60001,12.4,121.2,0,6,0,17.6,,96.800003,24.4,0,0,0,0,79.900002,20.1,0,0,0,0,,,,,,,121.18,380627.09,3141.04,.69,.71,.01,.39,.39,.21,.37,.91000003,.82999998,.82999998,.0099999998,.92000002,.07,.06,.54,.37,.02,-.1,11,3.0332501
2013,11711,11711-2013,Gemeente Noordenveld,9301,0,2075,2,2140.1001,1,0,0,0,0,0,0,0,0,,135.3,11.8,116.8,0,6.5999999,0,17.799999,,84.599998,32.299999,0,0,0,0,72.400002,27.6,0,0,0,0,,,,,,,116.85,371202,3176.8,.76,.79,.03,.49,.49,.25,.39,.89999998,.81999999,.83999997,.0099999998,.91000003,.07,.06,.52,.38,.01,-.06,11,3.1575186
2014,11711,11711-2014,Gemeente Noordenveld,9301,0,2001,2,2073,1,0,0,0,0,0,0,0,0,,129.3,9.5,113.3,0,6.4000001,0,17.700001,,78.599998,34.799999,0,0,0,0,69.300003,30.700001,0,0,0,0,58,40,2,0,0,0,113.35,366262.56,3231.27,.6800000000000001,.7,-.04,.42,.42,.23,.38,.94,.87,.82999998,.0099999998,.92000002,.01,.07,.5600000000000001,.37,.01,-.1,11,3.1102347
2015,11711,11711-2015,Gemeente Noordenveld,9301,0,1944,2,2026.2,1,0,0,0,0,0,0,0,0,,127.4,9.5,111.8,0,6.0999999,0,17.4,,79.800003,32,0,0,0,0,71.400002,28.6,0,0,0,0,,,,,,,111.77,364173.66,3258.1699,.6800000000000001,.71,-.01,.39,.39,.22,.36,.88999999,.85000002,.83999997,.0099999998,.95999998,.02,.05,.53,.36,.01,-.09,11,2.9699888
2016,11711,11711-2016,Gemeente Noordenveld,9301,0,1886,2,1967.6,1,0,0,0,0,0,0,0,0,,125.5,10.1,109.2,0,6.3000002,0,17.299999,,76,33.099998,0,0,0,0,69.699997,30.299999,0,0,0,0,,,,,,,109.17,371512.47,3403.1599,.67,.69,0,.4,.4,.22,.35,.88,.82999998,.82999998,.0099999998,.94999999,.02,.06,.53,.34,.02,-.1,11,3.0420787
2017,11711,11711-2017,Gemeente Noordenveld,9301,0,1836,2,1925.1,1,0,0,0,0,0,0,0,0,,124,10.1,103.7,0,10.3,0,17.700001,,72.300003,31.4,0,0,0,0,69.699997,30.299999,0,0,0,0,,,,,,,103.67,351544.53,3390.8501,,,,,,,,,,,,,,,,,,,11,3.4573045
2012,11764,11764-2012,Gemeente Eijsden-Margraten,6269,1,62,1,62,1,0,0,0,0,0,0,0,0,,4.3000002,0,4.1999998,0,.1,0,14.7,,4.1999998,0,0,0,0,0,100,0,0,0,0,0,,,,,,,4.2199998,13632.46,3233.3501,.54,.78,.01,4.56,4.56,.28,.28,.82999998,.81,.81999999,.12,.97000003,0,.05,.51,0,0,.39,1,0
2013,11764,11764-2013,Gemeente Eijsden-Margraten,6269,1,67,1,67,1,0,0,0,0,0,0,0,0,,5,.5,4.4000001,0,.1,0,15.2,,4.4000001,0,0,0,0,0,100,0,0,0,0,0,,,,,,,4.4200001,14154.3,3201.6101,.57,.78,.01,4.37,4.37,.25,.27,.81999999,.81,.81999999,.1,.99000001,0,.04,.48,0,.02,.35,1,0
2014,11764,11764-2014,Gemeente Eijsden-Margraten,6269,1,70,1,70,1,0,0,0,0,0,0,0,0,,5,0,4.9000001,0,.1,0,14.2,,3.5999999,1.4,0,0,0,0,71.900002,28.1,0,0,0,0,58,40,2,0,0,0,4.9400001,16122.92,3266.99,.59,.8,.02,4.84,4.84,.26,.28,.81,.80000001,.81999999,.1,.98000002,0,.06,.48,.01,.01,.36,1,0
2015,11764,11764-2015,Gemeente Eijsden-Margraten,6269,1,74,1,74,1,0,0,0,0,0,0,0,0,,4.8000002,0,4.6999998,0,.1,0,15.6,,3.4000001,1.4,0,0,0,0,70.800003,29.200001,0,0,0,0,,,,,,,4.75,15889.08,3345.4199,.61,.8100000000000001,.06,5.14,5.14,.3,.31,.79000002,.75,.79000002,.1,.94999999,.03,.08,.5,.07,0,.39,1,0
2016,11764,11764-2016,Gemeente Eijsden-Margraten,6269,1,65,1,65,1,0,0,0,0,0,0,0,0,,5.1999998,0,5.0999999,0,.1,0,12.7,,4,1.1,0,0,0,0,78.400002,21.6,0,0,0,0,,,,,,,5.1399999,17350.811,3376.8301,.6,.8100000000000001,.04,4.91,4.91,.3,.33,.76999998,.75,.77999997,.12,.98000002,0,.11,.5600000000000001,.02,.01,.41,1,0
2017,11764,11764-2017,Gemeente Eijsden-Margraten,6269,1,62,1,62,1,0,0,0,0,0,0,0,0,,5.3000002,0,5.1999998,0,.1,0,12,,4.0999999,1.1,0,0,0,0,78.5,21.5,0,0,0,0,,,,,,,5.1700001,17546.66,3395.25,,,,,,,,,,,,,,,,,,,1,0
2012,13622,13622-2012,Stichting Openbaar Primair Onderwijs Haarlemmermeer,2132,0,4899,3,5199.2998,1.1,0,0,0,0,0,0,0,0,,302.29999,25.299999,255.89999,.5,20.6,0,19.1,,200.5,55.5,0,0,0,0,78.300003,21.700001,0,0,0,0,,,,,,,255.94,770800.94,3011.6299,.51,.59,0,1.85,1.85,.09,.16,.88999999,.81999999,.81999999,.02,.92000002,0,.07,.3,.04,.02,.11,19,2.2718883
2013,13622,13622-2013,Stichting Openbaar Primair Onderwijs Haarlemmermeer,2132,0,4812,3,5094.6001,1.1,0,0,0,0,0,0,0,0,,294.60001,25,251.60001,0,18.1,0,19.1,,189.5,62.099998,0,0,0,0,75.300003,24.700001,0,0,0,0,,,,,,,251.60001,767499.63,3050.4199,.62,.6800000000000001,.05,2.38,2.38,.14,.2,.85000002,.77999997,.81999999,.02,.92000002,0,.07,.32,.13,.02,.14,19,2.4943039
2014,13622,13622-2014,Stichting Openbaar Primair Onderwijs Haarlemmermeer,2132,0,4713,3,4980,1.1,0,0,0,0,0,0,0,0,,285.5,25.5,242.39999,0,17.700001,0,19.4,,178.39999,64,0,0,0,0,73.599998,26.4,0,0,0,0,58,40,2,0,0,0,242.42999,749555.31,3091.8899,.62,.69,-.01,2.34,2.34,.12,.2,.87,.82999998,.81999999,.02,.95999998,0,.07,.32,.14,.02,.14,19,2.7966661
2015,13622,13622-2015,Stichting Openbaar Primair Onderwijs Haarlemmermeer,2132,0,4609,3,4858.2998,1.1,0,0,0,0,0,0,0,0,,280.29999,22.5,240.89999,0,16.9,0,19.1,,172.39999,68.5,0,0,0,0,71.599998,28.4,0,0,0,0,,,,,,,240.89,759604.69,3153.3799,.62,.67,.01,2.24,2.24,.12,.2,.85000002,.81,.81999999,.02,.95999998,0,.08,.33,0,.02,.13,19,2.6690969
2016,13622,13622-2016,Stichting Openbaar Primair Onderwijs Haarlemmermeer,2132,0,4435,3,4672.2998,1.1,0,0,0,0,0,0,0,0,,268.29999,20.9,230.8,0,16.6,0,19.200001,,164.39999,66.400002,0,0,0,0,71.199997,28.799999,0,0,0,0,,,,,,,230.78999,755928.19,3275.3799,.65,.7,.01,2.38,2.38,.13,.22,.83999997,.81,.81999999,.02,.97000003,0,.08,.33,0,.02,.14,19,2.6473622
2017,13622,13622-2017,Stichting Openbaar Primair Onderwijs Haarlemmermeer,2132,0,4457,3,4692.5,1.1,0,0,0,0,0,0,0,0,,273.89999,22.200001,230.7,0,21,0,19.299999,,171.3,59.5,0,0,0,0,74.199997,25.799999,0,0,0,0,,,,,,,230.74001,751146.44,3255.4299,,,,,,,,,,,,,,,,,,,19,2.9208686
2012,13662,13662-2012,Stichting Openbaar Onderwijs Present,1613,0,1969,2,2083.8999,1.1,0,0,0,0,0,0,0,0,,121.3,9.8000002,105.4,0,6.0999999,0,18.700001,,83.599998,20.799999,1,0,0,0,79.300003,19.700001,.89999998,0,0,0,,,,,,,105.44,330189.38,3131.6699,.74,.86,0,5.71,5.71,.38,.5,.83999997,.81999999,.81999999,.079999998,.98000002,0,.09,.6800000000000001,.44,.01,.45,9,1.4486583
2013,13662,13662-2013,Stichting Openbaar Onderwijs Present,1613,0,1896,2,2015.4,1.1,0,0,0,0,0,0,0,0,,115.6,8.8000002,100.6,0,6.1999998,0,18.9,,78.599998,21,1,0,0,0,78.099998,20.9,1,0,0,0,,,,,,,100.58,317526.03,3157.04,.72,.86,.02,5.84,5.84,.4,.51,.82999998,.80000001,.81999999,.090000004,.97000003,0,.09,.71,.45,.02,.48,9,1.4688431
2014,13662,13662-2014,Stichting Openbaar Onderwijs Present,1613,0,1806,2,1908.6,1.1,0,0,0,0,0,0,0,0,,112.2,9,96.900002,0,6.1999998,0,18.6,,77.400002,18.5,1,0,0,0,79.900002,19.1,1,0,0,0,58,40,2,0,0,0,96.940002,310960.84,3207.78,.67,.85,-.05,5.44,5.44,.38,.5,.88999999,.87,.82999998,.13,.98000002,0,.09,.73,.44,.02,.49,9,1.3472193
2015,13662,13662-2015,Stichting Openbaar Onderwijs Present,1613,0,1759,2,1863.7,1.1,0,0,0,0,0,0,0,0,,120.6,8.1000004,106.2,0,6.3000002,0,16.6,,84.199997,21.1,1,0,0,0,79.199997,19.799999,.89999998,0,0,0,,,,,,,106.22,341275.09,3212.9199,.66,.86,-.02,5.93,5.93,.37,.47,.86000001,.83999997,.81999999,.14,.98000002,0,.08,.71,.42,0,.49,9,1.1501207
2016,13662,13662-2016,Stichting Openbaar Onderwijs Present,1613,0,1710,2,1811.4,1.1,0,0,0,0,0,0,0,0,,112.1,9.6000004,96.400002,0,6.0999999,0,17.700001,,77.5,17.9,1,0,0,0,80.400002,18.6,1,0,0,0,,,,,,,96.360001,324370.19,3366.1699,.66,.87,-.03,6.39,6.39,.36,.45,.86000001,.83999997,.81,.14,.98000002,.01,.09,.6800000000000001,.41,0,.49,9,1.1218784
2017,13662,13662-2017,Stichting Openbaar Onderwijs Present,1613,0,1540,2,1644.1,1.1,0,0,0,0,0,0,0,0,,104.2,8.3999996,89.800003,0,5.9000001,0,17.1,,72.300003,16.5,1,0,0,0,80.5,18.4,1.1,0,0,0,,,,,,,89.809998,303564.34,3380.0701,,,,,,,,,,,,,,,,,,,9,.98756152
2012,13674,13674-2012,Stichting Openbaar Onderwijs Groep,5461,0,3036,3,3240.3,1.1,0,0,0,0,0,0,0,0,,190.3,15.4,162.8,0,12.1,0,18.700001,,133.2,29.6,0,0,0,0,81.800003,18.200001,0,0,0,0,,,,,,,162.78,500529.84,3074.8101,.57,.72,0,2.29,2.29,.07,.19,.88999999,.82999998,.81999999,.050000001,.93000001,.01,.07,.33,.19,.01,.12,,1.2227993
2013,13674,13674-2013,Stichting Openbaar Onderwijs Groep,5461,0,2969,3,3177.2,1.1,0,0,0,0,0,0,0,0,,175.89999,13.8,150.2,0,12,0,19.799999,,118.9,31.299999,0,0,0,0,79.199997,20.799999,0,0,0,0,,,,,,,150.17999,469880.69,3128.79,.55,.71,.01,2.27,2.27,.08,.19,.88,.82999998,.82999998,.059999999,.94,.01,.06,.34,.18,.02,.13,,1.4977125
2014,13674,13674-2014,Stichting Openbaar Onderwijs Groep,5461,0,2799,3,2997.8999,1.1,0,0,0,0,0,0,0,0,,166.89999,12.6,142.60001,0,8.1000004,3.5999999,19.6,,114.1,28.5,0,0,0,0,80,20,0,0,0,0,58,40,2,0,0,0,142.62,455391.63,3193.04,.57,.73,0,2.44,2.44,.09,.2,.88999999,.82999998,.82999998,.059999999,.94,.01,.07,.35,.19,.01,.14,,1.8079191
2015,13674,13674-2015,Stichting Openbaar Onderwijs Groep,5461,0,2704,3,2891.8,1.1,0,0,0,0,0,0,0,0,,166.2,13.1,141.3,0,11.8,0,19.1,,116.3,25,0,0,0,0,82.300003,17.700001,0,0,0,0,,,,,,,141.32001,449025.69,3177.3301,.75,.78,.02,2.5,2.5,.13,.29,.87,.81,.81999999,.0099999998,.93000001,.03,.07,.33,.29,.02,.13,,1.9371555
2016,13674,13674-2016,Stichting Openbaar Onderwijs Groep,5461,0,2630,3,2825,1.1,0,0,0,0,0,0,0,0,,156.60001,13.8,130.89999,0,11.9,0,20.1,,103.6,27.299999,0,0,0,0,79.099998,20.9,0,0,0,0,,,,,,,130.89,431315.56,3295.1599,.7,.73,0,2.04,2.04,.11,.3,.86000001,.81999999,.82999998,.0099999998,.95999998,.01,.07,.36,.3,.02,.12,,2.0350032
2017,13674,13674-2017,Stichting Openbaar Onderwijs Groep,5461,0,2476,2,2644.8999,1.1,0,0,0,0,0,0,0,0,,143.60001,9.8999996,121.5,0,12.2,0,20.4,,94.5,27,0,0,0,0,77.800003,22.200001,0,0,0,0,,,,,,,121.5,398589.09,3280.5901,,,,,,,,,,,,,,,,,,,,2.4525399
2012,13682,13682-2012,Openbaar Primair Onderwijs Oegstgeest,2341,0,1252,2,1276,1,0,0,0,0,0,0,0,0,,77.199997,6.9000001,64.300003,0,6.0999999,0,19.5,,52.599998,11.7,0,0,0,0,81.800003,18.200001,0,0,0,0,,,,,,,64.260002,198484.19,3088.6699,.52,.61,0,1.76,1.76,.06,.14,.87,.82999998,.81999999,.02,.94999999,.02,.08,.27,.13,.02,.08,4,.49665549
2013,13682,13682-2013,Openbaar Primair Onderwijs Oegstgeest,2341,0,1245,2,1263,1,0,0,0,0,0,0,0,0,,74.300003,6.9000001,61,0,6.4000001,0,20.4,,48.900002,12,0,0,0,0,80.300003,19.700001,0,0,0,0,,,,,,,60.98,189541.95,3108.1399,.6,.66,.05,2.09,2.09,.1,.18,.82999998,.77999997,.81,.02,.93000001,.02,.07,.3,.12,.02,.11,4,.35590261
2014,13682,13682-2014,Openbaar Primair Onderwijs Oegstgeest,2341,0,1251,2,1272,1,0,0,0,0,0,0,0,0,,75.099998,7,60.599998,0,7.5,0,20.6,,43.400002,17.200001,0,0,0,0,71.599998,28.4,0,0,0,0,58,40,2,0,0,0,60.59,192325.7,3174.23,.57,.64,-.01,1.86,1.86,.08,.18,.88,.82999998,.81999999,.02,.94999999,.02,.07,.32,.13,.03,.1,4,1.6512622
2015,13682,13682-2015,Openbaar Primair Onderwijs Oegstgeest,2341,0,1274,2,1299.5,1,0,0,0,0,0,0,0,0,,75.800003,7,61,.40000001,7.4000001,0,20.9,,42.900002,18,0,0,0,0,70.400002,29.6,0,0,0,0,,,,,,,60.959999,193974.5,3182.01,.5,.67,-.01,1.99,1.99,.05,.16,.83999997,.81,.80000001,.059999999,.95999998,.01,.09,.32,.11,.04,.1,4,1.5085865
