Bevoegd Gezag,Sector,Groepering,Naam,Jaar,Key,Lonen en salarissen,Sociale lasten,Pensioenlasten,Lasten personeel niet in loondienst,Personeelslasten,Lonen en salarissen/totaal personeel,Sociale lasten/totaal personeel,Pensioenlasten/totaal personeel,Lasten personeel niet in loondienst/totaal personeel,Afschrijvingen op materiÔle vaste activa,Afschrijvingen,Huurlasten,Onderhoudslasten (klein onderhoud),Lasten voor energie en water,Schoonmaakkosten,Belastingen en heffingen,Overige (overige huisvestingslasten),Huisvestingslasten,Administratie- en beheerslasten,Inventaris en apparatuur,Overige (overige overige lasten),Overige lasten,Accountantshonoraria inzake het onderzoek van de jaarrekening,Accountantshonoraria
41376,PO,BO6,Talent Primair,2012,41376-2012,16053362,3434291,2177136,3300,21686016,0.74,0.16,0.10,0.00,498931,498931,484052,136549,537841,605286,63453,144129,2443946,613464,655049,880958,2149471,39775,39775
41376,PO,BO6,Talent Primair,2013,41376-2013,15374563,3233556,2213968,7978,20567907,0.75,0.16,0.11,0.00,459632,459632,237782,150521,642971,643988,73974,94228,2371123,527848,636392,764129,1928369,14350,14350
41376,PO,BO6,Talent Primair,2014,41376-2014,14918867,3597011,2133979,11219,20189298,0.74,0.18,0.11,0.00,445711,445711,283792,216364,564100,652871,65887,62987,2346360,460510,705298,746679,1912487,18862,18862
41376,PO,BO6,Talent Primair,2015,41376-2015,14708552,1891750,1797731,22775,19744824,0.74,0.10,0.09,0.00,471524,471524,115022,221078,551297,648486,70493,70222,2736794,412044,777163,659503,1848710,23197,23197
41376,PO,BO6,Talent Primair,2016,41376-2016,14946365,2030440,1715811,29832,20242008,0.74,0.10,0.08,0.00,489125,489125,110187,225919,479258,643765,65805,38311,2317378,411002,855085,752006,2018093,21634,21634
41385,PO,BO5,Stichting Nije Gaast,2012,41385-2012,4332905,970257,618740,,6573373,0.66,0.15,0.09,0.00,129979,129979,15000,52012,121853,63619,14139,16712,363394,194648,308372,262891,765911,,
41385,PO,BO5,Stichting Nije Gaast,2013,41385-2013,4102216,933942,630383,,6481278,0.63,0.14,0.10,0.00,141574,141574,47413,29950,171063,54912,15972,51338,519353,189390,309529,235549,734468,,
41385,PO,BO5,Stichting Nije Gaast,2014,41385-2014,4018464,993013,606985,,6338867,0.63,0.16,0.10,0.00,155174,155174,32651,39666,108223,57885,18969,26959,500319,192377,277403,190839,660619,10767,10767
41385,PO,BO5,Stichting Nije Gaast,2015,41385-2015,3675721,991796,606985,,5909600,0.62,0.17,0.10,0.00,163311,163311,17076,50341,90433,66961,14564,5203,407914,181375,3760,199056,661386,13473,13473
41385,PO,BO5,Stichting Nije Gaast,2016,41385-2016,3759080,836077,454972,,5813428,0.65,0.14,0.08,0.00,120229,120229,26340,32305,110634,96377,6977,5649,495658,190032,2039,234569,710511,13874,13874
41386,PO,BO4,Stg. v. OVO in G'chem en Regio,2012,41386-2012,16401705,1808773,2255181,65277,20684907,0.79,0.09,0.11,0.00,769959,769959,59561,869153,452637,556662,70305,100021,2108339,677999,2190121,,2868120,21420,24456
41386,PO,BO4,Stg. v. OVO in G'chem en Regio,2013,41386-2013,16090442,1852385,2383284,164313,20837697,0.77,0.09,0.11,0.01,812037,812037,60638,811341,451223,565653,57177,97654,2043686,705875,2461546,,3167421,25008,31748
41386,PO,BO4,Stg. v. OVO in G'chem en Regio,2014,41386-2014,16169535,1925796,2343356,338267,21173219,0.76,0.09,0.11,0.02,814767,814767,71398,805149,384160,561767,83595,71811,1977880,718646,2520108,,3238754,19602,19602
41386,PO,BO4,Stg. v. OVO in G'chem en Regio,2015,41386-2015,16157999,1972218,2051598,458273,21686409,0.75,0.09,0.09,0.02,814969,814969,81028,8741,373114,648287,74354,106925,2081100,782033,682190,935898,3385205,22688,36240
41386,PO,BO4,Stg. v. OVO in G'chem en Regio,2016,41386-2016,16580933,2164494,2060526,1111109,22749915,0.73,0.10,0.09,0.05,861368,861368,93423,7947,400965,665537,66149,89764,2107119,672231,675756,978395,3338634,25718,25718
41388,PO,SPEC,"De Kleine Prins, Sticht. S.O.",2012,41388-2012,9376344,2334504,2257007,648778,15027704,0.62,0.16,0.15,0.04,314449,314449,19060,73671,202176,112621,26773,29470,763562,350970,336755,317560,1005285,13405,13405
41388,PO,SPEC,"De Kleine Prins, Sticht. S.O.",2013,41388-2013,9307225,2258339,2380734,910111,15194109,0.61,0.15,0.16,0.06,329040,329040,41263,93739,287706,145889,31497,44363,996001,328312,379897,322322,1030531,15660,23525
41388,PO,SPEC,"De Kleine Prins, Sticht. S.O.",2014,41388-2014,10330963,2513474,1574198,1044920,15848313,0.65,0.16,0.10,0.07,348964,348964,33902,177767,233751,154517,23211,45382,1131323,311077,431410,287754,1030241,15730,15730
41388,PO,SPEC,"De Kleine Prins, Sticht. S.O.",2015,41388-2015,10443833,1349173,1272490,823212,14897004,0.70,0.09,0.09,0.06,,345913,54374,211724,219566,105703,23353,74877,1624941,282698,269669,218520,1097818,28210,28210
41388,PO,SPEC,"De Kleine Prins, Sticht. S.O.",2016,41388-2016,10448734,1357500,1188563,739136,14847192,0.70,0.09,0.08,0.05,296877,296877,54440,175599,204614,130764,41371,159142,1103892,324210,241310,229515,1151248,30000,30000
41390,PO,BO5,Stg. Openb. Prim. Ond. Z'meer,2012,41390-2012,12733396,2645553,1745363,284522,17134405,0.74,0.15,0.10,0.02,360764,360764,44015,195852,444160,537646,42149,35386,1489208,354575,730129,404049,1488753,17449,19805
41390,PO,BO5,Stg. Openb. Prim. Ond. Z'meer,2013,41390-2013,12739131,2678953,1862517,344246,17346124,0.73,0.15,0.11,0.02,350229,350229,56022,162789,362280,423710,47495,25219,1267515,373800,721677,380966,1476443,17000,17000
41390,PO,BO5,Stg. Openb. Prim. Ond. Z'meer,2014,41390-2014,12764779,2946574,1814496,391153,17622164,0.72,0.17,0.10,0.02,352379,352379,72984,261994,415181,343144,34970,32151,1450424,422901,850000,479312,1752213,16976,16976
41390,PO,BO5,Stg. Openb. Prim. Ond. Z'meer,2015,41390-2015,13668739,2992766,1641314,284028,18449561,0.74,0.16,0.09,0.02,349406,349406,160581,292112,317654,436122,44114,13672,1764255,386495,380879,481732,1586359,17000,17000
41390,PO,BO5,Stg. Openb. Prim. Ond. Z'meer,2016,41390-2016,14432698,2431703,1650315,388775,19267418,0.75,0.13,0.09,0.02,429554,429554,274684,74135,227424,366041,33713,60310,1786307,385205,774019,604498,1763722,28047,28047
41396,PO,BO5,LOGOS Stg. Prot. Chr. Onderw.,2012,41396-2012,11558222,2442577,1540405,,15408437,0.75,0.16,0.10,0.00,557144,557144,198413,59509,226023,265464,36381,26265,952055,920952,454723,638894,2014569,18029,18029
41396,PO,BO5,LOGOS Stg. Prot. Chr. Onderw.,2013,41396-2013,11219164,2322784,1640569,,15050639,0.75,0.15,0.11,0.00,480332,480332,198318,57495,244343,253031,27924,35476,965004,821356,456281,386680,1664317,20389,20389
41396,PO,BO5,LOGOS Stg. Prot. Chr. Onderw.,2014,41396-2014,11168341,2483112,1604155,,15072199,0.74,0.16,0.11,0.00,462109,462109,193919,74489,217239,260733,26135,31600,954532,719395,521168,404097,1644660,23178,23178
41396,PO,BO5,LOGOS Stg. Prot. Chr. Onderw.,2015,41396-2015,11338102,2400569,1384613,,15236622,0.74,0.16,0.09,0.00,461800,461800,249070,59384,224244,266855,29048,25757,1120823,612029,549340,296361,1457730,10275,10275
41396,PO,BO5,LOGOS Stg. Prot. Chr. Onderw.,2016,41396-2016,12095137,1598158,1394926,,16073176,0.75,0.10,0.09,0.00,488820,488820,267176,168737,213453,264940,24267,43004,1234077,563450,584764,347612,1495826,22510,22510
41398,PO,BO4,Stichting AKKOORD!,2012,41398-2012,7134630,1510433,975528,63257,9607083,0.74,0.16,0.10,0.01,140241,140241,16308,193085,160264,261697,27183,11140,669677,314736,375107,286033,975876,,
41398,PO,BO4,Stichting AKKOORD!,2013,41398-2013,7348087,1277410,1043359,103165,9437045,0.78,0.14,0.11,0.01,174834,174834,14672,38355,172777,277861,24684,71815,750164,355856,330452,327446,1013754,10043,11102
41398,PO,BO4,Stichting AKKOORD!,2014,41398-2014,7051189,1664349,960877,140099,9503880,0.74,0.18,0.10,0.01,184855,184855,24449,45586,117425,249791,25349,33802,646402,360713,461537,252476,1074726,11495,11495
41398,PO,BO4,Stichting AKKOORD!,2015,41398-2015,7270712,912952,879166,142032,9807640,0.74,0.09,0.09,0.01,212479,212479,19004,50283,162445,253978,26965,11044,796702,253999,281623,230469,955377,27892,27892
41398,PO,BO4,Stichting AKKOORD!,2016,41398-2016,7376591,1002515,836300,273928,10078141,0.73,0.10,0.08,0.03,230538,230538,16894,12810,139015,255947,11068,64335,773052,309691,287667,157936,957626,17030,17030
41400,PO,BO6,Stg. Openb. Prim. Ond. Utrecht,2012,41400-2012,36216649,9173489,4257332,2169213,51349666,0.71,0.18,0.08,0.04,1578373,1578373,139609,337074,1228544,1263558,109783,127901,3706403,1270380,2387538,658201,4316119,19949,19949
41400,PO,BO6,Stg. Openb. Prim. Ond. Utrecht,2013,41400-2013,36648437,5912852,5277808,3130895,52633132,0.70,0.11,0.10,0.06,1583938,1583938,203766,702224,1224729,1411642,165044,307476,4014881,1253423,2513744,811171,4578338,,
41400,PO,BO6,Stg. Openb. Prim. Ond. Utrecht,2014,41400-2014,36013239,6335184,5057382,2937755,50723546,0.71,0.12,0.10,0.06,1728264,1728264,150132,465526,1093268,1396260,126718,344347,3785275,922928,2255272,617267,3795467,33729,40445
41400,PO,BO6,Stg. Openb. Prim. Ond. Utrecht,2015,41400-2015,32171097,8244363,7317997,1846810,50799202,0.63,0.16,0.14,0.04,1630350,1630350,145190,203853,1007841,1455464,95309,489786,4654585,933045,1466998,1842304,5139160,29040,29040
41400,PO,BO6,Stg. Openb. Prim. Ond. Utrecht,2016,41400-2016,36236943,8416943,4269449,2170786,52592993,0.69,0.16,0.08,0.04,1598593,1598593,122633,924877,1082815,1568554,164571,308647,4817661,844786,1562974,1517349,4645676,47166,47166
41401,PO,BO5,Stichting Onderwijs Pr1mair,2012,41401-2012,8951407,1948199,1236999,209564,12044388,0.74,0.16,0.10,0.02,397895,397895,46997,345710,225563,303679,37177,22773,981899,463933,661500,208431,1333864,12385,12385
41401,PO,BO5,Stichting Onderwijs Pr1mair,2013,41401-2013,8897098,1920856,1313188,367433,12103463,0.74,0.16,0.11,0.03,462843,462843,56053,125624,234004,290472,39265,46840,1004322,860185,634567,198213,1692965,17426,17426
41401,PO,BO5,Stichting Onderwijs Pr1mair,2014,41401-2014,8803233,2096755,1260511,383201,12273050,0.72,0.17,0.10,0.03,419086,419086,74021,109667,211731,308347,36879,58169,954686,673057,649547,264880,1587484,18750,18750
41401,PO,BO5,Stichting Onderwijs Pr1mair,2015,41401-2015,9056186,2143770,1117983,200710,12333405,0.73,0.17,0.09,0.02,522205,522205,85742,117542,176987,312323,33744,69040,1239295,667098,442647,218846,1614742,18250,18250
41401,PO,BO5,Stichting Onderwijs Pr1mair,2016,41401-2016,9384534,2158011,1088514,181778,12656855,0.74,0.17,0.09,0.01,452333,452333,116410,65087,142214,324080,50283,89939,1292707,579103,427607,247584,1576212,21563,21563
41407,PO,BO6,"INOS, Stg. Kath. Onderw. Breda",2012,41407-2012,42789486,8906582,5816185,603040,56945509,0.75,0.16,0.10,0.01,1314912,1314912,273777,262904,1059373,910784,153807,190911,3501556,1723004,2543928,1345756,5612688,26054,35871
41407,PO,BO6,"INOS, Stg. Kath. Onderw. Breda",2013,41407-2013,42614043,6407041,6200750,556737,55862563,0.76,0.11,0.11,0.01,1464990,1464990,261808,355100,1255885,1062804,93178,287186,3995961,1590635,2517026,1301844,5409505,10806,53519
41407,PO,BO6,"INOS, Stg. Kath. Onderw. Breda",2014,41407-2014,41751494,6994484,5917613,695705,55633438,0.75,0.13,0.11,0.01,1613777,1613777,263818,369141,1001853,1133201,71045,439214,3958272,2363917,2609676,1457085,6430678,50195,85933
41407,PO,BO6,"INOS, Stg. Kath. Onderw. Breda",2015,41407-2015,42502659,7271788,5172182,,56237667,0.76,0.13,0.09,0.00,1762065,1762065,252009,380588,923316,1132210,206703,1015806,4590632,2361052,1968300,1585789,6756218,41844,50939
41407,PO,BO6,"INOS, Stg. Kath. Onderw. Breda",2016,41407-2016,42976727,7171132,4989647,,56783209,0.76,0.13,0.09,0.00,2081780,2081780,276242,357177,941468,1213118,177363,1012920,4456863,1937129,2224080,1412892,6403114,44059,52917
41413,PO,BO5,OPO Noordoost Achterhoek,2012,41413-2012,8865303,1168927,1154715,,10918349,0.81,0.11,0.11,0.00,227022,227022,38353,255113,184351,249357,15830,22889,965176,199316,116845,379283,695444,19259,19259
41413,PO,BO5,OPO Noordoost Achterhoek,2013,41413-2013,8783174,1101451,1212344,,11028112,0.80,0.10,0.11,0.00,239014,239014,47023,90044,235025,280654,17219,24392,953853,174865,136461,419374,730700,14282,14282
41413,PO,BO5,OPO Noordoost Achterhoek,2014,41413-2014,8508541,1208614,1137714,,10852864,0.78,0.11,0.10,0.00,248301,248301,39646,95000,219608,300905,17062,27244,959063,190263,124919,429253,744435,15669,16813
41413,PO,BO5,OPO Noordoost Achterhoek,2015,41413-2015,8203532,1169288,943993,,10802099,0.76,0.11,0.09,0.00,212673,212673,37835,83631,195107,301538,8898,22874,1209057,221417,135376,148890,758674,15851,16665
41413,PO,BO5,OPO Noordoost Achterhoek,2016,41413-2016,8212466,465223,890352,,10855680,0.76,0.04,0.08,0.00,206822,206822,45293,87219,243721,316021,14035,17741,1032991,212688,164285,150691,789931,16880,16880
41414,PO,SPEC,Stichting RENN4,2012,41414-2012,29441211,4921533,4153575,342850,42163307,0.70,0.12,0.10,0.01,1362083,1362083,1063045,658058,656937,626864,46715,127456,4498757,2701717,899680,746867,4348264,32582,53319
41414,PO,SPEC,Stichting RENN4,2013,41414-2013,29236902,4760559,4419028,1917278,42945167,0.68,0.11,0.10,0.04,1544556,1544556,1006306,379345,714618,562312,45921,152770,3926080,3266913,1184586,915406,5366905,26943,29663
41414,PO,SPEC,Stichting RENN4,2014,41414-2014,29470717,5130659,4191624,1344048,41056043,0.72,0.12,0.10,0.03,1065652,1065652,837754,301415,605488,535699,53530,175699,3218585,2832119,1718771,723881,5274771,30678,32290
41414,PO,SPEC,Stichting RENN4,2015,41414-2015,25596739,4048353,2862533,,34211160,0.75,0.12,0.08,0.00,1281102,1281102,763523,904703,450379,530942,57101,196550,2903198,1876959,35312,679466,4438463,46651,50523
41414,PO,SPEC,Stichting RENN4,2016,41414-2016,22134048,3800491,2624984,,30624028,0.72,0.12,0.09,0.00,1358160,1358160,668561,1021493,439862,552131,30000,93953,2806000,1353492,28697,641546,3788119,45281,45281
41416,PO,BO4,St. PC Po Oldebroek 'De Akker',2012,41416-2012,2666706,544224,357674,,3501350,0.76,0.16,0.10,0.00,103597,103597,,36364,76822,16923,10204,5341,203154,106392,86968,233726,427086,7031,7031
41416,PO,BO4,St. PC Po Oldebroek 'De Akker',2013,41416-2013,2598090,541908,377135,,3497476,0.74,0.15,0.11,0.00,98736,98736,,10287,98852,17419,7992,7938,191110,113372,92123,222868,428363,3025,3025
41416,PO,BO4,St. PC Po Oldebroek 'De Akker',2014,41416-2014,2582950,606599,364468,13342,3492500,0.74,0.17,0.10,0.00,110407,110407,,12555,82862,16347,8684,4659,173235,92923,96623,266440,455986,5941,5941
41416,PO,BO4,St. PC Po Oldebroek 'De Akker',2015,41416-2015,2595602,334327,312753,,3472022,0.75,0.10,0.09,0.00,111300,111300,,11546,74768,17466,8134,2393,228119,99483,103427,105049,307959,5391,5391
41416,PO,BO4,St. PC Po Oldebroek 'De Akker',2016,41416-2016,2698336,359191,305121,,3503988,0.77,0.10,0.09,0.00,101404,101404,,38296,77906,35451,11154,6791,250598,93829,122760,246422,463011,4840,4840
41417,PO,SPEC,SPON,2012,41417-2012,10886290,2102341,1459204,6553,15045851,0.72,0.14,0.10,0.00,202042,202042,63011,198599,196075,299895,42714,4441,945035,379361,393254,610792,1383407,19933,19933
41417,PO,SPEC,SPON,2013,41417-2013,10888311,2133451,1577858,,14942493,0.73,0.14,0.11,0.00,236502,236502,66496,141721,262037,325861,48623,2940,1032948,367010,485848,707274,1560132,20450,20450
41417,PO,SPEC,SPON,2014,41417-2014,10597309,2326348,1502030,10695,14981575,0.71,0.16,0.10,0.00,353022,353022,69082,175782,211567,317413,45492,21384,934793,362036,424342,459051,1245429,22257,22257
41417,PO,SPEC,SPON,2015,41417-2015,10199964,2148211,1239912,912563,14410406,0.71,0.15,0.09,0.06,320789,320789,155177,111768,188982,298971,44711,22544,1028801,327845,5923,562055,1306804,21751,21751
41417,PO,SPEC,SPON,2016,41417-2016,10292758,1662916,1181279,367681,13614055,0.76,0.12,0.09,0.03,286885,286885,235623,114805,181408,291564,42004,26744,1193248,296609,18490,474114,1152124,17612,17612
41419,PO,BO5,Ver. v. PC B.o. Leeuwarden eo,2012,41419-2012,9981025,1081264,1230360,37212,12538998,0.80,0.09,0.10,0.00,256953,256953,7448,307805,224179,280858,32989,24230,879760,234716,534490,324294,1093500,15546,15546
41419,PO,BO5,Ver. v. PC B.o. Leeuwarden eo,2013,41419-2013,9433698,1246524,1330293,12141,12344302,0.76,0.10,0.11,0.00,330340,330340,6840,314795,231997,370141,41070,16118,980961,280597,933780,178769,1393146,15960,15960
41419,PO,BO5,Ver. v. PC B.o. Leeuwarden eo,2014,41419-2014,9079604,2076236,1303031,18745,12688420,0.72,0.16,0.10,0.00,331612,331612,570,291695,254251,303889,41303,9435,908900,223536,753146,187380,1164062,7623,7623
41419,PO,BO5,Ver. v. PC B.o. Leeuwarden eo,2015,41419-2015,9762233,1845221,1153479,55864,12747951,0.77,0.14,0.09,0.00,343538,343538,0,221485,238970,375409,37083,16599,1126746,243206,149575,421929,1326196,10389,10389
41419,PO,BO5,Ver. v. PC B.o. Leeuwarden eo,2016,41419-2016,10270156,1575544,1142166,31406,13189033,0.78,0.12,0.09,0.00,436196,436196,,319163,257601,356928,44983,19234,1278913,270960,172044,531745,1448212,15186,15186
41421,PO,BO5,"ALLURE, Stg. openb. prim. ond.",2012,41421-2012,6580306,1393037,902300,,9136729,0.72,0.15,0.10,0.00,219504,219504,23513,60293,226608,265849,29719,22193,878175,197715,356692,232641,787048,16650,16650
41421,PO,BO5,"ALLURE, Stg. openb. prim. ond.",2013,41421-2013,5972822,1249599,894070,662734,8408765,0.71,0.15,0.11,0.08,239761,239761,19330,49533,239723,242916,35588,26463,953553,209193,365709,277886,852788,12766,12766
41421,PO,BO5,"ALLURE, Stg. openb. prim. ond.",2014,41421-2014,5956576,1358264,847609,628522,8462236,0.70,0.16,0.10,0.07,250177,250177,20452,29118,237618,223018,35976,36818,883000,221896,446202,120080,788178,13693,13693
41421,PO,BO5,"ALLURE, Stg. openb. prim. ond.",2015,41421-2015,6121607,821893,746950,649260,8469191,0.72,0.10,0.09,0.08,223555,223555,21834,39547,174987,242667,35860,18802,841735,237929,446959,118339,803227,9096,9096
41421,PO,BO5,"ALLURE, Stg. openb. prim. ond.",2016,41421-2016,6192707,852873,707115,412238,8436007,0.73,0.10,0.08,0.05,266911,266911,19212,28866,194338,267592,34279,38208,933620,232711,418326,188622,839659,11495,14944
41424,PO,BO5,Stg. Chr. Prim. Onderw. Betuwe,2012,41424-2012,13723310,1854388,1699461,10111,16723927,0.82,0.11,0.10,0.00,515217,515217,162320,98145,218158,275627,33219,64810,1084176,508786,639100,403672,1551558,23214,38542
41424,PO,BO5,Stg. Chr. Prim. Onderw. Betuwe,2013,41424-2013,13160982,1832885,1831600,24032,16327652,0.81,0.11,0.11,0.00,508139,508139,182482,101304,258238,305805,32377,92945,1189723,541654,655528,489976,1687158,21841,34608
41424,PO,BO5,Stg. Chr. Prim. Onderw. Betuwe,2014,41424-2014,12471363,2931130,1701543,28139,16309585,0.76,0.18,0.10,0.00,896037,896037,206584,99311,215531,326600,36783,70245,1226232,528604,658951,599121,1786676,16557,16557
41424,PO,BO5,Stg. Chr. Prim. Onderw. Betuwe,2015,41424-2015,12192296,2814402,1460947,76278,15933234,0.77,0.18,0.09,0.00,541749,541749,229582,95970,214414,357136,32588,81027,1409232,433840,241918,521856,1602316,23501,24953
41424,PO,BO5,Stg. Chr. Prim. Onderw. Betuwe,2016,41424-2016,12337586,2732289,1393691,38418,15764229,0.78,0.17,0.09,0.00,612283,612283,295381,103013,216615,339801,40377,115855,1511325,453296,216525,519811,1586976,13231,13957
41425,PO,BO3,Ver. Prot. Chr. Onderwijs EN3,2012,41425-2012,1928378,210271,241369,60880,2350694,0.82,0.09,0.10,0.03,64687,64687,143,66105,46161,21662,6326,7320,147717,90550,142121,59047,291718,3196,3196
41425,PO,BO3,Ver. Prot. Chr. Onderwijs EN3,2013,41425-2013,1918026,238871,261300,70152,2358466,0.81,0.10,0.11,0.03,72945,72945,2730,40292,46445,6399,5230,2566,103662,104513,133451,97111,335075,3250,3250
41425,PO,BO3,Ver. Prot. Chr. Onderwijs EN3,2014,41425-2014,1625829,374471,238408,170376,2341705,0.69,0.16,0.10,0.07,68316,68316,17803,25961,34109,19132,4701,1787,103493,88272,136219,96400,320891,6559,6559
41425,PO,BO3,Ver. Prot. Chr. Onderwijs EN3,2015,41425-2015,1631947,367599,200108,206990,2380624,0.69,0.15,0.08,0.09,76805,76805,16817,16791,27142,17033,3328,4960,86071,71522,39290,57384,225199,4139,4139
41425,PO,BO3,Ver. Prot. Chr. Onderwijs EN3,2016,41425-2016,1538872,217747,180246,243285,2290431,0.67,0.10,0.08,0.11,66078,66078,15434,31402,32397,18365,4331,8445,110374,65691,117138,57850,240679,10544,10544
41431,PO,BO5,S O P O R A,2012,41431-2012,8137612,1684748,1110587,80341,10814702,0.75,0.16,0.10,0.01,355613,355613,47372,66408,,,27676,647769,939225,410393,579857,143372,1133622,16068,16068
41431,PO,BO5,S O P O R A,2013,41431-2013,7970802,1742458,1182692,74550,10835910,0.74,0.16,0.11,0.01,329798,329798,43191,89061,242778,288902,41433,159628,1014993,301154,603554,167785,1072493,14126,14126
41431,PO,BO5,S O P O R A,2014,41431-2014,8093544,1929736,1159889,118408,11178946,0.72,0.17,0.10,0.01,259771,259771,32829,72215,221927,285534,37248,127983,997736,257882,646940,165967,1070789,16757,16757
41431,PO,BO5,S O P O R A,2015,41431-2015,8453667,1938775,1039248,130308,11256653,0.75,0.17,0.09,0.01,246560,246560,34688,100288,205539,300723,59159,115992,1176389,364333,439750,94193,1124982,23928,23928
41431,PO,BO5,S O P O R A,2016,41431-2016,8985612,1630031,953680,106438,11261607,0.80,0.14,0.08,0.01,305308,305308,42023,114015,213299,288301,46463,124700,1488801,445767,369983,120850,1256109,16000,16000
41434,PO,BO6,Stichting Spoor,2012,41434-2012,16169839,1710728,1896633,362277,19538835,0.83,0.09,0.10,0.02,520631,520631,,146470,394261,559376,70680,54486,1501039,382668,968401,,1351069,20000,20000
41434,PO,BO6,Stichting Spoor,2013,41434-2013,19223144,,,415699,19013408,1.01,0.00,0.00,0.02,493725,493725,,138934,484333,601730,50938,98689,1648581,443877,919612,,1363489,15000,15000
41434,PO,BO6,Stichting Spoor,2014,41434-2014,13953883,1790416,2871514,535086,18652534,0.75,0.10,0.15,0.03,469923,469923,,125616,336501,587466,53359,97308,1492174,323869,920384,,1244253,15996,15996
41434,PO,BO6,Stichting Spoor,2015,41434-2015,14544656,1799525,1631544,776687,18695735,0.78,0.10,0.09,0.04,553196,553196,,151942,322924,559206,58514,367518,1983628,327516,358352,194777,1291860,18000,18000
41434,PO,BO6,Stichting Spoor,2016,41434-2016,13493277,2894656,1574466,952838,18781849,0.72,0.15,0.08,0.05,489128,489128,,163721,276446,546002,58504,213030,1690662,310503,362804,246708,1352748,18000,18000
41435,PO,BO5,Stichting BRAVOO,2012,41435-2012,4294213,3094106,1409909,168197,8765986,0.49,0.35,0.16,0.02,250484,250484,42881,298254,189794,241898,20973,13270,807070,258675,132668,264764,656107,24482,24482
41435,PO,BO5,Stichting BRAVOO,2013,41435-2013,4335383,2987601,1526852,171500,8723381,0.50,0.34,0.18,0.02,261192,261192,44528,270834,224592,275919,23132,16810,855815,146369,294034,210369,650772,17980,21610
41435,PO,BO5,Stichting BRAVOO,2014,41435-2014,4648852,3150948,1360101,465068,9043555,0.51,0.35,0.15,0.05,266263,266263,36266,285184,206010,283107,23119,15941,849627,321554,303645,92450,717649,19360,21780
41435,PO,BO5,Stichting BRAVOO,2015,41435-2015,4668476,2666113,1171617,433037,9243696,0.51,0.29,0.13,0.05,242414,242414,23621,153178,209953,295436,27142,16148,995478,302267,152776,104515,729299,18755,18755
41435,PO,BO5,Stichting BRAVOO,2016,41435-2016,4733652,2507055,1082378,551135,9262528,0.51,0.27,0.12,0.06,218649,218649,21943,170225,185955,300495,26828,15883,1191329,287948,161779,179686,819729,17164,17164
41436,PO,SBO,Stichting S.B.O. Rijnstreek,2012,41436-2012,2226887,435242,295771,,3052522,0.73,0.14,0.10,0.00,71835,71835,,29842,41668,51936,4199,10746,168391,43599,38232,132468,214299,5426,5426
41436,PO,SBO,Stichting S.B.O. Rijnstreek,2013,41436-2013,1914654,393024,288956,,2718818,0.70,0.14,0.11,0.00,68317,68317,,22046,48449,49483,4056,8104,162138,39353,35242,96690,171285,3807,3807
41436,PO,SBO,Stichting S.B.O. Rijnstreek,2014,41436-2014,1559618,363280,229300,,2108928,0.74,0.17,0.11,0.00,56131,56131,,25804,42784,56476,5047,8241,168352,44862,29953,71245,146060,4393,4393
41436,PO,SBO,Stichting S.B.O. Rijnstreek,2015,41436-2015,1145603,263254,145428,1125,1494916,0.77,0.18,0.10,0.00,37322,37322,0,21013,43224,51931,7036,7499,181703,46243,0,73704,153700,3521,3521
41436,PO,SBO,Stichting S.B.O. Rijnstreek,2016,41436-2016,1086489,146332,125210,1500,2201036,0.49,0.07,0.06,0.00,26018,26018,,17555,39869,54577,9356,15488,186845,120841,,77583,242267,4795,4795
41438,PO,BO6,Stichting R.O.B. Surplus,2012,41438-2012,18959171,3798151,2632143,,25916104,0.73,0.15,0.10,0.00,814899,814899,249934,110074,485129,644073,36964,184259,1930401,933703,1228336,248731,2425270,31470,38303
41438,PO,BO6,Stichting R.O.B. Surplus,2013,41438-2013,18223334,3668374,2709086,17613,25093593,0.73,0.15,0.11,0.00,809208,809208,184348,83163,579415,649960,37109,177741,2020227,634532,1087366,271260,1993158,,
41438,PO,BO6,Stichting R.O.B. Surplus,2014,41438-2014,17882186,4150737,2553122,1411,24676967,0.72,0.17,0.10,0.00,773067,773067,212816,77178,448855,670129,35054,86472,1868871,1000905,1061565,240954,2303424,31685,31685
41438,PO,BO6,Stichting R.O.B. Surplus,2015,41438-2015,15679676,2192264,1945759,0,21740604,0.72,0.10,0.09,0.00,725398,725398,333857,100661,424965,720438,26413,256744,2159449,764586,293446,281575,2018348,30967,30967
41438,PO,BO6,Stichting R.O.B. Surplus,2016,41438-2016,13923262,1990490,1635206,,18996645,0.73,0.10,0.09,0.00,653409,653409,345443,74918,347121,661669,32085,87241,1863477,778099,291668,213615,1914508,29525,29525
41439,PO,BO5,V. v. pr.-chr. pr. ond. TriVia,2012,41439-2012,7331198,1553328,1010143,,9622742,0.76,0.16,0.10,0.00,379969,379969,,94494,153731,104560,22077,22885,510992,283174,445976,416784,1145934,29469,29469
41439,PO,BO5,V. v. pr.-chr. pr. ond. TriVia,2013,41439-2013,7218994,1558382,1056267,,9533300,0.76,0.16,0.11,0.00,334459,334459,1084,130870,196309,122066,22645,19183,650861,237157,477962,455619,1170738,13402,13402
