bevoegdgezag,sector,groepering,naam,year,bestuur_key,lonenensalarissen,socialelasten,pensioenlasten,lastenpersoneelnietinloondienst,personeelslasten,lonenensalarissentotaalpersoneel,socialelastentotaalpersoneel,pensioenlastentotaalpersoneel,lastenpersoneelnietinloondienstt,afschrijvingenopmateriãlevasteac,afschrijvingen,huurlasten,onderhoudslastenkleinonderhoud,lastenvoorenergieenwater,schoonmaakkosten,belastingenenheffingen,overigeoverigehuisvestingslasten,huisvestingslasten,administratieenbeheerslasten,inventarisenapparatuur,overigeoverigeoverigelasten,overigelasten,accountantshonorariainzakehetond,accountantshonoraria,bevoegd_gezagnummer,bevoegd_gezagnaam,postcode_bevoegd_gezag,eenpitter,aantal_leerlingen,categorie_bestuuromvang,aantal_gewichtleerlingen,gemiddeld_leerlinggewicht,aandeel_apcg_leerlingen,aandeel_lwoo_leerlingen,aantal_voltijdleerlingen,aantal_deeltijdleerlingen,aantal_leerlingen_vbo_groen,aantal_bol_leerlingen,aantal_bol_deeltijdleerlingen,aantal_bbl_leerlingen,aandeel_leerlingen_randstad,omvang_formatie_totaal,omvang_formatie_manager,omvang_formatie_op,omvang_formatie_lio,omvang_formatie_oop_obp,omvang_formatie_onbekend,leerling_leraar_ratio,gewogen_deelnemer_leraar_ratio,omvang_formatie_op_la,omvang_formatie_op_lb,omvang_formatie_op_lc,omvang_formatie_op_ld,omvang_formatie_op_le,omvang_formatie_op_overig,aandeel_formatie_op_la,aandeel_formatie_op_lb,aandeel_formatie_op_lc,aandeel_formatie_op_ld,aandeel_formatie_op_le,aandeel_formatie_op_overig,streefpercentage_formatie_op_la,streefpercentage_formatie_op_lb,streefpercentage_formatie_op_lc,streefpercentage_formatie_op_ld,streefpercentage_formatie_op_le,streefpercentage_formatie_op_ove,omvang_formatie_op_brutsal,loonsom_op_brutsal,gemiddelde_loonsom_op_brutsal,solvabiliteiti,solvabiliteitii,rentabiliteit,liquiditeitcurrentratio,liquiditeitquickratio,weerstandsvermogenexclusiefmater,weerstandsvermogen,personeelslastenrijksbijdragen,personeelslastentotaalbatenplusf,personeelslastentotaallastenplus,voorzieningentotaalbatenplusfina,rijksbijdragentotaalbatenplusfin,overigeoverheidsbijdragenensubsi,huisvestingsratio,kapitalisatiefactor,algemenereservetotaalbatenplusfi,investeringeninventarisenapparat,nettowerkkapitaal,aantalinstellingen,variatieinlb,_merge
42553,PO,BO5,Innoord,2014,42553-2014,15555852,3739974,2215758,944255,22506294,0.69,0.17,0.10,0.04,542273,542273,41512,188000,547376,683560,72162,15833,2093443,502763,1143677,548146,2194586,15428,36882,42553,Stichting Openbaar Onderwijs Noord,1032,0,4019,3,4764.7998,1.2,0,0,0,0,0,0,0,0,,321.89999,23.5,243.8,2.5999999,52,0,16.5,,198.8,44.900002,0,0,0,0,81.599998,18.4,0,0,0,0,58,40,2,0,0,0,243.75999,745289.88,3057.5,0.70,0.80,-0.05,3.89,3.89,0.26,0.36,0.95,0.86,0.82,0.06,0.91,0.06,0.08,0.52,0.32,0.02,0.30,15,3.2043719,matched (3)
42553,PO,BO5,Innoord,2015,42553-2015,16923914,2174189,1919252,679155,22226140,0.76,0.10,0.09,0.03,873452,873452,108611,254171,485545,702334,88117,,2113778,601938,286885,276628,1922098,19459,29575,42553,Stichting Openbaar Onderwijs Noord,1032,0,4183,3,4934.5,1.2,0,0,0,0,0,0,0,0,,325.29999,25.1,250.8,1,48.400002,0,16.700001,,205.39999,45.400002,0,0,0,0,81.900002,18.1,0,0,0,0,,,,,,,250.83,772564.44,3080,0.69,0.74,-0.03,2.78,2.78,0.21,0.33,0.92,0.85,0.82,0.03,0.92,0.05,0.08,0.47,0.29,0.04,0.22,15,2.9746637,matched (3)
42553,PO,BO5,Innoord,2016,42553-2016,16952741,2272930,1875078,1043936,22887307,0.74,0.10,0.08,0.05,742117,742117,129018,581029,521422,706709,78172,6728,2398078,753447,300051,359854,2148640,22095,42759,42553,Stichting Openbaar Onderwijs Noord,1032,0,4054,3,4720,1.2,0,0,0,0,0,0,0,0,,301.79999,21.700001,235.39999,1.6,43.099998,0,17.200001,,192.3,43.099998,0,0,0,0,81.699997,18.299999,0,0,0,0,,,,,,,235.38,760931.06,3232.74,0.72,0.78,0.02,3.28,3.28,0.21,0.32,0.88,0.80,0.81,0.03,0.91,0.07,0.09,0.44,0.31,0.02,0.22,15,3.7549024,matched (3)
42554,PO,BO5,Stg OPO Borger-Odoorn,2012,42554-2012,4968099,908727,616634,142867,6478226,0.77,0.14,0.10,0.02,181172,181172,185445,177382,122889,195748,6598,4284,760344,159210,343799,125594,628603,13256,13256,42554,Stichting Openbaar Primair Onderwijs Borger-Odoorn,9531,0,1308,2,1367.7,1,0,0,0,0,0,0,0,0,,88.599998,10.9,76.199997,0,1.5,0,17.200001,,67.099998,9.1999998,0,0,0,0,88,12,0,0,0,0,,,,,,,76.230003,245089.52,3215.2,0.56,0.63,0.04,1.69,1.69,0.06,0.18,0.84,0.77,0.80,0.02,0.92,0.06,0.09,0.33,0.13,0.02,0.08,10,.85693252,matched (3)
42554,PO,BO5,Stg OPO Borger-Odoorn,2013,42554-2013,4448430,916410,667235,160588,6164299,0.72,0.15,0.11,0.03,183144,183144,177054,59654,170259,80610,4463,4033,570664,138433,308481,47631,494545,16488,16488,42554,Stichting Openbaar Primair Onderwijs Borger-Odoorn,9531,0,1230,2,1284.9,1,0,0,0,0,0,0,0,0,,77.800003,9.3999996,67.400002,0,.89999998,0,18.200001,,58.099998,9.3000002,0,0,0,0,86.199997,13.8,0,0,0,0,,,,,,,67.449997,221195.91,3279.52,0.66,0.74,0.09,2.70,2.70,0.16,0.28,0.82,0.76,0.83,0.03,0.93,0.05,0.08,0.42,0.23,0.02,0.18,10,.90682596,matched (3)
42554,PO,BO5,Stg OPO Borger-Odoorn,2014,42554-2014,4472363,1011065,641584,191435,6062107,0.74,0.17,0.11,0.03,195822,195822,454427,68755,76260,109268,4249,32499,869671,151141,282736,111109,544986,14193,14193,42554,Stichting Openbaar Primair Onderwijs Borger-Odoorn,9531,0,1155,2,1209.3,1,0,0,0,0,0,0,0,0,,81.699997,8.8000002,72.300003,0,.60000002,0,16,,62.200001,10,0,0,0,0,86.099998,13.9,0,0,0,0,58,40,2,0,0,0,72.279999,233791.48,3234.6899,0.67,0.76,0.02,3.05,3.05,0.21,0.32,0.85,0.77,0.79,0.04,0.92,0.06,0.11,0.47,0.30,0.01,0.23,10,.96953595,matched (3)
42554,PO,BO5,Stg OPO Borger-Odoorn,2015,42554-2015,4320434,945227,535233,224881,6009659,0.72,0.16,0.09,0.04,359249,359249,463356,99601,88839,100947,7397,135,854090,145866,844,124088,549484,15299,15299,42554,Stichting Openbaar Primair Onderwijs Borger-Odoorn,9531,0,1159,2,1209.7,1,0,0,0,0,0,0,0,0,,75.400002,5.5,68,0,2,0,17.1,,56.400002,11.5,0,0,0,0,83,17,0,0,0,0,,,,,,,67.970001,223237.81,3284.5701,0.69,0.80,-0.02,3.46,3.46,0.18,0.30,0.84,0.79,0.77,0.04,0.95,0.04,0.11,0.44,0.29,0.04,0.22,10,.76912647,matched (3)
42554,PO,BO5,Stg OPO Borger-Odoorn,2016,42554-2016,4418073,952848,517813,141710,5934377,0.74,0.16,0.09,0.02,164697,164697,460437,116051,76954,83029,4242,12339,845658,127583,,142007,506789,12500,12500,42554,Stichting Openbaar Primair Onderwijs Borger-Odoorn,9531,0,1116,2,1161,1,0,0,0,0,0,0,0,0,,75.800003,11.2,61.400002,0,3.2,0,18.200001,,53.5,7.9000001,0,0,0,0,87.099998,12.9,0,0,0,0,,,,,,,61.43,206201.91,3356.5901,0.70,0.81,0.02,4.06,4.06,0.22,0.32,0.82,0.78,0.80,0.05,0.95,0.04,0.11,0.46,0.32,0.00,0.27,10,.61904943,matched (3)
42557,PO,BO4,Stg. Openb. Prim. Ond. H'veen,2012,42557-2012,5512368,1056410,692130,312381,7469046,0.74,0.14,0.09,0.04,213242,213242,197547,93210,144513,152518,19047,39078,807128,190385,300190,119116,609691,,,42557,Stichting Openb. Prim. Onderw. Hoogeveen,7908,0,1422,2,1650.6,1.2,0,0,0,0,0,0,0,0,,106.3,5.5,96.5,0,4.3000002,0,14.7,,86.5,10,0,0,0,0,89.599998,10.4,0,0,0,0,,,,,,,96.510002,289651.88,3001.3501,0.42,0.47,0.04,0.93,0.93,0.20,0.26,0.89,0.79,0.82,0.03,0.89,0.06,0.09,0.62,0.23,0.01,-0.02,8,.9621405,matched (3)
42557,PO,BO4,Stg. Openb. Prim. Ond. H'veen,2013,42557-2013,5536210,1065528,698104,436771,7633732,0.73,0.14,0.09,0.06,195056,195056,188353,59934,116724,166902,15219,57516,765863,220105,334803,62916,617824,,,42557,Stichting Openb. Prim. Onderw. Hoogeveen,7908,0,1381,2,1584.7,1.1,0,0,0,0,0,0,0,0,,103.7,8.8000002,88.099998,0,6.8000002,0,15.7,,78.300003,9.8000002,0,0,0,0,88.900002,11.1,0,0,0,0,,,,,,,88.050003,266939.69,3031.6699,0.45,0.51,0.05,1.12,1.12,0.25,0.31,0.87,0.79,0.83,0.04,0.91,0.04,0.08,0.67,0.27,0.01,0.04,8,1.1335784,matched (3)
42557,PO,BO4,Stg. Openb. Prim. Ond. H'veen,2014,42557-2014,5354361,1263939,766561,470853,7538503,0.71,0.17,0.10,0.06,180413,180413,223693,90453,109952,160887,20453,23755,657567,132206,328441,78135,538782,10426,10426,42557,Stichting Openb. Prim. Onderw. Hoogeveen,7908,0,1313,2,1483.4,1.1,0,0,0,0,0,0,0,0,,94.800003,7.4000001,83.800003,0,3.5,0,15.7,,74.400002,9.3999996,0,0,0,0,88.800003,11.2,0,0,0,0,58,40,2,0,0,0,83.800003,260816.69,3112.3401,0.63,0.71,0.02,2.85,2.85,0.28,0.35,0.91,0.83,0.85,0.04,0.91,0.03,0.07,0.55,0.31,0.01,0.30,8,1.1658841,matched (3)
42557,PO,BO4,Stg. Openb. Prim. Ond. H'veen,2015,42557-2015,5130704,1224311,635936,333995,7110634,0.72,0.17,0.09,0.05,218346,218346,232798,89172,120184,160288,17006,19412,812629,106874,2040,68608,456018,12848,12848,42557,Stichting Openb. Prim. Onderw. Hoogeveen,7908,0,1380,2,1588.5,1.2,0,0,0,0,0,0,0,0,,93.5,8.1999998,81.5,0,3.8,0,16.9,,71.900002,9.6000004,0,0,0,0,88.199997,11.8,0,0,0,0,,,,,,,81.489998,252565.48,3099.45,0.65,0.73,0.02,3.10,3.10,0.28,0.35,0.86,0.81,0.83,0.04,0.94,0.02,0.09,0.54,0.31,0.02,0.30,8,.55805784,matched (3)
42557,PO,BO4,Stg. Openb. Prim. Ond. H'veen,2016,42557-2016,5010371,922390,581212,243975,6865665,0.73,0.13,0.08,0.04,248098,248098,234221,101025,78818,146231,13440,18973,766477,135334,2085,126218,534362,9801,9801,42557,Stichting Openb. Prim. Onderw. Hoogeveen,7908,0,1354,2,1558.9,1.2,0,0,0,0,0,0,0,0,,100.6,8.1999998,87.5,0,4.9000001,0,15.5,,73.5,13.2,.80000001,0,0,0,84,15.1,.89999998,0,0,0,,,,,,,87.489998,281991.78,3223.05,0.68,0.77,0.06,3.74,3.74,0.33,0.40,0.81,0.77,0.82,0.05,0.94,0.02,0.09,0.59,0.37,0.02,0.36,8,.53702223,matched (3)
42558,PO,BO5,Sticht. o.p. en s.o. Purmerend,2012,42558-2012,16235032,1833566,1861468,465594,19369104,0.84,0.09,0.10,0.02,467358,467358,,155542,310334,476029,51936,125088,1343942,510421,856576,,1366997,20000,26069,42558,Stichting openbaar primair en speciaal onderwijs Purmerend,1441,0,3722,3,3942.5,1.1,0,0,0,0,0,0,0,0,,235.8,22.799999,182.60001,2,28.5,0,20.4,,160.7,21.9,0,0,0,0,88,12,0,0,0,0,,,,,,,182.57001,568108.69,3111.79,0.48,0.56,0.00,1.52,1.52,0.04,0.14,0.94,0.86,0.86,0.02,0.92,0.04,0.06,0.28,0.13,0.03,0.06,12,6.1046777,matched (3)
42558,PO,BO5,Sticht. o.p. en s.o. Purmerend,2013,42558-2013,18493453,,,582761,18408124,1.00,0.00,0.00,0.03,453310,453310,,117721,283780,474276,66414,94157,1261376,487083,791346,,1278429,15000,16003,42558,Stichting openbaar primair en speciaal onderwijs Purmerend,1441,0,3590,3,3791.6001,1.1,0,0,0,0,0,0,0,0,,229.7,21.799999,182.10001,2,23.700001,0,19.700001,,158.10001,24,0,0,0,0,86.800003,13.2,0,0,0,0,,,,,,,182.12,568134.75,3119.52,0.63,0.70,0.06,2.26,2.26,0.10,0.19,0.88,0.81,0.86,0.02,0.93,0.02,0.06,0.30,0.19,0.02,0.11,12,5.8544102,matched (3)
42558,PO,BO5,Sticht. o.p. en s.o. Purmerend,2014,42558-2014,13565144,1680582,2766718,550910,17815366,0.76,0.09,0.16,0.03,400089,400089,,141552,214018,439666,43292,92258,1193142,277352,769756,,1047108,15996,15996,42558,Stichting openbaar primair en speciaal onderwijs Purmerend,1441,0,3530,3,3672.8,1,0,0,0,0,0,0,0,0,,219.3,20,175.39999,2.5,21.4,0,20.1,,152.8,22.6,0,0,0,0,87.099998,12.9,0,0,0,0,58,40,2,0,0,0,175.36,553726.31,3157.74,0.66,0.74,0.05,2.87,2.87,0.17,0.25,0.88,0.83,0.87,0.03,0.94,0.02,0.06,0.38,0.25,0.01,0.18,12,6.1161156,matched (3)
42558,PO,BO5,Sticht. o.p. en s.o. Purmerend,2015,42558-2015,17435072,,,467941,17554296,0.99,0.00,0.00,0.03,420242,420242,,121036,257784,485278,47538,76055,1481071,225419,843434,,1068853,18000,18000,42558,Stichting openbaar primair en speciaal onderwijs Purmerend,1441,0,3376,3,3497.8,1,0,0,0,0,0,0,0,0,,211.2,18.9,170.5,2.5,19.299999,0,19.799999,,143,27.4,0,0,0,0,83.900002,16.1,0,0,0,0,,,,,,,170.45,548962.69,3220.5801,0.68,0.77,0.05,3.52,3.52,0.21,0.30,0.83,0.81,0.86,0.04,0.99,0.00,0.07,0.44,0.30,0.01,0.25,12,5.754487,matched (3)
42558,PO,BO5,Sticht. o.p. en s.o. Purmerend,2016,42558-2016,12920257,2881884,1505677,901864,17942878,0.72,0.16,0.08,0.05,410961,410961,,105021,232012,486547,46489,110955,1381725,236585,889976,,1126561,18000,18000,42558,Stichting openbaar primair en speciaal onderwijs Purmerend,1441,0,3351,3,3503.7,1,0,0,0,0,0,0,0,0,,202.60001,15.7,166.10001,1,19.700001,0,20.200001,,136.89999,26.200001,3,0,0,0,82.400002,15.8,1.8,0,0,0,,,,,,,166.08,559447,3368.5601,0.68,0.79,0.01,3.89,3.89,0.23,0.32,0.85,0.85,0.86,0.05,1.00,0.00,0.07,0.47,0.32,0.02,0.28,12,4.7312384,matched (3)
42559,PO,BO3,Ver Stg SmB Gr Ammers Langerak,2012,42559-2012,1270617,275300,169939,,1723083,0.74,0.16,0.10,0.00,54558,54558,,28580,28787,8376,6569,4511,76823,47513,125683,96780,269976,5099,5099,42559,Ver tot Stg en Insth v Scholen md Bijbel te Groot Ammers en Langerak,2964,0,447,1,460.5,1,0,0,0,0,0,0,0,0,,27.700001,1,23.9,0,2.8,0,18.700001,,18.299999,5.5999999,0,0,0,0,76.599998,23.4,0,0,0,0,,,,,,,23.860001,73159.813,3066.51,0.87,0.88,0.01,6.89,6.89,0.56,0.68,0.87,0.81,0.81,0.01,0.93,0.03,0.04,0.77,0.44,0.02,0.53,3,.15275252,matched (3)
42559,PO,BO3,Ver Stg SmB Gr Ammers Langerak,2013,42559-2013,1331975,284250,189438,,1750578,0.76,0.16,0.11,0.00,53907,53907,,47903,46665,4461,7094,3384,109507,49742,118589,74557,242888,4659,4659,42559,Ver tot Stg en Insth v Scholen md Bijbel te Groot Ammers en Langerak,2964,0,454,1,466.60001,1,0,0,0,0,0,0,0,0,,28.700001,1,24.799999,0,2.8,0,18.299999,,19.200001,5.5999999,0,0,0,0,77.5,22.5,0,0,0,0,,,,,,,24.82,76524.539,3083.0801,0.86,0.88,0.05,6.64,6.64,0.58,0.69,0.83,0.77,0.81,0.01,0.94,0.02,0.05,0.79,0.45,0.02,0.56,3,.15275252,matched (3)
42559,PO,BO3,Ver Stg SmB Gr Ammers Langerak,2014,42559-2014,1391115,331548,195066,,1893699,0.73,0.18,0.10,0.00,92081,92081,10693,21439,34783,20627,6950,11455,105947,58916,123201,109472,291589,4386,4386,42559,Ver tot Stg en Insth v Scholen md Bijbel te Groot Ammers en Langerak,2964,0,465,1,480.89999,1,0,0,0,0,0,0,0,0,,30.700001,1,26.200001,0,3.5,0,17.700001,,20.6,5.5999999,0,0,0,0,78.699997,21.299999,0,0,0,0,58,40,2,0,0,0,26.200001,80836.242,3084.96,0.86,0.88,-0.08,5.24,5.24,0.39,0.63,0.90,0.86,0.79,0.01,0.96,0.01,0.04,0.73,0.45,0.12,0.39,3,.15275252,matched (3)
42559,PO,BO3,Ver Stg SmB Gr Ammers Langerak,2015,42559-2015,1349181,311435,156984,,1845230,0.73,0.17,0.09,0.00,74239,74239,29455,12271,20596,32643,4758,4931,201704,48809,98495,107437,254741,6413,6413,42559,Ver tot Stg en Insth v Scholen md Bijbel te Groot Ammers en Langerak,2964,0,480,1,495,1,0,0,0,0,0,0,0,0,,28.4,1,23.1,0,4.4000001,0,20.799999,,18.5,4.5999999,0,0,0,0,80.099998,19.9,0,0,0,0,,,,,,,23.059999,74431.648,3227.9099,0.79,0.85,-0.02,4.48,4.48,0.35,0.58,0.81,0.79,0.78,0.05,0.97,0.01,0.09,0.67,0.41,0.03,0.38,3,.56862408,matched (3)
42559,PO,BO3,Ver Stg SmB Gr Ammers Langerak,2016,42559-2016,1413175,315064,149962,,1932897,0.73,0.16,0.08,0.00,73469,73469,51761,23409,18999,36122,6074,4613,212554,67537,83561,124533,275631,6413,7080,42559,Ver tot Stg en Insth v Scholen md Bijbel te Groot Ammers en Langerak,2964,0,482,1,493.70001,1,0,0,0,0,0,0,0,0,,28.6,1,23.299999,0,4.3000002,0,20.700001,,19,4.3000002,0,0,0,0,81.699997,18.299999,0,0,0,0,,,,,,,23.309999,77844.492,3339.6201,0.77,0.87,0.01,5.18,5.18,0.33,0.55,0.79,0.76,0.77,0.07,0.97,0.01,0.09,0.66,0.32,0.02,0.40,3,.55075705,matched (3)
42561,PO,BO5,Stichting Poolsterscholen,2012,42561-2012,6073914,1258451,841364,136660,7998659,0.76,0.16,0.11,0.02,244367,244367,32139,196674,96419,233072,26386,13856,598546,215341,134211,375198,724750,4773,4773,42561,Stichting Poolsterscholen,7242,0,1997,2,2089.3999,1,0,0,0,0,0,0,0,0,,123.1,12.3,102.2,0,8.6000004,0,19.5,,82.800003,19.4,0,0,0,0,81,19,0,0,0,0,,,,,,,102.25,316233.31,3092.8301,0.80,0.82,0.06,3.82,3.82,0.25,0.38,0.83,0.79,0.84,0.01,0.95,0.03,0.06,0.47,0.29,0.01,0.25,10,1.253617,matched (3)
42561,PO,BO5,Stichting Poolsterscholen,2013,42561-2013,5769597,1195747,848986,172037,7978500,0.72,0.15,0.11,0.02,263454,263454,27749,210876,216747,245854,30072,23101,754399,213797,140473,393327,747597,4847,4847,42561,Stichting Poolsterscholen,7242,0,1908,2,1989,1,0,0,0,0,0,0,0,0,,118.2,9.3999996,99.5,1,8.3000002,0,19.200001,,77.599998,21.9,0,0,0,0,78,22,0,0,0,0,,,,,,,99.510002,306246.81,3077.3999,0.81,0.82,0.04,4.21,4.21,0.30,0.42,0.82,0.79,0.82,0.01,0.96,0.02,0.08,0.52,0.29,0.01,0.29,10,1.5088259,matched (3)
42561,PO,BO5,Stichting Poolsterscholen,2014,42561-2014,5539554,1333312,780352,407589,7996892,0.69,0.17,0.10,0.05,237422,237422,30862,188367,142559,224082,27527,39148,652545,217563,173993,412928,804484,5139,5139,42561,Stichting Poolsterscholen,7242,0,1755,2,1823.7,1,0,0,0,0,0,0,0,0,,113,9.3000002,94.599998,0,9.1000004,0,18.5,,73.800003,20.799999,0,0,0,0,78,22,0,0,0,0,58,40,2,0,0,0,94.629997,295967.78,3127.6101,0.80,0.81,-0.02,3.92,3.92,0.29,0.43,0.87,0.85,0.83,0.01,0.97,0.01,0.07,0.54,0.32,0.02,0.29,10,1.4581572,matched (3)
42561,PO,BO5,Stichting Poolsterscholen,2015,42561-2015,5281588,1193323,651136,403400,7564215,0.70,0.16,0.09,0.05,245877,245877,28559,190761,123294,210153,25559,31420,752644,197630,184429,219346,776425,5043,5043,42561,Stichting Poolsterscholen,7242,0,1684,2,1736.8,1,0,0,0,0,0,0,0,0,,107,9.3000002,88.5,0,9.3000002,0,19,,68.400002,20.1,0,0,0,0,77.300003,22.700001,0,0,0,0,,,,,,,88.470001,282261,3190.5901,0.80,0.84,0.00,4.43,4.43,0.29,0.43,0.84,0.81,0.81,0.02,0.97,0.01,0.08,0.54,0.32,0.02,0.30,10,1.2653062,matched (3)
42561,PO,BO5,Stichting Poolsterscholen,2016,42561-2016,5335970,1073940,621680,413170,7627330,0.70,0.14,0.08,0.05,274710,274710,26320,176490,155920,201920,23990,71100,798640,219280,178960,,823700,5264,5264,42561,Stichting Poolsterscholen,7242,0,1621,2,1663,1,0,0,0,0,0,0,0,0,,117,9.3000002,95,2,10.7,0,17.1,,73.099998,21.9,0,0,0,0,77,23,0,0,0,0,,,,,,,95,313525.66,3300.3799,0.64,0.69,-0.03,2.47,2.47,0.27,0.40,0.85,0.83,0.80,0.03,0.97,0.01,0.08,0.63,0.32,0.02,0.29,10,1.701274,matched (3)
42562,PO,BO3,Stg. Openb. Prim. Ond. H.I.A.,2012,42562-2012,3055741,666920,398734,,4059883,0.75,0.16,0.10,0.00,220489,220489,21034,130647,44824,93833,10867,11128,320251,125455,190588,131908,447951,7756,7756,42562,Stg. Openb. Primair Onderwijs Hendrik-Ido-Ambacht,3342,0,1231,2,1297.3,1.1,0,0,0,0,0,0,0,0,,66.599998,3,60.099998,0,3.5999999,0,20.5,,48.5,11.6,0,0,0,0,80.699997,19.299999,0,0,0,0,,,,,,,60.07,177087.23,2948.04,0.67,0.76,0.02,2.39,2.39,0.15,0.38,0.84,0.79,0.80,0.05,0.95,0.01,0.06,0.55,0.38,0.04,0.19,3,1.7097758,matched (3)
42562,PO,BO3,Stg. Openb. Prim. Ond. H.I.A.,2013,42562-2013,3162784,664133,444748,,4252293,0.74,0.16,0.10,0.00,201101,201101,46702,277607,73209,107013,8731,14130,535310,86780,220618,118684,447682,6655,6655,42562,Stg. Openb. Primair Onderwijs Hendrik-Ido-Ambacht,3342,0,1266,2,1327.2,1,0,0,0,0,0,0,0,0,,69.400002,3,61.700001,0,4.6999998,0,20.5,,50.200001,11.5,0,0,0,0,81.400002,18.6,0,0,0,0,,,,,,,61.68,183641.94,2977.29,0.70,0.76,0.02,2.45,2.45,0.17,0.38,0.81,0.77,0.78,0.03,0.95,0.01,0.10,0.52,0.38,0.02,0.19,3,1.7672955,matched (3)
42562,PO,BO3,Stg. Openb. Prim. Ond. H.I.A.,2014,42562-2014,3441793,810313,470859,,4641408,0.74,0.17,0.10,0.00,199365,199365,26451,29359,88504,131108,8274,11276,302890,87277,243136,147196,531489,9069,9069,42562,Stg. Openb. Primair Onderwijs Hendrik-Ido-Ambacht,3342,0,1311,2,1379.7,1.1,0,0,0,0,0,0,0,0,,72.300003,3,65.199997,0,4.0999999,0,20.1,,55.200001,10,0,0,0,0,84.599998,15.4,0,0,0,0,58,40,2,0,0,0,65.199997,193917.03,2974.03,0.73,0.80,0.00,2.69,2.69,0.17,0.37,0.87,0.82,0.82,0.03,0.94,0.02,0.05,0.47,0.37,0.02,0.17,3,1.8556221,matched (3)
42562,PO,BO3,Stg. Openb. Prim. Ond. H.I.A.,2015,42562-2015,3553613,448362,416467,,4781196,0.74,0.09,0.09,0.00,203434,203434,32276,89427,50890,143869,9862,11592,460734,103576,273048,116061,492685,5512,5512,42562,Stg. Openb. Primair Onderwijs Hendrik-Ido-Ambacht,3342,0,1398,2,1474.2,1.1,0,0,0,0,0,0,0,0,,72.199997,3,65.800003,0,3.4000001,0,21.299999,,55.599998,10.1,0,0,0,0,84.599998,15.4,0,0,0,0,,,,,,,65.779999,198224.89,3013.6201,0.73,0.80,0.04,2.97,2.97,0.19,0.38,0.80,0.78,0.81,0.04,0.97,0.00,0.08,0.49,0.34,0.03,0.20,3,1.9756855,matched (3)
42562,PO,BO3,Stg. Openb. Prim. Ond. H.I.A.,2016,42562-2016,3983065,493256,416673,,4927001,0.81,0.10,0.08,0.00,186680,186680,26264,95208,67731,135073,21846,12757,481697,91069,353725,100873,545667,3623,3623,42562,Stg. Openb. Primair Onderwijs Hendrik-Ido-Ambacht,3342,0,1475,2,1552.7,1.1,0,0,0,0,0,0,0,0,,81.199997,3,73.599998,1,3.5999999,0,20,,54.700001,18.9,0,0,0,0,74.300003,25.700001,0,0,0,0,,,,,,,73.589996,229645.84,3120.52,0.69,0.78,0.08,3.01,3.01,0.24,0.43,0.75,0.74,0.80,0.05,0.98,-0.01,0.08,0.59,0.40,0.03,0.27,3,1.9139836,matched (3)
42564,PO,BO1,Stg. Kathol. Onderw. Breukelen,2012,42564-2012,1340742,284874,185923,4960,1815230,0.74,0.16,0.10,0.00,90098,90098,,8993,33521,49951,6700,14024,158189,36920,66200,29042,132162,,,42564,Stichting Katholiek Onderwijs Breukelen,5281,1,514,2,536.79999,1,0,0,0,0,0,0,0,0,,29.299999,2.0999999,24.799999,0,2.4000001,0,20.700001,,18.5,6.3000002,0,0,0,0,74.599998,25.4,0,0,0,0,,,,,,,23.790001,75492.648,3172.8101,0.81,0.86,0.03,5.66,5.66,0.46,0.59,0.88,0.81,0.83,0.04,0.92,0.03,0.07,0.74,0.59,0.01,0.47,1,0,matched (3)
42564,PO,BO1,Stg. Kathol. Onderw. Breukelen,2013,42564-2013,1343482,283223,198181,3990,1832904,0.73,0.15,0.11,0.00,92272,92272,,54567,42828,53099,7212,961,158667,31656,72453,21330,125439,,,42564,Stichting Katholiek Onderwijs Breukelen,5281,1,510,2,532.20001,1,0,0,0,0,0,0,0,0,,29.700001,2.0999999,25.200001,0,2.4000001,0,20.200001,,17.5,7.8000002,0,0,0,0,69.199997,30.799999,0,0,0,0,,,,,,,25.24,79288.797,3141.8601,0.82,0.89,0.07,7.41,7.41,0.54,0.64,0.83,0.78,0.83,0.05,0.94,0.01,0.07,0.78,0.64,0.01,0.56,1,0,matched (3)
42564,PO,BO1,Stg. Kathol. Onderw. Breukelen,2014,42564-2014,1352213,325811,196025,3941,1891397,0.71,0.17,0.10,0.00,74026,74026,,11015,43945,53899,7024,1115,236998,38432,67064,26775,132271,3146,3146,42564,Stichting Katholiek Onderwijs Breukelen,5281,1,492,1,517.20001,1.1,0,0,0,0,0,0,0,0,,29.6,2.0999999,25.1,0,2.4000001,0,19.6,,17.299999,7.6999998,0,0,0,0,69.199997,30.799999,0,0,0,0,58,40,2,0,0,0,25.059999,79752.828,3183.1101,0.79,0.90,-0.02,8.57,8.57,0.55,0.64,0.88,0.83,0.81,0.09,0.95,0.01,0.10,0.82,0.64,0.01,0.61,1,0,matched (3)
42564,PO,BO1,Stg. Kathol. Onderw. Breukelen,2015,42564-2015,1889004,,,150,1848228,1.02,0.00,0.00,0.00,77475,77475,,7848,32466,53350,6905,1328,221972,25845,25914,33904,120589,2408,2408,42564,Stichting Katholiek Onderwijs Breukelen,5281,1,482,1,504.79999,1,0,0,0,0,0,0,0,0,,28.4,2.0999999,23.9,0,2.4000001,0,20.200001,,16.1,7.6999998,0,0,0,0,67.599998,32.400002,0,0,0,0,,,,,,,23.870001,78219.281,3276.5801,0.76,0.90,0.04,9.05,9.05,0.58,0.66,0.82,0.78,0.81,0.13,0.95,0.02,0.10,0.87,0.66,0.02,0.68,1,0,matched (3)
