bevoegdgezag,sector,groepering,naam,year,bestuur_key,lonenensalarissen,socialelasten,pensioenlasten,lastenpersoneelnietinloondienst,personeelslasten,lonenensalarissentotaalpersoneel,socialelastentotaalpersoneel,pensioenlastentotaalpersoneel,lastenpersoneelnietinloondienstt,afschrijvingenopmateriãlevasteac,afschrijvingen,huurlasten,onderhoudslastenkleinonderhoud,lastenvoorenergieenwater,schoonmaakkosten,belastingenenheffingen,overigeoverigehuisvestingslasten,huisvestingslasten,administratieenbeheerslasten,inventarisenapparatuur,overigeoverigeoverigelasten,overigelasten,accountantshonorariainzakehetond,accountantshonoraria,bevoegd_gezagnummer,bevoegd_gezagnaam,postcode_bevoegd_gezag,eenpitter,aantal_leerlingen,categorie_bestuuromvang,aantal_gewichtleerlingen,gemiddeld_leerlinggewicht,aandeel_apcg_leerlingen,aandeel_lwoo_leerlingen,aantal_voltijdleerlingen,aantal_deeltijdleerlingen,aantal_leerlingen_vbo_groen,aantal_bol_leerlingen,aantal_bol_deeltijdleerlingen,aantal_bbl_leerlingen,aandeel_leerlingen_randstad,omvang_formatie_totaal,omvang_formatie_manager,omvang_formatie_op,omvang_formatie_lio,omvang_formatie_oop_obp,omvang_formatie_onbekend,leerling_leraar_ratio,gewogen_deelnemer_leraar_ratio,omvang_formatie_op_la,omvang_formatie_op_lb,omvang_formatie_op_lc,omvang_formatie_op_ld,omvang_formatie_op_le,omvang_formatie_op_overig,aandeel_formatie_op_la,aandeel_formatie_op_lb,aandeel_formatie_op_lc,aandeel_formatie_op_ld,aandeel_formatie_op_le,aandeel_formatie_op_overig,streefpercentage_formatie_op_la,streefpercentage_formatie_op_lb,streefpercentage_formatie_op_lc,streefpercentage_formatie_op_ld,streefpercentage_formatie_op_le,streefpercentage_formatie_op_ove,omvang_formatie_op_brutsal,loonsom_op_brutsal,gemiddelde_loonsom_op_brutsal,solvabiliteiti,solvabiliteitii,rentabiliteit,liquiditeitcurrentratio,liquiditeitquickratio,weerstandsvermogenexclusiefmater,weerstandsvermogen,personeelslastenrijksbijdragen,personeelslastentotaalbatenplusf,personeelslastentotaallastenplus,voorzieningentotaalbatenplusfina,rijksbijdragentotaalbatenplusfin,overigeoverheidsbijdragenensubsi,huisvestingsratio,kapitalisatiefactor,algemenereservetotaalbatenplusfi,investeringeninventarisenapparat,nettowerkkapitaal,aantalinstellingen,variatieinlb,_merge
37428,PO,BO1,Ver. Chr. Nat. S.O. te Helmond,2013,37428-2013,1639198,336629,229966,49458,2339586,0.70,0.14,0.10,0.02,89332,89332,,29112,38349,21935,8063,7190,104649,73866,136148,65180,275194,,,37428,Ver. Chr. Nat. Schoolonderwijs te Helmond,5702,1,556,2,622.29999,1.1,0,0,0,0,0,0,0,0,,42,1.8,36.5,0,3.8,0,15.2,,24.5,10,2,0,0,0,67.099998,27.4,5.5,0,0,0,,,,,,,36.470001,103316.22,2833.0701,0.75,0.81,-0.03,4.08,4.08,0.39,0.53,0.90,0.87,0.83,0.04,0.97,0.00,0.04,0.71,0.53,0.03,0.42,1,0,matched (3)
37428,PO,BO1,Ver. Chr. Nat. S.O. te Helmond,2014,37428-2014,1603662,375884,221646,154318,2282238,0.70,0.16,0.10,0.07,83993,83993,,9452,36308,24548,8103,6794,110205,60677,130821,53916,245414,5354,7472,37428,Ver. Chr. Nat. Schoolonderwijs te Helmond,5702,1,545,2,598.40002,1.1,0,0,0,0,0,0,0,0,,37.599998,0,34.299999,0,3.3,0,15.9,,23,8.8000002,2.5,0,0,0,67.099998,25.5,7.3000002,0,0,0,58,40,2,0,0,0,34.310001,100421.19,2927.24,0.84,0.89,0.00,7.03,7.03,0.42,0.53,0.89,0.84,0.84,0.03,0.94,0.01,0.04,0.63,0.53,0.01,0.43,1,0,matched (3)
37428,PO,BO1,Ver. Chr. Nat. S.O. te Helmond,2015,37428-2015,1609154,355943,186588,173636,2327287,0.69,0.15,0.08,0.07,80067,80067,,13489,30950,12684,8173,4363,127659,62482,135495,80386,278363,5206,8291,37428,Ver. Chr. Nat. Schoolonderwijs te Helmond,5702,1,531,2,573.90002,1.1,0,0,0,0,0,0,0,0,,39.900002,0,36.099998,0,3.7,0,14.7,,24.5,9.1999998,2.5,0,0,0,67.699997,25.299999,7,0,0,0,,,,,,,36.139999,108806.82,3010.3401,0.74,0.82,-0.05,4.58,4.58,0.38,0.49,0.90,0.87,0.83,0.05,0.96,0.01,0.05,0.66,0.49,0.02,0.42,1,0,matched (3)
37428,PO,BO1,Ver. Chr. Nat. S.O. te Helmond,2016,37428-2016,1711604,381484,189539,225251,2508801,0.68,0.15,0.08,0.09,66092,66092,,13245,35881,7552,10537,3750,128965,55075,158533,92530,306138,8618,8618,37428,Ver. Chr. Nat. Schoolonderwijs te Helmond,5702,1,511,2,548.79999,1.1,0,0,0,0,0,0,0,0,,39.700001,0,36.400002,0,3.3,0,14,,25.5,8.3000002,2.5999999,0,0,0,70.099998,22.799999,7.0999999,0,0,0,,,,,,,36.389999,114014.46,3133.2,0.67,0.82,-0.14,4.40,4.40,0.25,0.36,0.98,0.95,0.83,0.08,0.97,0.01,0.04,0.53,0.36,0.00,0.32,1,0,matched (3)
37519,PO,BO1,Sticht. v. P-C B.o. Oldebroek,2012,37519-2012,598679,119028,75863,,769081,0.78,0.15,0.10,0.00,26280,26280,,4827,15455,4399,1663,3914,41718,26598,36297,36700,99595,3267,3267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
37519,PO,BO1,Sticht. v. P-C B.o. Oldebroek,2013,37519-2013,590627,121951,84239,,793789,0.74,0.15,0.11,0.00,26819,26819,,1283,18783,4011,871,3456,39864,25114,35797,60817,121728,3267,3267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
37519,PO,BO1,Sticht. v. P-C B.o. Oldebroek,2014,37519-2014,649416,76790,82588,,822456,0.79,0.09,0.10,0.00,31156,31156,,18001,15769,4205,1346,,39321,34568,38218,10064,82850,2118,2118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
37519,PO,BO1,Sticht. v. P-C B.o. Oldebroek,2015,37519-2015,641171,75368,69637,1382,787562,0.81,0.10,0.09,0.00,34554,34554,726,4711,15080,3878,1792,,52111,28007,7143,12902,77375,2408,2408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
37519,PO,BO1,Sticht. v. P-C B.o. Oldebroek,2016,37519-2016,591090,72024,60946,5012,709301,0.83,0.10,0.09,0.01,33921,33921,0,8532,13594,4848,1656,,42445,29198,7175,16827,86978,2904,2904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
37545,PO,BO1,Ver Nieuwe Baarnsche School,2012,37545-2012,1387982,189975,179599,66177,1828791,0.76,0.10,0.10,0.04,59851,59851,,7360,28338,52062,2435,5019,110214,26529,108130,26571,161230,1513,1513,37545,Vereniging Nieuwe Baarnsche School,3743,1,459,1,470.10001,1,0,0,0,0,0,0,0,0,,28.299999,2.0999999,24,0,2.0999999,0,19.1,,20.200001,3.8,0,0,0,0,84.099998,15.9,0,0,0,0,,,,,,,24.040001,72431.867,3013.21,0.44,0.80,0.03,3.69,3.69,0.08,0.16,0.97,0.82,0.85,0.13,0.85,0.03,0.05,0.37,0.04,0.01,0.20,1,0,matched (3)
37545,PO,BO1,Ver Nieuwe Baarnsche School,2013,37545-2013,1267919,269886,183813,71793,1805258,0.70,0.15,0.10,0.04,55594,55594,,5334,33670,52957,2500,7591,102052,25789,105396,29930,161115,1561,1561,37545,Vereniging Nieuwe Baarnsche School,3743,1,457,1,469,1,0,0,0,0,0,0,0,0,,28.200001,2.0999999,23.9,0,2.0999999,0,19.1,,17.700001,6.3000002,0,0,0,0,73.800003,26.200001,0,0,0,0,,,,,,,23.91,72089.281,3015.51,0.49,0.80,0.04,4.10,4.10,0.15,0.20,0.93,0.81,0.85,0.13,0.87,0.00,0.05,0.42,0.04,0.01,0.26,1,0,matched (3)
37545,PO,BO1,Ver Nieuwe Baarnsche School,2014,37545-2014,1275242,299630,181554,61280,1840635,0.69,0.16,0.10,0.03,49194,49194,,5956,30318,54718,2590,21065,114647,25807,108527,36857,171191,1924,1924,37545,Vereniging Nieuwe Baarnsche School,3743,1,472,1,477.70001,1,0,0,0,0,0,0,0,0,,27.6,2.2,23.200001,0,2.0999999,0,20.299999,,16.6,6.6999998,0,0,0,0,71.300003,28.700001,0,0,0,0,58,40,2,0,0,0,23.23,71380.297,3072.6799,0.40,0.67,0.00,2.21,2.21,0.08,0.21,0.99,0.85,0.85,0.14,0.86,0.01,0.05,0.51,0.04,0.08,0.21,1,0,matched (3)
37545,PO,BO1,Ver Nieuwe Baarnsche School,2015,37545-2015,1339969,174272,167648,57789,1906895,0.70,0.09,0.09,0.03,56280,56280,46048,11890,32921,73779,532,60240,285410,34446,28360,56627,209590,2239,9985,37545,Vereniging Nieuwe Baarnsche School,3743,1,455,1,460.10001,1,0,0,0,0,0,0,0,0,,28.200001,2.2,23.799999,0,2.0999999,0,19.1,,17.1,6.6999998,0,0,0,0,72,28,0,0,0,0,,,,,,,23.809999,75550.852,3173.29,0.38,0.65,0.00,2.14,2.14,0.07,0.18,0.91,0.77,0.78,0.13,0.85,0.01,0.12,0.49,0.04,0.02,0.19,1,0,matched (3)
37545,PO,BO1,Ver Nieuwe Baarnsche School,2016,37545-2016,1365744,285943,154334,27965,1851829,0.74,0.15,0.08,0.02,87747,87747,28799,42032,21260,71714,312,36347,260464,28813,28806,31203,180249,3448,5672,37545,Vereniging Nieuwe Baarnsche School,3743,1,453,1,456.60001,1,0,0,0,0,0,0,0,0,,28.200001,2.2,22.799999,0,3.3,0,19.9,,17.799999,5,0,0,0,0,78,22,0,0,0,0,,,,,,,22.77,74348.781,3265.02,0.33,0.55,0.05,1.71,1.71,-0.02,0.23,0.87,0.74,0.78,0.16,0.85,0.01,0.12,0.59,0.10,0.02,0.19,1,0,matched (3)
37571,PO,BO1,De Bussumse Montess.schoolver.,2012,37571-2012,897935,,,4251,949110,0.95,0.00,0.00,0.00,20818,20818,,13483,26475,24098,1967,2355,81578,27218,32095,65010,124323,2350,2350,37571,De Bussumse Montessorischoolvereniging,1401,1,247,1,247,1,0,0,0,0,0,0,0,0,,14.5,1,12.6,0,.89999998,0,19.700001,,10.4,2.0999999,0,0,0,0,82.900002,17.1,0,0,0,0,,,,,,,12.56,38964.32,3102.3999,0.33,0.59,0.00,1.21,1.21,-0.07,0.11,0.93,0.80,0.81,0.09,0.87,0.01,0.04,0.24,0.07,0.01,0.03,1,0,matched (3)
37571,PO,BO1,De Bussumse Montess.schoolver.,2013,37571-2013,888940,,,3012,934845,0.95,0.00,0.00,0.00,48363,48363,,15363,29029,26293,1792,4523,96000,32220,28592,58759,119571,3025,3025,37571,De Bussumse Montessorischoolvereniging,1401,1,234,1,234,1,0,0,0,0,0,0,0,0,,14.7,1,12.6,0,1,0,18.5,,10.6,2.0999999,0,0,0,0,83.699997,16.299999,0,0,0,0,,,,,,,12.64,39064.141,3090.0801,0.43,0.66,0.05,1.88,1.88,0.03,0.15,0.84,0.74,0.78,0.08,0.88,0.01,0.09,0.27,0.12,0.00,0.11,1,0,matched (3)
37571,PO,BO1,De Bussumse Montess.schoolver.,2014,37571-2014,936603,,,3534,981240,0.95,0.00,0.00,0.00,28586,28586,,15946,24432,25983,2826,30,88217,31117,35648,74704,141469,3086,3086,37571,De Bussumse Montessorischoolvereniging,1401,1,257,1,257,1,0,0,0,0,0,0,0,0,,15.7,1,13.6,0,1.1,0,18.9,,11.5,2.0999999,0,0,0,0,84.5,15.5,0,0,0,0,58,40,2,0,0,0,13.6,41786.461,3072.1001,0.42,0.59,0.00,1.59,1.59,0.03,0.15,0.92,0.80,0.79,0.06,0.87,0.02,0.07,0.26,0.12,0.02,0.08,1,0,matched (3)
37571,PO,BO1,De Bussumse Montess.schoolver.,2015,37571-2015,717398,177300,92115,,1045154,0.69,0.17,0.09,0.00,23313,23313,,10997,25061,20505,2321,1488,122022,27295,14079,72337,142645,3200,3200,37571,De Bussumse Montessorischoolvereniging,1401,1,261,1,261,1,0,0,0,0,0,0,0,0,,16.4,1,14.3,0,1.1,0,18.200001,,10.7,3.5999999,0,0,0,0,74.800003,25.200001,0,0,0,0,,,,,,,14.34,45937.762,3203.47,0.44,0.72,-0.01,2.16,2.16,0.01,0.13,0.87,0.79,0.78,0.09,0.91,0.00,0.10,0.22,0.10,0.02,0.10,1,0,matched (3)
37571,PO,BO1,De Bussumse Montess.schoolver.,2016,37571-2016,849931,107659,91975,8363,1123191,0.76,0.10,0.08,0.01,27076,27076,,15000,27243,31272,2311,1262,116080,47983,11473,48616,133084,3500,3500,37571,De Bussumse Montessorischoolvereniging,1401,1,275,1,275,1,0,0,0,0,0,0,0,0,,16,1,13.9,0,1.1,0,19.700001,,11.3,2.5999999,0,0,0,0,81.199997,18.799999,0,0,0,0,,,,,,,13.93,46303.449,3323.25,0.39,0.73,0.00,2.48,2.48,0.02,0.13,0.90,0.80,0.80,0.11,0.89,0.00,0.09,0.25,0.10,0.01,0.13,1,0,matched (3)
37650,PO,BO4,Stg. Kath. Ond. Midden-Twente,2012,37650-2012,5951598,2038482,,87421,7707150,0.77,0.26,0.00,0.01,305983,305983,,51390,192140,182531,17609,2757,530118,168339,129489,373997,671825,4148,4148,37650,Stichting Katholiek Onderwijs Midden-Twente,7623,0,2173,2,2206.8999,1,0,0,0,0,0,0,0,0,,123.9,11.5,100.3,0,12.1,0,21.700001,,76.599998,23.700001,0,0,0,0,76.400002,23.6,0,0,0,0,,,,,,,100.34,315767.75,3146.8799,0.66,0.76,0.01,2.00,2.00,0.06,0.28,0.86,0.83,0.84,0.04,0.96,0.00,0.06,0.35,0.21,0.02,0.10,10,1.3832731,matched (3)
37650,PO,BO4,Stg. Kath. Ond. Midden-Twente,2013,37650-2013,5823635,1211144,872480,237018,7905130,0.74,0.15,0.11,0.03,292679,292679,,67372,224464,200273,19315,2391,590815,193008,147500,396580,737088,4212,4212,37650,Stichting Katholiek Onderwijs Midden-Twente,7623,0,2138,2,2181.5,1,0,0,0,0,0,0,0,0,,128.2,11.7,105.4,0,11.1,0,20.299999,,77.800003,27.6,0,0,0,0,73.800003,26.200001,0,0,0,0,,,,,,,105.38,334598.47,3175.0801,0.67,0.76,0.04,2.14,2.14,0.08,0.30,0.84,0.80,0.83,0.04,0.96,0.00,0.07,0.37,0.23,0.03,0.12,10,1.4198983,matched (3)
37650,PO,BO4,Stg. Kath. Ond. Midden-Twente,2014,37650-2014,5841749,1344175,852165,348202,8056127,0.73,0.17,0.11,0.04,293653,293653,2083,65725,198881,192675,16378,5143,555885,195141,157729,380742,733612,4496,4496,37650,Stichting Katholiek Onderwijs Midden-Twente,7623,0,2115,2,2157.6001,1,0,0,0,0,0,0,0,0,,129.10001,12.7,105.5,0,10.9,0,20,,76.199997,29.299999,0,0,0,0,72.199997,27.799999,0,0,0,0,58,40,2,0,0,0,105.54,339580.5,3217.6299,0.68,0.79,-0.01,2.26,2.26,0.07,0.29,0.88,0.85,0.84,0.05,0.96,0.00,0.06,0.36,0.23,0.02,0.12,10,1.2065101,matched (3)
37650,PO,BO4,Stg. Kath. Ond. Midden-Twente,2015,37650-2015,6009440,1210976,751448,269893,8265680,0.73,0.15,0.09,0.03,299063,299063,44188,58696,147516,193678,20311,-26085,641004,200232,176475,165301,717813,4564,4564,37650,Stichting Katholiek Onderwijs Midden-Twente,7623,0,2121,2,2161.8,1,0,0,0,0,0,0,0,0,,135.10001,11.7,112.9,0,10.5,0,18.799999,,79.300003,33.599998,0,0,0,0,70.300003,29.700001,0,0,0,0,,,,,,,112.9,364801.72,3231.1399,0.65,0.80,-0.01,2.39,2.39,0.06,0.27,0.86,0.84,0.83,0.06,0.98,0.00,0.07,0.35,0.21,0.02,0.12,10,1.3842367,matched (3)
37650,PO,BO4,Stg. Kath. Ond. Midden-Twente,2016,37650-2016,6193560,1044180,726740,41950,8268080,0.75,0.13,0.09,0.01,309220,309220,110440,49000,160000,190160,16600,3270,724470,232300,183100,239070,833190,7810,7810,37650,Stichting Katholiek Onderwijs Midden-Twente,7623,0,2104,2,2140,1,0,0,0,0,0,0,0,0,,136.7,11.7,116.6,0,8.3999996,0,18,,84.300003,32.299999,0,0,0,0,72.300003,27.700001,0,0,0,0,,,,,,,116.62,385075.63,3301.9099,0.64,0.81,0.02,2.76,2.76,0.08,0.28,0.82,0.80,0.82,0.07,0.98,0.00,0.07,0.38,0.21,0.02,0.15,10,1.2918978,matched (3)
37663,PO,BO5,Lijn 83,2012,37663-2012,9431526,1891422,1296052,955443,13373534,0.71,0.14,0.10,0.07,330210,330210,175355,90561,211803,140284,28287,25400,834535,348239,617096,490816,1456151,5345,5345,37663,Stichting Lijn 83 primair onderwijs,6591,0,2820,3,2912.7,1,0,0,0,0,0,0,0,0,,172.3,14.3,146.8,0,11.2,0,19.200001,,118.4,28.4,0,0,0,0,80.699997,19.299999,0,0,0,0,,,,,,,146.75999,465673.88,3172.99,0.67,0.82,0.01,3.58,3.58,0.37,0.43,0.93,0.85,0.84,0.10,0.91,0.02,0.05,0.63,0.38,0.02,0.29,14,2.9856482,matched (3)
37663,PO,BO5,Lijn 83,2013,37663-2013,9172554,1909612,1371032,995333,13250104,0.69,0.14,0.10,0.08,263819,263819,189226,252347,234492,129469,24245,12146,841925,360932,611658,374218,1346808,,,37663,Stichting Lijn 83 primair onderwijs,6591,0,2695,3,2779.8999,1,0,0,0,0,0,0,0,0,,161.10001,14.2,136.2,0,10.7,0,19.799999,,108.1,28.1,0,0,0,0,79.400002,20.6,0,0,0,0,,,,,,,136.24001,433070.28,3178.6699,0.68,0.83,0.04,3.91,3.91,0.41,0.46,0.91,0.83,0.84,0.10,0.91,0.02,0.05,0.67,0.41,0.01,0.33,14,2.7330952,matched (3)
37663,PO,BO5,Lijn 83,2014,37663-2014,9081362,2110532,1258825,969131,13209402,0.69,0.16,0.10,0.07,294300,294300,195220,69531,250304,136336,22555,13914,899583,347216,583874,395049,1326139,17630,17630,37663,Stichting Lijn 83 primair onderwijs,6591,0,2564,3,2652.2,1,0,0,0,0,0,0,0,0,,156.8,14.2,132.10001,0,10.5,0,19.4,,102,30.1,0,0,0,0,77.199997,22.799999,0,0,0,0,58,40,2,0,0,0,132.11,426480.88,3228.3401,0.70,0.86,-0.01,4.61,4.61,0.43,0.46,0.96,0.86,0.84,0.10,0.89,0.02,0.06,0.66,0.40,0.01,0.33,14,2.7649508,matched (3)
37663,PO,BO5,Lijn 83,2015,37663-2015,9065266,2052097,1110562,809171,12921535,0.70,0.16,0.09,0.06,325007,325007,121577,54951,247535,157030,22243,26115,1180912,314815,397388,468477,1343238,14253,14253,37663,Stichting Lijn 83 primair onderwijs,6591,0,2458,2,2533.6001,1,0,0,0,0,0,0,0,0,,162.3,13.9,132.10001,0,16.299999,0,18.6,,102.9,29.200001,0,0,0,0,77.900002,22.1,0,0,0,0,,,,,,,132.12,426339.28,3226.98,0.65,0.86,-0.03,4.57,4.57,0.36,0.43,0.89,0.84,0.82,0.14,0.94,0.01,0.08,0.66,0.37,0.00,0.32,14,2.4860947,matched (3)
37663,PO,BO5,Lijn 83,2016,37663-2016,9310951,2050809,1080623,563602,12722966,0.73,0.16,0.08,0.04,358497,358497,222022,42119,237612,147101,24752,25289,1124004,390754,435478,298001,1288711,27830,27830,37663,Stichting Lijn 83 primair onderwijs,6591,0,2373,2,2446.5,1,0,0,0,0,0,0,0,0,,160.7,11.5,132.60001,0,16.5,0,17.9,,104.6,28.1,0,0,0,0,78.800003,21.200001,0,0,0,0,,,,,,,132.64,441408.19,3327.8501,0.61,0.80,-0.02,3.47,3.47,0.34,0.41,0.88,0.83,0.82,0.13,0.95,0.01,0.07,0.68,0.32,0.00,0.33,14,2.9151003,matched (3)
37805,PO,BO1,Sch. md Bijbel Bleskensgraaf,2012,37805-2012,1010987,218909,128807,,1379030,0.73,0.16,0.09,0.00,58562,58562,,14748,20343,31910,4599,2458,74058,26885,67408,32228,126521,2239,2239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
37805,PO,BO1,Sch. md Bijbel Bleskensgraaf,2013,37805-2013,1034840,218884,135731,,1417197,0.73,0.15,0.10,0.00,56322,56322,,16573,25125,33030,3449,4556,82733,25189,109641,33155,167985,2239,2239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
37805,PO,BO1,Sch. md Bijbel Bleskensgraaf,2014,37805-2014,1055764,227767,142196,,1453250,0.73,0.16,0.10,0.00,54862,54862,,17854,29098,38753,4145,2568,92418,26462,127880,40128,194470,2299,2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
37805,PO,BO1,Sch. md Bijbel Bleskensgraaf,2015,37805-2015,1050566,224108,115894,0,1429540,0.73,0.16,0.08,0.00,52516,52516,,14360,23114,36730,3507,5547,118258,45022,0,23523,155853,3509,3509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
37805,PO,BO1,Sch. md Bijbel Bleskensgraaf,2016,37805-2016,1138532,233696,118816,0,1506271,0.76,0.16,0.08,0.00,61941,61941,,3886,25352,35877,3595,4297,108007,49650,1060,28970,193809,3993,3993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
37857,PO,BO1,Ver. Stg. School met de Bijbel,2012,37857-2012,934424,196563,124902,7993,1260341,0.74,0.16,0.10,0.01,43677,43677,,30597,29587,9289,2855,12660,96988,65854,88439,20649,174942,3647,3647,37857,Ver. Stichting Instandhouding School met de Bijbel,3264,1,311,1,322.39999,1,0,0,0,0,0,0,0,0,,14.8,1,12.1,0,1.7,0,25.700001,,10.1,2,0,0,0,0,83.699997,16.299999,0,0,0,0,,,,,,,11.85,35738.551,3015.3301,0.78,0.92,-0.03,11.11,11.11,0.83,0.93,0.90,0.85,0.80,0.17,0.94,0.01,0.06,1.19,0.23,0.03,0.94,1,0,matched (3)
37857,PO,BO1,Ver. Stg. School met de Bijbel,2013,37857-2013,925147,189566,134820,8940,1266684,0.73,0.15,0.11,0.01,46291,46291,,10009,31955,7316,2862,8438,33580,82663,4453,75586,162702,5493,5493,37857,Ver. Stichting Instandhouding School met de Bijbel,3264,1,303,1,312.29999,1,0,0,0,0,0,0,0,0,,15.4,1,12.5,0,2,0,24.299999,,10.8,1.7,0,0,0,0,86.400002,13.6,0,0,0,0,,,,,,,12.46,37211.738,2987.6499,0.80,0.90,0.03,9.32,9.32,0.85,0.93,0.87,0.83,0.84,0.12,0.95,0.01,0.02,1.16,0.22,0.00,0.93,1,0,matched (3)
37857,PO,BO1,Ver. Stg. School met de Bijbel,2014,37857-2014,898315,171302,140792,2130,1230011,0.73,0.14,0.11,0.00,56126,56126,,12251,21431,6691,1673,17887,98600,75095,2500,79059,156654,4755,4755,37857,Ver. Stichting Instandhouding School met de Bijbel,3264,1,270,1,274.79999,1,0,0,0,0,0,0,0,0,,16.9,1,13.7,0,2.2,0,19.700001,,9.1000004,4.5999999,0,0,0,0,66.199997,33.799999,0,0,0,0,58,40,2,0,0,0,13.73,45591.949,3320.27,0.81,0.92,-0.06,10.94,10.94,0.86,0.93,0.91,0.86,0.80,0.13,0.94,0.00,0.06,1.15,0.18,-0.02,0.88,1,0,matched (3)
37857,PO,BO1,Ver. Stg. School met de Bijbel,2015,37857-2015,824031,167396,101824,80,1117984,0.74,0.15,0.09,0.00,36645,36645,,4599,12887,4662,1380,7757,77785,106043,2742,20412,177398,4295,4295,37857,Ver. Stichting Instandhouding School met de Bijbel,3264,1,274,1,274,1,0,0,0,0,0,0,0,0,,17.200001,1,13.6,0,2.5999999,0,20.1,,9.3000002,4.3000002,0,0,0,0,68.300003,31.700001,0,0,0,0,,,,,,,13.65,46052.641,3374.3101,0.80,0.90,-0.01,7.68,7.68,0.75,0.95,0.86,0.80,0.79,0.12,0.93,0.00,0.06,1.18,0.21,0.03,0.79,1,0,matched (3)
37857,PO,BO1,Ver. Stg. School met de Bijbel,2016,37857-2016,842012,165866,96748,0,1112106,0.76,0.15,0.09,0.00,42524,42524,0,8033,14809,4053,1341,5297,80033,30041,2804,82318,169837,3086,3086,37857,Ver. Stichting Instandhouding School met de Bijbel,3264,1,274,1,274,1,0,0,0,0,0,0,0,0,,16.299999,1,13.2,0,2.0999999,0,20.700001,,9.6999998,3.5,0,0,0,0,73.800003,26.200001,0,0,0,0,,,,,,,13.21,45801.762,3467.8601,0.85,0.93,0.00,11.23,11.23,0.73,0.94,0.83,0.79,0.79,0.10,0.95,0.00,0.06,0.99,0.25,0.02,0.76,1,0,matched (3)
37949,PO,BO5,Ver. Prot. Chr. Prim. Onderw.,2012,37949-2012,11220932,2304768,1414730,,14826691,0.76,0.16,0.10,0.00,520968,520968,28263,87682,167483,454012,56520,77974,1010134,415638,500394,546477,1462509,17982,17982,37949,Ver. Prot. Chr. Prim. Onderw. Barendrecht en Ridderkerk,2991,0,4072,3,4235.2002,1,0,0,0,0,0,0,0,0,,233.7,18.700001,197.7,0,17.299999,0,20.6,,168.60001,29.1,0,0,0,0,85.300003,14.7,0,0,0,0,,,,,,,135.38,381270.97,2816.3401,0.55,0.65,0.00,1.38,1.38,0.02,0.19,0.89,0.83,0.83,0.04,0.94,0.01,0.06,0.31,0.02,0.01,0.04,11,1.6433337,matched (3)
37949,PO,BO5,Ver. Prot. Chr. Prim. Onderw.,2013,37949-2013,11058047,2330543,1576547,,14799678,0.75,0.16,0.11,0.00,556682,556682,26530,106776,206726,378478,62111,87468,1018089,315065,593347,521809,1491571,15307,15307,37949,Ver. Prot. Chr. Prim. Onderw. Barendrecht en Ridderkerk,2991,0,4118,3,4276.3999,1,0,0,0,0,0,0,0,0,,236.2,18.5,201.60001,0,16.200001,0,20.4,,161.60001,40,0,0,0,0,80.099998,19.9,0,0,0,0,,,,,,,201.58,603252.81,2992.5901,0.58,0.67,0.04,1.81,1.81,0.05,0.23,0.84,0.80,0.83,0.03,0.95,0.01,0.06,0.35,0.06,0.03,0.09,11,1.7037392,matched (3)
37949,PO,BO5,Ver. Prot. Chr. Prim. Onderw.,2014,37949-2014,11370926,2707626,1587696,,15177338,0.75,0.18,0.10,0.00,576458,576458,36104,117897,200355,388776,54873,85104,1033109,300849,591902,518355,1411106,15125,15125,37949,Ver. Prot. Chr. Prim. Onderw. Barendrecht en Ridderkerk,2991,0,4010,3,4171.7002,1,0,0,0,0,0,0,0,0,,235.39999,17.1,202.7,0,15.6,0,19.799999,,157.10001,45.599998,0,0,0,0,77.5,22.5,0,0,0,0,58,40,2,0,0,0,202.75,617248.25,3044.3899,0.66,0.72,0.00,1.91,1.91,0.05,0.23,0.88,0.83,0.83,0.02,0.94,0.01,0.06,0.31,0.06,0.02,0.08,11,2.1181896,matched (3)
