Bgnum,Naam,LA,LB,LC,LD,LE,Rest,Leraren,Leerlingen,SolvabiliteitI.2016,SolvabiliteitII.2016,Rentabiliteit.2016,Liquiditeitcurrentratio.2016,Liquiditeitquickratio.2016,Weerstandsvermogenexclusiefmateriëlevasteactiva.2016,Weerstandsvermogen.2016,Personeelslastenrijksbijdragen.2016,Personeelslastentotaalbatenplusfinanciëlebaten.2016,Personeelslastentotaallastenplusfinanciëlelasten.2016,Voorzieningentotaalbatenplusfinanciëlebaten.2016,Rijksbijdragentotaalbatenplusfinanciëlebaten.2016,Huisvestingsratio.2016,Investeringenhuisvestingtotaalbatenplusfinanciëlebaten.2016,Kapitalisatiefactor.2016,Nettowerkkapitaal.2016
10249,Gemeente Emmen,75.00,25.00,0.00,0.00,0.00,0.00,222.20,4352.00,0.5161301292607340,0.5418662260317390,2.64,0.8414979063518220,0.8414979063518220,15.57,24.39,82.36,77.04,79.13,1.22,93.54,8.32,,0.4725876015257160,-1.87
10867,Gemeente Terschelling,75.50,24.50,0.00,0.00,0.00,0.00,11.80,185.00,0.5753343776826650,0.7861364568367980,-0.21,3.0875767710865900,3.0875767710865900,13.96,31.81,87.64,81.78,81.61,11.66,93.32,6.44,7.41,0.4691460109191700,24.69
10925,Gemeente Westerwolde,77.40,22.60,0.00,0.00,0.00,0.00,50.00,632.00,0.2574836827265590,0.2689693348256080,-0.40,0.8456052363063580,0.8456052363063580,8.01,13.99,106.21,85.50,85.15,0.62,80.50,4.08,,0.5434826553727460,-6.13
10928,Gemeente Vlieland,48.80,51.20,0.00,0.00,0.00,0.00,5.20,60.00,0.0000000000000000,0.0482734565748169,0.00,0.1124386132082390,0.1124386132082390,-10.28,0.00,95.08,81.32,81.32,0.48,85.53,5.15,,0.0984740810860382,-8.32
11711,Gemeente Noordenveld,69.70,30.30,0.00,0.00,0.00,0.00,103.70,1836.00,0.6652342937942080,0.6932634287922370,-0.47,0.3997901044546970,0.3997901044546970,21.90,35.07,87.67,83.15,82.76,1.48,94.84,5.67,,0.5271841660885980,-9.71
11764,Gemeente Eijsden-Margraten,78.50,21.50,0.00,0.00,0.00,0.00,5.20,62.00,0.5980794141892110,0.8109532628904420,3.58,4.9105066445182700,4.9105066445182700,29.89,33.38,76.54,75.22,78.01,11.88,98.27,10.73,,0.5580721480720290,41.26
13622,Stichting Openbaar Primair Onderwijs Haarlemmermeer,74.20,25.80,0.00,0.00,0.00,0.00,230.70,4457.00,0.6500017007877080,0.6967869690505230,1.31,2.3762546616600400,2.3762546616600400,12.74,21.60,83.81,80.98,82.06,1.55,96.62,7.66,,0.3299797793494180,13.87
13662,Stichting Openbaar Onderwijs Present,80.50,18.40,1.10,0.00,0.00,0.00,89.80,1540.00,0.6554353830756290,0.8671937836823840,-2.84,6.3851841878815900,6.3851841878815900,35.97,44.84,85.50,83.52,81.22,14.49,97.68,8.89,,0.6841809531722040,48.93
13674,Stichting Openbaar Onderwijs Groep,77.80,22.20,0.00,0.00,0.00,0.00,121.50,2476.00,0.7040505019309020,0.7321712965633740,0.38,2.0367381200548800,2.0367381200548800,11.22,30.31,85.84,82.20,82.51,1.21,95.75,6.92,1.64,0.3595039407844010,11.95
13682,Openbaar Primair Onderwijs Oegstgeest,63.40,36.60,0.00,0.00,0.00,0.00,62.90,1338.00,0.4110332795302940,0.6682071051353170,-2.85,1.9960530935276700,1.9960530935276700,2.30,12.66,86.04,84.43,82.09,7.92,98.13,7.60,,0.3081121769806620,10.18
13683,Schoolbestuur voor primair en voortgezet onderwijs tussen Lauwers en Eems-stg,88.10,11.90,0.00,0.00,0.00,0.00,90.00,1477.00,0.6471445768352650,0.7635868875602510,-1.09,1.4024703128617100,1.4024703128617100,21.62,34.44,84.38,80.62,79.75,6.20,95.54,6.31,,0.4884388969097160,5.06
13839,Bestuurscommissie Master Frankeskoalle voor Basisonderwijs te Eernewoude,51.40,48.60,0.00,0.00,0.00,0.00,3.70,54.00,0.7315926607057090,0.8679265473313810,7.96,6.6533200180886300,6.6533200180886300,65.08,72.63,72.38,67.38,73.21,13.53,93.09,8.53,,0.9926999545445560,74.12
13878,Bestuurscommissie Openbaar Basisonderwijs Ameland,60.80,39.20,0.00,0.00,0.00,0.00,8.20,102.00,0.3880755016002920,0.7648560975156780,10.04,3.0181131280687700,3.0181131280687700,3.51,13.91,70.15,70.02,77.83,13.51,99.81,3.03,,0.3501443208817500,17.01
20183,Verenig. voor Chr. Onderwijs op Reformatorische Grondslag,65.50,34.50,0.00,0.00,0.00,0.00,11.40,200.00,0.7633416596629510,0.9140677580185570,-4.35,7.9766791680872800,7.9766791680872800,45.28,73.05,83.99,79.67,76.35,14.42,94.85,9.20,,0.8094486939969690,57.38
20210,Stichting Matthijsje,74.30,25.70,0.00,0.00,0.00,0.00,3.50,51.00,0.9278526418833580,0.9316177150113470,12.18,8.0913481993142600,8.0913481993142600,78.81,135.50,75.98,67.75,77.14,0.55,89.16,10.68,,1.0516061953427500,70.82
20243,Ver. Stg. Ned.-Herv. Chr. Scholen te Waddinxveen,75.70,24.30,0.00,0.00,0.00,0.00,22.40,463.00,0.7587311998893670,0.8839142926197690,3.97,6.1323198321274800,6.1323198321274800,34.36,53.37,78.59,75.71,78.85,8.81,96.34,6.39,,0.6986859267119340,41.91
20252,Vereniging Jenaplanonderwijs Oudewater,88.90,11.10,0.00,0.00,0.00,0.00,9.90,192.00,0.7019790407787500,0.8106442769836410,-1.41,4.3152699717585200,4.3152699717585200,40.01,52.15,85.71,82.62,81.47,8.07,96.40,5.81,,0.7429548965865850,46.64
20281,Stichting Lucas Onderwijs,64.30,35.20,0.40,0.00,0.00,0.10,953.80,16346.00,0.4443661120505030,0.7275228960882420,1.23,0.8352462280815600,0.8352462280815600,2.40,18.65,86.59,79.01,80.00,11.88,91.25,8.17,0.59,0.3409725576644390,-1.88
20450,Ver. Bas.ond. Op Ger. Grondsl. te Aagtekerke,80.10,19.90,0.00,0.00,0.00,0.00,8.10,169.00,0.8102454197404280,0.8577031890624050,-1.13,5.2682042833607900,5.2682042833607900,53.36,73.39,85.99,81.73,80.81,4.30,95.05,5.70,,0.8499297029193970,55.01
20671,Westlandse Stichting Katholiek Onderwijs (WSKO),63.90,34.90,1.20,0.00,0.00,0.00,231.50,4333.00,0.6491114921705450,0.7289661886524270,-1.41,1.4569279036457200,1.4569279036457200,16.39,30.83,84.46,80.59,79.47,3.79,95.41,8.81,0.53,0.4611197858267750,5.88
20905,Ver. voor Chr. Basis-Onderwijs Instituut Schreuder,68.60,31.40,0.00,0.00,0.00,0.00,10.40,180.00,0.1731123421353740,0.4243824661493040,-1.55,1.3843756762605500,1.3843756762605500,-1.60,8.13,89.11,78.64,77.44,11.81,88.25,11.63,,0.4698784401406740,10.40
20970,Amsterdamse Schoolver. v. Opv. en Onderwijs 'A.S.V.O.',83.60,16.40,0.00,0.00,0.00,0.00,18.30,349.00,0.6450626901301340,0.7776157417187770,4.30,3.5552266985694200,3.5552266985694200,38.71,44.56,93.00,74.41,77.75,9.16,80.02,6.28,,0.6907324102299860,39.25
21464,Stichting Joodse Scholengem.sch. J.B.O.,74.50,25.50,0.00,0.00,0.00,0.00,13.30,232.00,-0.3275120065890040,-0.2270432335694500,1.07,1.1555123142561400,1.1555123142561400,-50.33,-15.24,109.57,76.44,77.27,4.68,69.76,10.50,,0.2978331633995970,3.59
21478,Ver. tot Verstr. van Onderwijs op Gereformeerde Grondslag,67.30,32.70,0.00,0.00,0.00,0.00,25.20,499.00,0.7749437385193840,0.9370643396987210,-2.45,13.0366835326587000,13.0366835326587000,71.71,89.04,85.81,81.87,79.91,18.63,95.40,7.55,,1.0640386169518200,87.04
22091,Stichting Openbaar Onderwijs Velswijk,100.00,0.00,0.00,0.00,0.00,0.00,2.40,26.00,,,,,,,,,,,,,,,,
22622,Ver voor Christ. Basisonderw. Laat de kinderen tot Mij komen,91.50,8.50,0.00,0.00,0.00,0.00,18.20,402.00,0.8461765853674830,0.9279630704892930,4.56,11.2090588026183000,11.2090588026183000,73.00,88.19,81.73,78.12,81.85,8.52,95.58,7.54,,0.9696618221822000,76.65
22725,Stg. v. Interconfessioneel en Katholiek Onderwijs,76.50,23.50,0.00,0.00,0.00,0.00,168.50,3275.00,0.6716752497615020,0.7792288630919340,1.72,2.3933160113666500,2.3933160113666500,15.23,27.50,83.43,77.38,78.73,4.40,92.75,7.57,0.00,0.3861958462103020,12.59
22765,Ver. Verstrekken Onderwijs op Gereformeerde Grondslag Lisse,81.40,18.60,0.00,0.00,0.00,0.00,14.70,276.00,0.7438926590270690,0.9165898180810110,-3.89,5.6690321760142400,5.6690321760142400,23.36,76.49,86.85,82.84,79.74,17.76,95.39,7.57,,0.9217311381190400,40.04
23128,Quo Vadis Stichting voor Basisonderwijs,78.30,21.70,0.00,0.00,0.00,0.00,232.40,3646.00,0.6540009966749510,0.8044374640905920,0.65,3.6534007324320600,3.6534007324320600,17.60,29.93,87.48,83.82,84.37,6.88,95.81,6.58,0.09,0.4368298712977100,23.75
23337,Vereniging voor Prot. Chr. Onderw. Rhenen,76.70,23.30,0.00,0.00,0.00,0.00,30.20,538.00,0.8196397574412180,0.8568940036436300,2.25,5.0086885955843100,5.0086885955843100,38.13,56.75,80.89,78.80,80.61,2.58,97.41,8.58,0.63,0.6300848507621650,39.72
23440,Schoolvereniging 'Willemspark',43.20,56.80,0.00,0.00,0.00,0.00,12.80,240.00,0.5320545416386930,0.6257534767214460,5.42,2.3608248285559600,2.3608248285559600,33.65,32.82,91.99,70.08,74.10,5.78,76.18,8.42,,0.6167607097732280,31.41
23545,Ver. tot het verstr. van b.o. op ref. grondsl. te Oosterland,68.00,32.00,0.00,0.00,0.00,0.00,6.30,143.00,0.7804095209517870,0.9069242586280740,1.89,8.5174143061831800,8.5174143061831800,64.97,83.38,86.11,81.17,82.73,13.52,94.26,5.80,,1.0684380848516100,74.76
23674,Vereniging 'een School met de Bijbel',77.90,22.10,0.00,0.00,0.00,0.00,24.60,393.00,0.6376795791572460,0.7322801879906720,-2.15,2.1358418738415200,2.1358418738415200,10.15,28.58,87.68,81.08,79.38,4.24,92.47,7.11,,0.4481795175465940,13.63
23883,Ver. Verstr. Kleuter/Bo op GGs te Nunspeet,71.90,28.10,0.00,0.00,0.00,0.00,26.70,496.00,0.7402461683496270,0.9154858234873910,-1.37,9.2456886534979900,9.2456886534979900,49.08,65.56,88.14,82.95,81.83,15.52,94.12,5.52,,0.8800420029552540,61.72
23948,Ver t Stg Insth Sch op Geref Grondsl,86.20,13.80,0.00,0.00,0.00,0.00,11.60,238.00,0.8170930480789760,0.8271222428008470,5.84,4.3248673363815400,4.3248673363815400,39.39,53.97,81.70,77.37,82.17,0.66,94.70,5.47,0.13,0.6057153800566720,37.97
23961,Stichting Primair Onderwijs Leudal en Thornerkwartier,82.10,17.20,0.70,0.00,0.00,0.00,134.40,2271.00,0.6126519907085490,0.7908782487963950,4.85,3.0218599471569700,3.0218599471569700,40.36,44.56,83.71,80.09,84.18,12.96,95.68,5.57,,0.7272547191378380,30.75
24065,Ver. Herv. Chr. Schoolonderw. te Waspik,100.00,0.00,0.00,0.00,0.00,0.00,5.60,102.00,0.4405670430779530,0.5987304180652850,1.25,2.4723042420359000,2.4723042420359000,17.82,24.52,80.33,79.65,80.65,8.80,99.15,4.19,,0.5565649607813310,29.06
24195,Ver. verstr. bo op Ger. Gr.sl. te Genemuiden,77.40,22.60,0.00,0.00,0.00,0.00,22.80,481.00,0.7184144929242970,0.8826847681014350,-0.80,6.2284293683698700,6.2284293683698700,31.58,48.86,85.27,82.46,81.81,11.17,96.70,5.23,,0.6662926559874800,41.71
24207,Stg. St. Martinus v. Onderwijs op Katholieke Grondslag,86.20,13.80,0.00,0.00,0.00,0.00,10.80,196.00,0.7511062332003720,0.7777767598498270,-1.99,2.3316698464537700,2.3316698464537700,15.09,41.42,81.91,79.00,77.46,1.47,96.45,6.22,1.62,0.4223236318292330,16.15
24481,Ver. Basisond. op Reform. Grondsl. te Kootwijkerbroek,65.60,24.60,9.80,0.00,0.00,0.00,32.80,604.00,0.3073106938639190,0.3558293768986840,3.22,2.0646397512109200,2.0646397512109200,6.73,29.42,83.52,79.34,81.98,4.64,95.00,3.95,-5.75,0.8823985161204850,11.14
24533,Ver. Chr. Nat. Schoolonderwijs te Nunspeet,56.20,43.80,0.00,0.00,0.00,0.00,61.90,1232.00,0.7649187281051660,0.7981740744687560,-1.96,2.7391738931683100,2.7391738931683100,22.43,36.21,84.57,80.34,78.80,1.57,95.00,8.23,0.79,0.4422535932518320,15.45
24597,Rotterdamse Vereniging voor Katholiek Onderwijs,64.20,34.40,1.40,0.00,0.00,0.00,1171.40,20260.00,0.5418625426039290,0.7033932695147850,0.62,2.6633884010106400,2.6633884010106400,21.01,26.47,93.58,79.87,80.36,7.89,85.35,8.27,0.54,0.4832342475739690,24.10
24715,Ver. tot het verstr. van Chr. BO op Geref. Grondslag (VCOG),81.30,16.60,2.10,0.00,0.00,0.00,52.70,994.00,0.8158930152690670,0.9126573605865460,-4.34,7.1333496138315200,7.1333496138315200,46.39,83.08,89.46,86.19,82.60,9.85,96.34,5.07,,0.8029181211422390,54.55
24844,Stichting VCO Oost Nederland,86.80,12.30,0.90,0.00,0.00,0.00,130.00,2439.00,0.6170759967492240,0.7306599778542990,0.00,1.5477091639799800,1.5477091639799800,1.45,25.24,85.45,82.07,82.08,4.65,96.05,7.72,3.45,0.2999881676312490,6.03
24845,Ver. tot het Verstr. van Onderw. op Geref. Grondsl.,84.30,15.70,0.00,0.00,0.00,0.00,5.40,129.00,0.7102388468048320,0.8857139071707040,4.29,7.5792951541850200,7.5792951541850200,48.56,51.60,85.65,76.43,79.85,12.75,89.23,5.59,,0.7265825709324620,54.63
25156,Amersfoortse Schoolvereniging,91.80,8.20,0.00,0.00,0.00,0.00,16.10,323.00,0.6881088724032610,0.7852560453039260,4.24,2.9604402980065800,2.9604402980065800,14.45,26.79,87.54,76.40,79.78,3.78,87.27,9.54,1.93,0.3440817609356940,16.39
25196,Vereniging tot het Verstrekken Onderwijs Gereform. Grondslag,65.40,34.60,0.00,0.00,0.00,0.00,37.70,703.00,0.8029995330600870,0.8906326665233730,-2.39,6.9518465432588200,6.9518465432588200,43.11,59.20,86.56,83.39,81.44,6.46,96.34,7.79,,0.6815662406367120,47.99
25351,Stichting Keender,80.30,19.00,0.40,0.00,0.00,0.30,166.30,2862.00,0.7009129445933390,0.8026939873789410,0.10,3.9219192241710500,3.9219192241710500,27.27,39.10,83.45,81.05,81.13,5.68,97.13,6.77,0.43,0.5359614590797570,32.16
25664,Stichting Katholiek Montessori Onderwijs Bussum,79.30,20.70,0.00,0.00,0.00,0.00,15.30,331.00,0.4167291517245880,0.6607256960292100,0.08,2.2050562607500800,2.2050562607500800,6.53,14.13,87.17,74.63,74.69,8.28,85.62,8.49,,0.3353904266100370,13.87
25833,Vereniging voor Basisonderwijs Gereform. Grondslag te Tholen,75.90,24.10,0.00,0.00,0.00,0.00,18.60,333.00,0.8911825084815780,0.9010296516796380,0.55,8.9903267881693500,8.9903267881693500,74.26,80.59,90.25,85.83,86.31,0.89,95.10,1.96,,0.9042910579612110,71.51
26158,Stichting Fedra,71.10,28.90,0.00,0.00,0.00,0.00,160.20,3199.00,0.6956706627239770,0.8135902509528710,-1.15,4.1613145457478800,4.1613145457478800,24.53,34.93,87.02,84.54,83.57,5.92,97.15,6.39,0.00,0.5020449834180930,29.59
26613,Stichting Reformatorisch Onderwijs,80.10,19.90,0.00,0.00,0.00,0.00,18.40,374.00,0.5643086155184090,0.6873019774177800,-3.03,1.7812731043530000,1.7812731043530000,17.27,27.05,86.66,78.55,76.23,5.90,90.64,6.84,,0.4697969870546330,10.98
26626,Stg. tot het Verstr. van BO op Gereformeerde Grondslag,70.10,29.90,0.00,0.00,0.00,0.00,18.60,386.00,0.8149848772479700,0.8955105127796400,-0.61,7.6191388191784400,7.6191388191784400,52.94,67.26,84.97,80.94,80.45,6.65,95.26,3.69,,0.8253286897686860,57.08
26977,Stichting Best Onderwijs,71.20,28.80,0.00,0.00,0.00,0.00,106.90,2255.00,0.7471955650944260,0.8601089339925080,7.90,5.9610741473582500,5.9610741473582500,35.25,43.05,80.20,76.17,82.70,6.51,94.98,6.92,,0.5725349384509360,39.99
27067,Stichting Christ. Basisonderw. Lochem-Laren,82.50,17.50,0.00,0.00,0.00,0.00,26.80,401.00,0.7448888972382710,0.7857059905488790,-4.45,3.5215596421669200,3.5215596421669200,27.33,39.23,82.82,82.02,78.53,2.15,99.03,8.56,3.23,0.4950597808783930,28.46
27237,Ver. voor basisonderwijs op Gereformeerde grondslag Speuld,72.00,28.00,0.00,0.00,0.00,0.00,3.00,64.00,0.8644795942230000,0.9271020651726890,5.27,10.9078263274336000,10.9078263274336000,78.17,99.05,73.92,71.47,75.44,7.17,96.68,7.71,,1.1235546295740200,82.75
27340,Ver. Bev. vh Chr. Nat. onderw. te Hollum,83.40,16.60,0.00,0.00,0.00,0.00,4.50,68.00,0.9489442649658890,0.9574963667163450,12.90,18.9374676721204000,18.9374676721204000,119.16,144.35,66.58,64.08,73.57,1.30,96.24,6.92,,1.3261513548716400,115.98
27770,Stichting KBA NW West,65.40,34.60,0.00,0.00,0.00,0.00,105.60,1847.00,0.3570715486092500,0.5645599970832230,2.45,1.6810929536274200,1.6810929536274200,4.18,15.08,83.26,74.94,76.82,8.76,90.01,11.28,,0.3850244647201750,12.52
27860,Ver. Christ. Nat. Schoolond. d'Uylenborch,80.90,19.10,0.00,0.00,0.00,0.00,13.10,232.00,0.8884587559908640,0.9017136140118590,6.48,9.1839672366665700,9.1839672366665700,70.77,75.33,84.23,79.84,85.38,1.12,94.79,2.55,,0.8479204309033860,68.20
27910,Stichting Marcant-BSV,71.50,27.70,0.80,0.00,0.00,0.00,111.10,1843.00,0.5820228839478760,0.7257313262554210,-5.28,2.3156668121338200,2.3156668121338200,8.33,21.55,88.62,85.59,81.30,5.32,96.58,7.11,,0.3702945461575090,13.36
28147,Stichting Katholiek Onderwijs Batavorum,79.10,20.90,0.00,0.00,0.00,0.00,127.40,2580.00,0.6733731183995780,0.8100976736464180,0.51,3.6034989124913700,3.6034989124913700,18.10,32.88,83.13,80.63,81.04,6.68,96.99,7.20,0.04,0.4716636438915550,24.14
28212,de Vrije School Noord en Oost Nederland,64.50,35.50,0.00,0.00,0.00,0.00,22.10,589.00,0.3570836059169870,0.4164850749663880,0.37,1.0859757597592100,1.0859757597592100,-0.19,9.70,92.51,81.74,82.05,1.61,88.35,5.33,0.98,0.2420641659929570,1.36
28420,Ver. voor Chr. Nat. Sch.ond. Amsterdam(Bos & Lommer),78.50,21.50,0.00,0.00,0.00,0.00,4.60,144.00,0.7216393255749600,0.8905552888857760,-6.91,8.8328742541270100,8.8328742541270100,85.43,82.78,91.33,84.43,78.97,19.38,92.44,8.37,,1.1471586370532800,98.34
28563,Stichting Katholiek Onderwijs De Streek,72.60,27.40,0.00,0.00,0.00,0.00,114.50,2218.00,0.6070882451348350,0.8219878641674670,-1.68,4.6077293361915500,4.6077293361915500,24.10,33.87,84.11,83.21,81.83,11.99,98.92,8.64,,0.5578917179190600,35.83
28601,Stichting Morgenwijzer,76.00,23.20,0.00,0.00,0.00,0.80,246.20,4691.00,0.5527478353065910,0.6224309510755880,-2.06,2.0759871610659000,2.0759871610659000,12.07,19.22,86.78,84.13,82.43,2.42,96.94,6.27,,0.3476331127939120,14.12
28614,Stichting Openluchtscholen voor het Gezonde kind,67.60,32.40,0.00,0.00,0.00,0.00,23.20,478.00,0.3953135797594030,0.7093569746287390,0.36,2.7465037898776200,2.7465037898776200,14.45,24.49,86.14,71.48,71.74,19.46,82.99,7.48,,0.6177215171438010,31.45
28849,Stichting voor Katholiek Onderwijs Aalsmeer,77.30,21.50,1.20,0.00,0.00,0.00,85.00,1587.00,0.7923013163014030,0.8156525563602710,2.04,4.1666382644032200,4.1666382644032200,32.30,44.84,83.39,81.86,83.57,1.32,98.17,6.53,,0.5585294572169810,33.04
29056,Vereniging Stichting Instandhouding School met de Bijbel Staphorst,79.60,20.40,0.00,0.00,0.00,0.00,59.30,1131.00,0.8380397304349220,0.9229708184597650,-1.40,9.5894258004318300,9.5894258004318300,73.17,89.08,88.19,83.19,82.04,9.03,94.33,4.59,,1.0496365844914500,70.33
29473,Ver. Verstr. v. BO op R.G.s. te Kruiningen,76.30,23.70,0.00,0.00,0.00,0.00,13.60,283.00,0.6778611522739050,0.7503592859742460,0.69,3.6984028066288100,3.6984028066288100,17.90,40.80,90.75,83.92,84.50,4.36,92.47,3.92,,0.5294613253989320,26.22
29577,Ver. Scholen der Evangelische Broedergemeente,59.80,40.20,0.00,0.00,0.00,0.00,16.90,364.00,0.6031946329847150,0.8499928789045270,-0.78,3.2584121208902100,3.2584121208902100,5.51,34.31,81.32,77.22,76.61,14.04,94.95,8.27,4.40,0.5250927983495970,19.27
29785,Stichting Katholiek Onderwijs Hulst,65.90,34.10,0.00,0.00,0.00,0.00,24.50,494.00,0.8046942057850480,0.9079572190879370,3.41,8.2935216028308300,8.2935216028308300,64.76,79.50,80.73,78.62,81.40,10.20,97.39,7.29,0.04,0.9600514973227360,66.32
29810,Stichting Conexus,59.90,39.90,0.20,0.00,0.00,0.00,418.20,7692.00,0.2952993666859880,0.3418450954177330,2.03,1.7893606596796000,1.7893606596796000,-36.28,23.96,93.11,77.09,78.69,3.78,82.79,10.45,13.40,0.3817344274200140,11.69
29823,Ver. verstrekken van onderwijs Geref. Grondslag Krabbendijke,83.00,17.00,0.00,0.00,0.00,0.00,13.00,280.00,0.7812995856890040,0.8848369710000240,0.89,7.0665934528121100,7.0665934528121100,48.13,61.36,84.80,82.36,83.10,8.13,97.12,4.79,,0.7715556595053990,54.87
29863,Stichting R.K. Scholen Diemen,68.90,31.10,0.00,0.00,0.00,0.00,11.10,211.00,,,,,,,,,,,,,,,,
30010,Stichting voor P.C.B.O. voor Amersfoort,71.20,28.80,0.00,0.00,0.00,0.00,181.90,3588.00,0.5716618517632550,0.7141739338445010,3.58,2.8107891551826300,2.8107891551826300,22.32,32.67,79.78,76.61,79.46,8.14,96.03,11.74,0.00,0.5714668971809810,29.58
30013,Stichting Scholen van het Rozenkruis,45.80,54.20,0.00,0.00,0.00,0.00,9.40,155.00,0.4481175640442340,0.6868609539273830,-5.82,2.1138439854530300,2.1138439854530300,3.92,15.50,86.20,83.72,79.12,8.26,97.13,8.15,0.82,0.3292104687641400,12.07
30015,Ver. Oecumenisch Onderwijs in Maarn,70.60,29.40,0.00,0.00,0.00,0.00,9.20,191.00,0.8778745449801840,0.8945347927097440,13.08,7.8532218164683700,7.8532218164683700,60.12,70.77,79.45,77.93,89.65,1.34,98.09,-5.22,,0.8061837703571640,58.27
30027,Stichting de Vrije School Eindhoven-Zuid,58.80,41.20,0.00,0.00,0.00,0.00,25.30,468.00,0.6945733390826420,0.7886968162130510,1.69,2.6086255996345100,2.6086255996345100,17.64,35.50,108.49,77.28,78.60,4.81,71.23,8.31,0.25,0.3901928256121840,17.37
30044,Stichting Schoolbestuur St. Jozef,67.00,33.00,0.00,0.00,0.00,0.00,11.90,223.00,0.6684475782661480,0.8492771902590470,0.64,5.0067850277055300,5.0067850277055300,28.46,42.05,86.21,80.61,81.13,11.37,93.50,7.96,0.00,0.6127756642703810,37.99
30051,Ver v. Pr.-Christ. Bas.onderw. te Bakkeveen,74.70,25.30,0.00,0.00,0.00,0.00,6.50,73.00,0.8174782723913370,0.9357504019996110,8.46,13.8552333426687000,13.8552333426687000,70.89,81.16,72.70,72.06,78.71,11.74,99.12,8.06,,0.9756687796709820,82.01
30090,Stichting Jenaplan Onderwijs Uithoorn,81.20,18.80,0.00,0.00,0.00,0.00,12.50,242.00,0.4946559096951920,0.6768805102682360,-7.69,1.8397264038143100,1.8397264038143100,2.67,14.31,90.54,87.34,81.10,5.27,96.46,5.09,,0.2791454584956120,7.85
30124,Montessori-Vereniging Tholen,75.30,24.70,0.00,0.00,0.00,0.00,5.30,64.00,0.7647287943966470,0.7815154147363780,-0.94,3.8847070570425500,3.8847070570425500,36.50,45.66,77.61,75.69,74.99,1.00,97.53,6.31,,0.5783392877722720,36.86
30128,Ver. tot het verstrekken van basisonderw. Geref. grondslag,60.90,39.10,0.00,0.00,0.00,0.00,11.40,234.00,0.5549339283661460,0.8199146359796380,1.18,3.7223154293758000,3.7223154293758000,13.05,31.01,80.78,77.91,78.84,14.81,96.44,6.57,,0.5587414470493200,27.39
30133,Vereniging voor Chr. Onderwijs op Reformatorische Grondslag in de Hoeksche Waard,81.10,18.90,0.00,0.00,0.00,0.00,43.20,824.00,0.7148312358680970,0.9191493343222260,2.58,9.7439524124256400,9.7439524124256400,62.80,81.70,80.50,76.44,78.47,23.35,94.96,8.30,,1.1209331364523800,80.80
30145,Stichting tot het verstrekken Onderwijs Gereform. Grondslag,82.50,17.50,0.00,0.00,0.00,0.00,4.70,111.00,0.8167448251794010,0.9083669596702080,6.27,6.9406583989907400,6.9406583989907400,33.11,58.84,75.89,74.76,79.77,6.60,98.51,8.18,,0.6264630267524890,39.22
30235,Stichting Prot.-Chr. Onderwijs Boxmeer,88.40,11.60,0.00,0.00,0.00,0.00,16.30,350.00,0.6869331577048600,0.8195889370841760,1.43,5.1984417638403700,5.1984417638403700,29.70,37.28,80.46,77.62,78.75,7.20,96.48,11.35,0.41,0.5386928661797610,36.86
30240,Stichting QliQ Primair Onderwijs,69.20,30.80,0.00,0.00,0.00,0.00,209.50,3915.00,0.5847627728089590,0.7394770248504280,-0.58,1.1787406743240800,1.1787406743240800,13.66,24.30,87.39,82.32,81.85,6.43,94.20,7.86,,0.4155889846463880,1.94
30263,Stichting tot het verstrekken onderw. op Gereform. grondslag,74.50,25.50,0.00,0.00,0.00,0.00,5.60,135.00,0.7755769465205040,0.8447003441517640,-1.60,4.4002928567115500,4.4002928567115500,27.75,44.67,84.54,80.52,79.25,3.98,95.24,5.13,,0.5688157249882200,30.41
30320,Stichting De Buitenveldertse Montessorischool,67.20,32.80,0.00,0.00,0.00,0.00,10.70,192.00,0.5059043044098850,0.6739806476391380,10.10,2.7795907602364900,2.7795907602364900,26.84,26.86,81.66,66.57,74.05,8.92,81.52,12.56,0.15,0.4811114036115520,30.80
30330,Ver. voor P-C Basisonderwijs te Morra-Lioessens,64.00,36.00,0.00,0.00,0.00,0.00,3.80,69.00,0.9219237306636730,0.9314184131736530,14.86,10.6442985447931000,10.6442985447931000,84.74,95.29,68.86,67.07,78.77,0.98,97.40,4.72,,1.0136833686229400,68.36
30357,Stichting Katholiek Onderwijs Zeewolde,73.30,22.70,3.90,0.00,0.00,0.00,21.70,349.00,0.4615420420575730,0.7661646513648540,-4.39,3.8976274206849500,3.8976274206849500,22.97,27.52,87.41,84.60,81.04,18.16,96.79,6.97,,0.5961875094153790,40.40
30582,Stg H3O v christ. peuterwerk kinderopv. prim./voortg. ond.,77.60,22.40,0.00,0.00,0.00,0.00,145.90,2890.00,0.6372503560914930,0.7527256561347240,-0.78,2.6320319942532100,2.6320319942532100,16.69,32.01,91.44,79.30,78.69,5.80,86.73,9.62,2.30,0.4400893915959580,20.27
30673,Stichting Hervormde Scholen te Voorthuizen,81.70,18.30,0.00,0.00,0.00,0.00,25.30,506.00,0.7182826735332420,0.8673845706892840,3.57,5.6331811143376100,5.6331811143376100,36.29,55.09,79.67,78.35,81.25,11.44,98.34,6.93,3.14,0.7015949913152770,47.13
