BEVOEGD_GEZAGNUMMER,JAAR,Key,BEVOEGD_GEZAGNAAM,POSTCODE_BEVOEGD_GEZAG,EENPITTER,AANTAL_LEERLINGEN,CATEGORIE_BESTUUROMVANG,AANTAL_GEWICHTLEERLINGEN,GEMIDDELD_LEERLINGGEWICHT,AANDEEL_APCG_LEERLINGEN,AANDEEL_LWOO_LEERLINGEN,AANTAL_VOLTIJDLEERLINGEN,AANTAL_DEELTIJDLEERLINGEN,AANTAL_LEERLINGEN_VBO_GROEN,AANTAL_BOL_LEERLINGEN,AANTAL_BOL_DEELTIJDLEERLINGEN,AANTAL_BBL_LEERLINGEN,AANDEEL_LEERLINGEN_RANDSTAD,OMVANG_FORMATIE_TOTAAL,OMVANG_FORMATIE_MANAGER,OMVANG_FORMATIE_OP,OMVANG_FORMATIE_LIO,OMVANG_FORMATIE_OOP_OBP,OMVANG_FORMATIE_ONBEKEND,LEERLING_LERAAR_RATIO,GEWOGEN_DEELNEMER_LERAAR_RATIO,OMVANG_FORMATIE_OP_LA,OMVANG_FORMATIE_OP_LB,OMVANG_FORMATIE_OP_LC,OMVANG_FORMATIE_OP_LD,OMVANG_FORMATIE_OP_LE,OMVANG_FORMATIE_OP_OVERIG,AANDEEL_FORMATIE_OP_LA,AANDEEL_FORMATIE_OP_LB,AANDEEL_FORMATIE_OP_LC,AANDEEL_FORMATIE_OP_LD,AANDEEL_FORMATIE_OP_LE,AANDEEL_FORMATIE_OP_OVERIG,STREEFPERCENTAGE_FORMATIE_OP_LA,STREEFPERCENTAGE_FORMATIE_OP_LB,STREEFPERCENTAGE_FORMATIE_OP_LC,STREEFPERCENTAGE_FORMATIE_OP_LD,STREEFPERCENTAGE_FORMATIE_OP_LE,STREEFPERCENTAGE_FORMATIE_OP_OVERIG,OMVANG_FORMATIE_OP_BRUTSAL,LOONSOM_OP_BRUTSAL,GEMIDDELDE_LOONSOM_OP_BRUTSAL,Solvabiliteit I(%),Solvabiliteit II(%),Rentabiliteit(%),Liquiditeit (current ratio)(%),Liquiditeit (quick ratio)(%),Weerstandsvermogen exclusief materi‘le vaste activa(%),Weerstandsvermogen(%),Personeelslasten / rijksbijdragen(%),Personeelslasten / totaal baten plus financi‘le baten(%),Personeelslasten / totaal lasten plus financi‘le lasten(%),Voorzieningen / totaal baten plus financi‘le baten(%),Rijksbijdragen / totaal baten plus financi‘le baten(%),Overige overheidsbijdragen en -subsidies / totaal baten plus financi‘le baten(%),Huisvestingsratio(%),Kapitalisatiefactor(%),Algemene reserve / totaal baten plus financi‘le baten,Investeringen inventaris en apparatuur / totaal baten plus financi‘le baten(%),Netto werkkapitaal(%),Aantal instellingen,Variatie in LB,Lonen en salarissen,Sociale lasten,Pensioenlasten,Lasten personeel niet in loondienst,Personeelslasten,Lonen en salarissen/totaal personeel,Sociale lasten/totaal personeel,Pensioenlasten/totaal personeel,Lasten personeel niet in loondienst/totaal personeel,Afschrijvingen op materiÔle vaste activa,Afschrijvingen,Huurlasten,Onderhoudslasten (klein onderhoud),Lasten voor energie en water,Schoonmaakkosten,Belastingen en heffingen,Overige (overige huisvestingslasten),Huisvestingslasten,Administratie- en beheerslasten,Inventaris en apparatuur,Overige (overige overige lasten),Overige lasten,Accountantshonoraria inzake het onderzoek van de jaarrekening,Accountantshonoraria
42607,2015,42607-2015,Stg. voor Ger. Prim. Onderwijs NoorderBasis,9804,0,2390,2,2408,1,0,0,0,0,0,0,0,0,,166.6,12.2,127,0,27.4,0,18.8,,97,30,0,0,0,0,76.4,23.6,0,0,0,0,,,,,,,127.05,401899.63,3163.43,0.82,0.84,0.06,4.08,4.08,0.26,0.43,0.84,0.8,0.85,0.01,0.96,0.01,0.05,0.45,0,0.02,0.26,16,1.985832171,9847523,647361,1041393,60757,11624832,0.85,0.06,0.09,0.01,421693,421693,6993,80904,200415,261850,51425,1312,603008,344317,0,222491,1010701,16000,16000
42607,2016,42607-2016,Stg. voor Ger. Prim. Onderwijs NoorderBasis,9804,0,2390,2,2411.3,1,0,0,0,0,0,0,0,0,,164.1,14.5,125.7,0,23.9,0,19,,100.9,24.5,0.3,0,0,0,80.3,19.5,0.2,0,0,0,,,,,,,125.73,406437.43,3232.74,0.81,0.83,0.02,3.63,3.63,0.24,0.44,0.88,0.84,0.85,0.01,0.95,0.01,0.06,0.45,0,0.02,0.24,16,2.115272816,10106458,689302,1060364,42155,12385829,0.82,0.06,0.09,0,457069,457069,8409,113750,221449,278526,40559,19896,682589,308688,0,197940,1041194,16000,16000
42610,2012,42610-2012,Stichting ARCHIPEL SCHOLEN,4384,0,3002,3,3386.6,1.1,0,0,0,0,0,0,0,0,,206.5,15.5,179.3,0,11.7,0,16.7,,158.7,20.6,0,0,0,0,88.5,11.5,0,0,0,0,,,,,,,179.33,562726.69,3138,0.44,0.49,0,1.31,1.31,0.04,0.14,0.9,0.85,0.85,0.02,0.95,0.01,0.06,0.31,0.12,0.01,0.05,14,1.043978022,10504609,2234479,1450868,18519,13797917,0.76,0.16,0.11,0,308736,308736,4637,116864,244391,260202,55521,247755,929370,247141,572318,302247,1121706,15400,15400
42610,2013,42610-2013,Stichting ARCHIPEL SCHOLEN,4384,0,2908,3,3263.5,1.1,0,0,0,0,0,0,0,0,,193,15.3,166.9,0,10.7,0,17.4,,139.8,27.1,0,0,0,0,83.8,16.2,0,0,0,0,,,,,,,166.91,529289.83,3171.04,0.52,0.57,0.04,1.67,1.67,0.09,0.18,0.85,0.8,0.84,0.02,0.95,0.02,0.06,0.33,0.12,0.01,0.1,14,1.50721707,10041514,2214262,1517527,90334,13639078,0.74,0.16,0.11,0.01,321496,321496,4776,120948,312460,240651,56028,296521,1031384,299190,674998,307227,1281415,18268,18268
42610,2014,42610-2014,Stichting ARCHIPEL SCHOLEN,4384,0,2873,3,3231.2,1.1,0,0,0,0,0,0,0,0,,189.4,16,162.9,0,10.5,0,17.6,,131.1,31.8,0,0,0,0,80.5,19.5,0,0,0,0,58,40,2,0,0,0,162.94,524890.57,3221.44,0.56,0.61,0.01,1.84,1.84,0.1,0.2,0.88,0.83,0.84,0.02,0.95,0.02,0.06,0.35,0.13,0.02,0.12,14,1.360106654,9878810,2399495,1424757,142792,13435488,0.74,0.18,0.11,0.01,316015,316015,10219,119244,263990,276281,57459,225580,952773,300524,652850,343802,1297176,18501,18501
42610,2015,42610-2015,Stichting ARCHIPEL SCHOLEN,4384,0,2794,3,3130.6,1.1,0,0,0,0,0,0,0,0,,182.3,16,154,0,12.3,0,18.1,,121.9,32.1,0,0,0,0,79.2,20.8,0,0,0,0,,,,,,,154,502069.98,3260.2,0.58,0.63,0.01,1.92,1.92,0.1,0.2,0.88,0.84,0.85,0.02,0.96,0.02,0.06,0.34,0.15,0.01,0.12,14,1.534153308,9949718,2266928,1245293,404512,13898622,0.72,0.16,0.09,0.03,317345,317345,8046,96533,222565,290661,50971,13794,1056950,268593,305022,337041,1155376,14950,14950
42610,2016,42610-2016,Stichting ARCHIPEL SCHOLEN,4384,0,2761,3,3097.9,1.1,0,0,0,0,0,0,0,0,,189,17.2,156.5,0,15.3,0,17.6,,122.9,33.6,0,0,0,0,78.5,21.5,0,0,0,0,,,,,,,156.49,522919.08,3341.52,0.59,0.64,0,1.92,1.92,0.1,0.19,0.87,0.84,0.83,0.02,0.96,0.01,0.07,0.32,0.15,0.01,0.11,14,1.486274197,10084789,2254058,1219368,549997,13971379,0.72,0.16,0.09,0.04,323349,323349,6514,122783,243626,316854,58393,193194,1185427,394049,289151,380864,1299473,31870,31870
42614,2012,42614-2012,Stichting Bestuur Openbaar Onderwijs Goirle,5051,0,1035,2,1060.8,1,0,0,0,0,0,0,0,0,,59.5,2,52.3,1,4.2,0,19.8,,40.5,10.3,1.5,0,0,0,77.5,19.8,2.8,0,0,0,,,,,,,52.3,159415.88,3048.34,0.83,0.85,0.03,1.17,1.17,0.27,0.5,0.84,0.8,0.82,0.01,0.96,0.02,0.06,0.6,0.5,0.05,0.02,2,0.070710678,2612762,534861,355134,196762,3585211,0.73,0.15,0.1,0.05,179121,179121,0,66540,54780,120404,16036,7580,265340,98042,221030,44660,363732,0,0
42614,2013,42614-2013,Stichting Bestuur Openbaar Onderwijs Goirle,5051,0,1027,2,1049.8,1,0,0,0,0,0,0,0,0,,58.6,2,51.8,0.5,4.3,0,19.8,,36.7,13.2,2,0,0,0,70.8,25.4,3.8,0,0,0,,,,,,,51.81,158655.74,3062.19,0.86,0.88,0.04,5.36,5.36,0.32,0.52,0.82,0.79,0.82,0.01,0.97,0.02,0.06,0.6,0.52,0.01,0.32,2,2.121320344,2721145,479032,389172,167981,3701625,0.74,0.13,0.11,0.05,190841,190841,362,61703,52122,108201,14924,8888,246200,118424,199281,53389,371094,0,0
42614,2014,42614-2014,Stichting Bestuur Openbaar Onderwijs Goirle,5051,0,1003,2,1027.6,1,0,0,0,0,0,0,0,0,,56.3,2,50.1,0,4.2,0,20,,31,13.4,5.7,0,0,0,61.9,26.8,11.3,0,0,0,58,40,2,0,0,0,50.1,159697.33,3187.62,0.81,0.83,-0.03,3.86,3.86,0.31,0.5,0.9,0.85,0.82,0.01,0.94,0.02,0.06,0.61,0.5,0.03,0.31,2,0.282842712,2638243,614142,374769,277129,3897689,0.68,0.16,0.1,0.07,182652,182652,0,74147,63937,111634,15140,6342,271200,121478,210925,53815,386218,4023,4023
42614,2015,42614-2015,Stichting Bestuur Openbaar Onderwijs Goirle,5051,0,1015,2,1044.4,1,0,0,0,0,0,0,0,0,,55.8,2.2,49.8,0,3.9,0,20.4,,29.3,14.4,6.2,0,0,0,58.8,28.8,12.4,0,0,0,,,,,,,49.8,161922.58,3251.42,0.83,0.85,-0.05,4.2,4.2,0.25,0.44,0.86,0.82,0.78,0.01,0.96,0.02,0.11,0.52,0.44,0.02,0.26,2,0.989949494,2755673,623803,335561,199766,3864130,0.71,0.16,0.09,0.05,176584,176584,3948,328880,60982,102298,23961,8339,528408,54621,75548,159355,383467,4500,4500
42614,2016,42614-2016,Stichting Bestuur Openbaar Onderwijs Goirle,5051,0,1042,2,1071.7,1,0,0,0,0,0,0,0,0,,56.8,1.7,50.2,0,4.9,0,20.8,,28.6,15.4,6.2,0,0,0,56.9,30.7,12.3,0,0,0,,,,,,,50.2,170232.35,3391.02,0.8,0.82,0.02,4.38,4.38,0.38,0.51,0.82,0.79,0.8,0.01,0.97,0.02,0.07,0.63,0.51,0.02,0.38,2,1.555634919,5453417,1227774,636462,133823,7224406,0.75,0.17,0.09,0.02,255044,255044,11112,73258,75654,133133,13144,327721,634022,148748,159715,327257,885935,11109,13736
42616,2012,42616-2012,Stichting voor Katholiek Basisonderwijs Gelderland,7231,0,3468,3,3596.1,1,0,0,0,0,0,0,0,0,,190.9,18.2,157,0,15.7,0,22.1,,126.8,30.1,0,0,0,0,80.8,19.2,0,0,0,0,,,,,,,67.61,201341.43,2977.85,0.56,0.73,0.02,1.63,1.63,0,0.22,0.81,0.79,0.8,0.06,0.97,0.01,0.06,0.33,0.18,0.01,0.07,16,0.984187482,8581706,1860573,1248982,359105,12067078,0.71,0.15,0.1,0.03,475159,475159,43868,175576,281508,313007,15937,37486,867382,887337,505472,231617,1624426,15000,19053
42616,2013,42616-2013,Stichting voor Katholiek Basisonderwijs Gelderland,7231,0,3390,3,3520.2,1,0,0,0,0,0,0,0,0,,179.7,15.2,147.9,0,16.6,0,22.9,,108.7,37.2,2,0,0,0,73.5,25.1,1.4,0,0,0,,,,,,,147.88,470196.7,3179.49,0.62,0.75,0.07,2.28,2.28,0.09,0.29,0.76,0.75,0.8,0.06,0.98,0.01,0.06,0.4,0.24,0.01,0.14,16,0.835638478,7769464,1650852,1161858,775224,11655692,0.67,0.14,0.1,0.07,393732,393732,41522,115962,289420,333972,17543,46071,844490,1009223,474918,189991,1674132,20879,20879
42616,2014,42616-2014,Stichting voor Katholiek Basisonderwijs Gelderland,7231,0,3251,3,3371.3,1,0,0,0,0,0,0,0,0,,179.7,16,148.3,0,15.4,0,21.9,,103.6,43.7,1,0,0,0,69.8,29.5,0.7,0,0,0,58,40,2,0,0,0,148.33,476178.06,3210.24,0.64,0.78,-0.01,2.14,2.14,0.05,0.29,0.83,0.81,0.8,0.06,0.98,0.01,0.06,0.39,0.24,0.05,0.11,16,1.184834728,7691411,1880125,1139276,1144122,12090203,0.64,0.16,0.09,0.09,586102,586102,40347,101734,249540,336087,18369,50375,796452,977154,482216,171757,1631127,20177,20177
42616,2015,42616-2015,Stichting voor Katholiek Basisonderwijs Gelderland,7231,0,3110,3,3239.3,1,0,0,0,0,0,0,0,0,,175,17.3,140.8,2,14.9,0,22.1,,93.6,46.4,0.8,0,0,0,66.5,33,0.6,0,0,0,,,,,,,140.82,459734.22,3264.6,0.69,0.83,0.04,2.87,2.87,0.09,0.32,0.83,0.8,0.84,0.07,0.97,0.01,0.05,0.4,0.28,0.02,0.15,16,1.392778997,8074122,1080694,1009585,1316500,12336615,0.65,0.09,0.08,0.11,490013,490013,47290,101725,250968,30021,18378,4514,722770,241644,172768,391348,1178662,23875,23875
42616,2016,42616-2016,Stichting voor Katholiek Basisonderwijs Gelderland,7231,0,3020,3,3165.8,1,0,0,0,0,0,0,0,0,,184.8,17.9,144.2,0,22.6,0,20.9,,99,44.4,0.8,0,0,0,68.7,30.8,0.6,0,0,0,,,,,,,144.17,481187.13,3337.62,0.67,0.82,0.04,3.13,3.13,0.14,0.36,0.82,0.8,0.83,0.08,0.97,0.01,0.07,0.48,0.32,0.01,0.21,16,1.428519047,8207595,1166665,979275,1221075,12258217,0.67,0.1,0.08,0.1,486401,486401,100278,135143,297510,137107,15524,9553,959240,200016,149402,341980,1049233,19965,19965
42619,2012,42619-2012,Stichting Consent Rotterdam,2901,1,9,1,9,1,0,0,0,0,0,0,0,0,,1.3,0.4,0.3,0,0.6,0,30,,0.3,0,0,0,0,0,100,0,0,0,0,0,,,,,,,0.3,982.2,3274,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
42619,2013,42619-2013,Stichting Consent Rotterdam,2901,1,46,1,48.1,1,0,0,0,0,0,0,0,0,,3.8,0.6,2.2,0,1,0,20.7,,2.2,0,0,0,0,0,100,0,0,0,0,0,,,,,,,2.22,6250.28,2815.44,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
42619,2014,42619-2014,Stichting Consent Rotterdam,2901,1,63,1,65.4,1,0,0,0,0,0,0,0,0,,5.8,0.4,4.3,0,1.1,0,14.8,,4,0.2,0,0,0,0,94.8,5.2,0,0,0,0,58,40,2,0,0,0,4.27,12989.58,3045.19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
42619,2015,42619-2015,Stichting Consent Rotterdam,2901,1,26,1,26,1,0,0,0,0,0,0,0,0,,6.5,1,3.5,0,2.1,0,7.5,,3,0.5,0,0,0,0,85.6,14.4,0,0,0,0,,,,,,,3.48,9702.7,2787.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
42623,2012,42623-2012,Stichting Openbaar Onderwijs Zwolle en Regio,8032,0,5330,3,5787.5,1.1,0,0,0,0,0,0,0,0,,276.9,27.4,217.3,0,32.1,0,24.5,,179.4,37.9,0,0,0,0,82.6,17.4,0,0,0,0,,,,,,,217.33,692351.81,3185.75,0.58,0.62,0.01,1.3,1.3,0.07,0.2,0.86,0.81,0.82,0.01,0.94,0.01,0.07,0.33,0.19,0.02,0.04,26,24.14854033,47290816,7869974,6651529,4724687,69188200,0.68,0.11,0.1,0.07,2142241,2142241,510330,2042250,1259204,1905104,137664,0,5854552,1489428,1819371,3973588,7282387,32005,39589
42623,2013,42623-2013,Stichting Openbaar Onderwijs Zwolle en Regio,8032,0,5251,3,5667.7,1.1,0,0,0,0,0,0,0,0,,325.3,25.9,261,0,38.4,0,20.1,,212.3,47.8,1,0,0,0,81.3,18.3,0.4,0,0,0,,,,,,,261.04,831866.15,3186.7,0.59,0.63,0.04,1.59,1.59,0.08,0.2,0.82,0.77,0.8,0.01,0.94,0.01,0.08,0.33,0.16,0.02,0.08,26,23.87004748,48093000,6865000,7249000,4252000,69072000,0.7,0.1,0.1,0.06,2230000,2230000,638000,2151000,1413000,2049000,159000,0,6410000,1587000,2340000,4400000,8327000,32000,35000
42623,2014,42623-2014,Stichting Openbaar Onderwijs Zwolle en Regio,8032,0,5118,3,5479.8,1.1,0,0,0,0,0,0,0,0,,333.4,25.1,276.2,0,32.1,0,18.5,,183.1,88.6,4.5,0,0,0,66.3,32.1,1.6,0,0,0,58,40,2,0,0,0,276.18,884409.64,3202.33,0.54,0.59,-0.03,1.26,1.26,0.04,0.19,0.88,0.83,0.81,0.02,0.95,0.01,0.08,0.31,0.18,0.04,0.04,26,22.61056211,50914000,6965000,7375000,3548000,71223000,0.71,0.1,0.1,0.05,2626000,2626000,572000,2710000,1376000,1876000,161000,0,6695000,1498000,2704000,3189000,7391000,34000,37000
42623,2015,42623-2015,Stichting Openbaar Onderwijs Zwolle en Regio,8032,0,5128,3,5475.1,1.1,0,0,0,0,0,0,0,0,,342,22.3,281,0,38.7,0,18.2,,186.6,87,7.4,0,0,0,66.4,31,2.6,0,0,0,,,,,,,281.03,909761.13,3237.19,0.52,0.58,-0.02,1.13,1.13,0.01,0.16,0.88,0.83,0.82,0.02,0.94,0.01,0.07,0.28,0.15,0.03,0.02,26,23.49896033,54248000,7542000,6713000,2864000,74714000,0.73,0.1,0.09,0.04,2972000,2972000,813000,1012000,1167000,1749000,158000,0,5988000,1510000,1647000,2775000,7575000,28000,28000
42623,2016,42623-2016,Stichting Openbaar Onderwijs Zwolle en Regio,8032,0,5233,3,5556.4,1.1,0,0,0,0,0,0,0,0,,337,22.2,268.3,0,46.6,0,19.5,,176.3,85.5,6.4,0,0,0,65.7,31.9,2.4,0,0,0,,,,,,,268.26,906794.43,3380.32,0.5,0.57,-0.02,1.12,1.12,-0.01,0.14,0.87,0.83,0.82,0.02,0.96,0.01,0.07,0.24,0.13,0.03,0.01,26,23.13529419,56171000,7959000,6614000,2497000,75787000,0.74,0.11,0.09,0.03,3197000,3197000,679000,1106000,1031000,1755000,119000,0,5848000,1538000,1744000,2839000,7722000,61000,110000
42632,2012,42632-2012,Stichting voor Protestants-Christelijk Primair Onderwijs op Goeree-Overflakkee,3255,0,2069,2,2115.8,1,0,0,0,0,0,0,0,0,,124.2,14.8,99.2,0,10.2,0,20.9,,84.2,15,0,0,0,0,84.9,15.1,0,0,0,0,,,,,,,98.76,297441.23,3011.74,0.68,0.77,-0.01,2.31,2.31,0.1,0.32,0.83,0.8,0.79,0.04,0.96,0,0.07,0.42,0.09,0.02,0.14,13,1.527273421,5812248,1274020,779481,63374,7821047,0.74,0.16,0.1,0.01,332382,332382,13247,85245,195255,191838,34492,27469,628891,297696,445744,435260,1178700,28946,28946
42632,2013,42632-2013,Stichting voor Protestants-Christelijk Primair Onderwijs op Goeree-Overflakkee,3255,0,2008,2,2053.3,1,0,0,0,0,0,0,0,0,,122.9,14,99.3,0,9.5,0,20.2,,82.6,16.8,0,0,0,0,83.1,16.9,0,0,0,0,,,,,,,99.33,302538.87,3045.86,0.68,0.8,0.04,2.94,2.94,0.14,0.34,0.79,0.75,0.78,0.06,0.94,0,0.08,0.46,0.07,0.03,0.19,13,1.602322033,5741700,1236139,820630,11519,7832485,0.73,0.16,0.1,0,329307,329307,13143,104607,210339,176820,39655,6933,755365,280472,424215,393895,1098582,27555,27555
42632,2014,42632-2014,Stichting voor Protestants-Christelijk Primair Onderwijs op Goeree-Overflakkee,3255,0,1937,2,1981.1,1,0,0,0,0,0,0,0,0,,118.2,14.3,94.3,0,9.6,0,20.5,,77.9,16.4,0,0,0,0,82.6,17.4,0,0,0,0,58,40,2,0,0,0,94.33,292351.01,3099.19,0.69,0.8,-0.01,2.88,2.88,0.14,0.35,0.83,0.79,0.79,0.06,0.96,0.01,0.06,0.47,0.05,0.04,0.19,13,1.371364658,5670620,1354598,804441,641,7836125,0.72,0.17,0.1,0,359075,359075,14046,51449,180761,177216,41318,16593,621854,236632,463884,454062,1154578,21096,21096
42632,2015,42632-2015,Stichting voor Protestants-Christelijk Primair Onderwijs op Goeree-Overflakkee,3255,0,1914,2,1956.9,1,0,0,0,0,0,0,0,0,,114.8,13.3,91.1,0,10.3,0,21,,73.3,17.8,0,0,0,0,80.4,19.6,0,0,0,0,,,,,,,91.15,287547.11,3154.76,0.65,0.82,0,3.45,3.45,0.14,0.34,0.8,0.77,0.77,0.09,0.96,0,0.09,0.48,0.04,0.02,0.22,13,1.336998168,5625832,1297092,682573,35574,7660055,0.73,0.17,0.09,0,359717,359717,18213,57884,156629,179637,46724,16180,855901,249937,1486,383007,1094614,17546,17546
42632,2016,42632-2016,Stichting voor Protestants-Christelijk Primair Onderwijs op Goeree-Overflakkee,3255,0,1886,2,1924.4,1,0,0,0,0,0,0,0,0,,118,12.3,95.4,0,10.3,0,19.8,,75.6,19.8,0,0,0,0,79.3,20.7,0,0,0,0,,,,,,,95.38,310976.45,3260.43,0.65,0.84,0.02,4.07,4.07,0.17,0.34,0.82,0.77,0.79,0.1,0.94,0.01,0.09,0.48,0.22,0.02,0.26,13,1.632404236,5941644,689947,655023,74866,7963055,0.75,0.09,0.08,0.01,355192,355192,35337,33299,110838,174044,40735,8007,838736,162918,9887,287366,940029,24771,24771
42634,2012,42634-2012,Stichting Omnisscholen,4462,0,406,1,428.2,1.1,0,0,0,0,0,0,0,0,,36.6,2.8,31.6,0,2.2,0,12.8,,28.8,2.8,0,0,0,0,91,9,0,0,0,0,,,,,,,31.63,97621.88,3086.39,0.49,0.69,0.05,-1.77,-1.77,0.08,0.16,0.88,0.8,0.85,0.07,0.91,0.08,0.05,0.34,0.16,0.02,-0.3,3,0.950438495,1887726,432225,262192,6356,2629397,0.72,0.16,0.1,0,37189,37189,0,15072,66186,82580,2637,2175,168650,96604,130734,43459,270797,3972,3972
42634,2013,42634-2013,Stichting Omnisscholen,4462,0,363,1,389.1,1.1,0,0,0,0,0,0,0,0,,32.9,2,28.6,0,2.2,0,12.7,,19.5,9.1,0,0,0,0,68.1,31.9,0,0,0,0,,,,,,,28.65,90420.3,3156.55,0.51,0.58,0.07,1.82,1.82,0.14,0.25,0.82,0.8,0.82,0.04,0.97,0.02,0.08,0.49,0.22,0.03,0.17,3,2.196208855,1771883,354204,255445,7085,2368570,0.75,0.15,0.11,0,42158,42158,0,27662,54091,74574,12788,2291,223406,85626,93948,58924,238498,4040,4040
42634,2014,42634-2014,Stichting Omnisscholen,4462,0,322,1,352.6,1.1,0,0,0,0,0,0,0,0,,30.3,2,27,0,1.4,0,11.9,,16.4,10.6,0,0,0,0,60.9,39.1,0,0,0,0,58,40,2,0,0,0,26.96,86770.94,3218.09,0.59,0.67,-0.02,2.1,2.1,0.13,0.26,0.91,0.86,0.84,0.04,0.95,0.02,0.06,0.44,0.26,0.02,0.16,3,2.413158373,1650891,384843,238418,80334,2272443,0.73,0.17,0.1,0.04,53976,53976,0,224,50282,57115,7316,12091,152540,94682,82888,35636,213206,0,0
42634,2015,42634-2015,Stichting Omnisscholen,4462,0,343,1,379,1.1,0,0,0,0,0,0,0,0,,28.8,2,25.2,0,1.6,0,13.6,,14.2,10.5,0,0,0,0.5,56.4,41.7,0,0,0,1.9,,,,,,,24.72,82341.56,3331.33,0.63,0.75,-0.06,2.26,2.26,0.07,0.21,0.92,0.89,0.84,0.04,0.96,0.02,0.06,0.33,0.21,0,0.11,3,2.413158373,1609649,381188,200287,42688,2232301,0.72,0.17,0.09,0.02,65766,65766,0,39392,39235,57487,5907,6705,148726,65234,42728,52525,218031,12294,12294
42634,2016,42634-2016,Stichting Omnisscholen,4462,0,348,1,390,1.1,0,0,0,0,0,0,0,0,,27.9,2,24.5,0,1.4,0,14.2,,14.4,10.1,0,0,0,0,58.9,41.1,0,0,0,0,,,,,,,24.55,85965.73,3502.23,0.43,0.54,-0.06,1.18,1.18,-0.01,0.15,0.91,0.88,0.83,0.04,0.97,0.02,0.05,0.35,0.15,0.01,0.03,3,2.33023604,1714673,212917,187350,147214,2204154,0.78,0.1,0.08,0.07,118614,118614,0,35484,24504,56859,9234,6855,132936,37130,60488,34762,189231,7260,7260
42636,2012,42636-2012,Stg Samenwerkingsschool Yn de Mande,9166,1,85,1,85,1,0,0,0,0,0,0,0,0,,6,0.8,5.2,0,0,0,16.4,,5.2,0,0,0,0,0,100,0,0,0,0,0,,,,,,,5.18,15519.31,2995.6,0.58,0.59,-0.29,1.11,1.11,0.01,0.16,1.11,1.05,0.81,0,0.95,0.01,0.04,0.27,0.15,0,0.01,1,0,355606,32112,70510,0,546788,0.65,0.06,0.13,0,16822,16822,0,0,0,0,0,29945,29945,7936,34919,34644,77499,0,0
42636,2013,42636-2013,Stg Samenwerkingsschool Yn de Mande,9166,1,73,1,73,1,0,0,0,0,0,0,0,0,,3.9,0,3.5,0,0.4,0,20.6,,3.5,0,0,0,0,0,100,0,0,0,0,0,,,,,,,3.54,10986.65,3100.24,0.3,0.3,-0.06,1.35,1.35,-0.07,0.09,0.91,0.85,0.8,0,0.93,0.07,0.06,0.29,0.09,0.03,0.04,1,0,354155,38600,47648,53042,441117,0.8,0.09,0.11,0.12,15794,15794,0,31096,0,0,0,0,31096,31097,24843,8518,64458,0,0
42636,2014,42636-2014,Stg Samenwerkingsschool Yn de Mande,9166,1,73,1,73.9,1,0,0,0,0,0,0,0,0,,3.9,0.9,2.5,0,0.4,0,28.9,,2.5,0,0,0,0,0,100,0,0,0,0,0,58,40,2,0,0,0,2.53,8375.93,3313,0.25,0.26,0,1.2,1.2,-0.07,0.09,0.81,0.77,0.77,0,0.95,0.03,0.06,0.37,0.09,0.03,0.04,1,0,225628,50903,32075,91820,387245,0.58,0.13,0.08,0.24,18615,18615,0,508,0,0,0,31533,32041,27746,23237,12890,63873,2500,2500
