BEVOEGD_GEZAGNUMMER,JAAR,Key,BEVOEGD_GEZAGNAAM,POSTCODE_BEVOEGD_GEZAG,EENPITTER,AANTAL_LEERLINGEN,CATEGORIE_BESTUUROMVANG,AANTAL_GEWICHTLEERLINGEN,GEMIDDELD_LEERLINGGEWICHT,AANDEEL_APCG_LEERLINGEN,AANDEEL_LWOO_LEERLINGEN,AANTAL_VOLTIJDLEERLINGEN,AANTAL_DEELTIJDLEERLINGEN,AANTAL_LEERLINGEN_VBO_GROEN,AANTAL_BOL_LEERLINGEN,AANTAL_BOL_DEELTIJDLEERLINGEN,AANTAL_BBL_LEERLINGEN,AANDEEL_LEERLINGEN_RANDSTAD,OMVANG_FORMATIE_TOTAAL,OMVANG_FORMATIE_MANAGER,OMVANG_FORMATIE_OP,OMVANG_FORMATIE_LIO,OMVANG_FORMATIE_OOP_OBP,OMVANG_FORMATIE_ONBEKEND,LEERLING_LERAAR_RATIO,GEWOGEN_DEELNEMER_LERAAR_RATIO,OMVANG_FORMATIE_OP_LA,OMVANG_FORMATIE_OP_LB,OMVANG_FORMATIE_OP_LC,OMVANG_FORMATIE_OP_LD,OMVANG_FORMATIE_OP_LE,OMVANG_FORMATIE_OP_OVERIG,AANDEEL_FORMATIE_OP_LA,AANDEEL_FORMATIE_OP_LB,AANDEEL_FORMATIE_OP_LC,AANDEEL_FORMATIE_OP_LD,AANDEEL_FORMATIE_OP_LE,AANDEEL_FORMATIE_OP_OVERIG,STREEFPERCENTAGE_FORMATIE_OP_LA,STREEFPERCENTAGE_FORMATIE_OP_LB,STREEFPERCENTAGE_FORMATIE_OP_LC,STREEFPERCENTAGE_FORMATIE_OP_LD,STREEFPERCENTAGE_FORMATIE_OP_LE,STREEFPERCENTAGE_FORMATIE_OP_OVERIG,OMVANG_FORMATIE_OP_BRUTSAL,LOONSOM_OP_BRUTSAL,GEMIDDELDE_LOONSOM_OP_BRUTSAL,Solvabiliteit I(%),Solvabiliteit II(%),Rentabiliteit(%),Liquiditeit (current ratio)(%),Liquiditeit (quick ratio)(%),Weerstandsvermogen exclusief materi‘le vaste activa(%),Weerstandsvermogen(%),Personeelslasten / rijksbijdragen(%),Personeelslasten / totaal baten plus financi‘le baten(%),Personeelslasten / totaal lasten plus financi‘le lasten(%),Voorzieningen / totaal baten plus financi‘le baten(%),Rijksbijdragen / totaal baten plus financi‘le baten(%),Overige overheidsbijdragen en -subsidies / totaal baten plus financi‘le baten(%),Huisvestingsratio(%),Kapitalisatiefactor(%),Algemene reserve / totaal baten plus financi‘le baten,Investeringen inventaris en apparatuur / totaal baten plus financi‘le baten(%),Netto werkkapitaal(%),Aantal instellingen,Variatie in LB,Lonen en salarissen,Sociale lasten,Pensioenlasten,Lasten personeel niet in loondienst,Personeelslasten,Lonen en salarissen/totaal personeel,Sociale lasten/totaal personeel,Pensioenlasten/totaal personeel,Lasten personeel niet in loondienst/totaal personeel,Afschrijvingen op materiÔle vaste activa,Afschrijvingen,Huurlasten,Onderhoudslasten (klein onderhoud),Lasten voor energie en water,Schoonmaakkosten,Belastingen en heffingen,Overige (overige huisvestingslasten),Huisvestingslasten,Administratie- en beheerslasten,Inventaris en apparatuur,Overige (overige overige lasten),Overige lasten,Accountantshonoraria inzake het onderzoek van de jaarrekening,Accountantshonoraria
36739,2016,36739-2016,Vereniging voor Voorbereidend Onderwijs,2311,1,244,1,244,1,0,0,0,0,0,0,0,0,,14.1,1,12.8,0,0.3,0,19.1,,10.1,2.6,0,0,0,0,79.3,20.7,0,0,0,0,,,,,,,12.78,42857.42,3354.58,0.68,0.78,0.03,3.1,3.1,0.23,0.38,0.83,0.75,0.77,0.06,0.9,0.01,0.1,0.5,0.19,0,0.27,1,0,726596,124237,79958,40098,1001877,0.73,0.12,0.08,0.04,45496,45496,2276,16956,15719,27540,3596,0,126087,53349,25281,26138,130069,3025,3025
36778,2012,36778-2012,Vereniging tot Stichting Instandhouding Ener Christelijke School,8167,1,112,1,114.7,1,0,0,0,0,0,0,0,0,,7.4,0.9,5.8,0,0.7,0,19.3,,5.2,0.6,0,0,0,0,89.3,10.7,0,0,0,0,,,,,,,5.81,16860.51,2901.48,0.87,0.88,-0.01,5.46,5.46,0.61,0.93,0.9,0.86,0.83,0.01,0.96,0.01,0.05,0.95,0.36,0.02,0.59,1,0,391800,43288,46706,0,510165,0.77,0.08,0.09,0,22784,22784,0,7941,9515,2135,1559,0,21150,21822,21654,14918,58394,0,5350
36778,2013,36778-2013,Vereniging tot Stichting Instandhouding Ener Christelijke School,8167,1,109,1,111.7,1,0,0,0,0,0,0,0,0,,7.1,0.9,5.5,0,0.7,0,19.9,,4,1.5,0,0,0,0,73.1,26.9,0,0,0,0,,,,,,,5.49,15986.07,2913.23,0.88,0.91,0.05,7.59,7.59,0.68,0.94,0.81,0.77,0.81,0.03,0.95,0.01,0.05,0.96,0.41,0,0.67,1,0,343390,37637,45397,0,477927,0.72,0.08,0.09,0,23071,23071,0,8743,11913,1629,1338,0,23623,21570,28528,16638,66736,0,6353
36778,2014,36778-2014,Vereniging tot Stichting Instandhouding Ener Christelijke School,8167,1,105,1,107.1,1,0,0,0,0,0,0,0,0,,7,0.9,5.3,0,0.7,0,19.7,,3.9,1.5,0,0,0,0,72.4,27.6,0,0,0,0,58,40,2,0,0,0,5.34,16085.88,3012.39,0.87,0.87,-0.05,5.7,5.7,0.67,0.96,0.87,0.82,0.78,0.01,0.95,0.01,0.06,0.97,0.42,0.01,0.65,1,0,356531,41432,44742,0,483326,0.74,0.09,0.09,0,23595,23595,0,12410,10348,1159,1605,0,25522,51191,23875,9645,84711,2284,2284
36778,2015,36778-2015,Vereniging tot Stichting Instandhouding Ener Christelijke School,8167,1,100,1,101.8,1,0,0,0,0,0,0,0,0,,5.7,0,4.9,0,0.8,0,20.3,,4.1,0.9,0,0,0,0,82.7,17.3,0,0,0,0,,,,,,,4.93,14796.47,3002.41,0.92,0.92,0.07,8.66,8.66,0.67,0.99,0.78,0.75,0.81,0,0.97,0.01,0.05,0.9,0.48,0,0.66,1,0,317624,37857,34172,39305,456955,0.7,0.08,0.07,0.09,22675,22675,0,6509,11270,2043,1611,0,21433,20098,3079,9339,64208,2541,2541
36778,2016,36778-2016,Vereniging tot Stichting Instandhouding Ener Christelijke School,8167,1,92,1,93.8,1,0,0,0,0,0,0,0,0,,5.1,0,4.4,0,0.7,0,21,,3.1,1.3,0,0,0,0,71.5,28.5,0,0,0,0,,,,,,,4.39,14157.35,3224.39,0.91,0.92,-0.01,8.39,8.39,0.7,0.99,0.84,0.82,0.81,0,0.98,0,0.06,0.93,0.48,0.01,0.68,1,0,289036,37172,29293,75032,488435,0.59,0.08,0.06,0.15,22533,22533,0,15124,8413,2835,1565,0,27937,22316,3258,11742,64133,2904,2904
36817,2012,36817-2012,Vereniging Montessorischool Bilthoven,3723,1,199,1,199,1,0,0,0,0,0,0,0,0,,11.6,1,10.3,0,0.3,0,19.3,,8.5,1.8,0,0,0,0,82.7,17.3,0,0,0,0,,,,,,,10.3,32186.55,3123.42,0.66,0.89,0.04,6.27,6.27,0.35,0.57,0.85,0.75,0.77,0.2,0.88,0.03,0.06,0.72,0.32,0.03,0.5,1,0,524990,112540,73888,0,740458,0.71,0.15,0.1,0,29597,29597,16,10082,12617,24995,2947,1197,51854,32876,62276,20149,140301,5082,5082
36817,2013,36817-2013,Vereniging Montessorischool Bilthoven,3723,1,200,1,202.4,1,0,0,0,0,0,0,0,0,,11.8,1,10.4,0,0.4,0,19.2,,7.6,2.8,0,0,0,0,73.2,26.8,0,0,0,0,,,,,,,10.39,32706.84,3147.49,0.68,0.89,0.02,6.23,6.23,0.35,0.56,0.9,0.78,0.79,0.17,0.87,0.04,0.09,0.69,0.33,0.04,0.47,1,0,564462,123197,84148,38940,815378,0.69,0.15,0.1,0.05,35468,35468,16,31106,21373,24232,2623,750,80100,23485,30943,41940,96368,0,0
36817,2014,36817-2014,Vereniging Montessorischool Bilthoven,3723,1,178,1,180.4,1,0,0,0,0,0,0,0,0,,11.4,0.9,10.2,0,0.3,0,17.4,,7.4,2.8,0,0,0,0,72.7,27.3,0,0,0,0,58,40,2,0,0,0,10.2,32336.48,3169.16,0.71,0.88,-0.05,5.07,5.07,0.26,0.55,0.92,0.82,0.78,0.13,0.89,0,0.08,0.58,0.32,0.03,0.36,1,0,542155,136628,77153,26040,806250,0.67,0.17,0.1,0.03,37783,37783,0,3526,23763,25721,2051,5775,70836,32267,47660,38277,118204,5082,5082
36817,2015,36817-2015,Vereniging Montessorischool Bilthoven,3723,1,169,1,170.2,1,0,0,0,0,0,0,0,0,,10.2,0.9,9.1,0,0.3,0,18.6,,6.3,2.8,0,0,0,0,69.3,30.7,0,0,0,0,,,,,,,9.09,29575.16,3253.09,0.69,0.89,-0.05,5.44,5.44,0.24,0.52,0.93,0.84,0.8,0.15,0.9,0,0.08,0.58,0.3,0.01,0.37,1,0,775220,0,0,27444,800001,0.97,0,0,0.03,39780,39780,0,2918,21336,25858,2757,4793,66662,27568,37338,25268,90174,4538,4538
36817,2016,36817-2016,Vereniging Montessorischool Bilthoven,3723,1,182,1,183.2,1,0,0,0,0,0,0,0,0,,11.7,0.9,10.4,0,0.5,0,17.6,,7.6,2.8,0,0,0,0,73.2,26.8,0,0,0,0,,,,,,,10.36,33869.41,3270.2,0.62,0.85,-0.08,3.52,3.52,0.13,0.45,0.95,0.85,0.79,0.17,0.9,0,0.08,0.57,0.24,0.05,0.29,1,0,582983,128973,67155,52185,790343,0.74,0.16,0.08,0.07,38193,38193,0,4700,25937,25440,676,2114,67867,33835,38614,34549,106998,4538,4538
36831,2012,36831-2012,Ver. voor Chr. Nat. Schoolond. te Staphorst,7951,1,298,1,313,1.1,0,0,0,0,0,0,0,0,,19.1,1.9,16.9,0,0.3,0,17.6,,13.4,3.5,0,0,0,0,79.2,20.8,0,0,0,0,,,,,,,16.94,51241.5,3024.79,0.64,0.69,0.01,2.57,2.57,0.13,0.18,0.87,0.83,0.84,0.01,0.96,0,0.06,0.28,0.16,0.03,0.14,1,0,849125,177574,116329,0,1141336,0.74,0.16,0.1,0,22553,22553,0,24399,23350,26660,2663,2189,79261,24670,45239,42001,111910,2208,2208
36831,2013,36831-2013,Ver. voor Chr. Nat. Schoolond. te Staphorst,7951,1,291,1,305.4,1,0,0,0,0,0,0,0,0,,17.3,1.9,15.1,0,0.3,0,19.3,,11.1,3.9,0,0,0,0,73.9,26.1,0,0,0,0,,,,,,,15.09,46853.31,3104.86,0.73,0.77,0.07,3.68,3.68,0.2,0.24,0.82,0.79,0.84,0.01,0.96,0,0.06,0.33,0.22,0,0.2,1,0,806862,167685,119598,4295,1108499,0.73,0.15,0.11,0,25043,25043,0,23282,20996,29166,2704,2811,78959,23919,43050,38161,105130,2435,2435
36831,2014,36831-2014,Ver. voor Chr. Nat. Schoolond. te Staphorst,7951,1,292,1,306.7,1.1,0,0,0,0,0,0,0,0,,17,1.9,14.8,0,0.3,0,19.7,,11.2,3.6,0,0,0,0,75.5,24.5,0,0,0,0,58,40,2,0,0,0,14.79,46780.5,3163.37,0.74,0.78,0,3.86,3.86,0.22,0.26,0.87,0.84,0.84,0.01,0.97,0,0.06,0.35,0.24,0.01,0.23,1,0,778637,185511,111252,15512,1094592,0.71,0.17,0.1,0.01,17427,17427,0,25349,22420,31061,1541,3606,83977,23279,45708,41502,110489,2723,2723
36831,2015,36831-2015,Ver. voor Chr. Nat. Schoolond. te Staphorst,7951,1,289,1,302.8,1,0,0,0,0,0,0,0,0,,16.7,1.9,14.5,0,0.3,0,19.9,,11.3,3.2,0,0,0,0,77.6,22.4,0,0,0,0,,,,,,,14.51,46901.77,3232.84,0.75,0.78,0.02,4.09,4.09,0.24,0.27,0.85,0.83,0.85,0.01,0.98,0,0.05,0.36,0,0.01,0.24,1,0,830988,108676,101071,28564,1132625,0.73,0.1,0.09,0.03,19379,19379,0,11576,21762,29567,2041,5065,70011,26823,41390,38948,107161,2783,2783
36831,2016,36831-2016,Ver. voor Chr. Nat. Schoolond. te Staphorst,7951,1,288,1,300.6,1,0,0,0,0,0,0,0,0,,16.2,1.9,14,0,0.3,0,20.5,,10.8,3.2,0,0,0,0,76.9,23.1,0,0,0,0,,,,,,,14.01,47594.11,3395.97,0.73,0.76,0.03,3.77,3.77,0.26,0.29,0.82,0.81,0.84,0.01,0.99,0,0.06,0.4,0.28,0.01,0.27,1,0,833102,189302,96536,31354,1142618,0.73,0.17,0.08,0.03,18577,18577,0,20895,28236,30053,3837,3503,86524,24469,47260,45124,116853,2894,2894
37038,2012,37038-2012,Gereformeerde Schoolvereniging Westernieland en omstreken,9951,1,197,1,197,1,0,0,0,0,0,0,0,0,,11.3,1,9.8,0,0.4,0,20,,8,1.9,0,0,0,0,80.9,19.1,0,0,0,0,,,,,,,9.85,32448.7,3295.46,0.87,0.89,-0.09,7.99,7.99,0.79,0.79,1.01,0.89,0.8,0.02,0.88,0.01,0.09,0.9,0.48,0.02,0.71,1,0,664649,74773,91389,0,867675,0.77,0.09,0.11,0,22149,22149,0,58446,13008,25432,1522,0,98408,32635,45870,17031,95536,1886,1886
37038,2013,37038-2013,Gereformeerde Schoolvereniging Westernieland en omstreken,9951,1,199,1,199,1,0,0,0,0,0,0,0,0,,11.8,1,10.2,0,0.6,0,19.6,,8.3,1.9,0,0,0,0,81.5,18.5,0,0,0,0,,,,,,,10.16,32526.79,3202.97,0.89,0.91,0.05,9.71,9.71,0.79,0.78,0.91,0.8,0.84,0.02,0.88,0.03,0.05,0.88,0.48,0.02,0.71,1,0,628253,85416,88012,0,848712,0.74,0.1,0.1,0,25587,25587,0,4788,14032,26787,1561,0,47168,28174,43046,18025,89245,1863,1863
37038,2014,37038-2014,Gereformeerde Schoolvereniging Westernieland en omstreken,9951,1,194,1,194,1,0,0,0,0,0,0,0,0,,12.8,1,11.1,0,0.7,0,17.5,,9.2,1.9,0,0,0,0,83.1,16.9,0,0,0,0,58,40,2,0,0,0,11.1,35384.57,3187.17,0.9,0.92,0.01,10.74,10.74,0.81,0.84,0.87,0.82,0.83,0.01,0.94,0.02,0.05,0.94,0.5,0.02,0.77,1,0,581138,139162,85362,8660,816077,0.71,0.17,0.1,0.01,23693,23693,0,5946,13499,27698,2347,0,49490,33080,43531,21050,97661,1919,1919
37038,2015,37038-2015,Gereformeerde Schoolvereniging Westernieland en omstreken,9951,1,196,1,196,1,0,0,0,0,0,0,0,0,,11.1,0.9,9.5,0,0.8,0,20.7,,8.5,1,0,0,0,0,89.5,10.5,0,0,0,0,,,,,,,9.49,31054.23,3273.72,0.88,0.9,0.04,8.82,8.82,0.81,0.86,0.81,0.78,0.81,0.02,0.96,0.01,0.06,0.98,0.51,0.02,0.8,1,0,531977,128852,65442,44540,791831,0.67,0.16,0.08,0.06,24525,24525,0,16414,12617,27184,1831,0,58046,36930,13148,20522,103578,2032,2032
37038,2016,37038-2016,Gereformeerde Schoolvereniging Westernieland en omstreken,9951,1,193,1,193,1,0,0,0,0,0,0,0,0,,12.2,1.4,10.1,0,0.8,0,19.2,,7.5,2.6,0,0,0,0,74.2,25.8,0,0,0,0,,,,,,,10.06,33563.79,3335.86,0.89,0.91,-0.01,9.56,9.56,0.77,0.85,0.85,0.82,0.81,0.01,0.97,0.01,0.06,0.95,0.48,0.03,0.76,1,0,592997,137649,69061,15479,838437,0.71,0.16,0.08,0.02,21566,21566,0,23229,10478,22745,1274,0,57726,45131,19718,17571,116994,3104,3104
37233,2012,37233-2012,"Ver. Inst.houd. & Best. School voor CBO, gen. Hofdijckschool",2341,1,238,1,238,1,0,0,0,0,0,0,0,0,,14,2,11.3,0,0.8,0,21.1,,10.4,0.9,0,0,0,0,91.8,8.2,0,0,0,0,,,,,,,11.28,35144.71,3116.25,0.76,0.83,-0.01,5.44,5.44,0.39,0.41,0.9,0.83,0.81,0.04,0.92,0.01,0.07,0.54,0.28,0,0.4,1,0,696583,102377,88987,0,900695,0.77,0.11,0.1,0,21768,21768,0,6374,18372,30581,9259,0,79586,25150,39953,39844,104947,0,0
37233,2013,37233-2013,"Ver. Inst.houd. & Best. School voor CBO, gen. Hofdijckschool",2341,1,230,1,230,1,0,0,0,0,0,0,0,0,,13.7,2,11,0,0.8,0,21,,9.5,1.5,0,0,0,0,86.6,13.4,0,0,0,0,,,,,,,10.97,34337.09,3129.43,0.77,0.84,0.05,5.8,5.8,0.41,0.44,0.84,0.77,0.81,0.05,0.93,0.01,0.08,0.58,0.31,0.01,0.43,1,0,669085,100636,91587,0,866386,0.77,0.12,0.11,0,18099,18099,0,4109,20378,37058,4182,0,83227,28041,35474,39306,102821,2057,2057
37233,2014,37233-2014,"Ver. Inst.houd. & Best. School voor CBO, gen. Hofdijckschool",2341,1,231,1,231,1,0,0,0,0,0,0,0,0,,14.3,1,12.6,0,0.8,0,18.4,,9.9,2.6,0,0,0,0,79,21,0,0,0,0,58,40,2,0,0,0,12.57,39073.51,3109.17,0.75,0.84,-0.01,5.64,5.64,0.43,0.46,0.87,0.83,0.82,0.05,0.95,0.01,0.08,0.61,0.32,0,0.47,1,0,693344,114118,90947,0,877481,0.79,0.13,0.1,0,18491,18491,0,8012,21016,34252,3787,0,82067,31385,37122,27097,95604,2118,2118
37233,2015,37233-2015,"Ver. Inst.houd. & Best. School voor CBO, gen. Hofdijckschool",2341,1,231,1,231,1,0,0,0,0,0,0,0,0,,14,1.7,11.6,0,0.8,0,19.9,,9.4,2.2,0,0,0,0,80.9,19.1,0,0,0,0,,,,,,,11.62,36650.53,3154.69,0.71,0.82,0.01,5.09,5.09,0.42,0.44,0.81,0.78,0.79,0.07,0.95,0.01,0.09,0.63,0.3,0,0.45,1,0,686622,119623,77745,10021,881477,0.78,0.14,0.09,0.01,14704,14704,0,7822,14447,23713,6282,0,105437,37331,16769,31060,118117,2178,2178
37233,2016,37233-2016,"Ver. Inst.houd. & Best. School voor CBO, gen. Hofdijckschool",2341,1,240,1,240,1,0,0,0,0,0,0,0,0,,13.9,1.7,11.5,0,0.8,0,20.9,,8.9,2.6,0,0,0,0,77.2,22.8,0,0,0,0,,,,,,,11.47,38090.58,3319.5,0.74,0.87,0.04,6.95,6.95,0.43,0.48,0.81,0.78,0.81,0.09,0.96,0.01,0.07,0.65,0.33,0.03,0.48,1,0,686898,118067,73705,13580,887940,0.77,0.13,0.08,0.02,16367,16367,0,6931,16829,23072,3328,0,80160,33252,18411,30623,114517,3025,3025
37299,2012,37299-2012,Sticht. Confess. Basisonderw. West Zeeuws-Vlaanderen,4501,0,817,2,835.9,1,0,0,0,0,0,0,0,0,,67.5,8.3,53.7,0,5.5,0,15.2,,45.9,7.8,0,0,0,0,85.5,14.5,0,0,0,0,,,,,,,53.74,161552.03,3006.41,0.73,0.88,-0.06,7.16,7.16,0.47,0.6,0.93,0.91,0.85,0.13,0.99,0,0.04,0.83,0.56,0.02,0.59,7,0.83793965,3446219,675056,445595,43812,4436349,0.78,0.15,0.1,0.01,126854,126854,28492,73503,73674,22552,12417,8227,218865,128493,208297,72695,409485,6475,6475
37299,2013,37299-2013,Sticht. Confess. Basisonderw. West Zeeuws-Vlaanderen,4501,0,769,2,792.1,1,0,0,0,0,0,0,0,0,,65.9,8.3,52.3,0,5.4,0,14.7,,37.1,15.1,0,0,0,0,71,29,0,0,0,0,,,,,,,52.25,160425.22,3070.26,0.74,0.89,0.02,7.64,7.64,0.49,0.59,0.88,0.85,0.85,0.12,0.97,0,0.05,0.81,0.55,0,0.6,7,0.774596669,3411363,595321,475052,35000,4315602,0.79,0.14,0.11,0.01,126679,126679,23033,67028,97142,25061,10626,9613,232503,133560,177196,64500,375256,6585,6585
37299,2014,37299-2014,Sticht. Confess. Basisonderw. West Zeeuws-Vlaanderen,4501,0,734,2,751.4,1,0,0,0,0,0,0,0,0,,58.1,5.8,46.8,0,5.5,0,15.7,,25.3,21.5,0,0,0,0,54,46,0,0,0,0,58,40,2,0,0,0,46.81,151272.13,3231.76,0.74,0.89,-0.04,7.82,7.82,0.5,0.6,0.9,0.88,0.85,0.12,0.98,0,0.03,0.81,0.56,0,0.62,7,1.637452289,3199005,731767,441896,40442,4168319,0.77,0.18,0.11,0.01,121239,121239,23523,11059,78688,23302,11432,10806,158810,157579,177728,148996,484303,6690,6690
37299,2015,37299-2015,Sticht. Confess. Basisonderw. West Zeeuws-Vlaanderen,4501,0,696,2,715.5,1,0,0,0,0,0,0,0,0,,54.7,5.8,46.4,0,2.5,0,15,,26,20.5,0,0,0,0,55.9,44.1,0,0,0,0,,,,,,,46.44,152587.1,3285.85,0.7,0.88,-0.05,7.13,7.13,0.46,0.55,0.92,0.9,0.86,0.14,0.98,0,0.04,0.79,0.52,0.02,0.59,7,0.91025899,3180080,673782,390149,139944,4243847,0.75,0.16,0.09,0.03,112574,112574,37534,17007,45142,20999,13139,4672,189793,125859,176051,100844,402754,6500,6500
37299,2016,37299-2016,Sticht. Confess. Basisonderw. West Zeeuws-Vlaanderen,4501,0,701,2,727.1,1,0,0,0,0,0,0,0,0,,53.3,5.8,45.3,0,2.3,0,15.5,,23.4,21.9,0,0,0,0,51.6,48.4,0,0,0,0,,,,,,,45.28,156585.8,3458.34,0.68,0.87,-0.05,6.54,6.54,0.41,0.51,0.9,0.89,0.84,0.14,0.99,0,0.05,0.74,0.48,0.01,0.55,7,1.350066136,3250508,382665,355128,242931,4129005,0.79,0.09,0.09,0.06,106835,106835,52483,50493,84371,21970,13762,3825,226904,117613,208185,103557,429355,4208,4208
37428,2012,37428-2012,Ver. Chr. Nat. Schoolonderwijs te Helmond,5702,1,563,2,637.7,1.1,0,0,0,0,0,0,0,0,,39.4,1.8,33.9,0,3.8,0,16.6,,23.9,9,1,0,0,0,70.5,26.6,3,0,0,0,,,,,,,32.75,91523.64,2794.84,0.84,0.89,-0.02,7.33,7.33,0.45,0.59,0.87,0.85,0.82,0.04,0.97,0.01,0.05,0.7,0.59,0.01,0.48,1,0,1576345,332833,204567,72852,2195819,0.72,0.15,0.09,0.03,84920,84920,0,38919,32768,18315,7722,31298,129022,68619,122831,65037,256487,0,0
37428,2013,37428-2013,Ver. Chr. Nat. Schoolonderwijs te Helmond,5702,1,556,2,622.3,1.1,0,0,0,0,0,0,0,0,,42,1.8,36.5,0,3.8,0,15.2,,24.5,10,2,0,0,0,67.1,27.4,5.5,0,0,0,,,,,,,36.47,103316.22,2833.07,0.75,0.81,-0.03,4.08,4.08,0.39,0.53,0.9,0.87,0.83,0.04,0.97,0,0.04,0.71,0.53,0.03,0.42,1,0,1639198,336629,229966,49458,2339586,0.7,0.14,0.1,0.02,89332,89332,0,29112,38349,21935,8063,7190,104649,73866,136148,65180,275194,0,0
37428,2014,37428-2014,Ver. Chr. Nat. Schoolonderwijs te Helmond,5702,1,545,2,598.4,1.1,0,0,0,0,0,0,0,0,,37.6,0,34.3,0,3.3,0,15.9,,23,8.8,2.5,0,0,0,67.1,25.5,7.3,0,0,0,58,40,2,0,0,0,34.31,100421.19,2927.24,0.84,0.89,0,7.03,7.03,0.42,0.53,0.89,0.84,0.84,0.03,0.94,0.01,0.04,0.63,0.53,0.01,0.43,1,0,1603662,375884,221646,154318,2282238,0.7,0.16,0.1,0.07,83993,83993,0,9452,36308,24548,8103,6794,110205,60677,130821,53916,245414,5354,7472
37428,2015,37428-2015,Ver. Chr. Nat. Schoolonderwijs te Helmond,5702,1,531,2,573.9,1.1,0,0,0,0,0,0,0,0,,39.9,0,36.1,0,3.7,0,14.7,,24.5,9.2,2.5,0,0,0,67.7,25.3,7,0,0,0,,,,,,,36.14,108806.82,3010.34,0.74,0.82,-0.05,4.58,4.58,0.38,0.49,0.9,0.87,0.83,0.05,0.96,0.01,0.05,0.66,0.49,0.02,0.42,1,0,1609154,355943,186588,173636,2327287,0.69,0.15,0.08,0.07,80067,80067,0,13489,30950,12684,8173,4363,127659,62482,135495,80386,278363,5206,8291
37428,2016,37428-2016,Ver. Chr. Nat. Schoolonderwijs te Helmond,5702,1,511,2,548.8,1.1,0,0,0,0,0,0,0,0,,39.7,0,36.4,0,3.3,0,14,,25.5,8.3,2.6,0,0,0,70.1,22.8,7.1,0,0,0,,,,,,,36.39,114014.46,3133.2,0.67,0.82,-0.14,4.4,4.4,0.25,0.36,0.98,0.95,0.83,0.08,0.97,0.01,0.04,0.53,0.36,0,0.32,1,0,1711604,381484,189539,225251,2508801,0.68,0.15,0.08,0.09,66092,66092,0,13245,35881,7552,10537,3750,128965,55075,158533,92530,306138,8618,8618
37545,2012,37545-2012,Vereniging Nieuwe Baarnsche School,3743,1,459,1,470.1,1,0,0,0,0,0,0,0,0,,28.3,2.1,24,0,2.1,0,19.1,,20.2,3.8,0,0,0,0,84.1,15.9,0,0,0,0,,,,,,,24.04,72431.87,3013.21,0.44,0.8,0.03,3.69,3.69,0.08,0.16,0.97,0.82,0.85,0.13,0.85,0.03,0.05,0.37,0.04,0.01,0.2,1,0,1387982,189975,179599,66177,1828791,0.76,0.1,0.1,0.04,59851,59851,0,7360,28338,52062,2435,5019,110214,26529,108130,26571,161230,1513,1513
37545,2013,37545-2013,Vereniging Nieuwe Baarnsche School,3743,1,457,1,469,1,0,0,0,0,0,0,0,0,,28.2,2.1,23.9,0,2.1,0,19.1,,17.7,6.3,0,0,0,0,73.8,26.2,0,0,0,0,,,,,,,23.91,72089.28,3015.51,0.49,0.8,0.04,4.1,4.1,0.15,0.2,0.93,0.81,0.85,0.13,0.87,0,0.05,0.42,0.04,0.01,0.26,1,0,1267919,269886,183813,71793,1805258,0.7,0.15,0.1,0.04,55594,55594,0,5334,33670,52957,2500,7591,102052,25789,105396,29930,161115,1561,1561
37545,2014,37545-2014,Vereniging Nieuwe Baarnsche School,3743,1,472,1,477.7,1,0,0,0,0,0,0,0,0,,27.6,2.2,23.2,0,2.1,0,20.3,,16.6,6.7,0,0,0,0,71.3,28.7,0,0,0,0,58,40,2,0,0,0,23.23,71380.3,3072.68,0.4,0.67,0,2.21,2.21,0.08,0.21,0.99,0.85,0.85,0.14,0.86,0.01,0.05,0.51,0.04,0.08,0.21,1,0,1275242,299630,181554,61280,1840635,0.69,0.16,0.1,0.03,49194,49194,0,5956,30318,54718,2590,21065,114647,25807,108527,36857,171191,1924,1924
37545,2015,37545-2015,Vereniging Nieuwe Baarnsche School,3743,1,455,1,460.1,1,0,0,0,0,0,0,0,0,,28.2,2.2,23.8,0,2.1,0,19.1,,17.1,6.7,0,0,0,0,72,28,0,0,0,0,,,,,,,23.81,75550.85,3173.29,0.38,0.65,0,2.14,2.14,0.07,0.18,0.91,0.77,0.78,0.13,0.85,0.01,0.12,0.49,0.04,0.02,0.19,1,0,1339969,174272,167648,57789,1906895,0.7,0.09,0.09,0.03,56280,56280,46048,11890,32921,73779,532,60240,285410,34446,28360,56627,209590,2239,9985
37545,2016,37545-2016,Vereniging Nieuwe Baarnsche School,3743,1,453,1,456.6,1,0,0,0,0,0,0,0,0,,28.2,2.2,22.8,0,3.3,0,19.9,,17.8,5,0,0,0,0,78,22,0,0,0,0,,,,,,,22.77,74348.78,3265.02,0.33,0.55,0.05,1.71,1.71,-0.02,0.23,0.87,0.74,0.78,0.16,0.85,0.01,0.12,0.59,0.1,0.02,0.19,1,0,1365744,285943,154334,27965,1851829,0.74,0.15,0.08,0.02,87747,87747,28799,42032,21260,71714,312,36347,260464,28813,28806,31203,180249,3448,5672
