bevoegdgezag,year,bestuur_key,sector,groepering,naam,lonenensalarissen,socialelasten,pensioenlasten,lastenpersoneelnietinloondienst,personeelslasten,lonenensalarissentotaalpersoneel,socialelastentotaalpersoneel,pensioenlastentotaalpersoneel,lastenpersoneelnietinloondienstt,afschrijvingenopmateriãlevasteac,afschrijvingen,huurlasten,onderhoudslastenkleinonderhoud,lastenvoorenergieenwater,schoonmaakkosten,belastingenenheffingen,overigeoverigehuisvestingslasten,huisvestingslasten,administratieenbeheerslasten,inventarisenapparatuur,overigeoverigeoverigelasten,overigelasten,accountantshonorariainzakehetond,accountantshonoraria,bevoegd_gezagnaam,postcode_bevoegd_gezag,eenpitter,aantal_leerlingen,categorie_bestuuromvang,aantal_gewichtleerlingen,gemiddeld_leerlinggewicht,aandeel_apcg_leerlingen,aandeel_lwoo_leerlingen,aantal_voltijdleerlingen,aantal_deeltijdleerlingen,aantal_leerlingen_vbo_groen,aantal_bol_leerlingen,aantal_bol_deeltijdleerlingen,aantal_bbl_leerlingen,aandeel_leerlingen_randstad,omvang_formatie_totaal,omvang_formatie_manager,omvang_formatie_op,omvang_formatie_lio,omvang_formatie_oop_obp,omvang_formatie_onbekend,leerling_leraar_ratio,gewogen_deelnemer_leraar_ratio,omvang_formatie_op_la,omvang_formatie_op_lb,omvang_formatie_op_lc,omvang_formatie_op_ld,omvang_formatie_op_le,omvang_formatie_op_overig,aandeel_formatie_op_la,aandeel_formatie_op_lb,aandeel_formatie_op_lc,aandeel_formatie_op_ld,aandeel_formatie_op_le,aandeel_formatie_op_overig,streefpercentage_formatie_op_la,streefpercentage_formatie_op_lb,streefpercentage_formatie_op_lc,streefpercentage_formatie_op_ld,streefpercentage_formatie_op_le,streefpercentage_formatie_op_ove,omvang_formatie_op_brutsal,loonsom_op_brutsal,gemiddelde_loonsom_op_brutsal,solvabiliteiti,solvabiliteitii,rentabiliteit,liquiditeitcurrentratio,liquiditeitquickratio,weerstandsvermogenexclusiefmater,weerstandsvermogen,personeelslastenrijksbijdragen,personeelslastentotaalbatenplusf,personeelslastentotaallastenplus,voorzieningentotaalbatenplusfina,rijksbijdragentotaalbatenplusfin,overigeoverheidsbijdragenensubsi,huisvestingsratio,kapitalisatiefactor,algemenereservetotaalbatenplusfi,investeringeninventarisenapparat,nettowerkkapitaal,aantalinstellingen,variatieinlb,merge_bestuurs_kenmerk_fin
41349,2013,41349-2013,PO,BO4,Stg. Openb. B.s. Helmond,6868824,1461820,1017885,510949,9524379,.72000003,.15000001,.11,.050000001,240785,240785,98644,237750,161625,236531,36000,30368,800918,199732,534158,151948,885838,,,Stichting Openbare Basisscholen Helmond,5705,0,2298,2,2480.1001,1.1,0,0,0,0,0,0,0,0,,144.5,11.1,120.1,0,13.3,0,19.1,,109.2,10.9,0,0,0,0,90.900002,9.1000004,0,0,0,0,,,,,,,120.13,369069,3072.22,.61,.76,.02,1.42,1.42,.17,.28,.87,.82999998,.82999998,.059999999,.94999999,.02,.07,.45,.28,.02,.05,7,1.7558067,matched (3)
41349,2014,41349-2014,PO,BO4,Stg. Openb. B.s. Helmond,7632887,921088,979152,363137,9376066,.81,.1,.1,.039999999,251602,251602,80502,28325,167074,233687,36036,40073,766097,108480,528558,221586,858624,4840,4840,Stichting Openbare Basisscholen Helmond,5705,0,2345,2,2527.7,1.1,0,0,0,0,0,0,0,0,,143.39999,10.1,119.3,0,14,0,19.700001,,93.099998,26.200001,0,0,0,0,78,22,0,0,0,0,58,40,2,0,0,0,119.32,376379.84,3154.26,.63,.79,0,1.46,1.46,.18,.29,.88,.82999998,.82999998,.07,.94999999,.02,.07,.45,.29,.01,.04,7,4.2327523,matched (3)
41349,2015,41349-2015,PO,BO4,Stg. Openb. B.s. Helmond,7112789,918748,865236,238466,9682660,.73000002,.090000004,.090000004,.02,232091,232091,102431,19387,157559,221339,33750,78794,863260,138557,353654,196918,878691,14520,14520,Stichting Openbare Basisscholen Helmond,5705,0,2282,2,2467.7,1.1,0,0,0,0,0,0,0,0,,141.89999,10.7,116.9,0,14.2,0,19.5,,92.199997,24.700001,0,0,0,0,78.900002,21.1,0,0,0,0,,,,,,,116.94,373349.53,3192.71,.64,.82,.03,2.09,2.09,.21,.3,.86000001,.81,.82999998,.079999998,.94,.03,.07,.47,.3,.01,.09,7,3.4116049,matched (3)
41349,2016,41349-2016,PO,BO4,Stg. Openb. B.s. Helmond,7310400,965269,852026,350712,9841924,.74000001,.1,.090000004,.039999999,232623,232623,122468,33175,156836,224785,32963,52570,832797,165110,384097,249739,1004850,10285,10285,Stichting Openbare Basisscholen Helmond,5705,0,2211,2,2367.8999,1.1,0,0,0,0,0,0,0,0,,142,10.2,117.2,0,14.6,0,18.9,,92.400002,24.700001,0,0,0,0,78.900002,21.1,0,0,0,0,,,,,,,117.2,387245.69,3304.27,.65,.83,.03,2.54,2.54,.24,.32,.85000002,.80000001,.81999999,.090000004,.94,.03,.07,.5,.3,.02,.13,7,3.3633883,matched (3)
41358,2012,41358-2012,PO,BO5,Scholengroep Perspectief,10065627,1175935,1266275,166434,12235930,.81999999,.1,.1,.0099999998,356232,356232,228428,90819,162038,144986,37265,17053,781199,457817,624591,97272,1179680,10123,10123,Scholengroep Perspectief,9502,0,1846,2,1942.9,1.1,0,0,0,0,0,0,0,0,,128.39999,16.6,101.6,0,10.2,0,18.200001,,93,8.6999998,0,0,0,0,91.5,8.5,0,0,0,0,,,,,,,51.540001,151998.34,2949.1599,.61,.7,0,1.99,1.99,.19,.33,.93000001,.85000002,.83999997,.050000001,.91000003,.01,.06,.52,.17,.01,.16,12,5.1946135,matched (3)
41358,2013,41358-2013,PO,BO5,Scholengroep Perspectief,9564199,1265869,1317632,177492,11892834,.80000001,.11,.11,.0099999998,360125,360125,147319,58992,183419,124464,32274,15933,668438,403592,659798,118920,1182310,9740,9740,Scholengroep Perspectief,9502,0,1800,2,1897.8,1.1,0,0,0,0,0,0,0,0,,125.9,15.3,101.4,0,9.1999998,0,17.700001,,90.599998,10.9,0,0,0,0,89.300003,10.7,0,0,0,0,,,,,,,101.45,317824.53,3132.8799,.63,.72,.03,2.31,2.31,.25,.37,.88999999,.81999999,.83999997,.059999999,.92000002,.01,.05,.5600000000000001,.19,0,.21,12,4.4221473,matched (3)
41358,2014,41358-2014,PO,BO5,Scholengroep Perspectief,8837451,2073582,1268791,104189,12011223,.74000001,.17,.11,.0099999998,320514,320514,164532,177337,175221,122256,37427,15655,692428,409448,642866,99349,1151663,14819,14819,Scholengroep Perspectief,9502,0,1722,2,1809.3,1.1,0,0,0,0,0,0,0,0,,122.5,13.4,99,0,10,0,17.4,,86.400002,12.7,0,0,0,0,87.199997,12.8,0,0,0,0,58,40,2,0,0,0,99.040001,316295.97,3193.55,.63,.74,-.01,2.34,2.34,.23,.37,.91000003,.86000001,.85000002,.059999999,.94,.01,.05,.5600000000000001,.19,.02,.21,12,4.6481948,matched (3)
41358,2015,41358-2015,PO,BO5,Scholengroep Perspectief,9240274,1905581,1127437,17298,12066853,.76999998,.16,.090000004,0,309945,309945,157237,69141,172199,129843,17583,6303,807514,314515,255257,242204,1139768,10008,10008,Scholengroep Perspectief,9502,0,1698,2,1785.6,1.1,0,0,0,0,0,0,0,0,,125.6,14.3,101.2,0,10.1,0,16.799999,,88.699997,12.5,0,0,0,0,87.699997,12.3,0,0,0,0,,,,,,,101.18,326634.41,3228.3301,.62,.74,.01,2.81,2.81,.24,.38,.86000001,.83999997,.83999997,.07,.97000003,.01,.06,.59,.2,.02,.29,12,4.6522889,matched (3)
41358,2016,41358-2016,PO,BO5,Scholengroep Perspectief,9651202,2041282,1089511,79941,12438959,.77999997,.16,.090000004,.0099999998,339301,339301,206702,65244,144117,142977,14607,34919,775035,354922,276803,209073,1150243,12500,12500,Scholengroep Perspectief,9502,0,1688,2,1778.3,1.1,0,0,0,0,0,0,0,0,,123.6,11.9,100.4,0,11.3,0,16.799999,,87.199997,13.1,0,0,0,0,86.900002,13.1,0,0,0,0,,,,,,,100.36,332995.78,3318.1001,.62,.75,-.02,2.88,2.88,.22,.36,.88,.86000001,.85000002,.079999998,.98000002,0,.06,.57,.18,.02,.28,12,4.4877915,matched (3)
41359,2012,41359-2012,PO,BO3,Stg. Vrije Scholen Rijnstreek,1707014,343979,238953,101420,2249389,.75999999,.15000001,.11,.050000001,24187,24187,1444,15652,45660,46224,3303,5869,118152,123084,34330,26335,183749,5162,5162,Stichting Vrije Scholen Rijnstreek,2316,0,485,1,485.60001,1,0,0,0,0,0,0,0,0,,34.200001,1.8,28.1,0,4.3000002,0,17.299999,,24.700001,3.4000001,0,0,0,0,88,12,0,0,0,0,,,,,,,28.110001,87243.781,3103.97,-.13,-.03,0,.5600000000000001,.5600000000000001,-.09,-.02,.97000003,.87,.87,.0099999998,.89999998,0,.05,.1,0,0,-.07,3,.40414518,matched (3)
41359,2013,41359-2013,PO,BO3,Stg. Vrije Scholen Rijnstreek,1468625,326400,216749,75089,2007009,.73000002,.16,.11,.039999999,23903,23903,,19734,80351,59364,2476,6843,234268,100757,47132,60534,208423,5524,6087,Stichting Vrije Scholen Rijnstreek,2316,0,448,1,448.29999,1,0,0,0,0,0,0,0,0,,29.9,2,24.1,0,3.8,0,18.6,,20.700001,3.4000001,0,0,0,0,86,14,0,0,0,0,,,,,,,24.110001,74282.648,3081.51,.3,.47,.08,1.3,1.3,0,.06,.83999997,.75,.81,.029999999,.88999999,.01,.1,.15,.06,.01,.03,3,.68068594,matched (3)
41359,2014,41359-2014,PO,BO3,Stg. Vrije Scholen Rijnstreek,1528005,362771,241874,79292,2140785,.70999998,.17,.11,.039999999,30771,30771,,30308,58722,56575,2943,4860,218530,102184,55306,68820,226310,5518,5518,Stichting Vrije Scholen Rijnstreek,2316,0,507,2,507.29999,1,0,0,0,0,0,0,0,0,,33.700001,2,26.799999,0,4.8000002,0,18.9,,20.6,5.3000002,.89999998,0,0,0,76.900002,19.799999,3.3,0,0,0,58,40,2,0,0,0,26.82,81933.102,3054.8201,.16,.37,-.03,.97,.97,-.05,.03,.94,.83999997,.81999999,.039999999,.88999999,0,.08,.14,.03,.01,0,3,1.703917,matched (3)
41359,2015,41359-2015,PO,BO3,Stg. Vrije Scholen Rijnstreek,1717126,311302,193967,19574,2209970,.77999997,.14,.090000004,.0099999998,34079,34079,121,35171,59197,63195,8930,0,259302,106822,45297,55113,252001,6879,6879,Stichting Vrije Scholen Rijnstreek,2316,0,511,2,511.29999,1,0,0,0,0,0,0,0,0,,34.299999,2,26.6,0,5.5999999,0,19.200001,,20.200001,5.5,.89999998,0,0,0,76,20.700001,3.3,0,0,0,,,,,,,26.65,82296.219,3088.3701,.13,.43,0,1.16,1.16,-.04,.02,.88,.80000001,.80000001,.050000001,.92000002,0,.1,.14,.02,0,.02,3,1.8502252,matched (3)
41359,2016,41359-2016,PO,BO3,Stg. Vrije Scholen Rijnstreek,1737830,298840,178717,32837,2247625,.76999998,.13,.079999998,.0099999998,30576,30576,301,40014,46105,68135,4170,,223225,133137,36873,26876,259107,8710,8710,Stichting Vrije Scholen Rijnstreek,2316,0,561,2,561,1,0,0,0,0,0,0,0,0,,34.299999,2,27.6,0,4.6999998,0,20.299999,,21.700001,4.8000002,1,0,0,0,78.800003,17.5,3.7,0,0,0,,,,,,,27.58,88504.094,3209.1799,.23,.57,.02,1.65,1.65,-.01,.05,.87,.80000001,.81,.07,.91000003,0,.08,.17,.05,.01,.05,3,1.9697715,matched (3)
41361,2012,41361-2012,PO,BO4,Stichting Radius,4468150,502667,614371,127725,5817725,.76999998,.090000004,.11,.02,180814,180814,19652,173496,142534,95312,17800,12080,460874,244044,188672,90803,523519,5013,5013,Stichting Radius,8801,0,744,2,785.40002,1.1,0,0,0,0,0,0,0,0,,53.700001,5.8000002,39.200001,0,8.6999998,0,19,,31.4,7.8000002,0,0,0,0,80,20,0,0,0,0,,,,,,,39.169998,124284.01,3172.54,.69,.76,.03,2.85,2.85,.18,.28,.98000002,.81,.82999998,.029999999,.82999998,.01,.07,.38,.27,.01,.18,4,6.4091339,matched (3)
41361,2013,41361-2013,PO,BO4,Stichting Radius,4403550,662990,611471,170306,5995397,.73000002,.11,.1,.029999999,156082,156082,18960,80233,158822,115343,16371,5785,395514,247617,207760,113446,568823,4429,4429,Stichting Radius,8801,0,666,2,703.20001,1.1,0,0,0,0,0,0,0,0,,55,6.8000002,40.799999,0,7.4000001,0,16.299999,,32.5,8.3000002,0,0,0,0,79.599998,20.4,0,0,0,0,,,,,,,40.779999,129364.77,3171.95,.6800000000000001,.76,.02,3,3,.22,.3,1.01,.82999998,.83999997,.029999999,.82999998,.01,.06,.41,.27,.01,.21,4,5.7508259,matched (3)
41361,2014,41361-2014,PO,BO4,Stichting Radius,3818374,896741,570072,427341,5622803,.68000001,.16,.1,.079999998,116029,116029,22503,-2330,95246,130940,18796,6101,271256,402027,206751,115241,724019,4562,4562,Stichting Radius,8801,0,612,2,647.09998,1.1,0,0,0,0,0,0,0,0,,54.099998,6.8000002,40.700001,0,6.5,0,15,,33.099998,6.5999999,0,0,0,1,81.300003,16.299999,0,0,0,2.5,58,40,2,0,0,0,40.75,131445.34,3225.77,.63,.6800000000000001,-.08,2.14,2.14,.15,.27,1.02,.91000003,.83999997,.02,.88999999,.01,.04,.38,.25,0,.15,4,5.4724765,matched (3)
41361,2015,41361-2015,PO,BO4,Stichting Radius,4007525,841438,469961,270404,5327847,.75,.16,.090000004,.050000001,101914,101914,20540,65698,88699,136520,16826,7852,336135,250953,44854,92794,488223,8581,8581,Stichting Radius,8801,0,568,2,601.90002,1.1,0,0,0,0,0,0,0,0,,47.799999,5,37.200001,0,5.5999999,0,15.3,,27.700001,8.3000002,.30000001,0,0,1,74.300003,22.200001,.80000001,0,0,2.7,,,,,,,37.240002,120587.44,3238.52,.69,.75,-.03,2.6,2.6,.12,.24,.97000003,.88,.85000002,.02,.89999998,.01,.05,.31,.24,0,.14,4,4.7725253,matched (3)
41361,2016,41361-2016,PO,BO4,Stichting Radius,3547838,424425,391444,207485,4609026,.76999998,.090000004,.079999998,.050000001,106580,106580,17380,143983,61303,109262,17523,13604,363055,157870,4480,157036,568517,16494,16494,Stichting Radius,8801,0,454,1,479.5,1.1,0,0,0,0,0,0,0,0,,35,2.5999999,28.200001,0,4.1999998,0,16.1,,19.1,7.9000001,.30000001,0,0,1,67.5,27.9,1.1,0,0,3.5,,,,,,,28.24,98211.547,3477.5901,.69,.78,-.01,2.6,2.6,.11,.25,.88999999,.81999999,.81999999,.029999999,.93000001,0,.07,.32,.25,.03,.13,4,4.6531711,matched (3)
41362,2012,41362-2012,PO,BO5,Stg. OBO Duin- en Bollenstreek,8873353,1969428,1205460,84849,11960605,.74000001,.16,.1,.0099999998,342478,342478,125205,56466,217998,393349,15798,78421,995796,258899,427888,369710,1056497,11500,11500,Stg. Openbaar Basisonderwijs Duin- en Bollenstreek,2201,0,2997,3,3262.8,1.1,0,0,0,0,0,0,0,0,,174.3,21.6,144.39999,0,8.3000002,0,20.799999,,126.1,18.200001,0,0,0,0,87.400002,12.6,0,0,0,0,,,,,,,144.36,442129.47,3062.6599,.36,.54,-.02,1.35,1.35,.03,.15,.91000003,.86000001,.82999998,.07,.94,.02,.07,.41,.12,.02,.07,10,1.7019271,matched (3)
41362,2013,41362-2013,PO,BO5,Stg. OBO Duin- en Bollenstreek,8958394,1914406,1289843,108482,12090774,.74000001,.16,.11,.0099999998,322932,322932,30337,134347,170308,379175,11821,226760,1071133,230098,415334,352286,997718,,,Stg. Openbaar Basisonderwijs Duin- en Bollenstreek,2201,0,2964,3,3243.8999,1.1,0,0,0,0,0,0,0,0,,185,22.6,154.3,0,8,0,19.200001,,135.3,19,0,0,0,0,87.699997,12.3,0,0,0,0,,,,,,,154.34,468858.53,3037.9199,.43,.59,.03,1.53,1.53,.06,.17,.86000001,.81,.82999998,.059999999,.94,.02,.07,.39,.1,.01,.09,10,1.5271251,matched (3)
41362,2014,41362-2014,PO,BO5,Stg. OBO Duin- en Bollenstreek,8554163,2098352,1238743,681400,12518887,.68000001,.17,.1,.050000001,331281,331281,166021,61160,241509,358039,13395,127977,1068700,232637,406216,345498,984351,,,Stg. Openbaar Basisonderwijs Duin- en Bollenstreek,2201,0,2979,3,3236.3999,1.1,0,0,0,0,0,0,0,0,,170,17.6,145.5,0,6.8000002,0,20.5,,127.4,18.200001,0,0,0,0,87.5,12.5,0,0,0,0,58,40,2,0,0,0,145.53999,452037.34,3105.8999,.43,.62,-.02,1.77,1.77,.04,.16,.91000003,.85000002,.83999997,.07,.94,.02,.07,.36,.1,.02,.11,10,1.5666312,matched (3)
