BEVOEGD_GEZAGNUMMER,JAAR,Key,BEVOEGD_GEZAGNAAM,POSTCODE_BEVOEGD_GEZAG,EENPITTER,AANTAL_LEERLINGEN,CATEGORIE_BESTUUROMVANG,AANTAL_GEWICHTLEERLINGEN,GEMIDDELD_LEERLINGGEWICHT,AANDEEL_APCG_LEERLINGEN,AANDEEL_LWOO_LEERLINGEN,AANTAL_VOLTIJDLEERLINGEN,AANTAL_DEELTIJDLEERLINGEN,AANTAL_LEERLINGEN_VBO_GROEN,AANTAL_BOL_LEERLINGEN,AANTAL_BOL_DEELTIJDLEERLINGEN,AANTAL_BBL_LEERLINGEN,AANDEEL_LEERLINGEN_RANDSTAD,OMVANG_FORMATIE_TOTAAL,OMVANG_FORMATIE_MANAGER,OMVANG_FORMATIE_OP,OMVANG_FORMATIE_LIO,OMVANG_FORMATIE_OOP_OBP,OMVANG_FORMATIE_ONBEKEND,LEERLING_LERAAR_RATIO,GEWOGEN_DEELNEMER_LERAAR_RATIO,OMVANG_FORMATIE_OP_LA,OMVANG_FORMATIE_OP_LB,OMVANG_FORMATIE_OP_LC,OMVANG_FORMATIE_OP_LD,OMVANG_FORMATIE_OP_LE,OMVANG_FORMATIE_OP_OVERIG,AANDEEL_FORMATIE_OP_LA,AANDEEL_FORMATIE_OP_LB,AANDEEL_FORMATIE_OP_LC,AANDEEL_FORMATIE_OP_LD,AANDEEL_FORMATIE_OP_LE,AANDEEL_FORMATIE_OP_OVERIG,STREEFPERCENTAGE_FORMATIE_OP_LA,STREEFPERCENTAGE_FORMATIE_OP_LB,STREEFPERCENTAGE_FORMATIE_OP_LC,STREEFPERCENTAGE_FORMATIE_OP_LD,STREEFPERCENTAGE_FORMATIE_OP_LE,STREEFPERCENTAGE_FORMATIE_OP_OVERIG,OMVANG_FORMATIE_OP_BRUTSAL,LOONSOM_OP_BRUTSAL,GEMIDDELDE_LOONSOM_OP_BRUTSAL,Solvabiliteit I(%),Solvabiliteit II(%),Rentabiliteit(%),Liquiditeit (current ratio)(%),Liquiditeit (quick ratio)(%),Weerstandsvermogen exclusief materile vaste activa(%),Weerstandsvermogen(%),Personeelslasten / rijksbijdragen(%),Personeelslasten / totaal baten plus financile baten(%),Personeelslasten / totaal lasten plus financile lasten(%),Voorzieningen / totaal baten plus financile baten(%),Rijksbijdragen / totaal baten plus financile baten(%),Overige overheidsbijdragen en -subsidies / totaal baten plus financile baten(%),Huisvestingsratio(%),Kapitalisatiefactor(%),Algemene reserve / totaal baten plus financile baten,Investeringen inventaris en apparatuur / totaal baten plus financile baten(%),Netto werkkapitaal(%),Aantal instellingen,Variatie in LB
42541,2013,42541-2013,Ver. tot. stg. en instandh. van scholen Oud Ger. Gemeente(n) (in Nl) te Ede,6712,1,422,1,443,1,0,0,0,0,0,0,0,0,,26.8,1,18.1,0,7.7,0,23.3,,14.7,3.4,0,0,0,0,81.2,18.8,0,0,0,0,,,,,,,18.08,48875.88,2702.58,0.87,0.89,0.11,7.02,7.02,0.59,0.76,0.77,0.71,0.80,0.02,0.93,0.02,0.04,0.83,0.31,0.01,0.57,1,0
42541,2014,42541-2014,Ver. tot. stg. en instandh. van scholen Oud Ger. Gemeente(n) (in Nl) te Ede,6712,1,430,1,447.7,1,0,0,0,0,0,0,0,0,,27.7,0.7,20.3,0,6.6,0,21.1,,17.3,3,0,0,0,0,85.1,14.9,0,0,0,0,58,40,2,0,0,0,20.33,55065.14,2708.03,0.86,0.90,0.04,6.30,6.30,0.50,0.80,0.82,0.75,0.78,0.04,0.91,0.03,0.07,0.78,0.35,0.04,0.50,1,0
42541,2015,42541-2015,Ver. tot. stg. en instandh. van scholen Oud Ger. Gemeente(n) (in Nl) te Ede,6712,1,432,1,448.8,1,0,0,0,0,0,0,0,0,,29.9,0.7,22.4,0,6.8,0,19.3,,17.8,4.5,0,0,0,0,79.7,20.3,0,0,0,0,,,,,,,22.37,61326.24,2741.62,0.84,0.90,0.03,6.62,6.62,0.52,0.78,0.83,0.78,0.80,0.05,0.94,0.03,0.06,0.79,0.36,0.01,0.54,1,0
42541,2016,42541-2016,Ver. tot. stg. en instandh. van scholen Oud Ger. Gemeente(n) (in Nl) te Ede,6712,1,432,1,445.5,1,0,0,0,0,0,0,0,0,,31.5,1,22.7,0,7.8,0,19.1,,18.5,4.2,0,0,0,0,81.7,18.3,0,0,0,0,,,,,,,22.68,66143.72,2916.84,0.82,0.88,-0.07,5.28,5.28,0.43,0.70,0.93,0.87,0.82,0.04,0.94,0.02,0.05,0.72,0.30,0.02,0.45,1,0
42541,2017,42541-2017,Ver. tot. stg. en instandh. van scholen Oud Ger. Gemeente(n) (in Nl) te Ede,6712,1,433,1,447.1,1,0,0,0,0,0,0,0,0,,29.9,1,21.3,0,7.5,0,20.3,,17.2,4.1,0,0,0,0,80.8,19.2,0,0,0,0,,,,,,,21.34,63420.61,2971.45,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0
42542,2012,42542-2012,Stichting Voorschotense Openbare School,2251,1,479,1,497.3,1,0,0,0,0,0,0,0,0,,27,2.6,22.2,0,2.2,0,21.6,,13.9,8.3,0,0,0,0,62.7,37.3,0,0,0,0,,,,,,,22.16,66881.43,3018.71,0.58,0.73,0.09,2.86,2.86,0.18,0.29,0.83,0.77,0.84,0.08,0.93,0.05,0.06,0.49,0.28,0.00,0.25,1,0
42542,2013,42542-2013,Stichting Voorschotense Openbare School,2251,1,494,1,510.2,1,0,0,0,0,0,0,0,0,,29.6,2.6,25.1,0,1.8,0,19.6,,15.7,9.4,0,0,0,0,62.6,37.4,0,0,0,0,,,,,,,25.14,74985.92,2982.21,0.70,0.83,0.15,4.97,4.97,0.34,0.41,0.78,0.70,0.83,0.07,0.90,0.04,0.06,0.58,0.40,0.00,0.38,1,0
42542,2014,42542-2014,Stichting Voorschotense Openbare School,2251,1,481,1,499,1,0,0,0,0,0,0,0,0,,28.2,2.6,23.3,0,2.3,0,20.6,,13.3,10,0,0,0,0,57,43,0,0,0,0,58,40,2,0,0,0,23.31,71507.33,3068.12,0.72,0.84,0.06,5.33,5.33,0.41,0.48,0.83,0.77,0.82,0.08,0.94,0.04,0.06,0.67,0.47,0.00,0.47,1,0
42542,2015,42542-2015,Stichting Voorschotense Openbare School,2251,1,483,1,494.1,1,0,0,0,0,0,0,0,0,,28.4,2.6,23.5,0,2.3,0,20.6,,12.6,10.9,0,0,0,0,53.5,46.5,0,0,0,0,,,,,,,23.46,73157.7,3117.91,0.70,0.82,0.03,4.75,4.75,0.42,0.52,0.81,0.78,0.81,0.09,0.97,0.01,0.07,0.75,0.51,0.00,0.50,1,0
42542,2016,42542-2016,Stichting Voorschotense Openbare School,2251,1,479,1,490.7,1,0,0,0,0,0,0,0,0,,28.5,2.6,23.5,0,2.3,0,20.4,,13.3,10.3,0,0,0,0,56.4,43.6,0,0,0,0,,,,,,,23.53,77323.31,3286.12,0.73,0.86,0.01,5.76,5.76,0.42,0.53,0.83,0.81,0.82,0.10,0.97,0.01,0.05,0.73,0.52,0.02,0.49,1,0
42542,2017,42542-2017,Stichting Voorschotense Openbare School,2251,1,464,1,476.9,1,0,0,0,0,0,0,0,0,,27.9,2.6,22.3,0,2.9,0,20.8,,11.3,11,0,0,0,0,50.6,49.4,0,0,0,0,,,,,,,22.33,75251.01,3369.45,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0
42545,2012,42545-2012,Stichting Palludara,8651,0,2802,3,2859.3,1,0,0,0,0,0,0,0,0,,172.2,17.1,148.2,0,6.9,0,18.9,,126,22.2,0,0,0,0,85,15,0,0,0,0,,,,,,,148.22,459640.82,3101.13,0.67,0.76,0.02,2.17,2.17,0.20,0.31,0.86,0.81,0.81,0.04,0.94,0.04,0.07,0.45,0.10,0.01,0.13,15,1.389861247
42545,2013,42545-2013,Stichting Palludara,8651,0,2666,3,2717.3,1,0,0,0,0,0,0,0,0,,174.6,16.9,149.3,0,8.5,0,17.9,,122,27.3,0,0,0,0,81.7,18.3,0,0,0,0,,,,,,,149.26,465709.08,3120.11,0.74,0.80,0.05,2.69,2.69,0.24,0.34,0.85,0.79,0.83,0.02,0.93,0.04,0.07,0.45,0.11,0.01,0.16,15,1.882880266
42545,2014,42545-2014,Stichting Palludara,8651,0,2514,3,2562.9,1,0,0,0,0,0,0,0,0,,172.4,17.8,144,0,10.6,0,17.5,,106.5,37.5,0,0,0,0,74,26,0,0,0,0,58,40,2,0,0,0,143.96,459831.02,3194.26,0.74,0.80,-0.05,2.32,2.32,0.21,0.33,0.92,0.87,0.83,0.03,0.95,0.04,0.07,0.44,0.11,0.02,0.12,15,2.097436077
42545,2015,42545-2015,Stichting Palludara,8651,0,2384,2,2438,1,0,0,0,0,0,0,0,0,,158.6,14.9,127.8,0,15.9,0,18.7,,96.1,31.7,0,0,0,0,75.2,24.8,0,0,0,0,,,,,,,127.79,413817.12,3238.23,0.74,0.82,-0.02,2.44,2.44,0.19,0.32,0.87,0.84,0.83,0.03,0.97,0.01,0.08,0.42,0.09,0.01,0.11,15,1.866037309
42545,2016,42545-2016,Stichting Palludara,8651,0,2304,2,2364,1,0,0,0,0,0,0,0,0,,151.8,11.8,122.1,0,17.9,0,18.9,,91.5,30.5,0,0,0,0,75,25,0,0,0,0,,,,,,,122.06,409168.44,3352.14,0.72,0.83,0.03,3.05,3.05,0.24,0.35,0.83,0.80,0.82,0.05,0.97,0.01,0.08,0.47,0.11,0.00,0.17,15,2.099478393
42545,2017,42545-2017,Stichting Palludara,8651,0,2260,2,2338.6,1,0,0,0,0,0,0,0,0,,156.4,12.4,121.6,0,22.5,0,18.6,,92,29.6,0,0,0,0,75.7,24.3,0,0,0,0,,,,,,,121.55,405832.05,3338.78,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,1.878246396
42546,2012,42546-2012,Stichting voor Openbaar Onderw. Odyssee,8601,0,1305,2,1368,1,0,0,0,0,0,0,0,0,,87,8,69.5,0,9.5,0,18.8,,55.5,14,0,0,0,0,79.9,20.1,0,0,0,0,,,,,,,69.49,215482.9,3100.75,0.54,0.63,0.01,2.30,2.30,0.32,0.36,1.03,0.86,0.86,0.06,0.84,0.07,0.05,0.67,0.17,0.01,0.33,7,4.526526753
42546,2013,42546-2013,Stichting voor Openbaar Onderw. Odyssee,8601,0,1285,2,1342.9,1,0,0,0,0,0,0,0,0,,81.7,5,67,0,9.7,0,19.2,,50.4,16.6,0,0,0,0,75.2,24.8,0,0,0,0,,,,,,,67,211103.59,3150.76,0.61,0.71,0.06,2.88,2.88,0.37,0.42,0.93,0.81,0.85,0.06,0.87,0.07,0.05,0.68,0.23,0.02,0.38,7,3.842178202
42546,2014,42546-2014,Stichting voor Openbaar Onderw. Odyssee,8601,0,1311,2,1365.9,1,0,0,0,0,0,0,0,0,,77.8,4,64.5,0,9.3,0,20.3,,47.2,17.3,0,0,0,0,73.1,26.9,0,0,0,0,58,40,2,0,0,0,64.49,206424.06,3201.01,0.70,0.81,0.00,4.25,4.25,0.37,0.44,0.99,0.86,0.85,0.06,0.87,0.06,0.06,0.62,0.25,0.03,0.38,7,4.073546094
42546,2015,42546-2015,Stichting voor Openbaar Onderw. Odyssee,8601,0,1345,2,1402.6,1,0,0,0,0,0,0,0,0,,91.1,3.2,71.1,0,16.8,0,18.9,,52.7,18.3,0,0,0,0,74.2,25.8,0,0,0,0,,,,,,,71.06,225269.85,3170.14,0.62,0.74,-0.04,3.18,3.18,0.29,0.37,0.95,0.86,0.83,0.08,0.91,0.03,0.08,0.60,0.13,0.02,0.34,7,4.894089406
42546,2016,42546-2016,Stichting voor Openbaar Onderw. Odyssee,8601,0,1292,2,1347.8,1,0,0,0,0,0,0,0,0,,95.1,4,73.9,0,17.2,0,17.5,,58.6,15.3,0,0,0,0,79.3,20.7,0,0,0,0,,,,,,,73.86,237707.66,3218.55,0.59,0.76,-0.02,3.24,3.24,0.24,0.34,0.93,0.87,0.85,0.09,0.93,0.02,0.06,0.57,0.13,0.03,0.31,7,4.63100661
42546,2017,42546-2017,Stichting voor Openbaar Onderw. Odyssee,8601,0,1338,2,1431.9,1.1,0,0,0,0,0,0,0,0,,102,4.6,75.9,0,21.6,0,17.6,,56.2,19.6,0,0,0,0,74.1,25.9,0,0,0,0,,,,,,,75.87,241904.69,3188.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7,4.275771535
42552,2012,42552-2012,Stichting scholengroep openbaar onderwijs Lelystad,8224,0,4175,3,4757,1.1,0,0,0,0,0,0,0,0,,296.7,24.9,236,6.2,29.6,0,17.7,,225.5,9.5,0,0,0,1,95.5,4,0,0,0,0.4,,,,,,,236.01,702057.79,2974.67,0.63,0.80,0.00,3.70,3.70,0.18,0.28,0.94,0.85,0.85,0.08,0.91,0.05,0.07,0.45,0.19,0.02,0.24,17,5.576386094
42552,2013,42552-2013,Stichting scholengroep openbaar onderwijs Lelystad,8224,0,4145,3,4697,1.1,0,0,0,0,0,0,0,0,,270,22.6,220.9,0,26.4,0,18.8,,203.5,17.5,0,0,0,0,92.1,7.9,0,0,0,0,,,,,,,220.95,664034.59,3005.39,0.61,0.79,0.01,3.62,3.62,0.19,0.28,0.92,0.83,0.84,0.08,0.90,0.05,0.07,0.46,0.19,0.01,0.26,17,5.028939642
42552,2014,42552-2014,Stichting scholengroep openbaar onderwijs Lelystad,8224,0,4155,3,4656.6,1.1,0,0,0,0,0,0,0,0,,270.1,21.2,226.7,0,22.2,0,18.3,,208.4,18.3,0,0,0,0,91.9,8.1,0,0,0,0,58,40,2,0,0,0,226.73,685418.71,3023.13,0.57,0.76,-0.03,3.17,3.17,0.17,0.26,0.97,0.88,0.85,0.09,0.91,0.06,0.07,0.46,0.26,0.01,0.24,17,4.921898792
42552,2015,42552-2015,Stichting scholengroep openbaar onderwijs Lelystad,8224,0,4081,3,4548.1,1.1,0,0,0,0,0,0,0,0,,268.7,18.5,225.9,0,24.4,0,18.1,,199.5,26.4,0,0,0,0,88.3,11.7,0,0,0,0,,,,,,,225.88,692146.36,3064.21,0.53,0.73,-0.05,2.68,2.68,0.11,0.22,0.93,0.88,0.84,0.08,0.94,0.03,0.08,0.40,0.21,0.02,0.18,17,4.772172014
42552,2016,42552-2016,Stichting scholengroep openbaar onderwijs Lelystad,8224,0,4074,3,4514.1,1.1,0,0,0,0,0,0,0,0,,272.2,20.3,227.4,0,24.5,0,17.9,,199.5,27.9,0,0,0,0,87.7,12.3,0,0,0,0,,,,,,,227.4,724939.97,3188,0.48,0.72,-0.04,2.47,2.47,0.06,0.16,0.94,0.88,0.85,0.08,0.94,0.04,0.07,0.34,0.16,0.01,0.14,17,4.10667692
42552,2017,42552-2017,Stichting scholengroep openbaar onderwijs Lelystad,8224,0,3985,3,4362.1,1.1,0,0,0,0,0,0,0,0,,259.5,16.7,220.9,0,22,0,18,,193,27.9,0,0,0,0,87.4,12.6,0,0,0,0,,,,,,,220.91,714045.54,3232.32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17,4.088852339
42553,2012,42553-2012,Stichting Openbaar Onderwijs Noord,1032,0,3975,3,4976.7,1.3,0,0,0,0,0,0,0,0,,327.1,25.5,247.6,0.5,53.6,0,16.1,,220.1,27.5,0,0,0,0,88.9,11.1,0,0,0,0,,,,,,,247.56,742098.41,2997.68,0.75,0.78,0.00,3.60,3.60,0.29,0.35,0.91,0.77,0.77,0.01,0.85,0.12,0.10,0.46,0.30,0.02,0.26,15,4.68926078
42553,2013,42553-2013,Stichting Openbaar Onderwijs Noord,1032,0,4000,3,4907.2,1.2,0,0,0,0,0,0,0,0,,319.8,25.2,240.4,2,52.1,0,16.6,,210.7,29.7,0,0,0,0,87.7,12.3,0,0,0,0,,,,,,,240.4,726428.58,3021.77,0.75,0.78,0.05,3.71,3.71,0.34,0.41,0.86,0.78,0.82,0.02,0.90,0.07,0.08,0.55,0.34,0.02,0.32,15,3.225826767
42553,2014,42553-2014,Stichting Openbaar Onderwijs Noord,1032,0,4019,3,4764.8,1.2,0,0,0,0,0,0,0,0,,321.9,23.5,243.8,2.6,52,0,16.5,,198.8,44.9,0,0,0,0,81.6,18.4,0,0,0,0,58,40,2,0,0,0,243.76,745289.89,3057.5,0.70,0.80,-0.05,3.89,3.89,0.26,0.36,0.95,0.86,0.82,0.06,0.91,0.06,0.08,0.52,0.32,0.02,0.30,15,3.204372013
42553,2015,42553-2015,Stichting Openbaar Onderwijs Noord,1032,0,4183,3,4934.5,1.2,0,0,0,0,0,0,0,0,,325.3,25.1,250.8,1,48.4,0,16.7,,205.4,45.4,0,0,0,0,81.9,18.1,0,0,0,0,,,,,,,250.83,772564.46,3080,0.69,0.74,-0.03,2.78,2.78,0.21,0.33,0.92,0.85,0.82,0.03,0.92,0.05,0.08,0.47,0.29,0.04,0.22,15,2.974663847
42553,2016,42553-2016,Stichting Openbaar Onderwijs Noord,1032,0,4054,3,4720,1.2,0,0,0,0,0,0,0,0,,301.8,21.7,235.4,1.6,43.1,0,17.2,,192.3,43.1,0,0,0,0,81.7,18.3,0,0,0,0,,,,,,,235.38,760931.09,3232.74,0.72,0.78,0.02,3.28,3.28,0.21,0.32,0.88,0.80,0.81,0.03,0.91,0.07,0.09,0.44,0.31,0.02,0.22,15,3.754902351
42553,2017,42553-2017,Stichting Openbaar Onderwijs Noord,1032,0,4083,3,4719.6,1.2,0,0,0,0,0,0,0,0,,300.6,15.7,231.6,2,51.2,0,17.6,,189.5,42.2,0,0,0,0,81.8,18.2,0,0,0,0,,,,,,,231.63,744091.61,3212.46,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,3.56271783
42554,2012,42554-2012,Stichting Openbaar Primair Onderwijs Borger-Odoorn,9531,0,1308,2,1367.7,1,0,0,0,0,0,0,0,0,,88.6,10.9,76.2,0,1.5,0,17.2,,67.1,9.2,0,0,0,0,88,12,0,0,0,0,,,,,,,76.23,245089.51,3215.2,0.56,0.63,0.04,1.69,1.69,0.06,0.18,0.84,0.77,0.80,0.02,0.92,0.06,0.09,0.33,0.13,0.02,0.08,10,0.856932514
42554,2013,42554-2013,Stichting Openbaar Primair Onderwijs Borger-Odoorn,9531,0,1230,2,1284.9,1,0,0,0,0,0,0,0,0,,77.8,9.4,67.4,0,0.9,0,18.2,,58.1,9.3,0,0,0,0,86.2,13.8,0,0,0,0,,,,,,,67.45,221195.91,3279.52,0.66,0.74,0.09,2.70,2.70,0.16,0.28,0.82,0.76,0.83,0.03,0.93,0.05,0.08,0.42,0.23,0.02,0.18,10,0.906825966
42554,2014,42554-2014,Stichting Openbaar Primair Onderwijs Borger-Odoorn,9531,0,1155,2,1209.3,1,0,0,0,0,0,0,0,0,,81.7,8.8,72.3,0,0.6,0,16,,62.2,10,0,0,0,0,86.1,13.9,0,0,0,0,58,40,2,0,0,0,72.28,233791.49,3234.69,0.67,0.76,0.02,3.05,3.05,0.21,0.32,0.85,0.77,0.79,0.04,0.92,0.06,0.11,0.47,0.30,0.01,0.23,10,0.969535971
42554,2015,42554-2015,Stichting Openbaar Primair Onderwijs Borger-Odoorn,9531,0,1159,2,1209.7,1,0,0,0,0,0,0,0,0,,75.4,5.5,68,0,2,0,17.1,,56.4,11.5,0,0,0,0,83,17,0,0,0,0,,,,,,,67.97,223237.81,3284.57,0.69,0.80,-0.02,3.46,3.46,0.18,0.30,0.84,0.79,0.77,0.04,0.95,0.04,0.11,0.44,0.29,0.04,0.22,10,0.769126489
42554,2016,42554-2016,Stichting Openbaar Primair Onderwijs Borger-Odoorn,9531,0,1116,2,1161,1,0,0,0,0,0,0,0,0,,75.8,11.2,61.4,0,3.2,0,18.2,,53.5,7.9,0,0,0,0,87.1,12.9,0,0,0,0,,,,,,,61.43,206201.91,3356.59,0.70,0.81,0.02,4.06,4.06,0.22,0.32,0.82,0.78,0.80,0.05,0.95,0.04,0.11,0.46,0.32,0.00,0.27,10,0.619049451
42557,2012,42557-2012,Stichting Openb. Prim. Onderw. Hoogeveen,7908,0,1422,2,1650.6,1.2,0,0,0,0,0,0,0,0,,106.3,5.5,96.5,0,4.3,0,14.7,,86.5,10,0,0,0,0,89.6,10.4,0,0,0,0,,,,,,,96.51,289651.88,3001.35,0.42,0.47,0.04,0.93,0.93,0.20,0.26,0.89,0.79,0.82,0.03,0.89,0.06,0.09,0.62,0.23,0.01,-0.02,8,0.962140471
42557,2013,42557-2013,Stichting Openb. Prim. Onderw. Hoogeveen,7908,0,1381,2,1584.7,1.1,0,0,0,0,0,0,0,0,,103.7,8.8,88.1,0,6.8,0,15.7,,78.3,9.8,0,0,0,0,88.9,11.1,0,0,0,0,,,,,,,88.05,266939.7,3031.67,0.45,0.51,0.05,1.12,1.12,0.25,0.31,0.87,0.79,0.83,0.04,0.91,0.04,0.08,0.67,0.27,0.01,0.04,8,1.133578405
42557,2014,42557-2014,Stichting Openb. Prim. Onderw. Hoogeveen,7908,0,1313,2,1483.4,1.1,0,0,0,0,0,0,0,0,,94.8,7.4,83.8,0,3.5,0,15.7,,74.4,9.4,0,0,0,0,88.8,11.2,0,0,0,0,58,40,2,0,0,0,83.8,260816.68,3112.34,0.63,0.71,0.02,2.85,2.85,0.28,0.35,0.91,0.83,0.85,0.04,0.91,0.03,0.07,0.55,0.31,0.01,0.30,8,1.165884091
42557,2015,42557-2015,Stichting Openb. Prim. Onderw. Hoogeveen,7908,0,1380,2,1588.5,1.2,0,0,0,0,0,0,0,0,,93.5,8.2,81.5,0,3.8,0,16.9,,71.9,9.6,0,0,0,0,88.2,11.8,0,0,0,0,,,,,,,81.49,252565.49,3099.45,0.65,0.73,0.02,3.10,3.10,0.28,0.35,0.86,0.81,0.83,0.04,0.94,0.02,0.09,0.54,0.31,0.02,0.30,8,0.558057857
42557,2016,42557-2016,Stichting Openb. Prim. Onderw. Hoogeveen,7908,0,1354,2,1558.9,1.2,0,0,0,0,0,0,0,0,,100.6,8.2,87.5,0,4.9,0,15.5,,73.5,13.2,0.8,0,0,0,84,15.1,0.9,0,0,0,,,,,,,87.49,281991.78,3223.05,0.68,0.77,0.06,3.74,3.74,0.33,0.40,0.81,0.77,0.82,0.05,0.94,0.02,0.09,0.59,0.37,0.02,0.36,8,0.537022213
42557,2017,42557-2017,Stichting Openb. Prim. Onderw. Hoogeveen,7908,0,1321,2,1497.4,1.1,0,0,0,0,0,0,0,0,,98.6,8.4,85.3,0,5,0,15.5,,68.4,16.2,0.8,0,0,0,80.1,18.9,0.9,0,0,0,,,,,,,85.33,278085,3258.92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,0.664938236
42558,2012,42558-2012,Stichting openbaar primair en speciaal onderwijs Purmerend,1441,0,3722,3,3942.5,1.1,0,0,0,0,0,0,0,0,,235.8,22.8,182.6,2,28.5,0,20.4,,160.7,21.9,0,0,0,0,88,12,0,0,0,0,,,,,,,182.57,568108.71,3111.79,0.48,0.56,0.00,1.52,1.52,0.04,0.14,0.94,0.86,0.86,0.02,0.92,0.04,0.06,0.28,0.13,0.03,0.06,12,6.104677544
42558,2013,42558-2013,Stichting openbaar primair en speciaal onderwijs Purmerend,1441,0,3590,3,3791.6,1.1,0,0,0,0,0,0,0,0,,229.7,21.8,182.1,2,23.7,0,19.7,,158.1,24,0,0,0,0,86.8,13.2,0,0,0,0,,,,,,,182.12,568134.78,3119.52,0.63,0.70,0.06,2.26,2.26,0.10,0.19,0.88,0.81,0.86,0.02,0.93,0.02,0.06,0.30,0.19,0.02,0.11,12,5.854410378
42558,2014,42558-2014,Stichting openbaar primair en speciaal onderwijs Purmerend,1441,0,3530,3,3672.8,1,0,0,0,0,0,0,0,0,,219.3,20,175.4,2.5,21.4,0,20.1,,152.8,22.6,0,0,0,0,87.1,12.9,0,0,0,0,58,40,2,0,0,0,175.36,553726.34,3157.74,0.66,0.74,0.05,2.87,2.87,0.17,0.25,0.88,0.83,0.87,0.03,0.94,0.02,0.06,0.38,0.25,0.01,0.18,12,6.116115445
42558,2015,42558-2015,Stichting openbaar primair en speciaal onderwijs Purmerend,1441,0,3376,3,3497.8,1,0,0,0,0,0,0,0,0,,211.2,18.9,170.5,2.5,19.3,0,19.8,,143,27.4,0,0,0,0,83.9,16.1,0,0,0,0,,,,,,,170.45,548962.67,3220.58,0.68,0.77,0.05,3.52,3.52,0.21,0.30,0.83,0.81,0.86,0.04,0.99,0.00,0.07,0.44,0.30,0.01,0.25,12,5.754487021
42558,2016,42558-2016,Stichting openbaar primair en speciaal onderwijs Purmerend,1441,0,3351,3,3503.7,1,0,0,0,0,0,0,0,0,,202.6,15.7,166.1,1,19.7,0,20.2,,136.9,26.2,3,0,0,0,82.4,15.8,1.8,0,0,0,,,,,,,166.08,559446.99,3368.56,0.68,0.79,0.01,3.89,3.89,0.23,0.32,0.85,0.85,0.86,0.05,1.00,0.00,0.07,0.47,0.32,0.02,0.28,12,4.731238251
42558,2017,42558-2017,Stichting openbaar primair en speciaal onderwijs Purmerend,1441,0,3315,3,3464.4,1,0,0,0,0,0,0,0,0,,212.5,14.9,168.8,1.5,27.2,0,19.6,,138.8,27,3,0,0,0,82.2,16,1.8,0,0,0,,,,,,,168.82,565792.07,3351.49,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12,4.825601369
42559,2012,42559-2012,Ver tot Stg en Insth v Scholen md Bijbel te Groot Ammers en Langerak,2964,0,447,1,460.5,1,0,0,0,0,0,0,0,0,,27.7,1,23.9,0,2.8,0,18.7,,18.3,5.6,0,0,0,0,76.6,23.4,0,0,0,0,,,,,,,23.86,73159.81,3066.51,0.87,0.88,0.01,6.89,6.89,0.56,0.68,0.87,0.81,0.81,0.01,0.93,0.03,0.04,0.77,0.44,0.02,0.53,3,0.152752523
42559,2013,42559-2013,Ver tot Stg en Insth v Scholen md Bijbel te Groot Ammers en Langerak,2964,0,454,1,466.6,1,0,0,0,0,0,0,0,0,,28.7,1,24.8,0,2.8,0,18.3,,19.2,5.6,0,0,0,0,77.5,22.5,0,0,0,0,,,,,,,24.82,76524.54,3083.08,0.86,0.88,0.05,6.64,6.64,0.58,0.69,0.83,0.77,0.81,0.01,0.94,0.02,0.05,0.79,0.45,0.02,0.56,3,0.152752523
42559,2014,42559-2014,Ver tot Stg en Insth v Scholen md Bijbel te Groot Ammers en Langerak,2964,0,465,1,480.9,1,0,0,0,0,0,0,0,0,,30.7,1,26.2,0,3.5,0,17.7,,20.6,5.6,0,0,0,0,78.7,21.3,0,0,0,0,58,40,2,0,0,0,26.2,80836.24,3084.96,0.86,0.88,-0.08,5.24,5.24,0.39,0.63,0.90,0.86,0.79,0.01,0.96,0.01,0.04,0.73,0.45,0.12,0.39,3,0.152752523
