BEVOEGD_GEZAGNUMMER,JAAR,Key,BEVOEGD_GEZAGNAAM,POSTCODE_BEVOEGD_GEZAG,EENPITTER,AANTAL_LEERLINGEN,CATEGORIE_BESTUUROMVANG,AANTAL_GEWICHTLEERLINGEN,GEMIDDELD_LEERLINGGEWICHT,AANDEEL_APCG_LEERLINGEN,AANDEEL_LWOO_LEERLINGEN,AANTAL_VOLTIJDLEERLINGEN,AANTAL_DEELTIJDLEERLINGEN,AANTAL_LEERLINGEN_VBO_GROEN,AANTAL_BOL_LEERLINGEN,AANTAL_BOL_DEELTIJDLEERLINGEN,AANTAL_BBL_LEERLINGEN,AANDEEL_LEERLINGEN_RANDSTAD,OMVANG_FORMATIE_TOTAAL,OMVANG_FORMATIE_MANAGER,OMVANG_FORMATIE_OP,OMVANG_FORMATIE_LIO,OMVANG_FORMATIE_OOP_OBP,OMVANG_FORMATIE_ONBEKEND,LEERLING_LERAAR_RATIO,GEWOGEN_DEELNEMER_LERAAR_RATIO,OMVANG_FORMATIE_OP_LA,OMVANG_FORMATIE_OP_LB,OMVANG_FORMATIE_OP_LC,OMVANG_FORMATIE_OP_LD,OMVANG_FORMATIE_OP_LE,OMVANG_FORMATIE_OP_OVERIG,AANDEEL_FORMATIE_OP_LA,AANDEEL_FORMATIE_OP_LB,AANDEEL_FORMATIE_OP_LC,AANDEEL_FORMATIE_OP_LD,AANDEEL_FORMATIE_OP_LE,AANDEEL_FORMATIE_OP_OVERIG,STREEFPERCENTAGE_FORMATIE_OP_LA,STREEFPERCENTAGE_FORMATIE_OP_LB,STREEFPERCENTAGE_FORMATIE_OP_LC,STREEFPERCENTAGE_FORMATIE_OP_LD,STREEFPERCENTAGE_FORMATIE_OP_LE,STREEFPERCENTAGE_FORMATIE_OP_OVERIG,OMVANG_FORMATIE_OP_BRUTSAL,LOONSOM_OP_BRUTSAL,GEMIDDELDE_LOONSOM_OP_BRUTSAL,Solvabiliteit I(%),Solvabiliteit II(%),Rentabiliteit(%),Liquiditeit (current ratio)(%),Liquiditeit (quick ratio)(%),Weerstandsvermogen exclusief materile vaste activa(%),Weerstandsvermogen(%),Personeelslasten / rijksbijdragen(%),Personeelslasten / totaal baten plus financile baten(%),Personeelslasten / totaal lasten plus financile lasten(%),Voorzieningen / totaal baten plus financile baten(%),Rijksbijdragen / totaal baten plus financile baten(%),Overige overheidsbijdragen en -subsidies / totaal baten plus financile baten(%),Huisvestingsratio(%),Kapitalisatiefactor(%),Algemene reserve / totaal baten plus financile baten,Investeringen inventaris en apparatuur / totaal baten plus financile baten(%),Netto werkkapitaal(%),Aantal instellingen,Variatie in LB
40340,2015,40340-2015,De Vlissingse Schoolvereniging,4383,1,229,1,230.2,1,0,0,0,0,0,0,0,0,,13.5,2.1,11.1,0,0.3,0,20.7,,7.2,3.9,0,0,0,0,65.2,34.8,0,0,0,0,,,,,,,11.09,34616.39,3122.67,0.66,0.82,0.01,4.83,4.83,0.36,0.41,0.84,0.79,0.80,0.10,0.94,0.00,0.06,0.62,0.05,0.00,0.43,1,0
40340,2016,40340-2016,De Vlissingse Schoolvereniging,4383,1,232,1,233.2,1,0,0,0,0,0,0,0,0,,13.5,2.1,10.9,0,0.6,0,21.4,,6.1,4.8,0,0,0,0,56,44,0,0,0,0,,,,,,,10.85,35669.07,3286.71,0.70,0.85,0.07,5.66,5.66,0.39,0.45,0.81,0.76,0.81,0.10,0.93,0.00,0.06,0.65,0.07,0.04,0.45,1,0
40340,2017,40340-2017,De Vlissingse Schoolvereniging,4383,1,229,1,230.2,1,0,0,0,0,0,0,0,0,,13.8,2.1,10.3,0,1.4,0,22.1,,5.8,4.6,0,0,0,0,56,44,0,0,0,0,,,,,,,10.34,34391.78,3325.61,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0
40342,2012,40342-2012,Verenig. v. P-C Basis Onderw. Smallingerland en omstreken,9202,0,2431,2,2546.2,1,0,0,0,0,0,0,0,0,,154.3,14.7,125,0,14.5,0,19.4,,111.6,13.5,0,0,0,0,89.2,10.8,0,0,0,0,,,,,,,124.33,389479.07,3132.53,0.78,0.80,0.02,2.04,2.04,0.24,0.38,0.93,0.82,0.83,0.01,0.89,0.10,0.05,0.43,0.20,0.01,0.10,12,5.041901351
40342,2013,40342-2013,Verenig. v. P-C Basis Onderw. Smallingerland en omstreken,9202,0,2390,2,2493.2,1,0,0,0,0,0,0,0,0,,143.8,14.5,120.9,0,8.4,0,19.8,,109.1,11.8,0,0,0,0,90.3,9.7,0,0,0,0,,,,,,,120.86,380907.54,3151.65,0.78,0.80,0.03,1.99,1.99,0.29,0.41,0.89,0.80,0.83,0.01,0.90,0.08,0.06,0.47,0.20,0.00,0.11,12,4.519501901
40342,2014,40342-2014,Verenig. v. P-C Basis Onderw. Smallingerland en omstreken,9202,0,2284,2,2374.3,1,0,0,0,0,0,0,0,0,,142.4,13.5,119.4,1.2,8.3,0,19.1,,107.9,11.5,0,0,0,0,90.4,9.6,0,0,0,0,58,40,2,0,0,0,119.4,379453.91,3178.04,0.80,0.82,0.00,1.89,1.89,0.30,0.43,0.94,0.84,0.83,0.01,0.89,0.09,0.07,0.48,0.22,0.01,0.09,12,4.286517324
40342,2015,40342-2015,Verenig. v. P-C Basis Onderw. Smallingerland en omstreken,9202,0,2189,2,2262.5,1,0,0,0,0,0,0,0,0,,132.3,12,113.5,0,6.9,0,19.3,,97.2,16.3,0,0,0,0,85.6,14.4,0,0,0,0,,,,,,,113.5,369572.79,3256.16,0.80,0.83,0.01,1.91,1.91,0.29,0.44,0.85,0.82,0.83,0.02,0.97,0.02,0.06,0.50,0.25,0.02,0.08,12,3.650886791
40342,2016,40342-2016,Verenig. v. P-C Basis Onderw. Smallingerland en omstreken,9202,0,2124,2,2195.7,1,0,0,0,0,0,0,0,0,,131.3,10.7,112.4,0,8.2,0,18.9,,89.2,22.3,0,0,0,0.8,79.4,19.9,0,0,0,0.7,,,,,,,112.37,377417.06,3358.83,0.70,0.78,-0.02,1.34,1.34,0.23,0.38,0.86,0.84,0.82,0.04,0.98,0.00,0.05,0.51,0.20,0.02,0.04,12,3.791031928
40342,2017,40342-2017,Verenig. v. P-C Basis Onderw. Smallingerland en omstreken,9202,0,2041,2,2100.7,1,0,0,0,0,0,0,0,0,,135.5,11.6,115.1,0,8.8,0,17.7,,91,23.3,0.7,0,0,0,79.1,20.3,0.6,0,0,0,,,,,,,115.06,385571.38,3350.93,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12,3.48344068
40350,2012,40350-2012,Stichting Montessori Onderwijs Houten,3995,1,390,1,390,1,0,0,0,0,0,0,0,0,,21.2,2.7,16.8,0,1.7,0,23.2,,14.1,2.7,0,0,0,0,83.8,16.2,0,0,0,0,,,,,,,9.62,27352.2,2844,0.57,0.71,-0.01,3.77,3.77,0.20,0.32,0.89,0.83,0.82,0.08,0.93,0.00,0.06,0.55,0.21,0.03,0.32,1,0
40350,2013,40350-2013,Stichting Montessori Onderwijs Houten,3995,1,376,1,376,1,0,0,0,0,0,0,0,0,,22.1,2,19.6,0,0.5,0,19.2,,15.2,4.4,0,0,0,0,77.5,22.5,0,0,0,0,,,,,,,19.55,61450.91,3142.95,0.58,0.73,0.04,3.29,3.29,0.25,0.34,0.83,0.79,0.82,0.09,0.95,0.00,0.07,0.58,0.25,0.00,0.34,1,0
40350,2014,40350-2014,Stichting Montessori Onderwijs Houten,3995,1,382,1,383.2,1,0,0,0,0,0,0,0,0,,21.5,1,19.5,0,1,0,19.6,,15,4.5,0,0,0,0,77,23,0,0,0,0,58,40,2,0,0,0,19.48,62304.69,3197.6,0.62,0.80,-0.02,4.19,4.19,0.24,0.34,0.87,0.82,0.80,0.10,0.95,0.00,0.07,0.54,0.24,0.02,0.33,1,0
40350,2015,40350-2015,Stichting Montessori Onderwijs Houten,3995,1,374,1,377.6,1,0,0,0,0,0,0,0,0,,22,1,19.7,0,1.3,0,19,,12.8,6.9,0,0,0,0,65.1,34.9,0,0,0,0,,,,,,,19.72,63443.7,3217.24,0.62,0.83,0.02,5.17,5.17,0.26,0.34,0.82,0.79,0.81,0.12,0.96,0.00,0.09,0.54,0.26,0.00,0.37,1,0
40350,2016,40350-2016,Stichting Montessori Onderwijs Houten,3995,1,386,1,392.3,1,0,0,0,0,0,0,0,0,,23,1,20.7,0,1.3,0,18.6,,14,6.7,0,0,0,0,67.5,32.5,0,0,0,0,,,,,,,20.71,69501.55,3356.18,0.58,0.81,-0.03,4.28,4.28,0.22,0.32,0.85,0.82,0.80,0.13,0.96,0.00,0.09,0.54,0.23,0.01,0.34,1,0
40350,2017,40350-2017,Stichting Montessori Onderwijs Houten,3995,1,377,1,384.5,1,0,0,0,0,0,0,0,0,,22.5,1,20.2,0,1.3,0,18.6,,13.5,6.7,0,0,0,0,66.7,33.3,0,0,0,0,,,,,,,20.21,68153.16,3371.48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0
40355,2012,40355-2012,Vereniging voor Algemeen Bijz. Montessorionderw. Haaksbergen,7481,1,100,1,100,1,0,0,0,0,0,0,0,0,,7.1,1.6,4.6,0,0.9,0,21.7,,3.9,0.7,0,0,0,0,84.6,15.4,0,0,0,0,,,,,,,4.62,15341.46,3323.68,0.75,0.88,-0.05,7.82,7.82,0.61,0.66,0.92,0.89,0.84,0.11,0.97,0.00,0.07,0.86,0.65,0.01,0.71,1,0
40355,2013,40355-2013,Vereniging voor Algemeen Bijz. Montessorionderw. Haaksbergen,7481,1,83,1,83,1,0,0,0,0,0,0,0,0,,6.1,1,4.3,0,0.9,0,19.5,,2.9,1.3,0,0,0,0,68.9,31.1,0,0,0,0,,,,,,,4.27,14391.46,3374.32,0.73,0.90,-0.03,9.24,9.24,0.57,0.61,0.87,0.85,0.81,0.14,0.97,0.00,0.07,0.82,0.60,0.00,0.70,1,0
40355,2014,40355-2014,Vereniging voor Algemeen Bijz. Montessorionderw. Haaksbergen,7481,1,79,1,79,1,0,0,0,0,0,0,0,0,,5.3,0.2,4.2,0,0.9,0,19,,2.9,1.3,0,0,0,0,69.8,30.2,0,0,0,0,58,40,2,0,0,0,4.15,14170.01,3411.67,0.71,0.90,-0.03,9.06,9.06,0.58,0.61,0.91,0.83,0.81,0.16,0.92,0.00,0.08,0.85,0.60,0.04,0.69,1,0
40355,2015,40355-2015,Vereniging voor Algemeen Bijz. Montessorionderw. Haaksbergen,7481,1,81,1,81,1,0,0,0,0,0,0,0,0,,6.3,0.5,4.8,0,0.9,0,16.8,,3.6,1.3,0,0,0,0,74,26,0,0,0,0,,,,,,,4.83,16614.43,3440.91,0.68,0.85,-0.06,4.83,4.83,0.36,0.55,0.90,0.83,0.79,0.13,0.93,0.00,0.11,0.80,0.54,0.13,0.47,1,0
40355,2016,40355-2016,Vereniging voor Algemeen Bijz. Montessorionderw. Haaksbergen,7481,1,82,1,82.3,1,0,0,0,0,0,0,0,0,,6,0.6,4.5,0,0.9,0,18.2,,3.9,0.6,0,0,0,0,86.1,13.9,0,0,0,0,,,,,,,4.49,15300.25,3404.29,0.67,0.85,0.06,5.20,5.20,0.41,0.62,0.76,0.72,0.77,0.17,0.95,0.00,0.11,0.92,0.59,0.02,0.57,1,0
40355,2017,40355-2017,Vereniging voor Algemeen Bijz. Montessorionderw. Haaksbergen,7481,1,84,1,84.3,1,0,0,0,0,0,0,0,0,,6,0.6,4.5,0,0.9,0,18.5,,3.9,0.6,0,0,0,0,86.8,13.2,0,0,0,0,,,,,,,4.55,15663.97,3443.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0
40363,2012,40363-2012,Stg. Alg. Bijzonder Onderwijs Hoorn,1689,1,349,1,354.7,1,0,0,0,0,0,0,0,0,,20.3,2,15.6,0,2.7,0,22.3,,13.4,2.2,0,0,0,0,86,14,0,0,0,0,,,,,,,15.62,50111.57,3207.22,0.39,0.43,-0.01,1.28,1.28,0.02,0.07,0.93,0.86,0.85,0.01,0.93,0.03,0.05,0.17,0.07,0.01,0.03,1,0
40363,2013,40363-2013,Stg. Alg. Bijzonder Onderwijs Hoorn,1689,1,346,1,351.1,1,0,0,0,0,0,0,0,0,,20,1.9,16.8,0,1.2,0,20.5,,13.1,3.7,0,0,0,0,78,22,0,0,0,0,,,,,,,16.85,54407.27,3229.57,0.54,0.57,0.05,1.74,1.74,0.07,0.12,0.84,0.80,0.84,0.01,0.95,0.02,0.06,0.20,0.12,0.00,0.07,1,0
40363,2014,40363-2014,Stg. Alg. Bijzonder Onderwijs Hoorn,1689,1,361,1,366.1,1,0,0,0,0,0,0,0,0,,20.3,2,17.1,0,1.2,0,21.1,,13.7,3.4,0,0,0,0,79.9,20.1,0,0,0,0,58,40,2,0,0,0,17.11,55512.96,3244.4,0.41,0.44,-0.02,1.31,1.31,0.04,0.10,0.90,0.85,0.83,0.01,0.95,0.02,0.06,0.22,0.10,0.01,0.04,1,0
40363,2015,40363-2015,Stg. Alg. Bijzonder Onderwijs Hoorn,1689,1,363,1,365.4,1,0,0,0,0,0,0,0,0,,20.1,2,16.9,0,1.2,0,21.5,,13.5,3.4,0,0,0,0,79.7,20.3,0,0,0,0,,,,,,,16.91,55913.78,3306.43,0.55,0.58,0.04,1.56,1.56,0.05,0.13,0.84,0.80,0.83,0.01,0.95,0.02,0.07,0.21,0.13,0.01,0.06,1,0
40363,2016,40363-2016,Stg. Alg. Bijzonder Onderwijs Hoorn,1689,1,351,1,353.7,1,0,0,0,0,0,0,0,0,,20.1,1.7,17.7,0,0.7,0,19.8,,14.2,3.5,0,0,0,0,80.1,19.9,0,0,0,0,,,,,,,17.68,60511.48,3421.74,0.52,0.56,0.01,1.57,1.57,0.06,0.15,0.84,0.81,0.82,0.01,0.97,0.01,0.06,0.24,0.15,0.00,0.07,1,0
40363,2017,40363-2017,Stg. Alg. Bijzonder Onderwijs Hoorn,1689,1,337,1,339.7,1,0,0,0,0,0,0,0,0,,19.9,1.7,17.1,0,1.1,0,19.7,,12.4,4.7,0,0,0,0,72.5,27.5,0,0,0,0,,,,,,,17.07,57562.74,3372.57,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0
40377,2012,40377-2012,Stichting Unicoz onderwijsgroep,2715,0,6779,3,7144.4,1.1,0,0,0,0,0,0,0,0,,405.9,35.9,342.3,0,27.6,0,19.8,,259.6,81.5,1.2,0,0,0,75.8,23.8,0.4,0,0,0,,,,,,,342.34,1023322.06,2989.21,0.61,0.70,0.00,1.76,1.76,0.09,0.38,0.85,0.80,0.79,0.06,0.94,0.01,0.07,0.44,0.24,0.01,0.14,21,12.33901553
40377,2013,40377-2013,Stichting Unicoz onderwijsgroep,2715,0,6761,3,7091.6,1,0,0,0,0,0,0,0,0,,390.8,35.5,332.9,0,22.4,0,20.3,,222.8,108.9,1.2,0,0,0,66.9,32.7,0.4,0,0,0,,,,,,,332.88,1013919,3045.93,0.64,0.74,0.01,2.02,2.02,0.11,0.38,0.83,0.78,0.79,0.06,0.95,0.01,0.08,0.44,0.20,0.01,0.16,21,10.46109109
40377,2014,40377-2014,Stichting Unicoz onderwijsgroep,2715,0,6649,3,6963.1,1,0,0,0,0,0,0,0,0,,395.4,33.9,334.7,0,26.8,0,19.9,,224.4,109.3,1,0,0,0,67,32.7,0.3,0,0,0,58,40,2,0,0,0,334.7,1035664.64,3094.27,0.63,0.74,-0.02,2.08,2.08,0.11,0.38,0.88,0.83,0.80,0.07,0.94,0.01,0.07,0.44,0.21,0.01,0.17,21,7.62063197
40377,2015,40377-2015,Stichting Unicoz onderwijsgroep,2715,0,6548,3,6821,1,0,0,0,0,0,0,0,0,,386.3,35.9,325.8,0,24.7,0,20.1,,209.8,114.9,1.1,0,0,0,64.4,35.3,0.3,0,0,0,,,,,,,325.77,1028934.12,3158.49,0.61,0.73,-0.02,1.99,1.99,0.09,0.34,0.86,0.81,0.79,0.07,0.94,0.01,0.08,0.41,0.18,0.02,0.15,21,6.855980339
40377,2016,40377-2016,Stichting Unicoz onderwijsgroep,2715,0,6452,3,6711.5,1,0,0,0,0,0,0,0,0,,382.3,31.3,325.1,0,25.9,0,19.8,,209.5,114.6,1,0,0,0,64.4,35.2,0.3,0,0,0,,,,,,,325.14,1068217.51,3285.43,0.57,0.74,-0.04,1.91,1.91,0.04,0.30,0.85,0.81,0.78,0.09,0.95,0.01,0.08,0.38,0.15,0.02,0.12,21,7.905621655
40377,2017,40377-2017,Stichting Unicoz onderwijsgroep,2715,0,6234,3,6494.4,1,0,0,0,0,0,0,0,0,,375.8,28.1,316,0,31.6,0,19.7,,205.4,109.5,1,0,0,0,65,34.7,0.3,0,0,0,,,,,,,315.98,1039120.65,3288.52,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21,9.627829393
40378,2012,40378-2012,Stg. Kath. en Prot.-Chr. Onderw. Eindhov. e.o.,5616,0,10137,3,11515.5,1.1,0,0,0,0,0,0,0,0,,709.8,58.6,584.2,5.6,61.4,0,17.4,,428.2,156.1,0,0,0,0,73.3,26.7,0,0,0,0,,,,,,,584.24,1788440.07,3061.16,0.61,0.68,0.01,1.16,1.16,0.13,0.24,0.90,0.82,0.82,0.03,0.91,0.01,0.07,0.39,0.23,0.02,0.02,33,4.194824743
40378,2013,40378-2013,Stg. Kath. en Prot.-Chr. Onderw. Eindhov. e.o.,5616,0,10151,3,11443.4,1.1,0,0,0,0,0,0,0,0,,672.8,55.5,562.1,0,55.1,0,18.1,,390.7,171.4,0,0,0,0,69.5,30.5,0,0,0,0,,,,,,,562.08,1725922.32,3070.59,0.68,0.76,0.04,1.84,1.84,0.17,0.28,0.86,0.79,0.82,0.03,0.91,0.02,0.08,0.41,0.26,0.02,0.08,33,3.87697361
40378,2014,40378-2014,Stg. Kath. en Prot.-Chr. Onderw. Eindhov. e.o.,5616,0,10187,3,11421.5,1.1,0,0,0,0,0,0,0,0,,680.3,49.9,572.7,0,57.6,0,17.8,,378.3,194.4,0,0,0,0,66,34,0,0,0,0,58,40,2,0,0,0,572.7,1777890.72,3104.4,0.71,0.78,0.01,2.96,2.96,0.18,0.30,0.88,0.82,0.82,0.03,0.92,0.03,0.08,0.42,0.29,0.03,0.18,33,3.886816762
40378,2015,40378-2015,Stg. Kath. en Prot.-Chr. Onderw. Eindhov. e.o.,5616,0,10293,3,11456.1,1.1,0,0,0,0,0,0,0,0,,680.8,52.5,574.4,0,53.9,0,17.9,,375.9,198.5,0,0,0,0,65.4,34.6,0,0,0,0,,,,,,,574.39,1805041.67,3142.56,0.67,0.78,-0.01,2.21,2.21,0.13,0.28,0.86,0.81,0.81,0.05,0.95,0.03,0.09,0.41,0.26,0.04,0.11,33,4.370441202
40378,2016,40378-2016,Stg. Kath. en Prot.-Chr. Onderw. Eindhov. e.o.,5616,0,10133,3,11161.7,1.1,0,0,0,0,0,0,0,0,,676.6,52.1,570.7,0,53.8,0,17.8,,370.3,200.4,0,0,0,0,64.9,35.1,0,0,0,0,,,,,,,570.68,1856813.59,3253.66,0.65,0.80,0.01,2.54,2.54,0.12,0.28,0.85,0.80,0.81,0.06,0.94,0.02,0.08,0.41,0.26,0.02,0.13,33,4.831048045
40378,2017,40378-2017,Stg. Kath. en Prot.-Chr. Onderw. Eindhov. e.o.,5616,0,10123,3,11069.2,1.1,0,0,0,0,0,0,0,0,,678.9,50.6,573,0,55.3,0,17.7,,357.9,215.1,0,0,0,0,62.5,37.5,0,0,0,0,,,,,,,572.99,1863583.13,3252.36,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33,5.013703909
40389,2012,40389-2012,Stichting Islamitisch Onderwijs Iqra,1102,0,511,2,747.4,1.5,0,0,0,0,0,0,0,0,,58.1,3.2,36.4,0,18.4,0,14,,31.4,5,0,0,0,0,86.3,13.7,0,0,0,0,,,,,,,36.44,109309.33,2999.65,0.62,0.72,0.00,3.40,3.40,0.36,0.38,0.93,0.86,0.85,0.07,0.92,0.07,0.05,0.62,0.38,0.00,0.40,2,0.707106781
40389,2013,40389-2013,Stichting Islamitisch Onderwijs Iqra,1102,0,459,1,657.3,1.4,0,0,0,0,0,0,0,0,,54.3,2.8,35.1,1,15.3,0,13.1,,30.1,5,0,0,0,0,85.8,14.2,0,0,0,0,,,,,,,35.11,105697.56,3010.9,0.68,0.78,0.09,4.38,4.38,0.46,0.47,0.86,0.78,0.86,0.07,0.91,0.06,0.06,0.69,0.47,0.00,0.50,2,0.707106781
40389,2014,40389-2014,Stichting Islamitisch Onderwijs Iqra,1102,0,434,1,610.1,1.4,0,0,0,0,0,0,0,0,,45.8,2.8,32.1,0,10.9,0,13.5,,24.1,8,0,0,0,0,75.1,24.9,0,0,0,0,58,40,2,0,0,0,32.11,98163.46,3057.58,0.73,0.84,0.05,6.06,6.06,0.55,0.57,0.86,0.81,0.86,0.09,0.94,0.04,0.05,0.78,0.57,0.01,0.61,2,1.414213562
40389,2015,40389-2015,Stichting Islamitisch Onderwijs Iqra,1102,0,448,1,629.5,1.4,0,0,0,0,0,0,0,0,,48.4,2.8,34.8,0,10.8,0,12.9,,26.8,8,0,0,0,0,77,23,0,0,0,0,,,,,,,34.78,107396,3087.51,0.72,0.84,-0.01,6.06,6.06,0.58,0.59,0.94,0.87,0.86,0.10,0.92,0.05,0.05,0.82,0.59,0.01,0.64,2,1.414213562
40389,2016,40389-2016,Stichting Islamitisch Onderwijs Iqra,1102,0,445,1,581.2,1.3,0,0,0,0,0,0,0,0,,50,2.8,37.8,0,9.4,0,11.8,,29.8,8,0,0,0,0,78.8,21.2,0,0,0,0,,,,,,,37.8,121826.44,3223.18,0.70,0.82,-0.04,5.33,5.33,0.53,0.54,0.95,0.89,0.86,0.09,0.93,0.05,0.05,0.77,0.54,0.01,0.58,2,1.414213562
40389,2017,40389-2017,Stichting Islamitisch Onderwijs Iqra,1102,0,514,2,652.3,1.3,0,0,0,0,0,0,0,0,,49.5,3.2,35.5,0,10.8,0,14.5,,28.5,7,0,0,0,0,80.3,19.7,0,0,0,0,,,,,,,35.53,113300.45,3188.56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,2.121320344
40390,2012,40390-2012,Stichting Islamitisch Onderwijs Utrecht,3552,1,300,1,391.8,1.3,0,0,0,0,0,0,0,0,,27.6,1,20.6,0,6,0,14.6,,14.9,5.7,0,0,0,0,72.1,27.9,0,0,0,0,,,,,,,20.6,56387.82,2737.38,0.43,0.56,-0.36,2.02,2.02,0.16,0.21,1.14,1.09,0.80,0.06,0.96,0.01,0.08,0.49,0.17,0.00,0.22,1,0
40390,2013,40390-2013,Stichting Islamitisch Onderwijs Utrecht,3552,1,333,1,418.5,1.3,0,0,0,0,0,0,0,0,,26.6,1,20.1,0,5.5,0,16.6,,14.5,5.6,0,0,0,0,72.3,27.7,0,0,0,0,,,,,,,20.08,56968.21,2837.7,0.32,0.61,-0.07,2.28,2.28,0.07,0.10,1.00,0.86,0.80,0.08,0.86,0.11,0.08,0.29,0.08,0.01,0.15,1,0
40390,2014,40390-2014,Stichting Islamitisch Onderwijs Utrecht,3552,1,360,1,448.2,1.2,0,0,0,0,0,0,0,0,,25.4,1,18.9,0,5.5,0,19,,13.4,4.6,0.9,0,0,0,70.8,24.2,5,0,0,0,58,40,2,0,0,0,18.91,55848.35,2953.03,0.24,0.61,-0.02,2.27,2.27,0.04,0.07,0.98,0.84,0.82,0.10,0.85,0.13,0.07,0.27,0.05,0.01,0.14,1,0
40390,2015,40390-2015,Stichting Islamitisch Onderwijs Utrecht,3552,1,379,1,464.5,1.2,0,0,0,0,0,0,0,0,,27.4,1.9,20,0,5.5,0,18.9,,13.6,6.4,0,0,0,0,67.9,32.1,0,0,0,0,,,,,,,20.03,59554.95,2973.96,0.32,0.66,0.05,2.56,2.56,0.07,0.10,0.94,0.78,0.82,0.11,0.84,0.16,0.07,0.31,0.09,0.02,0.17,1,0
40390,2016,40390-2016,Stichting Islamitisch Onderwijs Utrecht,3552,1,400,1,485.5,1.2,0,0,0,0,0,0,0,0,,28.1,1.9,20.7,0,5.5,0,19.3,,16.3,4.4,0,0,0,0,78.6,21.4,0,0,0,0,,,,,,,20.73,65294.52,3150.44,0.46,0.77,0.10,3.72,3.72,0.15,0.20,0.83,0.73,0.81,0.14,0.88,0.12,0.07,0.43,0.20,0.03,0.27,1,0
40390,2017,40390-2017,Stichting Islamitisch Onderwijs Utrecht,3552,1,421,1,496.9,1.2,0,0,0,0,0,0,0,0,,32,1.9,23.6,0,6.5,0,17.9,,18.6,5,0,0,0,0,78.9,21.1,0,0,0,0,,,,,,,23.56,73306.73,3111.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0
40400,2012,40400-2012,Stichting Islamitische Scholen El-Amal,1064,0,814,2,1289.8,1.6,0,0,0,0,0,0,0,0,,79.1,3.8,52.2,0,23.1,0,15.6,,40.9,11.3,0,0,0,0,78.4,21.6,0,0,0,0,,,,,,,39.16,109203.69,2788.83,-0.15,-0.06,0.02,1.05,1.05,-0.15,-0.04,0.85,0.79,0.81,0.02,0.94,0.05,0.07,0.22,-0.05,0.02,0.01,2,2.333452378
40400,2013,40400-2013,Stichting Islamitische Scholen El-Amal,1064,0,862,2,1273.9,1.5,0,0,0,0,0,0,0,0,,83.8,3,55.9,0,24.9,0,15.4,,39.1,16.8,0,0,0,0,69.9,30.1,0,0,0,0,,,,,,,55.95,164624.5,2942.53,-0.02,0.03,0.03,0.89,0.89,-0.14,-0.01,0.82,0.77,0.79,0.01,0.94,0.04,0.09,0.22,-0.03,0.01,-0.02,2,1.979898987
40400,2014,40400-2014,Stichting Islamitische Scholen El-Amal,1064,0,930,2,1294.5,1.4,0,0,0,0,0,0,0,0,,81.3,4,54.7,0,22.6,0,17,,38.7,15.9,0,0,0,0,70.8,29.2,0,0,0,0,58,40,2,0,0,0,54.7,162785.85,2976.17,0.29,0.34,0.08,0.93,0.93,-0.05,0.07,0.81,0.73,0.79,0.01,0.89,0.04,0.09,0.20,0.05,0.01,-0.01,2,3.323401872
40400,2015,40400-2015,Stichting Islamitische Scholen El-Amal,1064,0,1014,2,1309.5,1.3,0,0,0,0,0,0,0,0,,87.2,5,55.2,0,27,0,18.4,,39.5,15.7,0,0,0,0,71.5,28.5,0,0,0,0,,,,,,,55.2,165311.13,2994.66,0.29,0.33,0.00,0.82,0.82,-0.06,0.07,0.85,0.79,0.79,0.01,0.93,0.05,0.08,0.21,0.07,0.00,-0.03,2,3.181980515
