Bevoegd Gezag,Sector,Groepering,Naam,Jaar,Key,Lonen en salarissen,Sociale lasten,Pensioenlasten,Lasten personeel niet in loondienst,Personeelslasten,Lonen en salarissen/totaal personeel,Sociale lasten/totaal personeel,Pensioenlasten/totaal personeel,Lasten personeel niet in loondienst/totaal personeel,Afschrijvingen op materiÔle vaste activa,Afschrijvingen,Huurlasten,Onderhoudslasten (klein onderhoud),Lasten voor energie en water,Schoonmaakkosten,Belastingen en heffingen,Overige (overige huisvestingslasten),Huisvestingslasten,Administratie- en beheerslasten,Inventaris en apparatuur,Overige (overige overige lasten),Overige lasten,Accountantshonoraria inzake het onderzoek van de jaarrekening,Accountantshonoraria
41644,PO,SBO,Sticht. Gereform. SBO De Werf,2012,41644-2012,"755,098","80,077","98,834",,"925,391",,,,,"15,112","15,112",,"21,359","13,297","1,925","3,374",,"39,955","49,325","30,255","9,375","88,955",,"6,428"
41644,PO,SBO,Sticht. Gereform. SBO De Werf,2013,41644-2013,"791,447","83,779","103,963",,"973,349",,,,,"14,144","14,144",,"22,768","18,310","1,949","2,935",,"45,962","50,922","26,998","6,437","84,357",,"5,536"
41644,PO,SBO,Sticht. Gereform. SBO De Werf,2014,41644-2014,"810,428","91,236","108,447",,"982,427",,,,,"11,222","11,222",,"21,501","15,957","2,534","3,243",,"43,235","51,802","34,828","7,150","93,780","2,622","2,622"
41644,PO,SBO,Sticht. Gereform. SBO De Werf,2015,41644-2015,"798,299","96,119","80,520","19,181","988,634",,,,,"7,972","7,972",,"9,357","16,779","1,823","2,940",,"81,743","38,556","7,659","12,486","71,833","2,989","2,989"
41644,PO,SBO,Sticht. Gereform. SBO De Werf,2016,41644-2016,"733,955","91,522","74,902","7,681","898,751",,,,,"6,507","6,507",,"4,743","15,305","1,659","3,488",,"60,195","36,831","8,353","8,432","69,647","3,388","3,388"
41645,PO,BO5,De Basis,2012,41645-2012,"18,417,354","2,140,717","2,328,938","2,244,690","25,300,237",,,,,"721,781","721,781","120,369","96,438","380,454","454,395","31,830","701,014","1,951,800","572,603","639,607","727,930","1,940,140","13,954","14,918"
41645,PO,BO5,De Basis,2013,41645-2013,"16,580,201","3,191,867","2,419,001","1,959,599","23,658,422",,,,,"687,423","687,423","139,786","77,756","363,832","442,052","38,506","589,931","2,026,863","522,173","705,704","468,400","1,696,277","7,260","9,499"
41645,PO,BO5,De Basis,2014,41645-2014,"16,145,288","3,408,533","2,304,345","2,524,066","24,147,629",,,,,"685,482","685,482","142,631","58,911","353,410","413,502","34,835","577,815","1,956,104","543,018","847,464","455,835","1,846,317","17,857","20,144"
41645,PO,BO5,De Basis,2015,41645-2015,"15,914,936","2,176,303","1,970,966","2,765,781","24,258,317",,,,,"711,384","711,384","95,784","50,726","254,351","385,569","27,871","705,577","2,369,878","560,047","179,878","401,229","1,742,699","18,198","20,498"
41645,PO,BO5,De Basis,2016,41645-2016,"16,460,594","2,317,245","1,927,066","3,056,673","25,153,457",,,,,"743,896","743,896","118,302","68,690","282,302","368,658","27,027","730,598","2,395,572","599,586","170,297","394,949","1,788,913","19,965","19,965"
41646,PO,BO6,VGPO-WN,2012,41646-2012,"10,509,163","3,704,665",,,"14,223,278",,,,,"474,026","474,026","123,031","218,104","310,840","411,264","40,553","94,423","1,431,871","672,727","1,123,920","189,980","2,005,595","25,000","25,000"
41646,PO,BO6,VGPO-WN,2013,41646-2013,"10,473,220","3,831,725",,,"14,063,179",,,,,"495,237","495,237","121,552","169,003","371,740","427,311","22,239","105,617","1,502,462","551,005","1,177,092","174,164","1,949,261","27,795","27,795"
41646,PO,BO6,VGPO-WN,2014,41646-2014,"10,613,543","4,143,734",,,"14,807,030",,,,,"508,536","508,536","134,406","291,604","323,859","433,442","23,344","45,775","1,577,430","637,715","1,217,791","196,524","2,038,038","46,491","46,491"
41646,PO,BO6,VGPO-WN,2015,41646-2015,"11,232,683","1,719,749","1,347,558",,"15,323,877",,,,,"507,146","507,146","154,870","739,636","327,554","459,683","24,893","44,015","2,081,683","576,347","982,119","228,550","2,119,042","28,500","28,372"
41646,PO,BO6,VGPO-WN,2016,41646-2016,"11,865,162","1,830,781","1,340,263",,"15,870,018",,,,,"495,826","495,826","133,032","82,423","331,519","480,705","25,557","104,546","1,881,714","608,040","1,540,226",,"2,427,308","42,629","42,629"
41651,PO,BO3,Stichting PCO Nieuwleusen,2012,41651-2012,"2,031,929","419,268","273,136","20,732","2,610,260",,,,,"79,928","79,928",,"25,116","47,587","10,855","5,667","14,817","104,042","57,036","104,431","144,024","305,491","3,781","3,781"
41651,PO,BO3,Stichting PCO Nieuwleusen,2013,41651-2013,"1,974,773","400,047","286,859","87,325","2,579,762",,,,,"86,330","86,330",,"15,929","61,284","15,921","4,823","12,112","110,069","55,634","95,594","156,419","307,647","3,915","3,915"
41651,PO,BO3,Stichting PCO Nieuwleusen,2014,41651-2014,"1,873,809","442,313","276,752","193,310","2,694,025",,,,,"84,516","84,516",,"21,402","59,541","16,522","5,129","11,002","113,596","63,895","121,931","152,888","338,714","5,159","5,159"
41651,PO,BO3,Stichting PCO Nieuwleusen,2015,41651-2015,"1,813,097","238,078","218,749","228,831","2,601,484",,,,,"80,921","80,921",,"26,707","57,407","17,657","6,114","10,037","117,922","67,319","152,446","133,164","352,929","5,082","5,082"
41651,PO,BO3,Stichting PCO Nieuwleusen,2016,41651-2016,"1,733,270","232,838","194,117","214,924","2,546,350",,,,,"75,269","75,269",,"18,326","56,500","17,406","8,671","15,065","115,968","63,013","139,492","83,883","286,388","5,285","5,285"
41661,PO,BO4,Stg. Voor Evangelische Scholen,2012,41661-2012,"1,328,594","293,166","166,072",,"1,812,327",,,,,"8,637","8,637","5,084","6,372","51,008","61,094","22,080","17,376","163,014","136,693","77,885","34,130","248,708",,
41661,PO,BO4,Stg. Voor Evangelische Scholen,2013,41661-2013,"1,386,845","263,715","183,675",,"1,824,335",,,,,"11,714","11,714","1,668","20,193","72,517","61,956","7,401","7,314","171,049","202,489","127,299","60,738","390,526","14,470","14,470"
41661,PO,BO4,Stg. Voor Evangelische Scholen,2014,41661-2014,"955,344","225,157","121,715","51,098","1,363,805",,,,,"7,691","7,691","4,196","12,031","35,795","42,422","9,103","19,368","123,037","242,743","48,041","114,854","405,638","25,412","40,685"
41661,PO,BO4,Stg. Voor Evangelische Scholen,2016,41661-2016,"27,034","4,955","3,429",,"35,871",,,,,,,,,,,,,,"16,556",836,"34,131","51,523","9,075","10,232"
41662,PO,BO5,St. De Kempen op./alg. onderw.,2012,41662-2012,"8,840,044","1,835,035","1,201,377","172,596","11,739,261",,,,,"259,440","259,440","8,846","36,882","254,789","264,295","33,529","245,474","1,007,490","296,929","598,239","165,083","1,060,251",,
41662,PO,BO5,St. De Kempen op./alg. onderw.,2013,41662-2013,"9,201,734","1,602,202","1,308,194","185,657","12,034,757",,,,,"349,605","349,605","8,600","225,993","361,016","297,300","32,454","451,581","1,376,944","320,977","599,712","143,675","1,064,364",,
41662,PO,BO5,St. De Kempen op./alg. onderw.,2014,41662-2014,"8,969,184","2,108,486","1,272,231","163,893","12,276,401",,,,,"377,153","377,153","20,451","69,241","247,061","301,293","33,872","322,898","1,158,491","343,935","634,077","212,621","1,190,633","13,135","13,135"
41662,PO,BO5,St. De Kempen op./alg. onderw.,2015,41662-2015,"9,131,868","1,253,948","1,115,214","143,640","12,243,357",,,,,"442,469","442,469","23,603","74,767","257,897","313,560","29,330","101,834","1,165,088","291,665","634,002","191,988","1,117,655","13,740","13,740"
41662,PO,BO5,St. De Kempen op./alg. onderw.,2016,41662-2016,"9,128,645","1,252,413","1,076,466","82,545","12,044,415",,,,,"490,956","490,956",662,"63,820","237,478","323,492","39,710","141,286","1,173,194","283,576","344,114","213,300","1,161,654","16,432","16,432"
41663,PO,BO5,AWBR stichting voor OPO,2012,41663-2012,"18,621,469","3,903,356","2,556,151","252,700","24,964,209",,,,,"785,938","785,938","119,068","103,722","447,232","634,434","18,259","57,508","1,667,944","864,041","1,241,834","829,583","2,935,458","18,000","59,160"
41663,PO,BO5,AWBR stichting voor OPO,2013,41663-2013,"18,409,575","2,885,301","2,645,280","162,486","24,582,661",,,,,"497,054","497,054","120,957","125,599","472,185","631,982","34,947","54,402","2,317,793","981,389","1,138,683","822,085","2,942,157","36,261","53,044"
41663,PO,BO5,AWBR stichting voor OPO,2014,41663-2014,"17,891,723","3,157,979","2,586,643","609,027","24,599,674",,,,,"541,809","541,809","181,523","111,463","591,293","639,865","25,062","72,913","2,316,659","953,842","1,256,387","686,296","2,896,525","22,296","32,460"
41663,PO,BO5,AWBR stichting voor OPO,2015,41663-2015,"18,857,920","3,468,265","2,266,222","808,139","25,703,392",,,,,"642,032","642,032","263,854","100,782","387,039","638,811","28,322","79,470","2,303,370","1,000,680","737,529","753,299","3,000,212","19,962","23,532"
41663,PO,BO5,AWBR stichting voor OPO,2016,41663-2016,"20,534,938","3,655,807","2,249,255","52,624","27,031,453",,,,,"652,601","652,601","314,522","9,868","438,360","628,091","39,367","84,816","2,345,024","833,300","716,611","717,353","2,778,829","26,018","40,126"
41669,PO,BO2,Stichting Facetscholen v. opo,2012,41669-2012,"1,235,211","257,103","162,365",,"1,665,174",,,,,"44,534","44,534","6,681","22,435","34,364","62,941","5,539","11,553","143,513","68,702","121,565","37,725","227,992","2,085","2,085"
41669,PO,BO2,Stichting Facetscholen v. opo,2013,41669-2013,"1,277,946","280,870","183,846",,"1,731,511",,,,,"37,110","37,110","6,767","22,320","33,144","56,946","6,783","9,444","135,404","73,086","108,779","27,862","209,727","2,121","2,121"
41669,PO,BO2,Stichting Facetscholen v. opo,2014,41669-2014,"1,381,333","317,906","189,553","41,452","1,858,716",,,,,"36,998","36,998","20,665","11,634","31,118","65,823","5,678","2,639","176,757","119,815","109,726","45,002","274,543","2,152","2,152"
41669,PO,BO2,Stichting Facetscholen v. opo,2015,41669-2015,"1,420,820","315,578","171,311",,"1,867,145",,,,,"33,028","33,028","21,725","7,090","28,549","65,561","11,153","2,780","182,493","117,475","54,952","38,924","272,354","3,933","3,933"
41669,PO,BO2,Stichting Facetscholen v. opo,2016,41669-2016,"1,554,596","342,582","176,316",,"2,105,459",,,,,"43,561","43,561","16,444","5,969","33,461","70,025","15,619","5,809","135,695","91,476","57,463","83,684","293,491","5,747","5,747"
41670,PO,BO5,stg. Primair Onderwijs Nobego,2012,41670-2012,"4,585,058","993,527","630,798",,"6,564,725",,,,,"187,607","187,607","41,640","140,808","118,706","241,095","14,452","48,657","605,358","224,133","343,470","133,263","700,866","15,730","15,730"
41670,PO,BO5,stg. Primair Onderwijs Nobego,2013,41670-2013,"4,218,643","893,448","635,377",,"6,334,266",,,,,"151,076","151,076","34,140","31,710","145,964","206,399","14,949","44,631","627,421","221,167","180,574","101,298","503,039","9,620","6,474"
41670,PO,BO5,stg. Primair Onderwijs Nobego,2014,41670-2014,"3,881,597","918,628","569,707",,"5,886,050",,,,,"147,873","147,873","26,711","23,501","112,850","200,497","13,820","49,604","526,983","176,943","253,977","88,365","519,285","14,159","14,159"
41670,PO,BO5,stg. Primair Onderwijs Nobego,2015,41670-2015,"3,981,255","879,752","503,214",,"5,905,143",,,,,"151,727","151,727","26,652","17,410","161,961","165,174","21,048","30,694","46,852","176,381","171,385","95,984","547,651","11,311","11,311"
41670,PO,BO5,stg. Primair Onderwijs Nobego,2016,41670-2016,"3,901,501","877,349","479,360",,"5,899,207",,,,,"148,836","148,836","66,582","51,163","45,115","159,243","10,650","29,844","611,549","230,264","178,504","129,495","639,763","18,951","18,951"
41671,PO,BO1,"EduCare,Chr.SO Harderwijk e.o.",2012,41671-2012,"7,788,932","1,065,340","999,781","342,730","10,019,585",,,,,"276,735","276,735","97,584","131,421","150,550","126,700","22,877","33,174","618,514","259,049","466,690","125,891","851,630","11,967","13,936"
41671,PO,BO1,"EduCare,Chr.SO Harderwijk e.o.",2013,41671-2013,"7,632,481","1,011,471","1,087,123","631,842","10,335,142",,,,,"283,204","283,204","114,263","200,717","188,262","130,741","22,768","18,708","764,757","297,697","481,353","98,706","877,756","12,673","14,642"
41671,PO,BO1,"EduCare,Chr.SO Harderwijk e.o.",2014,41671-2014,"7,414,790","1,441,465","993,263","635,494","10,277,279",,,,,"259,711","259,711","166,750","288,271","157,851","139,821","24,153","18,101","814,250","287,752","503,172","56,464","847,388",,
41671,PO,BO1,"EduCare,Chr.SO Harderwijk e.o.",2015,41671-2015,"7,728,796","1,513,740","955,318","468,246","10,214,943",,,,,"280,146","280,146","159,282","702,093","131,878","148,126","15,839","19,067","1,176,285","297,426","131,491","121,220","851,551","9,662","9,662"
41671,PO,BO1,"EduCare,Chr.SO Harderwijk e.o.",2016,41671-2016,"8,133,145","1,582,788","939,350","350,348","10,711,171",,,,,"291,088","291,088","139,960","278,799","178,912","135,098","35,435",713,"768,917","280,882","117,429","154,991","886,336","9,686","9,686"
41672,PO,BO5,Stichting ATO,2012,41672-2012,"15,168,012","2,960,380","2,096,746","1,086,123","20,649,574",,,,,"505,357","505,357","43,127","641,466","499,925","589,872","56,094","281,172","2,111,656","512,742","1,064,865","471,064","2,048,671",,
41672,PO,BO5,Stichting ATO,2013,41672-2013,"15,291,475","2,976,740","2,120,418","1,626,205","21,512,397",,,,,"513,869","513,869","45,157","295,894","426,335","570,484","54,420","326,188","1,718,478","476,941","1,042,136","309,314","1,828,391",,
41672,PO,BO5,Stichting ATO,2014,41672-2014,"14,697,192","3,371,879","2,124,640","1,697,808","21,276,274",,,,,"549,657","549,657","47,452","265,361","390,775","592,910","64,121","467,596","1,828,215","260,188","1,070,316","681,908","2,012,412",,
41672,PO,BO5,Stichting ATO,2015,41672-2015,"15,111,174","1,907,429","1,842,572","2,595,306","22,847,589",,,,,"660,639","660,639","47,805","155,875","368,509","585,647","52,386","769,819","2,370,041","246,174","684,926","1,773,873","3,076,668","22,734","22,734"
41672,PO,BO5,Stichting ATO,2016,41672-2016,"15,556,236","2,560,712","1,802,355","2,303,662","22,674,210",,,,,"712,957","712,957","50,501","172,843","388,174","554,986","55,022","617,352","2,438,168","354,351","669,643","1,779,911","3,286,823","45,560","45,560"
41674,PO,BO5,Stg. Prim. Openb. Onderw. Ede,2012,41674-2012,"7,317,192","838,612","920,729",,"9,315,543",,,,,"214,883","214,883","28,148","159,714","185,892","269,683","50,724",,"694,161","617,022","200,375",,"817,397","27,519","27,519"
41674,PO,BO5,Stg. Prim. Openb. Onderw. Ede,2013,41674-2013,"7,163,578","879,016","989,254",,"8,948,977",,,,,"212,548","212,548","36,461","214,791","225,870","282,534","42,027",,"801,683","714,361","175,566",,"889,927","18,178","18,178"
41674,PO,BO5,Stg. Prim. Openb. Onderw. Ede,2014,41674-2014,"6,407,422","1,564,987","930,609",,"9,004,244",,,,,"192,296","192,296","29,073","133,633","190,993","287,631","44,350","3,775","689,455","302,556","470,097",,"772,653","23,997","23,997"
41674,PO,BO5,Stg. Prim. Openb. Onderw. Ede,2015,41674-2015,"6,253,030","1,485,138","761,701","15,063","8,967,701",,,,,"208,792","208,792","28,528","544,580","161,561","256,346","41,077",148,"1,032,240","186,169","380,866","287,695","854,730","7,411","12,406"
41674,PO,BO5,Stg. Prim. Openb. Onderw. Ede,2016,41674-2016,"5,997,826","877,104","685,809","22,783","8,966,060",,,,,"210,330","210,330","17,828","1,137,262","170,286","240,840","40,954","6,594","1,613,764","192,893","355,346","195,990","744,229","10,424","10,424"
41675,PO,BO2,Sticht. Openb. B.s. Leiderdorp,2012,41675-2012,"2,278,087","485,225","307,012","40,069","3,007,699",,,,,"111,482","111,482","1,980","17,255","59,968","90,543","4,423","3,378","217,547","102,658","124,509","57,564","284,731",,
41675,PO,BO2,Sticht. Openb. B.s. Leiderdorp,2013,41675-2013,"2,294,203","488,508","337,415","66,730","3,163,659",,,,,"96,892","96,892","37,783","20,591","72,342","97,044","6,207","23,154","297,121","92,588","137,576","124,293","354,457","9,946","9,946"
41675,PO,BO2,Sticht. Openb. B.s. Leiderdorp,2014,41675-2014,"2,395,558","565,207","341,585",,"3,299,617",,,,,"91,531","91,531","30,510","10,330","49,309","99,394","8,706","28,309","268,137","100,177","137,653","171,775","409,605",,
41675,PO,BO2,Sticht. Openb. B.s. Leiderdorp,2015,41675-2015,"2,548,505","568,922","305,651","116,500","3,445,279",,,,,"81,993","81,993","47,528","22,059","26,419","107,701","11,689","13,129","278,525","90,340","1,116","176,224","417,777","12,853","13,337"
41675,PO,BO2,Sticht. Openb. B.s. Leiderdorp,2016,41675-2016,"2,514,612","544,981","280,853","205,683","3,458,462",,,,,"84,323","84,323","35,368","8,588","39,495","98,397","2,151","14,665","233,664","69,174",974,"199,412","411,528","4,698","4,698"
41676,PO,BO6,Stg. Openbaar Onderwijs Almere,2012,41676-2012,"90,696,256",,,,"94,721,312",,,,,"2,949,480","2,949,480","1,144,123","976,341","1,475,681","2,085,115","234,851","257,269","6,238,966","6,240,693","4,391,845","1,462,225","12,118,712",,
41676,PO,BO6,Stg. Openbaar Onderwijs Almere,2013,41676-2013,"88,672,812",,,,"90,334,038",,,,,"2,958,228","2,958,228","1,110,206","1,027,786","1,646,533","2,093,271","246,793","231,049","7,787,148","5,707,704","4,277,279","2,845,098","12,845,550",,
41676,PO,BO6,Stg. Openbaar Onderwijs Almere,2014,41676-2014,"89,456,948","11,377,896","13,081,805","1,042,238","117,971,904",,,,,"3,666,843","3,666,843","1,773,502","1,292,259","1,859,541","2,635,984","287,618","224,295","9,850,609","6,378,110","6,429,549","3,290,488","16,131,029",,
41676,PO,BO6,Stg. Openbaar Onderwijs Almere,2015,41676-2015,"90,989,874","11,405,362","11,476,671","1,509,071","122,058,829",,,,,"3,711,755","3,711,755","1,655,284","1,608,564","1,863,100","2,651,737","317,424","236,195","10,450,281","6,714,745",,"2,733,464","15,688,015","50,215","73,205"
41676,PO,BO6,Stg. Openbaar Onderwijs Almere,2016,41676-2016,"93,944,029","12,246,707","11,242,619","1,057,386","124,995,583",,,,,"3,336,719","3,336,719","1,694,372","1,338,130","1,959,367","2,597,921","353,029","252,847","10,979,996","7,797,127",,"2,721,283","16,650,220","69,575","83,635"
41691,PO,BO3,Sticht. Onderwijsgroep SPOENK,2012,41691-2012,"1,788,306","413,893","250,960","209,279","2,622,655",,,,,"75,937","75,937",421,"69,599","30,578","68,489","10,572","5,736","185,395","132,720","135,561","47,787","316,068","7,228","7,228"
41691,PO,BO3,Sticht. Onderwijsgroep SPOENK,2013,41691-2013,"1,749,060","391,983","256,704","194,654","2,571,999",,,,,"82,781","82,781",,"17,620","49,699","69,096","10,244","9,524","211,883","130,709","149,395","36,408","316,512","8,458","8,458"
41691,PO,BO3,Sticht. Onderwijsgroep SPOENK,2014,41691-2014,"1,759,848","415,022","242,983","110,204","2,479,316",,,,,"100,533","100,533",,"22,335","57,499","70,432","11,229","18,790","235,285","96,268","163,556","60,465","320,289","10,876","10,876"
41691,PO,BO3,Sticht. Onderwijsgroep SPOENK,2015,41691-2015,"1,750,181","233,899","210,387","64,236","2,411,770",,,,,"102,386","102,386","10,147","20,243","68,435","71,333","15,137","9,975","195,270","56,822","29,043","54,263","247,827","8,893","8,893"
41691,PO,BO3,Sticht. Onderwijsgroep SPOENK,2016,41691-2016,"1,676,689","223,557","187,325","108,100","2,379,968",,,,,"84,983","84,983","9,762","17,293","53,030","83,242","14,387","9,370","187,084","74,398","39,207","60,772","289,300","10,723","10,723"
41692,PO,BO6,Stg. Swalm & Roer v. Ond./Opv.,2012,41692-2012,"22,926,218","2,342,304","2,915,594","799,904","28,152,555",,,,,"847,092","847,092","91,803","445,765","504,676","564,701","85,927","143,979","1,850,008","432,281","1,526,552","313,730","2,272,563","22,077","26,917"
41692,PO,BO6,Stg. Swalm & Roer v. Ond./Opv.,2013,41692-2013,"22,154,258","2,425,389","3,015,704","666,696","27,308,130",,,,,"742,079","742,079","83,117","422,972","564,330","565,571","64,703","122,196","1,837,562","470,081","1,323,905","403,474","2,197,460","29,056","37,128"
41692,PO,BO6,Stg. Swalm & Roer v. Ond./Opv.,2014,41692-2014,"21,099,000","2,411,000","2,801,000","589,000","25,943,000",,,,,"729,000","729,000","65,000","857,000","448,000","560,000","41,000","66,000","2,055,000","432,000","1,322,000","142,000","1,896,000","32,000","38,000"
41692,PO,BO6,Stg. Swalm & Roer v. Ond./Opv.,2015,41692-2015,"21,314,000","2,428,000","2,429,000","681,000","26,419,000",,,,,"782,000","782,000","42,000","250,000","424,000","606,000","34,000","92,000","2,917,000","441,000","646,000","152,000","1,986,000","21,000","30,000"
41692,PO,BO6,Stg. Swalm & Roer v. Ond./Opv.,2016,41692-2016,"20,164,000","2,610,000","2,363,000","299,000","26,916,000",,,,,"741,000","741,000","10,000","186,000","493,000","633,000","22,000","54,000","2,483,000","428,000","884,000","155,000","2,312,000","26,000","32,000"
41693,PO,BO5,Onderwijsgroep Fier,2012,41693-2012,"7,166,691","1,440,192","942,245","504,925","9,619,644",,,,,"344,718","344,718","17,391","188,260","193,151","345,318","30,372","15,885","790,377","211,205","510,859","318,507","1,040,571","13,254","13,254"
41693,PO,BO5,Onderwijsgroep Fier,2013,41693-2013,"6,019,588","1,214,422","969,690","1,072,003","8,797,658",,,,,"335,861","335,861","17,826","190,260","215,086","312,890","32,861","20,226","789,149","211,846","515,299","284,704","1,011,849","13,876","17,118"
41693,PO,BO5,Onderwijsgroep Fier,2014,41693-2014,"6,662,885","737,833","946,613","1,087,320","9,055,843",,,,,"270,149","270,149","18,272","240,579","184,240","304,417","30,157","6,834","784,499","214,904","482,890","261,312","959,106","7,986","7,986"
41693,PO,BO5,Onderwijsgroep Fier,2015,41693-2015,"6,648,500","737,053","821,240","1,193,596","9,309,203",,,,,"251,464","251,464","18,455","393,821","173,059","312,278","27,741","11,768","937,122","202,193","7,312","405,786","1,091,317","12,626","12,626"
41693,PO,BO5,Onderwijsgroep Fier,2016,41693-2016,"6,450,508","760,893","730,188","1,450,193","9,508,016",,,,,"276,028","276,028","22,566","553,730","161,493","309,491","29,925","9,875","1,087,080","259,791","10,056","298,442","1,045,739","16,172","16,172"
41716,PO,BO5,Stichting Sirius,2012,41716-2012,"16,833,739",,,"637,803","17,336,047",,,,,"382,872","382,872","59,355","152,714","423,982","517,191","22,961","2,860","1,379,063","512,384","759,681","679,339","1,951,404","9,100","9,100"
41716,PO,BO5,Stichting Sirius,2013,41716-2013,"16,330,845",,,"514,158","16,837,121",,,,,"623,419","623,419","50,673","128,426","421,927","461,864","22,215","66,236","1,351,341","514,048","797,734","559,548","1,871,330","33,827","33,827"
41716,PO,BO5,Stichting Sirius,2014,41716-2014,"16,483,042",,,"504,389","17,481,397",,,,,"305,584","305,584","51,513","165,657","426,439","484,828","30,701","2,943","1,966,784","456,473","870,075","760,239","2,086,787","15,862","24,032"
41716,PO,BO5,Stichting Sirius,2015,41716-2015,"14,069,280","1,982,492","1,550,422","374,869","18,533,804",,,,,"391,226","391,226","67,876","302,657","363,493","464,006","74,841",,"1,709,873","519,852","180,948",,"1,416,265","7,835","13,962"
41716,PO,BO5,Stichting Sirius,2016,41716-2016,"13,648,480","1,998,356","1,446,439","683,347","18,338,660",,,,,"601,108","601,108","87,786","372,136","310,955","450,221","69,058",,"2,026,341","499,286","172,653",,"1,491,715","8,200","11,467"
41731,PO,BO4,St. Kath. Onderw. St-Oedenrode,2012,41731-2012,"4,489,459","922,215","603,443","293,471","6,197,036",,,,,"177,438","177,438","20,305","48,595","98,722","117,824","8,659",,"394,105","263,090","322,233","65,949","651,272",,
41731,PO,BO4,St. Kath. Onderw. St-Oedenrode,2013,41731-2013,"4,512,601","907,228","667,720","325,586","6,232,588",,,,,"181,754","181,754","25,955","46,106","143,614","131,274","12,617",,"474,566","207,017","280,212","51,788","539,017",,
41731,PO,BO4,St. Kath. Onderw. St-Oedenrode,2014,41731-2014,"4,508,663","1,028,817","648,800","309,653","6,147,011",,,,,"211,309","211,309","22,578","49,863","138,035","116,884","11,435",,"453,795","253,808","298,235","40,398","592,441","6,213","6,213"
41731,PO,BO4,St. Kath. Onderw. St-Oedenrode,2015,41731-2015,"4,441,466","884,805","554,022","252,653","6,069,565",,,,,"219,237","219,237","23,296","46,663","142,122","120,199","13,583",,"570,863","267,728","118,439","46,859","608,883","11,839","13,533"
41731,PO,BO4,St. Kath. Onderw. St-Oedenrode,2016,41731-2016,"4,429,585","574,486","527,567","147,082","5,982,246",,,,,"228,071","228,071","24,273","47,087","147,797","122,360","16,005",,"587,522","299,011","115,466","68,144","640,159","10,362","10,362"
41735,PO,BO6,Stg. Openb. Prim. Ond. Furore,2012,41735-2012,"12,994,800","1,854,677","1,694,782",,"16,858,002",,,,,"562,719","562,719","329,073","209,116","207,623","391,663","36,506","65,348","1,321,769","391,531","1,035,024","180,324","1,606,879",,
41735,PO,BO6,Stg. Openb. Prim. Ond. Furore,2013,41735-2013,"11,680,837","2,458,369","1,727,593",,"16,241,135",,,,,"536,115","536,115","345,643","258,468","257,456","412,059","34,972","148,510","1,537,557","517,966","1,018,310","121,523","1,657,799",,
41735,PO,BO6,Stg. Openb. Prim. Ond. Furore,2014,41735-2014,"11,479,146","2,659,180","1,660,950",,"16,456,491",,,,,"511,554","511,554","350,795","314,927","211,582","445,567","39,903","174,766","1,617,989","480,922","1,034,790","152,222","1,667,934",,
41735,PO,BO6,Stg. Openb. Prim. Ond. Furore,2015,41735-2015,"11,219,492","2,475,028","1,384,866",,"16,497,903",,,,,"479,603","479,603","348,777","404,021","218,582","450,383","35,446","179,756","1,991,043","426,896",,"233,843","1,749,682",,
41735,PO,BO6,Stg. Openb. Prim. Ond. Furore,2016,41735-2016,"11,553,397","2,469,118","1,339,007","1,364,672","16,453,154",,,,,"485,645","485,645","340,422","231,833","199,019","429,134","45,179","158,362","1,779,539","466,273",,"205,166","1,605,264","14,520","14,520"
41736,PO,BO3,Stichting ProCon,2012,41736-2012,"2,807,212","592,585","375,801",,"3,716,374",,,,,"139,282","139,282","5,853","47,767","83,982","57,533","13,856","5,536","247,527","124,718","125,566","138,820","389,104","4,718","4,718"
41736,PO,BO3,Stichting ProCon,2013,41736-2013,"2,774,006","562,039","404,422","12,614","3,734,782",,,,,"368,403","368,403",,"61,497","75,711","57,599","12,198","4,646","254,651","134,458","136,315","155,936","426,709","4,017","4,017"
41736,PO,BO3,Stichting ProCon,2014,41736-2014,"2,790,553","671,462","397,800","69,741","3,843,969",,,,,"131,695","131,695",,"34,781","63,181","57,897","9,210","5,868","203,937","139,903","157,426","151,537","448,866","4,385","4,385"
41736,PO,BO3,Stichting ProCon,2015,41736-2015,"2,811,315","372,578","339,429",,"3,723,998",,,,,"124,568","124,568","15,970","35,964","87,273","70,910","8,151","10,099","255,860","293,527","187,520","153,917","634,964","4,385","4,385"
41736,PO,BO3,Stichting ProCon,2016,41736-2016,"2,807,835","386,876","318,231","9,295","3,773,588",,,,,"132,226","132,226","49,767","60,517","81,363","68,526","10,109","6,490","357,476","186,542","191,537","196,511","574,590","4,595","4,595"
41772,PO,BO4,"St. Talent, Openb. Bas.onderw.",2012,41772-2012,"8,478,223","3,064,427",,,"11,424,627",,,,,"258,126","258,126","36,657","51,177","199,740","205,197","12,452","248,565","908,788","312,977","505,255","107,668","925,900",,
41772,PO,BO4,"St. Talent, Openb. Bas.onderw.",2013,41772-2013,"8,181,500","1,772,145","1,229,947",,"11,141,046",,,,,"286,035","286,035","37,506","58,983","189,456","205,803","14,596","246,311","907,655","319,478","495,035","91,005","905,518","18,053","18,053"
41772,PO,BO4,"St. Talent, Openb. Bas.onderw.",2014,41772-2014,"7,931,736","1,970,870","1,161,697",,"11,259,500",,,,,"303,096","303,096","38,458","63,831","160,772","206,994","14,447","257,489","741,991","330,312","504,492","84,935","919,739","22,990","22,990"
