Bevoegd Gezag,Sector,Groepering,Naam,Jaar,Key,Lonen en salarissen,Sociale lasten,Pensioenlasten,Lasten personeel niet in loondienst,Personeelslasten,Lonen en salarissen/totaal personeel,Sociale lasten/totaal personeel,Pensioenlasten/totaal personeel,Lasten personeel niet in loondienst/totaal personeel,Afschrijvingen op materiÔle vaste activa,Afschrijvingen,Huurlasten,Onderhoudslasten (klein onderhoud),Lasten voor energie en water,Schoonmaakkosten,Belastingen en heffingen,Overige (overige huisvestingslasten),Huisvestingslasten,Administratie- en beheerslasten,Inventaris en apparatuur,Overige (overige overige lasten),Overige lasten,Accountantshonoraria inzake het onderzoek van de jaarrekening,Accountantshonoraria
40740,PO,BO1,Algemen Hindoeschool,2014,40740-2014,"1,869,956","426,878","258,447","71,350","2,568,555",,,,,"39,843","39,843",40,"15,053","30,135","36,123","2,765","2,794","101,910","78,016","47,345","66,542","191,903","2,420","2,420"
40740,PO,BO1,Algemen Hindoeschool,2015,40740-2015,"1,769,367","404,988","212,782","147,356","2,510,662",,,,,"37,135","37,135",0,"14,567","27,922","35,229","1,538","2,902","127,550","79,738","13,130","105,323","243,220","2,523","6,298"
40740,PO,BO1,Algemen Hindoeschool,2016,40740-2016,"1,812,587","398,363","211,508","64,086","2,271,404",,,,,"33,968","33,968",,"9,915","29,824","45,315","2,124","2,857","125,035","36,711","12,502","158,622","309,891","5,772","6,431"
40745,PO,BO1,Stg Kath & Opb Onderwijs,2012,40745-2012,"631,350","103,661","93,657","39,895","916,999",,,,,"24,504","24,504",,"6,146","22,823","37,799","3,905","1,530","72,203","22,919","12,252","56,026","91,197",,
40745,PO,BO1,Stg Kath & Opb Onderwijs,2013,40745-2013,"660,107","102,078","92,445","28,804","866,460",,,,,"28,500","28,500",,"3,019","19,014","30,035","2,546",88,"94,702","26,426","44,839","35,515","106,780","1,400","1,700"
40745,PO,BO1,Stg Kath & Opb Onderwijs,2014,40745-2014,"623,994","104,697","84,284","57,949","878,341",,,,,"27,195","27,195",,"2,828","11,800","30,747","2,100","1,888","82,363","50,833","59,550","7,886","118,269","2,160","2,160"
40745,PO,BO1,Stg Kath & Opb Onderwijs,2015,40745-2015,"585,460","102,407","66,513","44,634","795,213",,,,,"29,843","29,843",,"1,461","17,700","31,485","2,226","12,450","138,373","39,398","18,423","24,584","108,536","2,178","2,178"
40745,PO,BO1,Stg Kath & Opb Onderwijs,2016,40745-2016,"586,534","101,088","63,172","50,637","784,096",,,,,"29,797","29,797",,"6,323","17,199","32,184","2,041",0,"60,296","36,561","22,030","11,916","107,135","3,993","3,993"
40753,PO,BO1,Stg. Bijzond. Scholen voor OAG,2012,40753-2012,"691,788","142,828","89,423","10,080","939,008",,,,,"17,319","17,319","60,447",,,290,,,"60,737","31,297","20,243","53,914","105,454","3,624","3,624"
40753,PO,BO1,Stg. Bijzond. Scholen voor OAG,2013,40753-2013,"699,693","144,592","98,410",,"926,062",,,,,"15,030","15,030","61,489",233,,,,,"61,722","28,713","22,355","55,118","106,186","3,449","3,449"
40753,PO,BO1,Stg. Bijzond. Scholen voor OAG,2014,40753-2014,"706,445","157,987","98,831","7,640","955,797",,,,,"16,198","16,198","61,317",,,,,,"61,317","27,323","23,423","52,439","103,185","3,267","3,267"
40753,PO,BO1,Stg. Bijzond. Scholen voor OAG,2015,40753-2015,"707,920","158,833","84,788","4,418","945,462",,,,,"12,656","12,656","78,592",,,,,,"78,592","29,335",,"44,480","97,896","3,364","3,364"
40753,PO,BO1,Stg. Bijzond. Scholen voor OAG,2016,40753-2016,"774,434","162,347","88,124","1,999","1,010,914",,,,,"13,124","13,124","81,537",,,,,,"81,537","32,630",,"56,152","111,149","4,508","4,508"
40765,PO,BO6,De Groeiling,2012,40765-2012,"18,200,059","2,643,892","2,348,833","271,255","22,999,959",,,,,"631,181","631,181","48,068","222,841","407,330","634,019","79,571","15,761","1,696,890","548,318","932,684","559,405","2,040,407","14,671","14,671"
40765,PO,BO6,De Groeiling,2013,40765-2013,"17,746,174","2,624,135","2,419,150","159,317","22,374,143",,,,,"639,162","639,162","21,365","218,927","457,894","647,990","73,687","7,259","1,962,122","571,729","890,123","599,004","2,060,856","15,000","15,000"
40765,PO,BO6,De Groeiling,2014,40765-2014,"17,348,437","2,876,623","2,328,916","192,093","22,293,724",,,,,"664,977","664,977",915,"225,155","373,460","633,228","61,782","38,671","1,618,211","720,409","1,085,529","255,987","2,061,925","16,002","16,002"
40765,PO,BO6,De Groeiling,2015,40765-2015,"17,194,506","2,962,381","2,002,371","291,197","22,225,116",,,,,"735,537","735,537",388,"223,989","402,500","637,625","73,851","74,061","2,027,414","648,159","455,862","233,749","1,955,826","27,225","27,225"
40765,PO,BO6,De Groeiling,2016,40765-2016,"17,162,180","2,851,924","1,881,692","426,289","22,286,545",,,,,"757,972","757,972","7,590","246,081","382,499","633,147","62,453","107,586","2,069,356","683,780","382,115","260,817","1,945,743","29,645","29,645"
40774,PO,BO3,St. PCO H'berg-Schiebroek,2012,40774-2012,"4,451,394","938,743","578,497",,"6,089,490",,,,,"169,525","169,525",18,"31,926","100,685","148,671","15,740","26,310","413,350","332,014","252,742","168,720","753,476","10,249","20,416"
40774,PO,BO3,St. PCO H'berg-Schiebroek,2013,40774-2013,"4,777,406","972,528","671,248",,"6,324,273",,,,,"173,496","173,496",,"33,036","105,831","137,656","23,365","18,415","408,302","310,916","226,679","148,479","686,074","10,551","22,228"
40774,PO,BO3,St. PCO H'berg-Schiebroek,2014,40774-2014,"4,747,046","1,093,668","652,169",,"6,389,792",,,,,"176,478","176,478","6,609","43,687","100,110","127,770","26,872","84,784","479,832","136,770","215,949","165,478","518,197","10,249","23,680"
40774,PO,BO3,St. PCO H'berg-Schiebroek,2015,40774-2015,"4,948,055","660,637","577,652",,"6,455,650",,,,,"180,937","180,937","9,932","42,862","90,348","134,765","19,118","38,103","647,541","129,064","267,153",,"573,898","11,253","19,850"
40774,PO,BO3,St. PCO H'berg-Schiebroek,2016,40774-2016,"5,275,119","706,128","586,015",,"6,903,094",,,,,"197,307","197,307","17,114","54,212","75,645","147,191","23,488","28,925","665,129","338,148","248,540","188,047","774,735","8,803","19,694"
40775,PO,BO5,"Jong Leren, stg. conf. onderw.",2012,40775-2012,"23,371,286","897,731","1,097,227","6,252","25,523,011",,,,,"731,693","731,693","460,168","344,095","473,855","634,298","58,061","54,419","2,374,896","651,890","1,128,794","1,317,392","3,098,076","18,043","18,043"
40775,PO,BO5,"Jong Leren, stg. conf. onderw.",2013,40775-2013,"18,623,453","3,514,903","3,311,623","9,543","25,671,150",,,,,"799,028","799,028","431,599","469,601","472,471","620,925","51,479","127,009","2,573,084","646,652","1,110,239","1,072,076","2,828,967","19,020","19,020"
40775,PO,BO5,"Jong Leren, stg. conf. onderw.",2014,40775-2014,"19,326,007","4,399,547","2,683,812","36,249","26,016,087",,,,,"896,598","896,598","395,684","402,715","456,816","611,448","54,499","42,061","2,393,223","867,052","1,199,037","1,044,616","3,110,705","21,329","21,329"
40775,PO,BO5,"Jong Leren, stg. conf. onderw.",2015,40775-2015,"19,384,741","3,203,708","2,325,020","8,646","25,954,561",,,,,"873,238","873,238","525,491","343,534","389,658","580,949","52,352","43,874","2,594,812","858,374","859,522","1,153,090","3,254,584","24,500","24,500"
40775,PO,BO5,"Jong Leren, stg. conf. onderw.",2016,40775-2016,"19,840,613","2,562,995","2,275,263","18,407","26,556,741",,,,,"951,414","951,414","503,045","264,634","430,634","640,145","53,680","187,179","2,744,317","381,398","61,613","1,330,369","3,093,757","27,020","28,020"
40777,PO,BO3,Ver. Chr. Onderwijs Sliedrecht,2012,40777-2012,"3,084,967","644,614","427,270","7,199","4,027,708",,,,,"110,718","110,718","5,300","57,458","55,460","71,085","11,562","10,694","258,390","80,876","155,568","202,422","438,866","4,195","4,195"
40777,PO,BO3,Ver. Chr. Onderwijs Sliedrecht,2013,40777-2013,"2,985,631","637,826","440,539","19,462","4,007,710",,,,,"110,750","110,750","5,422","25,498","67,346","71,299","11,942","6,081","228,907","70,992","159,450","191,683","422,125","4,810","4,810"
40777,PO,BO3,Ver. Chr. Onderwijs Sliedrecht,2014,40777-2014,"3,021,580","747,193","432,679","18,162","4,139,006",,,,,"118,698","118,698","5,557","36,977","68,890","78,928","10,077","5,992","248,660","72,280","148,230","203,110","423,620","4,392","4,392"
40777,PO,BO3,Ver. Chr. Onderwijs Sliedrecht,2015,40777-2015,"3,160,207","739,782","384,057","16,025","4,266,375",,,,,"130,725","130,725","5,618","34,344","63,398","90,733","12,729","15,791","319,952","74,366","1,149","177,106","394,264","4,598","5,808"
40777,PO,BO3,Ver. Chr. Onderwijs Sliedrecht,2016,40777-2016,"3,255,279","666,537","372,769","18,835","4,338,815",,,,,"163,392","163,392","2,826","34,837","66,957","101,110","11,212","27,890","326,275","73,594","2,970","195,680","434,723","4,810","5,128"
40788,PO,BO5,Stichting Arlanta,2012,40788-2012,"7,489,138","1,520,408","1,026,161","89,910","9,933,915",,,,,"243,260","243,260",,"188,944","220,363","253,762","15,869","47,999","726,937","487,045","225,394","443,021","1,155,460",,
40788,PO,BO5,Stichting Arlanta,2013,40788-2013,"7,382,165","1,530,246","1,088,309","26,427","9,730,549",,,,,"264,456","264,456",353,"161,590","218,641","251,726","18,295","25,106","675,709","485,622","236,719","482,323","1,204,664",,
40788,PO,BO5,Stichting Arlanta,2014,40788-2014,"7,509,108","1,717,588","1,088,025","40,211","10,161,101",,,,,"282,734","282,734",62,"57,981","132,008","249,390","21,426","30,023","578,162","475,457","260,485","433,582","1,169,525","9,727","9,727"
40788,PO,BO5,Stichting Arlanta,2015,40788-2015,"6,337,602","1,355,089","782,494","356,377","8,583,131",,,,,"273,389","273,389","2,000","50,760","162,980","225,276","22,061","38,181","781,669","441,946",,"436,015","1,113,416","9,830","9,830"
40788,PO,BO5,Stichting Arlanta,2016,40788-2016,"7,170,315","1,532,875","831,448","643,477","10,156,097",,,,,"315,374","315,374","2,422","77,321","197,377","262,283","26,400","44,982","949,785","476,342",,"387,266","1,114,162","10,125","10,125"
40789,PO,BO4,Ver. P.C. B.o. Ferwerderadeel,2012,40789-2012,"2,517,169","283,182","346,111","161,050","3,529,713",,,,,"105,599","105,599","14,618","84,108","56,091","6,588","7,594","9,344","178,343","221,864","210,426","91,186","523,476","3,979","3,979"
40789,PO,BO4,Ver. P.C. B.o. Ferwerderadeel,2013,40789-2013,"2,421,052","304,631","314,101","194,343","3,371,180",,,,,"123,989","123,989","12,731","129,595","68,928","5,741","9,220","8,954","235,169","127,164","173,176","92,518","392,858","3,521","3,521"
40789,PO,BO4,Ver. P.C. B.o. Ferwerderadeel,2014,40789-2014,"2,515,695","558,233","330,657","72,223","3,335,825",,,,,"107,784","107,784","16,348","69,423","55,855","5,666","10,722","2,996","161,010","147,680","199,831","87,122","434,633","3,626","3,626"
40789,PO,BO4,Ver. P.C. B.o. Ferwerderadeel,2015,40789-2015,"2,406,300","541,462","283,179","123,022","3,280,630",,,,,"124,962","124,962","10,594","154,205","65,403","5,038","19,153","16,335","270,728","131,517","39,208","84,114","407,120","4,707","4,707"
40789,PO,BO4,Ver. P.C. B.o. Ferwerderadeel,2016,40789-2016,"2,510,653","557,068","284,958","144,770","3,327,461",,,,,"134,094","134,094","9,781","33,872","64,165","10,111","10,543","19,706","262,376","101,615","94,947","96,356","395,829","5,863","5,863"
40794,PO,BO3,Ver. Prot.-Chr. Onderw. Tholen,2012,40794-2012,"1,355,313","314,738","182,332",,"1,791,070",,,,,"80,519","80,519","1,074","7,275","33,921","8,907","8,423","3,172","88,272","61,255","74,992","92,389","228,636","4,235","4,235"
40794,PO,BO3,Ver. Prot.-Chr. Onderw. Tholen,2013,40794-2013,"1,317,037","304,850","190,395",,"1,800,341",,,,,"53,211","53,211",537,"6,100","43,573","9,625","7,000","5,097","96,750","51,073","91,845","88,513","231,431","6,007","6,007"
40794,PO,BO3,Ver. Prot.-Chr. Onderw. Tholen,2014,40794-2014,"1,359,291","328,507","192,125",,"1,907,911",,,,,"54,667","54,667",540,"7,592","43,724","9,062","6,532","4,979","89,429","50,419","94,696","89,699","234,814","6,050","6,050"
40794,PO,BO3,Ver. Prot.-Chr. Onderw. Tholen,2015,40794-2015,"1,414,311","327,636","173,270",,"1,876,026",,,,,"56,085","56,085",537,"3,551","31,609","10,085","7,207","7,746","98,243","54,000",577,"92,039","244,251","7,157","7,157"
40794,PO,BO3,Ver. Prot.-Chr. Onderw. Tholen,2016,40794-2016,"1,438,023","326,302","163,173",0,"1,912,440",,,,,"62,338","62,338",220,"3,708","37,528","12,134","7,562","9,536","108,196","57,542","1,673","108,538","275,161","5,515","6,072"
40803,PO,BO6,Onderwijsgroep Perspecto,2012,40803-2012,"17,262,505","2,173,086","2,073,969","183,439","22,075,731",,,,,"835,611","835,611","40,311","81,121","410,226","523,159","57,749","41,372","1,491,793","1,036,252","894,208","858,411","2,788,871","45,848","62,413"
40803,PO,BO6,Onderwijsgroep Perspecto,2013,40803-2013,"15,844,896","1,868,702","1,622,756",,"20,073,994",,,,,"914,515","914,515","84,620","26,267","452,956","507,432","59,571","19,882","1,424,610","693,466","764,773","1,217,692","2,675,931",,
40803,PO,BO6,Onderwijsgroep Perspecto,2014,40803-2014,"12,554,530","3,002,347","2,788,602",,"20,468,412",,,,,"756,869","756,869","57,619","16,960","373,038","468,635","61,593",,"1,051,890","465,527","738,173","539,299","1,742,999",,
40803,PO,BO6,Onderwijsgroep Perspecto,2015,40803-2015,"12,606,763","2,796,558","1,590,027",,"16,864,718",,,,,"1,308,767","1,308,767","68,816","48,151","339,809","466,637","62,366","201,180","1,686,959","432,078","782,878","433,573","1,648,529","16,335","16,335"
40803,PO,BO6,Onderwijsgroep Perspecto,2016,40803-2016,"12,391,569","2,696,118","1,460,742",,"16,877,787",,,,,"613,675","613,675","65,786","100,081","334,981","480,216","28,708","216,813","1,601,585","485,819","440,664","496,222","1,716,101","29,396","29,396"
40804,PO,BO1,Ver. interconfession. onderw.,2012,40804-2012,"345,221","43,363","45,726","10,391","448,887",,,,,"17,809","17,809",,"2,053","5,278","17,345","1,062",600,"26,338","10,090","20,317","9,761","40,168","1,513","1,513"
40804,PO,BO1,Ver. interconfession. onderw.,2013,40804-2013,"324,639","62,058","49,107","12,298","435,269",,,,,"20,200","20,200",,"3,026","6,532","15,642",741,733,"26,674","10,284","23,550","13,762","47,596","1,561","1,561"
40804,PO,BO1,Ver. interconfession. onderw.,2014,40804-2014,"346,088","71,580","48,196","3,932","467,277",,,,,"18,766","18,766",,"3,724","8,080","14,684",816,628,"19,548","11,410","20,436","12,196","44,042","1,518","1,518"
40804,PO,BO1,Ver. interconfession. onderw.,2015,40804-2015,"243,319","31,363","29,750","51,161","421,358",,,,,"17,653","17,653","8,250","3,492","8,770","18,985",832,654,"55,109","10,575","6,249","12,753","48,431","2,238","2,238"
40804,PO,BO1,Ver. interconfession. onderw.,2016,40804-2016,"255,188","65,689","29,809","65,576","436,214",,,,,"17,641","17,641","8,250","6,373","8,437","16,472",579,691,"44,802","11,610","6,172","14,126","53,160","3,449","3,449"
40812,PO,BO6,"Delta, stg. Kath./P.-C. p. o.",2012,40812-2012,"19,029,103","3,921,535","2,556,519","23,027","25,831,118",,,,,"496,912","496,912","482,295","892,979","276,309","339,865","98,889",,"2,090,337","338,562","1,334,394","291,666","1,964,622","17,285","17,285"
40812,PO,BO6,"Delta, stg. Kath./P.-C. p. o.",2013,40812-2013,"18,272,758","3,807,365","2,642,751","44,275","25,100,011",,,,,"462,732","462,732","442,740","750,293","326,567","375,454","50,447","25,097","1,970,598","362,707","1,618,531","649,123","2,630,361","18,410","18,410"
40812,PO,BO6,"Delta, stg. Kath./P.-C. p. o.",2014,40812-2014,"18,187,066","4,294,623","2,559,640","58,858","25,172,012",,,,,"457,170","457,170","274,056","1,171,219","285,829","377,444","51,228","22,792","2,182,568","375,842","1,623,496","252,488","2,251,826","18,286","18,286"
40812,PO,BO6,"Delta, stg. Kath./P.-C. p. o.",2015,40812-2015,"19,113,981","2,707,692","2,274,074","40,139","26,421,371",,,,,"518,361","518,361","417,198","898,841","345,106","336,082","46,220","29,478","2,072,925","463,123","1,832,738","275,282","2,571,143","22,385","24,805"
40812,PO,BO6,"Delta, stg. Kath./P.-C. p. o.",2016,40812-2016,"19,641,924","2,794,345","2,225,215","522,662","26,734,784",,,,,"576,227","576,227","113,274","1,739,448","275,118","345,375","53,772","26,892","2,553,879","516,171","1,675,974","568,030","2,760,175","23,758","25,301"
40814,PO,BO5,STG. PRIMAIR ONDERWIJS CONDOR,2012,40814-2012,"6,610,032","1,274,335","794,691","456,880","8,941,809",,,,,"246,788","246,788","54,497","116,236","162,428","241,480","21,428","73,297","674,247","214,957","502,242","136,717","853,916","9,967","9,967"
40814,PO,BO5,STG. PRIMAIR ONDERWIJS CONDOR,2013,40814-2013,"6,502,962","1,188,159","788,723","335,681","8,561,908",,,,,"244,762","244,762","60,747","125,971","204,823","249,116","22,541","7,479","675,811","193,821","518,112","105,142","817,075","10,262","10,262"
40814,PO,BO5,STG. PRIMAIR ONDERWIJS CONDOR,2014,40814-2014,"5,832,400","1,424,783","841,645","140,598","8,283,947",,,,,"264,598","264,598","61,346","124,600","177,992","268,219","21,061","3,202","661,969","196,371","699,226","104,377","999,974","12,916","12,916"
40814,PO,BO5,STG. PRIMAIR ONDERWIJS CONDOR,2015,40814-2015,"5,655,234","1,381,776","780,973","148,253","8,368,735",,,,,"267,688","267,688","80,451","116,345","151,946","272,965","22,443","6,290","847,481","130,924",,"279,438","654,267","12,113","12,113"
40814,PO,BO5,STG. PRIMAIR ONDERWIJS CONDOR,2016,40814-2016,"6,291,222","823,451","745,526","91,449","8,320,846",,,,,"269,185","269,185","67,613","102,632","149,085","288,883","25,956","29,792","841,526","141,786","71,921","142,842","663,486","3,630","4,961"
40837,PO,SPEC,Stichting Heliomare Onderwijs,2012,40837-2012,"16,320,474","3,383,380","2,133,861","1,170,286","21,347,878",,,,,"341,860","341,860","22,689","180,572","217,000","254,377","45,775","61,843","785,300","1,334,498","558,499","3,213,388","5,255,615","24,987","24,987"
40837,PO,SPEC,Stichting Heliomare Onderwijs,2013,40837-2013,"15,232,115","2,422,672","2,303,500","2,391,536","22,620,732",,,,,"330,747","330,747","467,408","190,123","300,455","292,200","57,798","66,591","1,376,636","1,023,540","889,419","3,089,154","5,061,999","24,987","36,845"
40837,PO,SPEC,Stichting Heliomare Onderwijs,2014,40837-2014,"14,866,472","2,445,484","2,130,218","2,235,752","21,673,505",,,,,"379,586","379,586","103,297","567,201","292,893","274,951","74,555","72,036","1,385,310","858,731","995,506","2,996,222","4,850,459","73,847","90,010"
40837,PO,SPEC,Stichting Heliomare Onderwijs,2015,40837-2015,"14,306,240","2,527,137","1,773,812","2,690,862","21,300,568",,,,,"402,373","402,373","284,793","241,510","224,012","259,252","51,960","67,245","1,129,349","707,422","219,711","3,107,254","4,846,192","75,118","79,253"
40837,PO,SPEC,Stichting Heliomare Onderwijs,2016,40837-2016,"14,431,548","2,534,972","1,687,689","2,657,471","21,700,035",,,,,"446,835","446,835","295,400","153,445","241,916","254,819","55,220","53,802","1,055,870","705,096","168,125",,"4,946,037","102,602","127,159"
40843,PO,BO4,Ver. Prot. Chr. B.O. Rheden,2012,40843-2012,"3,275,463","444,224","425,699","26,883","4,035,929",,,,,"178,068","178,068","5,759","69,798","113,225","121,804","6,160","4,821","321,567","61,464","224,317","172,583","458,364","5,814","5,814"
40843,PO,BO4,Ver. Prot. Chr. B.O. Rheden,2013,40843-2013,"2,932,771","623,928","432,732","51,105","3,983,410",,,,,"177,090","177,090","5,931","75,126","104,625","122,270","6,073","4,829","318,854","76,273","217,816","151,251","445,340","4,301","4,301"
40843,PO,BO4,Ver. Prot. Chr. B.O. Rheden,2014,40843-2014,"3,057,157","691,227","430,153","131,859","4,275,228",,,,,"180,631","180,631","6,074","70,988","75,104","121,236","6,507","14,692","294,601","69,172","240,273","158,574","468,019","4,060","4,060"
40843,PO,BO4,Ver. Prot. Chr. B.O. Rheden,2015,40843-2015,"3,167,553","636,216","369,658","67,273","4,174,174",,,,,"207,787","207,787","6,331","84,565","83,455","125,947","6,607","8,296","315,201","68,484","237,119","173,291","478,894","4,008","4,008"
40843,PO,BO4,Ver. Prot. Chr. B.O. Rheden,2016,40843-2016,"3,026,009","400,518","348,446","122,909","4,107,057",,,,,"180,862","180,862","9,300","86,075","78,496","127,638","6,357","7,424","315,290","67,851","246,387","203,912","518,150","4,001","4,001"
40848,PO,BO4,Stg. kath/interc. PO Gem. S.M.,2012,40848-2012,"6,380,416","1,346,648","856,558","128,308","8,434,923",,,,,"273,309","273,309","16,341","72,887","174,859","199,136","18,752",,"636,975","175,046","340,692","92,664","608,402",,
40848,PO,BO4,Stg. kath/interc. PO Gem. S.M.,2013,40848-2013,"6,349,639","1,336,165","931,706","163,156","8,435,808",,,,,"246,893","246,893","18,273","29,257","208,846","214,649","13,649",,"639,674","243,655","403,555","113,362","760,572",,
40848,PO,BO4,Stg. kath/interc. PO Gem. S.M.,2014,40848-2014,"6,320,412","1,451,009","893,157","214,996","8,497,647",,,,,"406,939","406,939","33,597","33,520","194,552","254,503","14,088",,"685,260","325,234","430,094","101,844","857,172","6,837","6,837"
40848,PO,BO4,Stg. kath/interc. PO Gem. S.M.,2015,40848-2015,"6,207,020","1,282,428","772,493","281,008","8,262,474",,,,,"522,196","522,196","36,905","147,852","179,235","300,920","38,607",,"978,519","333,766","201,597","84,583","855,850","10,435","10,435"
40848,PO,BO4,Stg. kath/interc. PO Gem. S.M.,2016,40848-2016,"6,196,824","870,129","744,108","302,306","8,483,575",,,,,"524,350","524,350","41,141","137,474","220,194","326,231","42,651",,"1,042,691","311,632","205,698","143,069","893,067","11,703","11,703"
40851,PO,BO1,Stichting voor CSO Groningen,2012,40851-2012,"5,707,268","642,068","784,749","321,644","7,649,302",,,,,"139,210","139,210","39,571","138,719","153,142","96,027","18,795","7,715","453,969","223,466","331,334","303,794","858,594","6,661","6,661"
40851,PO,BO1,Stichting voor CSO Groningen,2013,40851-2013,"5,532,985","972,030","799,238","321,818","7,791,405",,,,,"153,230","153,230","42,858","581,054","173,891","100,799","16,835","9,531","924,968","255,839","414,615","156,751","827,205","9,680","9,680"
40851,PO,BO1,Stichting voor CSO Groningen,2014,40851-2014,"5,866,099","1,119,596","816,973","286,473","8,101,219",,,,,"220,910","220,910","29,752","308,288","135,867","129,737","18,790","55,535","677,969","262,975","435,349","157,885","856,209","11,949","11,949"
40851,PO,BO1,Stichting voor CSO Groningen,2015,40851-2015,"6,226,482","1,153,001","746,202","275,690","8,338,978",,,,,"237,372","237,372","34,228","205,719","137,157","127,612","19,109","9,182","533,007","274,707","100,134","234,028","865,935",,
40851,PO,BO1,Stichting voor CSO Groningen,2016,40851-2016,"6,169,823","1,236,390","746,971","402,241","8,478,200",,,,,"216,823","216,823","30,897","144,585","113,907","133,787","27,365","35,814","486,355","256,317","85,312","208,681","823,350","18,406","19,835"
40862,PO,BO4,Ver. voor Chr. Nat. Schoolond.,2012,40862-2012,"2,894,453","726,758","670,438",,"4,176,923",,,,,"116,743","116,743",,"37,408","87,716","124,027","10,517",,"259,668","126,941","161,972","132,521","519,933","10,739","14,361"
40862,PO,BO4,Ver. voor Chr. Nat. Schoolond.,2013,40862-2013,"2,910,277","734,395","701,720",,"4,243,069",,,,,"122,396","122,396",,"32,891","107,671","124,576","10,205",,"275,343","104,486","139,134","93,593","437,246","12,284","20,611"
40862,PO,BO4,Ver. voor Chr. Nat. Schoolond.,2014,40862-2014,"3,026,847","789,012","615,766",,"4,289,841",,,,,"140,681","140,681",,"41,069","90,417","123,086","10,989",,"265,561","117,901","150,604","206,720","573,718","11,846","12,653"
40862,PO,BO4,Ver. voor Chr. Nat. Schoolond.,2015,40862-2015,"3,302,335","767,924","390,768",,"4,445,460",,,,,"137,845","137,845",,"39,821","83,439","132,982","11,431","4,155","385,828","122,231","3,535","134,913","506,440","11,733","14,001"
40862,PO,BO4,Ver. voor Chr. Nat. Schoolond.,2016,40862-2016,"3,532,027","804,699","399,596","8,181","4,633,603",,,,,"126,497","126,497",,"29,807","89,140","128,791","11,044","81,049","530,831","124,190","5,981","170,279","562,786","15,438","15,438"
40865,PO,BO1,Ver. Jenaplanonderwijs Noord,2012,40865-2012,"842,542","182,221","115,245",,"1,089,815",,,,,"19,377","19,377",,"20,852","18,535","33,177","5,922","1,685","80,171","73,959","61,844","33,914","169,717",,
40865,PO,BO1,Ver. Jenaplanonderwijs Noord,2013,40865-2013,"830,218","184,284","123,455",,"1,097,835",,,,,"22,061","22,061",,"23,377","23,900","35,774","4,917","1,707","89,675","78,842","45,283","28,191","152,316",,
40865,PO,BO1,Ver. Jenaplanonderwijs Noord,2014,40865-2014,"846,662","202,240","122,398",,"1,137,065",,,,,"26,939","26,939",,"8,297","23,948","38,449","6,038","3,097","102,544","86,402","64,104","25,214","175,720",,
40865,PO,BO1,Ver. Jenaplanonderwijs Noord,2015,40865-2015,"923,459","123,928","112,579","116,681","1,340,073",,,,,"51,902","51,902","7,548","13,592","23,960","41,262","4,828","-26,940","86,965","57,623","40,520","53,136","151,279","2,300","2,300"
40865,PO,BO1,Ver. Jenaplanonderwijs Noord,2016,40865-2016,"940,380","131,263","108,909","69,116","1,308,253",,,,,"26,806","26,806","8,011","14,144","22,224","44,773","6,543","2,153","120,563","45,638","42,497","65,460","153,595","2,894","2,894"
40874,PO,BO4,SKOPOS,2012,40874-2012,"6,433,792","1,342,605","884,183","313,031","8,733,689",,,,,"217,583","217,583","18,842","75,961","151,643","98,229","21,962",,"1,026,637","259,340","426,730","107,325","793,395",,
40874,PO,BO4,SKOPOS,2013,40874-2013,"6,469,845","1,318,850","962,296","256,570","8,809,711",,,,,"225,952","225,952","11,193","50,153","178,499","128,417","21,573",,"556,913","259,129","457,536","114,207","830,872",,
40874,PO,BO4,SKOPOS,2014,40874-2014,"6,420,037","1,474,143","924,711","173,381","8,626,338",,,,,"189,267","189,267","15,997","56,181","169,943","113,990","22,009","3,334","577,365","299,314","438,386","125,651","863,351","6,213","6,213"
40874,PO,BO4,SKOPOS,2015,40874-2015,"6,344,254","1,271,688","799,635","324,095","8,696,319",,,,,"205,858","205,858","22,666","34,620","187,013","114,775","17,467",,"661,976","330,542","255,372","95,424","867,323","12,221","12,221"
40874,PO,BO4,SKOPOS,2016,40874-2016,"6,245,410","811,588","748,752","117,716","8,412,728",,,,,"226,353","226,353","43,460","26,218","159,429","113,329","30,410",,"658,281","312,266","260,486","142,846","964,128","11,478","11,478"
40876,PO,SPEC,Stichting Respont,2012,40876-2012,"14,874,337","2,872,229","2,037,608","500,804","20,359,469",,,,,"460,639","460,639","170,041","114,868","271,234","287,965","40,595","48,677","933,380","527,651","789,210","1,053,148","2,933,794","5,473","5,473"
40876,PO,SPEC,Stichting Respont,2013,40876-2013,"14,925,887","2,741,842","2,171,141","348,276","20,058,125",,,,,"479,539","479,539","159,578","338,304","319,307","295,513","37,053","58,890","1,208,645","515,010","799,782","858,434","2,173,226","10,910","10,910"
40876,PO,SPEC,Stichting Respont,2014,40876-2014,"14,424,430","2,999,738","2,070,948","831,337","20,122,226",,,,,"464,585","464,585","181,643","139,238","305,921","297,041","37,773","191,862","1,256,794","501,571","860,768","689,873","2,052,212","17,091","17,091"
40876,PO,SPEC,Stichting Respont,2015,40876-2015,"14,517,625","2,899,073","1,751,014","1,090,298","19,920,089",,,,,"437,545","437,545","215,427","145,097","299,075","303,984","29,098","226,246","1,560,471","480,534",,"380,063","1,680,765","27,209","27,209"
