BEVOEGD_GEZAGNUMMER,JAAR,key,BEVOEGD_GEZAGNAAM,POSTCODE_BEVOEGD_GEZAG,EENPITTER,AANTAL_LEERLINGEN,CATEGORIE_BESTUUROMVANG,AANTAL_GEWICHTLEERLINGEN,GEMIDDELD_LEERLINGGEWICHT,AANDEEL_APCG_LEERLINGEN,AANDEEL_LWOO_LEERLINGEN,AANTAL_VOLTIJDLEERLINGEN,AANTAL_DEELTIJDLEERLINGEN,AANTAL_LEERLINGEN_VBO_GROEN,AANTAL_BOL_LEERLINGEN,AANTAL_BOL_DEELTIJDLEERLINGEN,AANTAL_BBL_LEERLINGEN,AANDEEL_LEERLINGEN_RANDSTAD,OMVANG_FORMATIE_TOTAAL,OMVANG_FORMATIE_MANAGER,OMVANG_FORMATIE_OP,OMVANG_FORMATIE_LIO,OMVANG_FORMATIE_OOP_OBP,OMVANG_FORMATIE_ONBEKEND,LEERLING_LERAAR_RATIO,GEWOGEN_DEELNEMER_LERAAR_RATIO,OMVANG_FORMATIE_OP_LA,OMVANG_FORMATIE_OP_LB,OMVANG_FORMATIE_OP_LC,OMVANG_FORMATIE_OP_LD,OMVANG_FORMATIE_OP_LE,OMVANG_FORMATIE_OP_OVERIG,AANDEEL_FORMATIE_OP_LA,AANDEEL_FORMATIE_OP_LB,AANDEEL_FORMATIE_OP_LC,AANDEEL_FORMATIE_OP_LD,AANDEEL_FORMATIE_OP_LE,AANDEEL_FORMATIE_OP_OVERIG,STREEFPERCENTAGE_FORMATIE_OP_LA,STREEFPERCENTAGE_FORMATIE_OP_LB,STREEFPERCENTAGE_FORMATIE_OP_LC,STREEFPERCENTAGE_FORMATIE_OP_LD,STREEFPERCENTAGE_FORMATIE_OP_LE,STREEFPERCENTAGE_FORMATIE_OP_OVERIG,OMVANG_FORMATIE_OP_BRUTSAL,LOONSOM_OP_BRUTSAL,GEMIDDELDE_LOONSOM_OP_BRUTSAL,Solvabiliteit I(%),Solvabiliteit II(%),Rentabiliteit(%),Liquiditeit (current ratio)(%),Liquiditeit (quick ratio)(%),Weerstandsvermogen exclusief materiÔle vaste activa(%),Weerstandsvermogen(%),Personeelslasten / rijksbijdragen(%),Personeelslasten / totaal baten plus financiÔle baten(%),Personeelslasten / totaal lasten plus financiÔle lasten(%),Voorzieningen / totaal baten plus financiÔle baten(%),Rijksbijdragen / totaal baten plus financiÔle baten(%),Overige overheidsbijdragen en -subsidies / totaal baten plus financiÔle baten(%),Huisvestingsratio(%),Kapitalisatiefactor(%),Algemene reserve / totaal baten plus financiÔle baten,Investeringen inventaris en apparatuur / totaal baten plus financiÔle baten(%),Netto werkkapitaal(%),Aantal instellingen,Variatie in LB
42561,2012,42561-2012,Stichting Poolsterscholen,7242,0,1997,2,2089.4,1,0,0,0,0,0,0,0,0,,123.1,12.3,102.2,0,8.6,0,19.5,,82.8,19.4,0,0,0,0,81,19,0,0,0,0,,,,,,,102.25,316233.3,3092.83,0.8,0.82,0.06,3.82,3.82,0.25,0.38,0.83,0.79,0.84,0.01,0.95,0.03,0.06,0.47,0.29,0.01,0.25,10,1.253616989
42561,2013,42561-2013,Stichting Poolsterscholen,7242,0,1908,2,1989,1,0,0,0,0,0,0,0,0,,118.2,9.4,99.5,1,8.3,0,19.2,,77.6,21.9,0,0,0,0,78,22,0,0,0,0,,,,,,,99.51,306246.8,3077.4,0.81,0.82,0.04,4.21,4.21,0.3,0.42,0.82,0.79,0.82,0.01,0.96,0.02,0.08,0.52,0.29,0.01,0.29,10,1.508825886
42561,2014,42561-2014,Stichting Poolsterscholen,7242,0,1755,2,1823.7,1,0,0,0,0,0,0,0,0,,113,9.3,94.6,0,9.1,0,18.5,,73.8,20.8,0,0,0,0,78,22,0,0,0,0,58,40,2,0,0,0,94.63,295967.77,3127.61,0.8,0.81,-0.02,3.92,3.92,0.29,0.43,0.87,0.85,0.83,0.01,0.97,0.01,0.07,0.54,0.32,0.02,0.29,10,1.458157132
42561,2015,42561-2015,Stichting Poolsterscholen,7242,0,1684,2,1736.8,1,0,0,0,0,0,0,0,0,,107,9.3,88.5,0,9.3,0,19,,68.4,20.1,0,0,0,0,77.3,22.7,0,0,0,0,,,,,,,88.47,282261.01,3190.59,0.8,0.84,0,4.43,4.43,0.29,0.43,0.84,0.81,0.81,0.02,0.97,0.01,0.08,0.54,0.32,0.02,0.3,10,1.265306287
42561,2016,42561-2016,Stichting Poolsterscholen,7242,0,1621,2,1663,1,0,0,0,0,0,0,0,0,,117,9.3,95,2,10.7,0,17.1,,73.1,21.9,0,0,0,0,77,23,0,0,0,0,,,,,,,95,313525.67,3300.38,0.64,0.69,-0.03,2.47,2.47,0.27,0.4,0.85,0.83,0.8,0.03,0.97,0.01,0.08,0.63,0.32,0.02,0.29,10,1.701274032
42562,2012,42562-2012,Stg. Openb. Primair Onderwijs Hendrik-Ido-Ambacht,3342,0,1231,2,1297.3,1.1,0,0,0,0,0,0,0,0,,66.6,3,60.1,0,3.6,0,20.5,,48.5,11.6,0,0,0,0,80.7,19.3,0,0,0,0,,,,,,,60.07,177087.24,2948.04,0.67,0.76,0.02,2.39,2.39,0.15,0.38,0.84,0.79,0.8,0.05,0.95,0.01,0.06,0.55,0.38,0.04,0.19,3,1.709775814
42562,2013,42562-2013,Stg. Openb. Primair Onderwijs Hendrik-Ido-Ambacht,3342,0,1266,2,1327.2,1,0,0,0,0,0,0,0,0,,69.4,3,61.7,0,4.7,0,20.5,,50.2,11.5,0,0,0,0,81.4,18.6,0,0,0,0,,,,,,,61.68,183641.93,2977.29,0.7,0.76,0.02,2.45,2.45,0.17,0.38,0.81,0.77,0.78,0.03,0.95,0.01,0.1,0.52,0.38,0.02,0.19,3,1.767295486
42562,2014,42562-2014,Stg. Openb. Primair Onderwijs Hendrik-Ido-Ambacht,3342,0,1311,2,1379.7,1.1,0,0,0,0,0,0,0,0,,72.3,3,65.2,0,4.1,0,20.1,,55.2,10,0,0,0,0,84.6,15.4,0,0,0,0,58,40,2,0,0,0,65.2,193917.03,2974.03,0.73,0.8,0,2.69,2.69,0.17,0.37,0.87,0.82,0.82,0.03,0.94,0.02,0.05,0.47,0.37,0.02,0.17,3,1.855622088
42562,2015,42562-2015,Stg. Openb. Primair Onderwijs Hendrik-Ido-Ambacht,3342,0,1398,2,1474.2,1.1,0,0,0,0,0,0,0,0,,72.2,3,65.8,0,3.4,0,21.3,,55.6,10.1,0,0,0,0,84.6,15.4,0,0,0,0,,,,,,,65.78,198224.89,3013.62,0.73,0.8,0.04,2.97,2.97,0.19,0.38,0.8,0.78,0.81,0.04,0.97,0,0.08,0.49,0.34,0.03,0.2,3,1.975685535
42562,2016,42562-2016,Stg. Openb. Primair Onderwijs Hendrik-Ido-Ambacht,3342,0,1475,2,1552.7,1.1,0,0,0,0,0,0,0,0,,81.2,3,73.6,1,3.6,0,20,,54.7,18.9,0,0,0,0,74.3,25.7,0,0,0,0,,,,,,,73.59,229645.84,3120.52,0.69,0.78,0.08,3.01,3.01,0.24,0.43,0.75,0.74,0.8,0.05,0.98,-0.01,0.08,0.59,0.4,0.03,0.27,3,1.913983629
42567,2012,42567-2012,Stichting Openbaar Onderwijs Wijk bij Duurstede,3962,0,969,2,1035.9,1.1,0,0,0,0,0,0,0,0,,57.7,8.4,45.6,0,3.6,0,21.2,,35,10.6,0,0,0,0,76.8,23.2,0,0,0,0,,,,,,,45.64,138338.24,3030.81,0.74,0.86,0,5.47,5.47,0.38,0.51,0.86,0.81,0.8,0.08,0.94,0,0.06,0.69,0.22,0.05,0.44,5,1.852025918
42567,2013,42567-2013,Stichting Openbaar Onderwijs Wijk bij Duurstede,3962,0,930,2,983.7,1.1,0,0,0,0,0,0,0,0,,56.7,7.8,44.4,0,4.5,0,21,,33.2,11.1,0,0,0,0,74.9,25.1,0,0,0,0,,,,,,,44.37,136547.78,3077.82,0.72,0.84,-0.02,4.82,4.82,0.34,0.48,0.85,0.81,0.79,0.08,0.95,0,0.06,0.67,0.46,0.04,0.4,5,1.934424979
42567,2014,42567-2014,Stichting Openbaar Onderwijs Wijk bij Duurstede,3962,0,893,2,947.3,1.1,0,0,0,0,0,0,0,0,,55.4,7.6,42.8,0,5,0,20.9,,30.2,12.6,0,0,0,0,70.5,29.5,0,0,0,0,58,40,2,0,0,0,42.81,134387.08,3138.8,0.72,0.85,-0.04,4.96,4.96,0.32,0.47,0.89,0.86,0.82,0.09,0.96,0,0.06,0.65,0.44,0.02,0.39,5,1.82428068
42567,2015,42567-2015,Stichting Openbaar Onderwijs Wijk bij Duurstede,3962,0,871,2,918.4,1.1,0,0,0,0,0,0,0,0,,52.1,6.1,43.1,0,3,0,20.2,,31.4,11.6,0,0,0,0,73,27,0,0,0,0,,,,,,,43.07,135826.65,3153.77,0.67,0.85,-0.04,4.97,4.97,0.27,0.42,0.84,0.82,0.79,0.11,0.98,0,0.09,0.62,0.39,0.02,0.38,5,1.495660389
42567,2016,42567-2016,Stichting Openbaar Onderwijs Wijk bij Duurstede,3962,0,866,2,913.4,1.1,0,0,0,0,0,0,0,0,,52.9,7.3,41.7,0,3.9,0,20.7,,30.4,11.3,0,0,0,0,72.9,27.1,0,0,0,0,,,,,,,41.74,137726.4,3299.31,0.66,0.83,0.02,4.55,4.55,0.29,0.44,0.8,0.77,0.79,0.12,0.97,0,0.07,0.66,0.41,0.04,0.39,5,1.42583309
42569,2012,42569-2012,Stg. Openbaar Basisonderwijs Alblasserdam,2951,0,585,2,657,1.1,0,0,0,0,0,0,0,0,,32.2,1.8,29.7,0,0.7,0,19.7,,20.1,9.6,0,0,0,0,67.6,32.4,0,0,0,0,,,,,,,29.7,94904.29,3195.79,0.52,0.68,0,2.41,2.41,0.08,0.17,0.88,0.82,0.82,0.05,0.94,0.02,0.06,0.31,0.13,0,0.13,2,1.767766953
42569,2013,42569-2013,Stg. Openbaar Basisonderwijs Alblasserdam,2951,0,573,2,641.1,1.1,0,0,0,0,0,0,0,0,,32,1.8,28.8,0,1.4,0,19.9,,19.5,9.3,0,0,0,0,67.7,32.3,0,0,0,0,,,,,,,28.84,91651.81,3178.48,0.54,0.72,0.05,2.8,2.8,0.13,0.2,0.8,0.77,0.81,0.07,0.96,0.01,0.08,0.38,0.2,0.01,0.19,2,1.979898987
42569,2014,42569-2014,Stg. Openbaar Basisonderwijs Alblasserdam,2951,0,567,2,630.9,1.1,0,0,0,0,0,0,0,0,,31,1.8,28,0,1.2,0,20.2,,18.7,9.3,0,0,0,0,66.7,33.3,0,0,0,0,58,40,2,0,0,0,28.01,90701.55,3238.76,0.65,0.81,0.06,4.35,4.35,0.2,0.27,0.8,0.76,0.81,0.07,0.95,0,0.07,0.42,0.27,0.01,0.26,2,1.979898987
42569,2015,42569-2015,Stg. Openbaar Basisonderwijs Alblasserdam,2951,0,557,2,608.6,1.1,0,0,0,0,0,0,0,0,,30.9,2,27.4,0,1.5,0,20.4,,16.5,10.9,0,0,0,0,60.3,39.7,0,0,0,0,,,,,,,27.36,89751.24,3280.6,0.71,0.78,0.03,3.76,3.76,0.24,0.29,0.76,0.7,0.73,0.03,0.92,0.06,0.16,0.4,0.29,0.01,0.25,2,2.757716447
42569,2016,42569-2016,Stg. Openbaar Basisonderwijs Alblasserdam,2951,0,546,2,602.1,1.1,0,0,0,0,0,0,0,0,,31.8,1,29.3,0,1.5,0,18.6,,18.5,10.8,0,0,0,0,63.1,36.9,0,0,0,0,,,,,,,29.34,95993.4,3272.04,0.72,0.81,0.04,4.01,4.01,0.23,0.33,0.8,0.77,0.8,0.04,0.97,0,0.08,0.46,0.33,0.04,0.27,2,2.2627417
42570,2012,42570-2012,Mantum onderwijs,3132,0,597,2,612.9,1,0,0,0,0,0,0,0,0,,36.5,4,27.7,0,4.8,0,21.5,,22.7,5,0,0,0,0,81.9,18.1,0,0,0,0,,,,,,,27.71,76957.5,2777.42,0.67,0.83,0.03,4.25,4.25,0.27,0.44,0.81,0.76,0.78,0.1,0.94,0.01,0.06,0.63,0.09,0.03,0.36,4,0.320156212
42570,2013,42570-2013,Mantum onderwijs,3132,0,618,2,628.2,1,0,0,0,0,0,0,0,0,,41.5,4,32.2,0,5.3,0,19.2,,27.2,5,0,0,0,0,84.5,15.5,0,0,0,0,,,,,,,32.16,89214.82,2774.14,0.65,0.8,0.02,3.94,3.94,0.29,0.42,0.83,0.78,0.79,0.1,0.94,0.01,0.06,0.63,0.1,0.01,0.37,4,0.288675135
42570,2014,42570-2014,Mantum onderwijs,3132,0,599,2,608.9,1,0,0,0,0,0,0,0,0,,42.6,3.9,31,0,7.7,0,19.3,,26,5,0,0,0,0,83.8,16.2,0,0,0,0,58,40,2,0,0,0,30.98,86925.13,2805.41,0.52,0.66,-0.05,2.26,2.26,0.23,0.37,0.91,0.86,0.81,0.1,0.94,0.01,0.05,0.71,0.04,0.05,0.31,4,0.450924975
42570,2015,42570-2015,Mantum onderwijs,3132,0,581,2,588.5,1,0,0,0,0,0,0,0,0,,42.3,3.9,32.3,0,6.2,0,18,,28.1,4.2,0,0,0,0,87.1,12.9,0,0,0,0,,,,,,,32.26,90243.06,2797.3,0.55,0.71,0,2.65,2.65,0.23,0.36,0.84,0.8,0.8,0.1,0.95,0.01,0.06,0.65,0.04,0.02,0.31,4,0.675771164
42570,2016,42570-2016,Mantum onderwijs,3132,0,595,2,601.9,1,0,0,0,0,0,0,0,0,,38.8,3.9,28.4,0,6.5,0,20.9,,24.6,3.8,0,0,0,0,86.6,13.4,0,0,0,0,,,,,,,28.41,85120.34,2996.57,0.65,0.83,0,3.56,3.56,0.16,0.36,0.84,0.79,0.79,0.1,0.94,0,0.06,0.55,0.03,0.04,0.24,4,0.359397644
42577,2012,42577-2012,Stichting Katholiek Onderwijs Maasdal,6097,0,711,2,729,1,0,0,0,0,0,0,0,0,,39.5,3,35.9,0,0.5,0,19.8,,29.1,6.9,0,0,0,0,80.9,19.1,0,0,0,0,,,,,,,35.93,110094.7,3063.87,0.64,0.75,0.01,2.64,2.64,0.11,0.23,0.83,0.78,0.79,0.04,0.94,0.01,0.05,0.36,0.2,0,0.15,4,1.453730832
42577,2013,42577-2013,Stichting Katholiek Onderwijs Maasdal,6097,0,649,2,661.6,1,0,0,0,0,0,0,0,0,,34.8,1,33.8,0,0,0,19.2,,28.1,5.6,0,0,0,0,83.4,16.6,0,0,0,0,,,,,,,33.76,104559.62,3097,0.72,0.79,0.06,3.2,3.2,0.17,0.3,0.79,0.78,0.82,0.03,0.98,0.01,0.05,0.42,0.24,0.01,0.2,4,1.890326251
42577,2014,42577-2014,Stichting Katholiek Onderwijs Maasdal,6097,0,631,2,640.9,1,0,0,0,0,0,0,0,0,,33.2,1,32.2,0,0,0,19.6,,25.6,6.6,0,0,0,0,79.5,20.5,0,0,0,0,58,40,2,0,0,0,32.23,101371.71,3144.83,0.75,0.81,0.03,3.77,3.77,0.22,0.36,0.81,0.8,0.82,0.03,0.99,0.01,0.05,0.48,0.36,0.02,0.25,4,0.680685929
42577,2015,42577-2015,Stichting Katholiek Onderwijs Maasdal,6097,0,587,2,597.8,1,0,0,0,0,0,0,0,0,,31.3,1,30.3,0,0,0,19.4,,22.1,8.2,0,0,0,0,73.1,26.9,0,0,0,0,,,,,,,30.3,97963.38,3233.3,0.69,0.84,0.03,4.89,4.89,0.25,0.39,0.74,0.73,0.76,0.09,0.99,0,0.11,0.56,0.39,0.02,0.34,4,1.223042654
42577,2016,42577-2016,Stichting Katholiek Onderwijs Maasdal,6097,0,553,2,561.1,1,0,0,0,0,0,0,0,0,,29.8,0,29.8,0,0,0,18.6,,21.9,7.9,0,0,0,0,73.6,26.4,0,0,0,0,,,,,,,29.76,99886.59,3356.04,0.64,0.79,0.01,3.93,3.93,0.29,0.39,0.81,0.79,0.8,0.09,0.98,0,0.07,0.62,0.39,0.01,0.37,4,0.645497224
42587,2012,42587-2012,Stichting voor Christelijk Nationaal Schoolonderw Ede eo,6717,0,2921,3,3079.4,1.1,0,0,0,0,0,0,0,0,,161.6,15.4,137.3,0,8.9,0,21.3,,113,24.3,0,0,0,0,82.3,17.7,0,0,0,0,,,,,,,137.32,429985.32,3131.21,0.42,0.7,-0.07,2.37,2.37,0.05,0.16,0.94,0.87,0.82,0.1,0.92,0.01,0.08,0.37,0.16,0.02,0.15,13,3.102046471
42587,2013,42587-2013,Stichting voor Christelijk Nationaal Schoolonderw Ede eo,6717,0,2836,3,2986.6,1.1,0,0,0,0,0,0,0,0,,165.7,15.7,140.1,0,9.9,0,20.2,,112.8,27.3,0,0,0,0,80.5,19.5,0,0,0,0,,,,,,,140.05,439163.71,3135.73,0.54,0.73,0.09,2.84,2.84,0.15,0.24,0.82,0.74,0.81,0.09,0.9,0,0.08,0.45,0.24,0.01,0.23,13,3.270052256
42587,2014,42587-2014,Stichting voor Christelijk Nationaal Schoolonderw Ede eo,6717,0,2781,3,2915.1,1,0,0,0,0,0,0,0,0,,154.5,14.7,131.7,0,8,0,21.1,,105.8,25.9,0,0,0,0,80.4,19.6,0,0,0,0,58,40,2,0,0,0,131.7,416635.12,3163.55,0.54,0.7,0,2.59,2.59,0.17,0.27,0.84,0.8,0.8,0.08,0.95,0.01,0.08,0.49,0.27,0.01,0.23,13,3.233113357
42587,2015,42587-2015,Stichting voor Christelijk Nationaal Schoolonderw Ede eo,6717,0,2717,3,2841.8,1,0,0,0,0,0,0,0,0,,152.1,13.4,131.1,0,7.6,0,20.7,,103.5,27.5,0,0,0,0,79,21,0,0,0,0,,,,,,,131.08,422652.04,3224.41,0.53,0.69,0.02,2.62,2.62,0.2,0.29,0.8,0.78,0.8,0.09,0.97,0.01,0.1,0.54,0.29,0.01,0.27,13,3.403359685
42587,2016,42587-2016,Stichting voor Christelijk Nationaal Schoolonderw Ede eo,6717,0,2667,3,2773.8,1,0,0,0,0,0,0,0,0,,150.7,10.6,131.9,0,8.2,0,20.2,,106.1,25.8,0,0,0,0,80.4,19.6,0,0,0,0,,,,,,,131.86,437249.72,3316.03,0.52,0.68,0.04,2.6,2.6,0.23,0.33,0.79,0.77,0.8,0.1,0.98,0,0.09,0.62,0.33,0.02,0.32,13,2.599587879
42596,2012,42596-2012,"De Meent, Stg. v. P.C.P.O. id gemeente Elburg",8081,0,1215,2,1278.9,1.1,0,0,0,0,0,0,0,0,,75.6,7.7,62,0,5.9,0,19.6,,51.6,10.5,0,0,0,0,83.1,16.9,0,0,0,0,,,,,,,62.01,184697.59,2978.5,0.65,0.78,0,2.51,2.51,0.1,0.28,0.86,0.82,0.82,0.06,0.96,0.01,0.05,0.4,0.19,0.01,0.15,5,0.282842712
42596,2013,42596-2013,"De Meent, Stg. v. P.C.P.O. id gemeente Elburg",8081,0,1181,2,1239.2,1,0,0,0,0,0,0,0,0,,69.6,6.7,56.7,0,6.1,0,20.8,,42.7,14,0,0,0,0,75.4,24.6,0,0,0,0,,,,,,,56.7,171910.32,3031.78,0.68,0.81,0.03,3.24,3.24,0.15,0.31,0.82,0.79,0.82,0.06,0.96,0.01,0.05,0.42,0.2,0.01,0.19,5,1.109954954
42596,2014,42596-2014,"De Meent, Stg. v. P.C.P.O. id gemeente Elburg",8081,0,1126,2,1176.7,1,0,0,0,0,0,0,0,0,,68.6,5.4,56.7,0,6.5,0,19.9,,42.7,14.1,0,0,0,0,75.2,24.8,0,0,0,0,58,40,2,0,0,0,56.72,176904.25,3119.02,0.65,0.78,-0.03,2.83,2.83,0.12,0.29,0.89,0.86,0.83,0.06,0.97,0.01,0.04,0.41,0.18,0.01,0.18,5,0.84083292
42596,2015,42596-2015,"De Meent, Stg. v. P.C.P.O. id gemeente Elburg",8081,0,1106,2,1147.7,1,0,0,0,0,0,0,0,0,,65.2,4.2,53.8,0,7.1,0,20.5,,37.3,16.3,0.3,0,0,0,69.2,30.2,0.6,0,0,0,,,,,,,53.85,173704.04,3225.72,0.7,0.8,0.03,3.31,3.31,0.16,0.31,0.86,0.82,0.85,0.04,0.96,0,0.03,0.4,0.23,0.01,0.2,5,0.912688337
42596,2016,42596-2016,"De Meent, Stg. v. P.C.P.O. id gemeente Elburg",8081,0,1049,2,1089.8,1,0,0,0,0,0,0,0,0,,64.6,5,52.1,0,7.4,0,20.1,,37.5,14,0.7,0,0,0,71.8,26.8,1.4,0,0,0,,,,,,,52.14,172497.97,3308.27,0.73,0.84,0.05,4.56,4.56,0.23,0.36,0.8,0.77,0.82,0.06,0.97,0,0.06,0.46,0.29,0.01,0.28,5,0.640312424
42600,2012,42600-2012,Stichting voor Protestants Christelijk Onderwijs Dronten-Zeewolde,8251,0,2278,2,2317.9,1,0,0,0,0,0,0,0,0,,140.1,12.9,118.4,0,8.8,0,19.2,,92.7,25.8,0,0,0,0,78.2,21.8,0,0,0,0,,,,,,,118.41,368831.4,3114.88,0.46,0.59,0,1.31,1.31,0,0.14,0.87,0.83,0.83,0.04,0.95,0,0.06,0.29,0.06,0.01,0.04,9,1.702938637
42600,2013,42600-2013,Stichting voor Protestants Christelijk Onderwijs Dronten-Zeewolde,8251,0,2303,2,2344.4,1,0,0,0,0,0,0,0,0,,138.3,10.7,118.5,0,9,0,19.4,,90.7,27.8,0,0,0,0,76.5,23.5,0,0,0,0,,,,,,,118.51,371066.41,3131.17,0.53,0.65,0.02,1.47,1.47,0.01,0.15,0.86,0.81,0.82,0.03,0.94,0.01,0.06,0.28,0.08,0.03,0.05,9,2.231466882
42600,2014,42600-2014,Stichting voor Protestants Christelijk Onderwijs Dronten-Zeewolde,8251,0,2228,2,2266.4,1,0,0,0,0,0,0,0,0,,134.2,10.5,113.5,0,10.1,0,19.6,,80.7,32.8,0,0,0,0,71.1,28.9,0,0,0,0,58,40,2,0,0,0,113.49,364350.07,3210.42,0.48,0.58,-0.02,1.29,1.29,0.01,0.14,0.89,0.85,0.84,0.03,0.96,0,0.07,0.29,0.07,0.01,0.04,9,2.835930182
42600,2015,42600-2015,Stichting voor Protestants Christelijk Onderwijs Dronten-Zeewolde,8251,0,2182,2,2221.6,1,0,0,0,0,0,0,0,0,,130.2,10.9,109.1,0,10.3,0,20,,73.3,35.4,0.4,0,0,0,67.2,32.5,0.4,0,0,0,,,,,,,109.08,355891.9,3262.55,0.56,0.65,0.03,1.66,1.66,0.04,0.17,0.83,0.78,0.8,0.03,0.94,0,0.08,0.29,0.09,0.01,0.07,9,3.312476415
42600,2016,42600-2016,Stichting voor Protestants Christelijk Onderwijs Dronten-Zeewolde,8251,0,2127,2,2168.1,1,0,0,0,0,0,0,0,0,,127.9,10.1,106.2,0,11.6,0,20,,70.2,35.4,0.6,0,0,0,66.1,33.3,0.6,0,0,0,,,,,,,106.21,358190.22,3372.36,0.6,0.68,0.02,1.76,1.76,0.05,0.18,0.83,0.79,0.81,0.02,0.96,0,0.08,0.3,0.1,0.02,0.07,9,3.225204559
42604,2012,42604-2012,Stichting voor Christelijk Basisonderwijs De Greiden,8759,0,1210,2,1214.8,1,0,0,0,0,0,0,0,0,,94.6,13.3,75.1,0,6.3,0,16.1,,72.6,2.5,0,0,0,0,96.7,3.3,0,0,0,0,,,,,,,75.06,233983.66,3117.3,0.76,0.79,0,2.27,2.27,0.26,0.35,0.93,0.84,0.83,0.01,0.9,0.02,0.05,0.44,0.12,0.01,0.12,13,0.371587033
42604,2013,42604-2013,Stichting voor Christelijk Basisonderwijs De Greiden,8759,0,1129,2,1133.5,1,0,0,0,0,0,0,0,0,,94.5,12.2,77.3,0,5.1,0,14.6,,74.7,2.5,0,0,0,0,96.7,3.3,0,0,0,0,,,,,,,77.25,242479.19,3138.78,0.76,0.79,0.02,2.52,2.52,0.28,0.37,0.89,0.81,0.82,0.02,0.91,0.02,0.05,0.47,0.11,0.01,0.15,13,0.379608435
42604,2014,42604-2014,Stichting voor Christelijk Basisonderwijs De Greiden,8759,0,1099,2,1108.3,1,0,0,0,0,0,0,0,0,,88.9,11.8,72,0,5,0,15.3,,66.9,5.1,0,0,0,0,92.9,7.1,0,0,0,0,58,40,2,0,0,0,72.04,231161.25,3208.9,0.79,0.82,0.01,3.28,3.28,0.32,0.41,0.89,0.84,0.83,0.02,0.95,0.02,0.05,0.5,0.11,0.01,0.21,13,0.595603551
42604,2015,42604-2015,Stichting voor Christelijk Basisonderwijs De Greiden,8759,0,1021,2,1028.2,1,0,0,0,0,0,0,0,0,,87.1,11.7,70.2,0,5.2,0,14.5,,61.5,8.7,0,0,0,0,87.5,12.5,0,0,0,0,,,,,,,70.22,228061.08,3247.74,0.79,0.82,-0.03,3.03,3.03,0.29,0.4,0.88,0.85,0.83,0.01,0.97,0,0.05,0.48,0.12,0.01,0.19,13,1.013372132
42604,2016,42604-2016,Stichting voor Christelijk Basisonderwijs De Greiden,8759,0,974,2,982.1,1,0,0,0,0,0,0,0,0,,82.4,11.9,66,0,4.5,0,14.8,,54.7,11.3,0,0,0,0,82.9,17.1,0,0,0,0,,,,,,,65.98,225337.07,3415.47,0.81,0.84,0.01,3.41,3.41,0.31,0.4,0.86,0.84,0.84,0.02,0.97,0,0.05,0.48,0.13,0.01,0.19,13,1.11963822
42607,2012,42607-2012,Stg. voor Ger. Prim. Onderwijs NoorderBasis,9804,0,2374,2,2389.9,1,0,0,0,0,0,0,0,0,,160.8,16.9,120.4,1,22.5,0,19.7,,93,27.4,0,0,0,0,77.2,22.8,0,0,0,0,,,,,,,120.39,375083.62,3115.64,0.64,0.68,0.02,1.53,1.53,0.06,0.26,0.9,0.82,0.84,0.01,0.92,0.04,0.06,0.3,0.18,0,0.07,16,2.651747482
42607,2013,42607-2013,Stg. voor Ger. Prim. Onderwijs NoorderBasis,9804,0,2389,2,2407.9,1,0,0,0,0,0,0,0,0,,158.7,15.7,119.2,0,23.8,0,20,,92.5,26.7,0,0,0,0,77.6,22.4,0,0,0,0,,,,,,,119.2,373669.41,3134.68,0.73,0.75,0.08,2.35,2.35,0.15,0.33,0.84,0.78,0.85,0.01,0.93,0.02,0.06,0.37,0.26,0.02,0.15,16,1.909462163
42607,2014,42607-2014,Stg. voor Ger. Prim. Onderwijs NoorderBasis,9804,0,2394,2,2418.6,1,0,0,0,0,0,0,0,0,,161.3,14.9,122.9,0,23.5,0,19.5,,94.9,28,0,0,0,0,77.2,22.8,0,0,0,0,58,40,2,0,0,0,122.89,385802.1,3139.29,0.8,0.82,0.06,3.47,3.47,0.22,0.4,0.85,0.79,0.84,0.01,0.93,0.03,0.05,0.41,0.33,0.02,0.22,16,2.077391527
42607,2015,42607-2015,Stg. voor Ger. Prim. Onderwijs NoorderBasis,9804,0,2390,2,2408,1,0,0,0,0,0,0,0,0,,166.6,12.2,127,0,27.4,0,18.8,,97,30,0,0,0,0,76.4,23.6,0,0,0,0,,,,,,,127.05,401899.63,3163.43,0.82,0.84,0.06,4.08,4.08,0.26,0.43,0.84,0.8,0.85,0.01,0.96,0.01,0.05,0.45,0,0.02,0.26,16,1.985832171
42607,2016,42607-2016,Stg. voor Ger. Prim. Onderwijs NoorderBasis,9804,0,2390,2,2411.3,1,0,0,0,0,0,0,0,0,,164.1,14.5,125.7,0,23.9,0,19,,100.9,24.5,0.3,0,0,0,80.3,19.5,0.2,0,0,0,,,,,,,125.73,406437.43,3232.74,0.81,0.83,0.02,3.63,3.63,0.24,0.44,0.88,0.84,0.85,0.01,0.95,0.01,0.06,0.45,0,0.02,0.24,16,2.115272816
42610,2012,42610-2012,Stichting ARCHIPEL SCHOLEN,4384,0,3002,3,3386.6,1.1,0,0,0,0,0,0,0,0,,206.5,15.5,179.3,0,11.7,0,16.7,,158.7,20.6,0,0,0,0,88.5,11.5,0,0,0,0,,,,,,,179.33,562726.69,3138,0.44,0.49,0,1.31,1.31,0.04,0.14,0.9,0.85,0.85,0.02,0.95,0.01,0.06,0.31,0.12,0.01,0.05,14,1.043978022
