BEVOEGD_GEZAGNUMMER,JAAR,key,BEVOEGD_GEZAGNAAM,POSTCODE_BEVOEGD_GEZAG,EENPITTER,AANTAL_LEERLINGEN,CATEGORIE_BESTUUROMVANG,AANTAL_GEWICHTLEERLINGEN,GEMIDDELD_LEERLINGGEWICHT,AANDEEL_APCG_LEERLINGEN,AANDEEL_LWOO_LEERLINGEN,AANTAL_VOLTIJDLEERLINGEN,AANTAL_DEELTIJDLEERLINGEN,AANTAL_LEERLINGEN_VBO_GROEN,AANTAL_BOL_LEERLINGEN,AANTAL_BOL_DEELTIJDLEERLINGEN,AANTAL_BBL_LEERLINGEN,AANDEEL_LEERLINGEN_RANDSTAD,OMVANG_FORMATIE_TOTAAL,OMVANG_FORMATIE_MANAGER,OMVANG_FORMATIE_OP,OMVANG_FORMATIE_LIO,OMVANG_FORMATIE_OOP_OBP,OMVANG_FORMATIE_ONBEKEND,LEERLING_LERAAR_RATIO,GEWOGEN_DEELNEMER_LERAAR_RATIO,OMVANG_FORMATIE_OP_LA,OMVANG_FORMATIE_OP_LB,OMVANG_FORMATIE_OP_LC,OMVANG_FORMATIE_OP_LD,OMVANG_FORMATIE_OP_LE,OMVANG_FORMATIE_OP_OVERIG,AANDEEL_FORMATIE_OP_LA,AANDEEL_FORMATIE_OP_LB,AANDEEL_FORMATIE_OP_LC,AANDEEL_FORMATIE_OP_LD,AANDEEL_FORMATIE_OP_LE,AANDEEL_FORMATIE_OP_OVERIG,STREEFPERCENTAGE_FORMATIE_OP_LA,STREEFPERCENTAGE_FORMATIE_OP_LB,STREEFPERCENTAGE_FORMATIE_OP_LC,STREEFPERCENTAGE_FORMATIE_OP_LD,STREEFPERCENTAGE_FORMATIE_OP_LE,STREEFPERCENTAGE_FORMATIE_OP_OVERIG,OMVANG_FORMATIE_OP_BRUTSAL,LOONSOM_OP_BRUTSAL,GEMIDDELDE_LOONSOM_OP_BRUTSAL,Solvabiliteit I(%),Solvabiliteit II(%),Rentabiliteit(%),Liquiditeit (current ratio)(%),Liquiditeit (quick ratio)(%),Weerstandsvermogen exclusief materiÔle vaste activa(%),Weerstandsvermogen(%),Personeelslasten / rijksbijdragen(%),Personeelslasten / totaal baten plus financiÔle baten(%),Personeelslasten / totaal lasten plus financiÔle lasten(%),Voorzieningen / totaal baten plus financiÔle baten(%),Rijksbijdragen / totaal baten plus financiÔle baten(%),Overige overheidsbijdragen en -subsidies / totaal baten plus financiÔle baten(%),Huisvestingsratio(%),Kapitalisatiefactor(%),Algemene reserve / totaal baten plus financiÔle baten,Investeringen inventaris en apparatuur / totaal baten plus financiÔle baten(%),Netto werkkapitaal(%),Aantal instellingen,Variatie in LB
40934,2012,40934-2012,"Vivente, Stichting voor Christel. Prim. Onderwijs",8024,0,4167,3,4358.7,1,0,0,0,0,0,0,0,0,,232.2,17.9,196.1,0,18.2,0,21.2,,164.2,31.9,0,0,0,0,83.7,16.3,0,0,0,0,,,,,,,196.1,587950.86,2998.29,0.47,0.62,0.04,1.67,1.67,0.04,0.16,0.85,0.8,0.83,0.05,0.93,0.01,0.07,0.35,0.07,0.01,0.09,13,4.181546325
40934,2013,40934-2013,"Vivente, Stichting voor Christel. Prim. Onderwijs",8024,0,4183,3,4354.3,1,0,0,0,0,0,0,0,0,,234.3,18.6,196.3,0,19.4,0,21.3,,164,32.3,0,0,0,0,83.6,16.4,0,0,0,0,,,,,,,196.26,593424.78,3023.62,0.59,0.69,0.1,2.35,2.35,0.15,0.25,0.81,0.76,0.84,0.04,0.94,0.01,0.08,0.43,0.18,0.01,0.18,13,3.913634942
40934,2014,40934-2014,"Vivente, Stichting voor Christel. Prim. Onderwijs",8024,0,4057,3,4209.7,1,0,0,0,0,0,0,0,0,,238,19.2,194.6,0,24.2,0,20.8,,160.1,34.5,0,0,0,0,82.3,17.7,0,0,0,0,58,40,2,0,0,0,194.62,601305.06,3089.65,0.61,0.69,0,2.4,2.4,0.16,0.26,0.9,0.85,0.84,0.04,0.94,0,0.07,0.43,0.18,0.01,0.19,13,3.829160812
40934,2015,40934-2015,"Vivente, Stichting voor Christel. Prim. Onderwijs",8024,0,3949,3,4089.4,1,0,0,0,0,0,0,0,0,,239.7,19,194.3,0,26.5,0,20.3,,162.2,31.1,1,0,0,0,83.5,16,0.5,0,0,0,,,,,,,194.27,609760.38,3138.65,0.62,0.74,-0.02,2.79,2.79,0.14,0.24,0.88,0.86,0.84,0.05,0.97,0.01,0.07,0.39,0.24,0.01,0.18,13,3.60847598
40934,2016,40934-2016,"Vivente, Stichting voor Christel. Prim. Onderwijs",8024,0,3885,3,3995.4,1,0,0,0,0,0,0,0,0,,222.2,13.1,188.2,0,21,0,20.6,,159.3,27.9,1,0,0,0,84.7,14.8,0.5,0,0,0,,,,,,,188.17,616533.15,3276.48,0.59,0.72,0,2.45,2.45,0.12,0.24,0.86,0.83,0.83,0.05,0.96,0.01,0.08,0.4,0.16,0.04,0.16,13,2.931751155
40941,2012,40941-2012,"De Oude Vrijheid', St. Kath. Onderw. Hilvarenbeek",5081,0,1196,2,1224.5,1,0,0,0,0,0,0,0,0,,86.8,7.1,69.6,2.6,7.5,0,17.2,,61.9,7.7,0,0,0,0,88.9,11.1,0,0,0,0,,,,,,,69.61,215487.84,3095.71,0.73,0.8,0,3.3,3.3,0.18,0.32,0.89,0.84,0.84,0.03,0.95,0.01,0.04,0.44,0.23,0.02,0.2,6,0.989949494
40941,2013,40941-2013,"De Oude Vrijheid', St. Kath. Onderw. Hilvarenbeek",5081,0,1168,2,1195.3,1,0,0,0,0,0,0,0,0,,79.3,7.1,64.9,0,7.3,0,18,,52.9,12,0,0,0,0,81.5,18.5,0,0,0,0,,,,,,,64.9,204438.77,3150.09,0.69,0.75,0.01,2.59,2.59,0.16,0.32,0.88,0.83,0.84,0.03,0.95,0.02,0.05,0.47,0.24,0.04,0.18,6,1.037304198
40941,2014,40941-2014,"De Oude Vrijheid', St. Kath. Onderw. Hilvarenbeek",5081,0,1141,2,1171.3,1,0,0,0,0,0,0,0,0,,75.5,5.8,62.1,0,7.6,0,18.4,,47.4,14.7,0,0,0,0,76.3,23.7,0,0,0,0,58,40,2,0,0,0,62.12,201657.37,3246.5,0.72,0.8,0,3.17,3.17,0.18,0.33,0.93,0.85,0.84,0.03,0.92,0.02,0.04,0.45,0.23,0.02,0.2,6,1.345734
40941,2015,40941-2015,"De Oude Vrijheid', St. Kath. Onderw. Hilvarenbeek",5081,0,1132,2,1164.7,1,0,0,0,0,0,0,0,0,,73.7,6.6,59.7,0,7.4,0,19,,43.9,15.8,0,0,0,0,73.6,26.4,0,0,0,0,,,,,,,59.68,197113.5,3302.63,0.69,0.78,-0.03,2.81,2.81,0.14,0.3,0.9,0.86,0.84,0.04,0.96,0.01,0.04,0.42,0.21,0.02,0.17,6,1.155277744
40941,2016,40941-2016,"De Oude Vrijheid', St. Kath. Onderw. Hilvarenbeek",5081,0,1086,2,1120.5,1,0,0,0,0,0,0,0,0,,70.4,6.6,57.1,0,6.7,0,19,,42.2,14.9,0,0,0,0,74,26,0,0,0,0,,,,,,,57.07,195194.13,3420.26,0.7,0.76,0.01,2.74,2.74,0.16,0.29,0.85,0.8,0.81,0.02,0.94,0.01,0.05,0.41,0.21,0.01,0.18,6,0.875023809
40945,2012,40945-2012,CORDEO,3833,0,2970,3,2999.4,1,0,0,0,0,0,0,0,0,,181.1,15.9,145.9,0,19.3,0,20.4,,116.9,29,0,0,0,0,80.1,19.9,0,0,0,0,,,,,,,145.89,438785.78,3007.75,0.53,0.67,0.05,1.81,1.81,0.04,0.15,0.81,0.76,0.8,0.04,0.94,0,0.06,0.28,0.09,0.02,0.07,15,2.532305971
40945,2013,40945-2013,CORDEO,3833,0,3020,3,3049.4,1,0,0,0,0,0,0,0,0,,177.5,15.5,141.3,0,20.8,0,21.4,,109.9,31.2,0,0,0,0.2,77.8,22.1,0,0,0,0.2,,,,,,,141.27,427348.93,3025.01,0.62,0.72,0.07,2.43,2.43,0.11,0.21,0.81,0.76,0.82,0.03,0.94,0,0.06,0.34,0.15,0.01,0.14,15,2.453583813
40945,2014,40945-2014,CORDEO,3833,0,3036,3,3074.1,1,0,0,0,0,0,0,0,0,,181.7,17.3,143.8,0,20.6,0,21.1,,108.1,35.5,0,0,0,0.2,75.2,24.7,0,0,0,0.2,58,40,2,0,0,0,143.78,440011.61,3060.24,0.59,0.71,-0.01,2.27,2.27,0.1,0.21,0.88,0.82,0.81,0.04,0.93,0.01,0.08,0.35,0.15,0.02,0.13,15,2.317468827
40945,2015,40945-2015,CORDEO,3833,0,3106,3,3137.2,1,0,0,0,0,0,0,0,0,,180.9,15.3,145.6,0,20.1,0,21.3,,110.3,35.1,0,0,0,0.2,75.7,24.1,0,0,0,0.2,,,,,,,145.59,453502.13,3114.93,0.55,0.73,0.01,2.59,2.59,0.1,0.21,0.82,0.78,0.79,0.07,0.95,0,0.1,0.38,0.15,0.02,0.16,15,2.10442461
40945,2016,40945-2016,CORDEO,3833,0,2025,2,2046.9,1,0,0,0,0,0,0,0,0,,120.5,11.1,95.9,0,13.5,0,21.1,,72.3,23.7,0,0,0,0,75.3,24.7,0,0,0,0,,,,,,,95.93,312789.88,3260.62,0.52,0.73,-0.02,2.53,2.53,0.08,0.19,0.84,0.8,0.79,0.08,0.95,0,0.1,0.37,0.14,0.01,0.16,15,2.101922197
40946,2012,40946-2012,Stichting voor Chr. Prim. Onderw. CHRONO,7773,0,3029,3,3121.4,1,0,0,0,0,0,0,0,0,,181,18.5,148,0,14.5,0,20.5,,131.1,16.9,0,0,0,0,88.6,11.4,0,0,0,0,,,,,,,68.5,191672.84,2797.98,0.7,0.76,0,2.97,2.97,0.19,0.31,0.9,0.86,0.86,0.03,0.95,0,0.05,0.44,0.28,0.02,0.21,14,3.071249164
40946,2013,40946-2013,Stichting voor Chr. Prim. Onderw. CHRONO,7773,0,2988,3,3078.9,1,0,0,0,0,0,0,0,0,,179.5,17.5,147.3,0,14.7,0,20.3,,122,25.2,0,0,0,0,82.9,17.1,0,0,0,0,,,,,,,147.27,456141.69,3097.36,0.72,0.77,0.06,3.23,3.23,0.24,0.35,0.85,0.81,0.86,0.03,0.95,0,0.06,0.49,0.31,0.01,0.25,14,3.16215719
40946,2014,40946-2014,Stichting voor Chr. Prim. Onderw. CHRONO,7773,0,2939,3,3030.2,1,0,0,0,0,0,0,0,0,,187.7,18.6,154.2,0,14.8,0,19.1,,127.6,26.6,0,0,0,0,82.8,17.2,0,0,0,0,58,40,2,0,0,0,154.22,485922.11,3150.87,0.74,0.8,-0.02,3.61,3.61,0.23,0.35,0.91,0.88,0.86,0.03,0.96,0.01,0.06,0.47,0.33,0.01,0.25,14,3.196128611
40946,2015,40946-2015,Stichting voor Chr. Prim. Onderw. CHRONO,7773,0,2863,3,2948.5,1,0,0,0,0,0,0,0,0,,185.3,16.7,153.2,0,15.5,0,18.7,,124.9,28.2,0,0,0,0,81.6,18.4,0,0,0,0,,,,,,,153.18,491166.52,3206.53,0.69,0.81,-0.01,3.78,3.78,0.2,0.33,0.85,0.83,0.82,0.05,0.98,0.01,0.08,0.47,0.31,0.02,0.25,14,3.102257243
40946,2016,40946-2016,Stichting voor Chr. Prim. Onderw. CHRONO,7773,0,2817,3,2903.4,1,0,0,0,0,0,0,0,0,,192.3,16.4,159.8,0,16,0,17.6,,130.7,29.1,0,0,0,0,81.8,18.2,0,0,0,0,,,,,,,159.84,531517.13,3325.27,0.66,0.8,0.02,3.84,3.84,0.21,0.33,0.83,0.81,0.82,0.07,0.98,0.01,0.08,0.49,0.28,0.02,0.28,14,3.303504633
40947,2012,40947-2012,Stg. Kath. Bijzonder Onderwijs Oisterwijk/Moergestel,5061,0,1685,2,1735.4,1,0,0,0,0,0,0,0,0,,100.8,11.7,78.5,3,7.7,0,21.5,,68,10.5,0,0,0,0,86.6,13.4,0,0,0,0,,,,,,,78.47,240617.79,3066.21,0.66,0.84,0.02,2.26,2.26,0.21,0.37,0.89,0.84,0.84,0.1,0.94,0.01,0.05,0.56,0.37,0.05,0.11,6,2.77067982
40947,2013,40947-2013,Stg. Kath. Bijzonder Onderwijs Oisterwijk/Moergestel,5061,0,1647,2,1700.4,1,0,0,0,0,0,0,0,0,,101.5,10.7,81.2,1.2,8.4,0,20.3,,69.5,11.7,0,0,0,0,85.6,14.4,0,0,0,0,,,,,,,81.19,250146.82,3080.88,0.66,0.83,0.03,2.47,2.47,0.2,0.39,0.86,0.81,0.83,0.09,0.95,0,0.05,0.58,0.35,0.05,0.15,6,2.119299076
40947,2014,40947-2014,Stg. Kath. Bijzonder Onderwijs Oisterwijk/Moergestel,5061,0,1666,2,1721.8,1,0,0,0,0,0,0,0,0,,96.6,10.5,77.1,1,8,0,21.6,,59.7,17.4,0,0,0,0,77.5,22.5,0,0,0,0,58,40,2,0,0,0,77.09,243013.63,3152.53,0.63,0.82,-0.06,1.18,1.18,0.13,0.35,0.92,0.88,0.82,0.1,0.95,0,0.05,0.55,0.32,0.05,0.02,6,1.621580652
40947,2015,40947-2015,Stg. Kath. Bijzonder Onderwijs Oisterwijk/Moergestel,5061,0,1635,2,1686.9,1,0,0,0,0,0,0,0,0,,96,9.5,78.1,0,8.4,0,20.9,,61.9,16.2,0,0,0,0,79.3,20.7,0,0,0,0,,,,,,,78.07,249739.37,3198.72,0.6,0.82,-0.03,1.59,1.59,0.1,0.3,0.88,0.85,0.82,0.11,0.96,0.01,0.07,0.5,0.28,0.02,0.05,6,1.984703408
40947,2016,40947-2016,Stg. Kath. Bijzonder Onderwijs Oisterwijk/Moergestel,5061,0,1608,2,1668.3,1,0,0,0,0,0,0,0,0,,89.1,8.6,70.7,0,9.8,0,22.7,,52.3,18.4,0,0,0,0,74,26,0,0,0,0,,,,,,,70.72,237101.14,3352.85,0.6,0.83,0.01,2.1,2.1,0.13,0.3,0.83,0.79,0.8,0.11,0.95,0.01,0.06,0.5,0.27,0,0.09,6,2.356349073
40950,2012,40950-2012,Stichting Kath. Onderw. Flevoland-Veluwe,8224,0,6803,3,7165.4,1.1,0,0,0,0,0,0,0,0,,409.9,41.7,333.9,2,32.3,0,20.4,,271.1,62.8,0,0,0,0,81.2,18.8,0,0,0,0,,,,,,,333.89,992677.8,2973.1,0.6,0.73,0,2.38,2.38,0.09,0.22,0.87,0.83,0.82,0.05,0.95,0.01,0.06,0.35,0.19,0.02,0.14,28,1.35066724
40950,2013,40950-2013,Stichting Kath. Onderw. Flevoland-Veluwe,8224,0,6823,3,7161.4,1,0,0,0,0,0,0,0,0,,440.6,41.9,353.6,1.5,43.6,0,19.3,,282.4,71.2,0,0,0,0,79.9,20.1,0,0,0,0,,,,,,,353.6,1053579.66,2979.6,0.64,0.77,0.04,2.88,2.88,0.12,0.25,0.83,0.79,0.82,0.05,0.96,0.01,0.07,0.38,0.18,0.02,0.17,28,1.819974641
40950,2014,40950-2014,Stichting Kath. Onderw. Flevoland-Veluwe,8224,0,6862,3,7202.5,1,0,0,0,0,0,0,0,0,,442.6,43.5,363.2,0,35.9,0,18.9,,288,75.1,0,0,0,0,79.3,20.7,0,0,0,0,58,40,2,0,0,0,363.19,1093438.14,3010.67,0.59,0.71,-0.01,2.29,2.29,0.1,0.25,0.86,0.83,0.82,0.05,0.96,0.01,0.06,0.4,0.18,0.02,0.15,28,1.824477445
40950,2015,40950-2015,Stichting Kath. Onderw. Flevoland-Veluwe,8224,0,6867,3,7204.5,1,0,0,0,0,0,0,0,0,,448.6,43.9,365.5,0.5,38.8,0,18.8,,288.3,77.2,0,0,0,0,78.9,21.1,0,0,0,0,,,,,,,365.45,1120049.29,3064.84,0.58,0.76,-0.01,2.56,2.56,0.08,0.22,0.85,0.82,0.81,0.07,0.97,0.01,0.09,0.37,0.17,0.02,0.14,28,2.018998087
40950,2016,40950-2016,Stichting Kath. Onderw. Flevoland-Veluwe,8224,0,6960,3,7288.8,1,0,0,0,0,0,0,0,0,,458.7,42.7,372.9,0,43.1,0,18.7,,289.6,83.4,0,0,0,0,77.6,22.4,0,0,0,0,,,,,,,372.94,1186544.39,3181.64,0.57,0.76,0,2.52,2.52,0.07,0.22,0.83,0.81,0.82,0.07,0.98,0.01,0.08,0.36,0.17,0.03,0.14,28,2.047591823
40959,2012,40959-2012,Primas-Scholengroep,4371,0,1093,2,1131.1,1,0,0,0,0,0,0,0,0,,82.5,8.6,69,0,4.9,0,15.8,,51.1,17.9,0,0,0,0,74.1,25.9,0,0,0,0,,,,,,,68.98,221730.7,3214.21,0.63,0.7,0.02,2.64,2.64,0.14,0.25,0.88,0.84,0.85,0.03,0.95,0.01,0.04,0.39,0.2,0.02,0.17,9,0.647645308
40959,2013,40959-2013,Primas-Scholengroep,4371,0,993,2,1032.9,1,0,0,0,0,0,0,0,0,,78.9,8.6,66.4,0,3.9,0,15,,50.4,16.1,0,0,0,0,75.8,24.2,0,0,0,0,,,,,,,66.41,214667.42,3232.51,0.67,0.72,0.04,3.12,3.12,0.2,0.29,0.85,0.81,0.84,0.03,0.95,0.01,0.05,0.43,0.24,0.01,0.22,9,0.866666667
40959,2014,40959-2014,Primas-Scholengroep,4371,0,911,2,965.3,1.1,0,0,0,0,0,0,0,0,,76,8.6,63.7,0,3.7,0,14.3,,43.4,20.3,0,0,0,0,68.1,31.9,0,0,0,0,58,40,2,0,0,0,63.69,210670.03,3307.51,0.67,0.74,-0.01,3.13,3.13,0.2,0.31,0.89,0.86,0.85,0.03,0.96,0.01,0.05,0.44,0.26,0.01,0.23,9,0.844097151
40959,2015,40959-2015,Primas-Scholengroep,4371,0,818,2,850.4,1,0,0,0,0,0,0,0,0,,76.9,8.6,64.3,0,4,0,12.7,,44.4,19.9,0,0,0,0,69.1,30.9,0,0,0,0,,,,,,,64.31,215598.97,3352.55,0.66,0.74,-0.01,3.23,3.23,0.21,0.3,0.88,0.85,0.84,0.04,0.97,0.01,0.05,0.45,0.27,0.02,0.25,9,0.742368582
40959,2016,40959-2016,Primas-Scholengroep,4371,0,824,2,863.6,1,0,0,0,0,0,0,0,0,,79.6,8.5,66.1,0,5,0,12.5,,46.1,19,1,0,0,0,69.8,28.7,1.5,0,0,0,,,,,,,66.09,227063.96,3435.59,0.67,0.75,0,3.45,3.45,0.22,0.3,0.89,0.87,0.87,0.04,0.98,0.01,0.04,0.44,0.27,0,0.26,9,1.021980648
40967,2012,40967-2012,"Sophia Scholen, Stg v Kath PC en Alg Bijz BO in de Duin- en Bollenstreek",2215,0,7988,3,8165.6,1,0,0,0,0,0,0,0,0,,488,44,417.1,0,26.8,0,19.2,,373.3,43.8,0,0,0,0,89.5,10.5,0,0,0,0,,,,,,,352.17,1073577.29,3048.42,0.59,0.65,0.01,1.42,1.42,0.06,0.23,0.87,0.81,0.82,0.03,0.94,0.04,0.06,0.37,0.2,0.03,0.06,30,1.176342471
40967,2013,40967-2013,"Sophia Scholen, Stg v Kath PC en Alg Bijz BO in de Duin- en Bollenstreek",2215,0,7768,3,7938.1,1,0,0,0,0,0,0,0,0,,466.9,41.3,401.2,0,24.5,0,19.4,,330.5,70.6,0,0,0,0,82.4,17.6,0,0,0,0,,,,,,,401.17,1251563.73,3119.81,0.65,0.73,0.03,1.93,1.93,0.09,0.26,0.84,0.79,0.81,0.03,0.94,0.04,0.07,0.38,0.23,0.02,0.1,30,1.79457676
40967,2014,40967-2014,"Sophia Scholen, Stg v Kath PC en Alg Bijz BO in de Duin- en Bollenstreek",2215,0,7530,3,7719,1,0,0,0,0,0,0,0,0,,456.1,40.2,394,0,21.9,0,19.1,,307.4,86.6,0,0,0,0,78,22,0,0,0,0,58,40,2,0,0,0,394.02,1253460.49,3181.22,0.63,0.71,-0.04,1.56,1.56,0.03,0.23,0.89,0.84,0.81,0.03,0.94,0.03,0.07,0.34,0.2,0.03,0.06,30,1.889051942
40967,2015,40967-2015,"Sophia Scholen, Stg v Kath PC en Alg Bijz BO in de Duin- en Bollenstreek",2215,0,7447,3,7624.3,1,0,0,0,0,0,0,0,0,,450.6,35.2,392.8,0,22.6,0,19,,298.7,94.1,0,0,0,0,76,24,0,0,0,0,,,,,,,392.79,1267392.51,3226.62,0.51,0.63,-0.05,1.1,1.1,-0.02,0.18,0.89,0.85,0.81,0.04,0.96,0.01,0.08,0.32,0.15,0.02,0.01,30,2.23006881
40967,2016,40967-2016,"Sophia Scholen, Stg v Kath PC en Alg Bijz BO in de Duin- en Bollenstreek",2215,0,7217,3,7402.4,1,0,0,0,0,0,0,0,0,,390.1,30.4,346.2,0,13.5,0,20.8,,269.1,77.1,0,0,0,0,77.7,22.3,0,0,0,0,,,,,,,346.19,1156305.84,3340.04,0.51,0.68,0.02,1.77,1.77,0.04,0.19,0.82,0.79,0.81,0.06,0.96,0.01,0.08,0.35,0.18,0.01,0.09,30,1.927683978
40969,2012,40969-2012,St. Samenwerkende Basisscholen Alkemade,2377,0,1369,2,1446.4,1.1,0,0,0,0,0,0,0,0,,75.4,5.9,64.8,0,4.7,0,21.1,,59.2,5.7,0,0,0,0,91.3,8.7,0,0,0,0,,,,,,,28.14,80109.36,2846.78,0.72,0.79,0.02,3.99,3.99,0.31,0.4,0.85,0.82,0.83,0.04,0.96,0.02,0.05,0.56,0.32,0.01,0.34,5,0.342052628
40969,2013,40969-2013,St. Samenwerkende Basisscholen Alkemade,2377,0,1321,2,1382.2,1,0,0,0,0,0,0,0,0,,70.8,5.6,62.5,0,2.6,0,21.1,,53.3,9.3,0,0,0,0,85.2,14.8,0,0,0,0,,,,,,,62.51,196562.59,3144.57,0.7,0.8,0.03,4.38,4.38,0.35,0.42,0.83,0.8,0.82,0.06,0.96,0.02,0.07,0.6,0.36,0,0.4,5,0.512835256
40969,2014,40969-2014,St. Samenwerkende Basisscholen Alkemade,2377,0,1272,2,1331.1,1,0,0,0,0,0,0,0,0,,65.1,5.4,57.9,0,1.8,0,22,,48.5,9.4,0,0,0,0,83.7,16.3,0,0,0,0,58,40,2,0,0,0,57.94,186444.35,3217.77,0.67,0.82,-0.04,4.6,4.6,0.33,0.41,0.9,0.87,0.83,0.09,0.97,0.01,0.05,0.61,0.35,0.01,0.41,5,0.870057469
40969,2015,40969-2015,St. Samenwerkende Basisscholen Alkemade,2377,0,1257,2,1304.1,1,0,0,0,0,0,0,0,0,,64.7,4.8,57.8,0,2,0,21.7,,41.7,15.6,0.6,0,0,0,72.1,26.9,1,0,0,0,,,,,,,57.85,186134.6,3217.59,0.65,0.82,-0.01,4.6,4.6,0.3,0.39,0.82,0.81,0.8,0.1,0.98,0.01,0.07,0.6,0.33,0.02,0.4,5,0.80311892
40969,2016,40969-2016,St. Samenwerkende Basisscholen Alkemade,2377,0,1237,2,1286.5,1,0,0,0,0,0,0,0,0,,73.1,7.6,61.3,0,4.2,0,20.2,,43.9,16.4,1,0,0,0,71.6,26.8,1.6,0,0,0,,,,,,,61.29,204316.53,3333.71,0.66,0.84,-0.02,5.06,5.06,0.25,0.36,0.84,0.82,0.8,0.1,0.98,0.01,0.06,0.55,0.36,0.05,0.34,5,1.086278049
40971,2012,40971-2012,"Stichting Tangent, Palet van basisscholen en peuterspeelz",5026,0,4821,3,5396.7,1.1,0,0,0,0,0,0,0,0,,348.5,24.4,280.1,3,41,0,17.2,,256.5,23.6,0,0,0,0,91.6,8.4,0,0,0,0,,,,,,,280.09,853905.04,3048.71,0.65,0.76,-0.01,1.36,1.36,0.2,0.38,0.93,0.88,0.86,0.07,0.95,0.02,0.05,0.52,0.3,0.01,0.05,16,1.215301746
40971,2013,40971-2013,"Stichting Tangent, Palet van basisscholen en peuterspeelz",5026,0,4791,3,5377.8,1.1,0,0,0,0,0,0,0,0,,337.6,24.5,270.2,5,37.9,0,17.7,,238.7,31.6,0,0,0,0,88.3,11.7,0,0,0,0,,,,,,,270.22,830171.78,3072.19,0.69,0.82,0.04,1.69,1.69,0.23,0.35,0.87,0.82,0.84,0.07,0.94,0.03,0.06,0.51,0.28,0.02,0.06,16,1.269579983
40971,2014,40971-2014,"Stichting Tangent, Palet van basisscholen en peuterspeelz",5026,0,4711,3,5257,1.1,0,0,0,0,0,0,0,0,,336.2,23.5,271.3,2.5,38.9,0,17.4,,233.6,37.7,0,0,0,0,86.1,13.9,0,0,0,0,58,40,2,0,0,0,271.29,840357.39,3097.62,0.65,0.77,-0.04,1.04,1.04,0.19,0.34,0.94,0.89,0.85,0.06,0.95,0.01,0.06,0.51,0.26,0.02,0.01,16,1.367174702
40971,2015,40971-2015,"Stichting Tangent, Palet van basisscholen en peuterspeelz",5026,0,4752,3,5319.9,1.1,0,0,0,0,0,0,0,0,,343.6,23.4,279.2,0,41.1,0,17,,221.7,57.5,0,0,0,0,79.4,20.6,0,0,0,0,,,,,,,279.18,877866.83,3144.45,0.67,0.76,-0.02,0.86,0.86,0.1,0.29,0.95,0.86,0.84,0.04,0.9,0.04,0.06,0.39,0.23,0.03,-0.02,16,1.400223196
40971,2016,40971-2016,"Stichting Tangent, Palet van basisscholen en peuterspeelz",5026,0,4667,3,5192.9,1.1,0,0,0,0,0,0,0,0,,350.4,26.3,277.7,0,46.4,0,16.8,,220.8,56.9,0,0,0,0,79.5,20.5,0,0,0,0,,,,,,,277.68,902565.96,3250.4,0.64,0.74,0,0.94,0.94,0.09,0.27,0.93,0.85,0.84,0.04,0.91,0.04,0.07,0.38,0.21,0.01,-0.01,16,1.226308825
40972,2012,40972-2012,Stichting primair onderwijs Fluvius,6825,0,4000,3,4098.1,1,0,0,0,0,0,0,0,0,,236.1,15.2,203,0,17.9,0,19.7,,170.4,32.7,0,0,0,0,83.9,16.1,0,0,0,0,,,,,,,203.02,625408.55,3080.48,0.27,0.35,0,0.49,0.49,-0.07,0.05,0.88,0.82,0.82,0.01,0.93,0.01,0.07,0.17,0.03,0.01,-0.06,15,5.091983078
40972,2013,40972-2013,Stichting primair onderwijs Fluvius,6825,0,3980,3,4058.9,1,0,0,0,0,0,0,0,0,,226.7,13.9,195.1,0,17.7,0,20.4,,161.5,33.7,0,0,0,0,82.8,17.2,0,0,0,0,,,,,,,195.11,607432.84,3113.26,0.41,0.47,0.04,0.95,0.95,-0.01,0.08,0.85,0.8,0.83,0.01,0.94,0.01,0.06,0.2,0.07,0,-0.01,15,4.206641574
40972,2014,40972-2014,Stichting primair onderwijs Fluvius,6825,0,4010,3,4075.7,1,0,0,0,0,0,0,0,0,,226.6,14.4,196.7,0,15.5,0,20.4,,162.8,33.9,0,0,0,0,82.8,17.2,0,0,0,0,58,40,2,0,0,0,196.73,622298.81,3163.19,0.38,0.44,-0.02,0.78,0.78,-0.03,0.07,0.88,0.84,0.83,0.01,0.95,0,0.07,0.19,0.06,0.01,-0.02,15,3.734144257
40972,2015,40972-2015,Stichting primair onderwijs Fluvius,6825,0,3968,3,4020.8,1,0,0,0,0,0,0,0,0,,219.6,14.2,190,0,15.3,0,20.9,,157.9,32.1,0,0,0,0,83.1,16.9,0,0,0,0,,,,,,,189.98,607280.04,3196.56,0.4,0.48,0.01,1.05,1.05,-0.01,0.08,0.84,0.81,0.82,0.02,0.96,0.01,0.07,0.2,0.07,0.01,0.01,15,3.2
40972,2016,40972-2016,Stichting primair onderwijs Fluvius,6825,0,3961,3,4007.8,1,0,0,0,0,0,0,0,0,,218.8,14.8,187.9,0,16.2,0,21.1,,156,31.8,0,0,0,0,83.1,16.9,0,0,0,0,,,,,,,187.87,623689.97,3319.73,0.42,0.54,0.01,1.29,1.29,0.01,0.08,0.86,0.82,0.82,0.02,0.95,0,0.08,0.2,0.08,0.01,0.03,15,2.832078153
