,ONDERWIJSSECTOR,JAAR,BEVOEGD_GEZAGNUMMER,BEVOEGD_GEZAGNAAM,POSTCODE_BEVOEGD_GEZAG,EENPITTER,AANTAL_LEERLINGEN,CATEGORIE_BESTUUROMVANG,AANTAL_GEWICHTLEERLINGEN,GEMIDDELD_LEERLINGGEWICHT,AANDEEL_APCG_LEERLINGEN,AANDEEL_LWOO_LEERLINGEN,AANTAL_VOLTIJDLEERLINGEN,AANTAL_DEELTIJDLEERLINGEN,AANTAL_LEERLINGEN_VBO_GROEN,AANTAL_BOL_LEERLINGEN,AANTAL_BOL_DEELTIJDLEERLINGEN,AANTAL_BBL_LEERLINGEN,AANDEEL_LEERLINGEN_RANDSTAD,OMVANG_FORMATIE_TOTAAL,OMVANG_FORMATIE_MANAGER,OMVANG_FORMATIE_OP,OMVANG_FORMATIE_LIO,OMVANG_FORMATIE_OOP_OBP,OMVANG_FORMATIE_ONBEKEND,LEERLING_LERAAR_RATIO,GEWOGEN_DEELNEMER_LERAAR_RATIO,OMVANG_FORMATIE_OP_LA,OMVANG_FORMATIE_OP_LB,OMVANG_FORMATIE_OP_LC,OMVANG_FORMATIE_OP_LD,OMVANG_FORMATIE_OP_LE,OMVANG_FORMATIE_OP_OVERIG,AANDEEL_FORMATIE_OP_LA,AANDEEL_FORMATIE_OP_LB,AANDEEL_FORMATIE_OP_LC,AANDEEL_FORMATIE_OP_LD,AANDEEL_FORMATIE_OP_LE,AANDEEL_FORMATIE_OP_OVERIG,STREEFPERCENTAGE_FORMATIE_OP_LA,STREEFPERCENTAGE_FORMATIE_OP_LB,STREEFPERCENTAGE_FORMATIE_OP_LC,STREEFPERCENTAGE_FORMATIE_OP_LD,STREEFPERCENTAGE_FORMATIE_OP_LE,STREEFPERCENTAGE_FORMATIE_OP_OVERIG,OMVANG_FORMATIE_OP_BRUTSAL,LOONSOM_OP_BRUTSAL,GEMIDDELDE_LOONSOM_OP_BRUTSAL,Bevoegd Gezag,Sector,Groepering,Naam,Jaar,ImmateriÃ«le vaste activa,MateriÃ«le vaste activa,FinanciÃ«le vaste activa,Totaal van vaste activa,Voorraden,Vorderingen,Effecten (kortlopend),Liquide middelen,Totaal van vlottende activa,Totaal van activa,Eigen vermogen,Voorzieningen,Langlopende schulden,Kortlopende schulden,Totaal van passiva
49,1,2013,30853,Stichting Montessori Basisonderwijs Duiven e.o.,6922,1,374,1,382.1,1.0,0.0,0.0,0,0,0,0,0,0,,20.7,1.1,19.2,0.0,0.4,0.0,19.5,,15.7,3.5,0.0,0.0,0.0,0.0,81.6,18.4,0.0,0.0,0.0,0.0,,,,,,,19.2,58478.95,3045.84,30853,PO,BO1,Stg. Montessori Basisond.,2013,,220.173,,220.173,,143.819,,827.756,971.575,1.191.748,1.004.242,18.129,,169.377,1.191.748
50,1,2014,30853,Stichting Montessori Basisonderwijs Duiven e.o.,6922,1,349,1,355.9,1.0,0.0,0.0,0,0,0,0,0,0,,20.0,1.1,18.2,0.0,0.7,0.0,19.2,,14.7,3.4,0.0,0.0,0.0,0.0,81.0,19.0,0.0,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,18.17,56611.24,3115.97,30853,PO,BO1,Stg. Montessori Basisond.,2014,,252.285,,252.285,,134.166,,781.450,915.616,1.167.901,1.018.441,20.464,,128.996,1.167.901
51,1,2015,30853,Stichting Montessori Basisonderwijs Duiven e.o.,6922,1,319,1,328.9,1.0,0.0,0.0,0,0,0,0,0,0,,19.2,1.1,17.1,0.0,1.0,0.0,18.6,,15.3,1.8,0.0,0.0,0.0,0.0,89.6,10.4,0.0,0.0,0.0,0.0,,,,,,,17.12,54111.82,3160.83,30853,PO,BO1,Stg. Montessori Basisond.,2015,,279.323,,279.323,,119.525,,903.537,1.023.062,1.302.385,1.161.767,19.380,,121.238,1.302.385
52,1,2016,30853,Stichting Montessori Basisonderwijs Duiven e.o.,6922,1,296,1,305.0,1.0,0.0,0.0,0,0,0,0,0,0,,17.5,1.1,15.9,0.0,0.5,0.0,18.6,,13.7,2.2,0.0,0.0,0.0,0.0,86.4,13.6,0.0,0.0,0.0,0.0,,,,,,,15.9,53575.09,3370.35,30853,PO,BO1,Stg. Montessori Basisond.,2016,,407.149,,407.149,,136.127,,819.480,955.607,1.362.756,1.185.868,18.350,,158.538,1.362.756
53,2,2012,30866,Stichting Zonnehuizen,3704,1,378,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,93.3,1.0,49.4,0.0,42.8,0.0,7.6,,0.0,43.9,5.5,0.0,0.0,0.0,0.0,88.8,11.2,0.0,0.0,0.0,,,,,,,49.42,162009.26,3278.35,30866,PO,SPEC,Stichting Zonnehuizen,2012,,201.947,,201.947,,1.827.544,,103.656,1.931.200,2.133.147,313.489,80.326,,1.739.332,2.133.147
54,2,2013,30866,Stichting Zonnehuizen,3704,1,387,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,88.8,3.8,51.9,0.0,33.1,0.0,7.5,,0.0,44.3,7.6,0.0,0.0,0.0,0.0,85.4,14.6,0.0,0.0,0.0,,,,,,,51.87,170101.07,3279.38,30866,PO,SPEC,Stichting Zonnehuizen,2013,,92.271,,92.271,,1.687.178,,748.969,2.436.147,2.528.418,52.351,104.841,,2.371.226,2.528.418
55,2,2014,30866,Stichting Zonnehuizen,3704,1,381,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,74.7,2.8,44.7,0.0,26.2,1.0,8.5,,0.0,37.2,7.5,0.0,0.0,0.0,0.0,83.3,16.7,0.0,0.0,0.0,0.0,86.0,14.0,0.0,0.0,0.0,43.71,147985.14,3385.96,30866,PO,SPEC,Stichting Zonnehuizen,2014,,83.633,,83.633,,2.071.932,,324.264,2.396.196,2.479.829,319.168,103.661,,2.057.000,2.479.829
56,2,2015,30866,Stichting Zonnehuizen,3704,1,374,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,67.3,2.7,46.5,0.0,18.1,0.0,8.0,,0.0,37.5,9.0,0.0,0.0,0.0,0.0,80.7,19.3,0.0,0.0,0.0,,,,,,,46.51,161669.05,3476.16,30866,PO,SPEC,Stichting Zonnehuizen,2015,,51.570,,51.570,,926.556,,605.801,1.532.357,1.583.927,853.559,102.009,,628.359,1.583.927
57,2,2016,30866,Stichting Zonnehuizen,3704,1,329,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,65.2,0.9,41.2,0.0,23.1,0.0,8.0,,0.0,30.7,10.5,0.0,0.0,0.0,0.0,74.5,25.5,0.0,0.0,0.0,,,,,,,41.2,150932.02,3663.51,30866,PO,SPEC,Stichting Zonnehuizen,2016,,41.692,,41.692,,1.149.152,,131.630,1.280.782,1.322.474,441.446,68.559,,812.469,1.322.474
58,2,2012,30882,Stichting Eduvier Onderwijsgroep,8231,0,1321,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,302.3,20.2,157.1,0.0,124.9,0.0,8.4,,0.0,150.5,6.6,0.0,0.0,0.0,0.0,95.8,4.2,0.0,0.0,0.0,,,,,,,106.67,326574.07,3061.5,30882,PO,SPEC,Sticht. Eduvier Onderwijsgroep,2012,,2.753.613,,2.753.613,12.495,2.480.009,,7.075.208,9.567.712,12.321.325,2.353.773,1.695.965,1.643.690,6.627.897,12.321.325
59,3,2012,30882,Stichting Eduvier Onderwijsgroep,8231,1,205,1,0.0,0.0,75.6,0.0,0,0,0,0,0,0,0.0,38.5,1.9,27.7,0.0,8.9,0.0,7.4,,0.0,23.0,4.7,0.0,0.0,0.0,0.0,83.0,17.0,0.0,0.0,0.0,,,,,,,27.75,103378.61,3725.64,30882,PO,SPEC,Sticht. Eduvier Onderwijsgroep,2012,,2.753.613,,2.753.613,12.495,2.480.009,,7.075.208,9.567.712,12.321.325,2.353.773,1.695.965,1.643.690,6.627.897,12.321.325
60,2,2013,30882,Stichting Eduvier Onderwijsgroep,8231,0,1381,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,308.2,19.1,162.4,0.0,126.8,0.0,8.5,,0.0,153.8,8.5,0.0,0.0,0.0,0.0,94.7,5.3,0.0,0.0,0.0,,,,,,,162.38,522553.64,3218.16,30882,PO,SPEC,Sticht. Eduvier Onderwijsgroep,2013,,2.721.547,,2.721.547,9.371,2.214.118,,6.126.243,8.349.732,11.071.279,3.633.213,2.186.545,1.522.753,3.728.769,11.071.280
61,3,2013,30882,Stichting Eduvier Onderwijsgroep,8231,1,229,1,0.0,0.0,72.9,0.0,0,0,0,0,0,0,0.0,35.3,1.9,24.6,0.0,8.9,0.0,9.3,,0.0,17.3,7.4,0.0,0.0,0.0,0.0,70.1,29.9,0.0,0.0,0.0,,,,,,,24.64,94140.12,3820.5,30882,PO,SPEC,Sticht. Eduvier Onderwijsgroep,2013,,2.721.547,,2.721.547,9.371,2.214.118,,6.126.243,8.349.732,11.071.279,3.633.213,2.186.545,1.522.753,3.728.769,11.071.280
62,2,2014,30882,Stichting Eduvier Onderwijsgroep,8231,0,1337,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,308.4,19.3,170.4,0.0,118.6,0.0,7.8,,0.0,159.5,10.9,0.0,0.0,0.0,0.0,93.6,6.4,0.0,0.0,0.0,0.0,86.0,14.0,0.0,0.0,0.0,170.43,560316.08,3287.63,30882,PO,SPEC,Sticht. Eduvier Onderwijsgroep,2014,,2.546.903,,2.546.903,6.247,2.316.333,,6.751.556,9.074.136,11.621.039,5.061.300,2.444.494,841.755,3.273.495,11.621.044
63,3,2014,30882,Stichting Eduvier Onderwijsgroep,8231,1,247,1,0.0,0.0,73.7,0.0,0,0,0,0,0,0,0.0,34.4,1.9,25.8,0.0,6.7,0.0,9.6,,0.0,17.4,8.4,0.0,0.0,0.0,0.0,67.6,32.4,0.0,0.0,0.0,0.0,79.0,10.0,11.0,0.0,0.0,25.77,101541.45,3940.57,30882,PO,SPEC,Sticht. Eduvier Onderwijsgroep,2014,,2.546.903,,2.546.903,6.247,2.316.333,,6.751.556,9.074.136,11.621.039,5.061.300,2.444.494,841.755,3.273.495,11.621.044
64,2,2015,30882,Stichting Eduvier Onderwijsgroep,8231,0,1267,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,283.3,18.3,159.4,0.0,105.6,0.0,8.0,,0.0,148.5,10.9,0.0,0.0,0.0,0.0,93.2,6.8,0.0,0.0,0.0,,,,,,,159.37,534728.77,3355.25,30882,PO,SPEC,Sticht. Eduvier Onderwijsgroep,2015,,2.556.795,,2.556.795,,2.440.628,,8.953.898,11.394.526,13.951.321,6.908.940,3.251.995,737.093,3.053.293,13.951.321
65,3,2015,30882,Stichting Eduvier Onderwijsgroep,8231,1,255,1,0.0,0.0,75.7,0.0,0,0,0,0,0,0,0.0,33.3,1.9,24.7,0.0,6.7,0.0,10.3,,0.0,18.2,6.5,0.0,0.0,0.0,0.0,73.7,26.3,0.0,0.0,0.0,,,,,,,24.68,99216.62,4020.9,30882,PO,SPEC,Sticht. Eduvier Onderwijsgroep,2015,,2.556.795,,2.556.795,,2.440.628,,8.953.898,11.394.526,13.951.321,6.908.940,3.251.995,737.093,3.053.293,13.951.321
66,2,2016,30882,Stichting Eduvier Onderwijsgroep,8231,0,1279,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,277.9,16.0,164.2,0.0,97.7,0.0,7.8,,0.0,154.8,9.4,0.0,0.0,0.0,0.0,94.3,5.7,0.0,0.0,0.0,,,,,,,164.16,572520.06,3487.51,30882,PO,SPEC,Sticht. Eduvier Onderwijsgroep,2016,,2.544.001,22.850,2.566.851,,2.099.655,,10.208.948,12.308.603,14.875.454,8.511.998,2.836.266,640.461,2.886.729,14.875.454
67,3,2016,30882,Stichting Eduvier Onderwijsgroep,8231,1,249,1,0.0,0.0,72.7,0.0,0,0,0,0,0,0,0.0,35.5,1.0,27.1,0.0,7.3,0.0,9.2,,0.0,20.6,6.5,0.0,0.0,0.0,0.0,76.0,24.0,0.0,0.0,0.0,,,,,,,27.13,110101.44,4058.14,30882,PO,SPEC,Sticht. Eduvier Onderwijsgroep,2016,,2.544.001,22.850,2.566.851,,2.099.655,,10.208.948,12.308.603,14.875.454,8.511.998,2.836.266,640.461,2.886.729,14.875.454
68,1,2012,30883,Stichting Islamitische School Amsterdam,1057,1,768,2,1108.2,1.4,0.0,0.0,0,0,0,0,0,0,,66.8,3.8,42.5,0.4,20.0,0.0,18.1,,36.5,6.0,0.0,0.0,0.0,0.0,85.9,14.1,0.0,0.0,0.0,0.0,,,,,,,42.54,123212.54,2896.22,30883,PO,BO3,Stg ISA,2012,,489.959,,489.959,,393.724,,337.187,730.911,1.220.870,621.778,63.533,,535.557,1.220.868
69,1,2013,30883,Stichting Islamitische School Amsterdam,1057,0,746,2,1057.4,1.4,0.0,0.0,0,0,0,0,0,0,,69.4,3.0,43.2,0.0,23.3,0.0,17.3,,35.4,7.8,0.0,0.0,0.0,0.0,82.0,18.0,0.0,0.0,0.0,0.0,,,,,,,43.17,121372.02,2811.77,30883,PO,BO3,Stg ISA,2013,,465.550,,465.550,,590.181,,1.867.360,2.457.541,2.923.091,1.255.763,70.352,,1.596.974,2.923.089
70,1,2014,30883,Stichting Islamitische School Amsterdam,1057,0,864,2,1220.1,1.4,0.0,0.0,0,0,0,0,0,0,,73.8,3.2,45.8,0.4,24.4,0.0,18.9,,29.7,16.1,0.0,0.0,0.0,0.0,64.8,35.2,0.0,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,45.79,131289.81,2866.93,30883,PO,BO3,Stg ISA,2014,,566.491,,566.491,,532.932,,1.241.703,1.774.635,2.341.126,1.744.722,76.862,,519.542,2.341.126
71,1,2015,30883,Stichting Islamitische School Amsterdam,1057,0,965,2,1370.6,1.4,0.0,0.0,0,0,0,0,0,0,,84.5,3.8,53.2,0.6,26.8,0.0,18.1,,35.6,17.6,0.0,0.0,0.0,0.0,66.9,33.1,0.0,0.0,0.0,0.0,,,,,,,53.18,154949.03,2913.66,30883,PO,BO3,Stg ISA,2015,,739.730,,739.730,,639.122,,1.281.159,1.920.281,2.660.011,1.896.303,173.009,,590.698,2.660.010
72,1,2016,30883,Stichting Islamitische School Amsterdam,1057,0,1088,2,1506.5,1.4,0.0,0.0,0,0,0,0,0,0,,90.8,3.8,58.2,0.0,28.8,0.0,18.7,,41.6,16.5,0.0,0.0,0.0,0.0,71.6,28.4,0.0,0.0,0.0,0.0,,,,,,,58.16,176470.45,3034.45,30883,PO,BO3,Stg ISA,2016,,834.666,37.350,872.016,,726.130,,2.353.431,3.079.561,3.951.577,2.111.100,156.370,,1.684.107,3.951.577
73,1,2012,30889,Ver. Protestants-Christelijk Basisonderwijs te Beesd,4153,1,161,1,164.6,1.0,0.0,0.0,0,0,0,0,0,0,,10.4,1.8,7.2,0.0,1.4,0.0,22.3,,5.9,1.3,0.0,0.0,0.0,0.0,82.4,17.6,0.0,0.0,0.0,0.0,,,,,,,7.22,22127.19,3065.73,30889,PO,BO1,Ver. P-C Basisonderw. te Beesd,2012,,207.428,,207.428,,57.686,,438.194,495.880,703.308,611.088,20.474,,71.744,703.306
74,1,2013,30889,Ver. Protestants-Christelijk Basisonderwijs te Beesd,4153,1,149,1,152.9,1.0,0.0,0.0,0,0,0,0,0,0,,11.0,1.8,7.2,0.0,2.0,0.0,20.8,,6.6,0.5,0.0,0.0,0.0,0.0,92.4,7.6,0.0,0.0,0.0,0.0,,,,,,,7.17,21184.92,2954.62,30889,PO,BO1,Ver. P-C Basisonderw. te Beesd,2013,,187.445,9.750,197.195,,67.182,,456.514,523.696,720.891,631.636,20.079,,69.174,720.889
75,1,2014,30889,Ver. Protestants-Christelijk Basisonderwijs te Beesd,4153,1,130,1,133.6,1.0,0.0,0.0,0,0,0,0,0,0,,10.7,1.8,7.5,0.0,1.5,0.0,17.4,,6.9,0.6,0.0,0.0,0.0,0.0,92.5,7.5,0.0,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,7.48,22786.48,3045.91,30889,PO,BO1,Ver. P-C Basisonderw. te Beesd,2014,,189.111,14.700,203.811,,80.239,,453.598,533.837,737.648,641.235,22.273,,74.140,737.648
76,1,2015,30889,Ver. Protestants-Christelijk Basisonderwijs te Beesd,4153,1,129,1,131.7,1.0,0.0,0.0,0,0,0,0,0,0,,8.5,1.8,6.1,0.0,0.6,0.0,21.1,,5.6,0.6,0.0,0.0,0.0,0.0,90.8,9.2,0.0,0.0,0.0,0.0,,,,,,,6.12,19441.9,3177.92,30889,PO,BO1,Ver. P-C Basisonderw. te Beesd,2015,,170.125,15.812,185.937,,51.049,,494.487,545.536,731.473,633.426,34.014,,64.033,731.473
77,1,2016,30889,Ver. Protestants-Christelijk Basisonderwijs te Beesd,4153,1,123,1,125.4,1.0,0.0,0.0,0,0,0,0,0,0,,8.5,1.8,6.1,0.0,0.6,0.0,20.1,,5.6,0.5,0.0,0.0,0.0,0.0,91.4,8.6,0.0,0.0,0.0,0.0,,,,,,,6.13,20078.0,3278.04,30889,PO,BO1,Ver. P-C Basisonderw. te Beesd,2016,0,187.866,15.812,203.678,0,44.585,0,472.232,516.817,720.495,583.364,44.651,0,92.481,720.496
78,1,2012,30967,Vereniging een School met de Bijbel,8281,1,102,1,105.6,1.0,0.0,0.0,0,0,0,0,0,0,,7.8,2.0,5.8,0.0,0.0,0.0,17.5,,5.8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5.82,17613.93,3027.75,30967,PO,BO1,Ver. een School met de Bijbel,2012,,112.100,,112.100,,31.746,,428.338,460.084,572.184,473.564,14.182,,84.438,572.184
79,1,2013,30967,Vereniging een School met de Bijbel,8281,1,99,1,100.5,1.0,0.0,0.0,0,0,0,0,0,0,,6.4,0.7,5.7,0.0,0.0,0.0,17.3,,3.4,2.3,0.0,0.0,0.0,0.0,59.2,40.8,0.0,0.0,0.0,0.0,,,,,,,5.71,18400.93,3222.18,30967,PO,BO1,Ver. een School met de Bijbel,2013,,110.380,,110.380,,32.666,,470.122,502.788,613.168,514.421,26.041,,72.706,613.168
80,1,2014,30967,Vereniging een School met de Bijbel,8281,1,86,1,88.1,1.0,0.0,0.0,0,0,0,0,0,0,,5.6,0.1,5.5,0.0,0.0,0.0,15.5,,3.4,2.2,0.0,0.0,0.0,0.0,61.1,38.9,0.0,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,5.54,18288.18,3302.07,30967,PO,BO1,Ver. een School met de Bijbel,2014,,101.087,,101.087,,39.828,,478.967,518.795,619.882,538.597,10.326,,70.959,619.882
81,1,2015,30967,Vereniging een School met de Bijbel,8281,1,89,1,91.1,1.0,0.0,0.0,0,0,0,0,0,0,,5.9,0.6,5.2,0.0,0.1,0.0,17.0,,4.1,1.2,0.0,0.0,0.0,0.0,77.7,22.3,0.0,0.0,0.0,0.0,,,,,,,5.23,16642.96,3181.24,30967,PO,BO1,Ver. een School met de Bijbel,2015,,89.466,,89.466,,29.795,,538.470,568.265,657.731,583.394,7.258,,67.079,657.731
82,1,2016,30967,Vereniging een School met de Bijbel,8281,1,80,1,81.2,1.0,0.0,0.0,0,0,0,0,0,0,,5.5,0.4,4.7,0.0,0.4,0.0,17.1,,3.6,1.1,0.0,0.0,0.0,0.0,77.1,22.9,0.0,0.0,0.0,0.0,,,,,,,4.69,15287.64,3259.49,30967,PO,BO1,Ver. een School met de Bijbel,2016,,86.210,,86.210,,27.605,,566.891,594.496,680.706,620.754,2.819,,57.133,680.706
83,2,2012,30968,Stichting Prof. Dr. Leo Kanneronderw.grp,2352,1,820,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,169.1,7.0,117.9,0.0,44.2,0.0,7.0,,0.0,99.4,18.5,0.0,0.0,0.0,0.0,84.3,15.7,0.0,0.0,0.0,,,,,,,117.87,387352.21,3286.39,30968,PO,SPEC,Stg. Prof. Dr. Leo K.ond.groep,2012,,855.766,1.205.222,2.060.988,,1.310.188,,2.575.425,3.885.613,5.946.601,3.757.183,334.260,,1.855.158,5.946.601
84,2,2013,30968,Stichting Prof. Dr. Leo Kanneronderw.grp,2352,1,897,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,177.9,9.0,116.5,0.0,52.4,0.0,7.7,,0.0,97.4,19.1,0.0,0.0,0.0,0.0,83.6,16.4,0.0,0.0,0.0,,,,,,,116.51,383664.85,3292.86,30968,PO,SPEC,Stg. Prof. Dr. Leo K.ond.groep,2013,,767.253,564.100,1.331.353,,1.283.510,,3.972.537,5.256.047,6.587.400,4.012.904,372.541,,2.201.955,6.587.400
85,2,2014,30968,Stichting Prof. Dr. Leo Kanneronderw.grp,2352,1,973,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,201.1,9.0,128.6,0.0,63.5,0.0,7.6,,0.0,108.4,20.2,0.0,0.0,0.0,0.0,84.3,15.7,0.0,0.0,0.0,0.0,86.0,14.0,0.0,0.0,0.0,128.6,428414.15,3331.46,30968,PO,SPEC,Stg. Prof. Dr. Leo K.ond.groep,2014,,747.349,602.360,1.349.709,,1.249.560,,3.802.423,5.051.983,6.401.692,3.915.517,336.214,,2.149.961,6.401.692
86,2,2015,30968,Stichting Prof. Dr. Leo Kanneronderw.grp,2352,1,920,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,199.3,7.0,133.1,0.0,59.2,0.0,6.9,,0.6,110.6,21.9,0.0,0.0,0.0,0.5,83.1,16.5,0.0,0.0,0.0,,,,,,,133.12,448841.57,3371.61,30968,PO,SPEC,Stg. Prof. Dr. Leo K.ond.groep,2015,,767.302,585.664,1.352.966,,1.156.589,,3.383.556,4.540.145,5.893.111,2.668.217,607.845,,2.617.049,5.893.111
87,2,2016,30968,Stichting Prof. Dr. Leo Kanneronderw.grp,2352,1,946,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,198.7,8.8,129.4,0.0,60.5,0.0,7.3,,0.0,107.1,22.4,0.0,0.0,0.0,0.0,82.7,17.3,0.0,0.0,0.0,,,,,,,129.43,457639.87,3535.7,30968,PO,SPEC,Stg. Prof. Dr. Leo K.ond.groep,2016,,1.396.545,582.283,1.978.828,,1.494.466,,1.768.012,3.262.478,5.241.306,2.860.660,689.690,,1.690.956,5.241.306
88,1,2012,31017,Borgesiusstichting,4731,0,3675,3,3951.3,1.1,0.0,0.0,0,0,0,0,0,0,,242.8,24.5,195.1,0.0,23.2,0.0,18.8,,155.1,40.0,0.0,0.0,0.0,0.0,79.5,20.5,0.0,0.0,0.0,0.0,,,,,,,195.1,606734.07,3109.88,31017,PO,BO5,Borgesiusstichting,2012,,2.462.692,1.401.005,3.863.697,983,1.397.882,341.733,2.303.606,4.044.204,7.907.901,3.803.244,1.749.120,254.251,2.101.286,7.907.901
89,1,2013,31017,Borgesiusstichting,4731,0,3589,3,3857.8,1.1,0.0,0.0,0,0,0,0,0,0,,227.2,23.5,180.6,0.0,23.0,0.0,19.9,,135.3,45.3,0.0,0.0,0.0,0.0,74.9,25.1,0.0,0.0,0.0,0.0,,,,,,,180.61,569593.36,3153.64,31017,PO,BO5,Borgesiusstichting,2013,,2.386.704,1.348.980,3.735.684,1.259,1.399.281,,3.719.772,5.120.312,8.855.996,4.773.520,1.956.613,255.821,1.870.042,8.855.996
90,1,2014,31017,Borgesiusstichting,4731,0,3476,3,3734.3,1.1,0.0,0.0,0,0,0,0,0,0,,217.3,23.0,172.6,0.0,21.7,0.0,20.1,,127.4,45.2,0.0,0.0,0.0,0.0,73.8,26.2,0.0,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,172.59,549520.38,3184.01,31017,PO,BO5,Borgesiusstichting,2014,,2.371.955,1.477.635,3.849.590,5.901,1.443.656,,4.007.384,5.456.941,9.306.531,5.020.529,2.266.316,217.611,1.802.075,9.306.531
91,1,2015,31017,Borgesiusstichting,4731,0,3380,3,3633.5,1.1,0.0,0.0,0,0,0,0,0,0,,217.8,20.0,173.0,0.0,24.8,0.0,19.5,,127.2,45.8,0.0,0.0,0.0,0.0,73.5,26.5,0.0,0.0,0.0,0.0,,,,,,,173.03,550034.09,3178.92,31017,PO,BO5,Borgesiusstichting,2015,,2.413.268,1.386.046,3.799.314,1.173,1.423.047,,4.620.913,6.045.133,9.844.447,5.101.137,2.696.783,205.094,1.841.433,9.844.447
92,1,2016,31017,Borgesiusstichting,4731,0,3350,3,3610.4,1.1,0.0,0.0,0,0,0,0,0,0,,224.4,20.7,178.4,0.0,25.4,0.0,18.8,,134.0,44.4,0.0,0.0,0.0,0.0,75.1,24.9,0.0,0.0,0.0,0.0,,,,,,,178.4,586157.64,3285.6,31017,PO,BO5,Borgesiusstichting,2016,,2.558.645,1.407.258,3.965.903,945,1.456.510,,5.122.136,6.579.591,10.545.494,5.117.217,3.109.509,156.742,2.162.026,10.545.494
93,1,2012,31019,Stichting Kievietschool,2244,1,165,1,165.0,1.0,0.0,0.0,0,0,0,0,0,0,,12.1,1.0,9.4,0.0,1.7,0.0,17.6,,6.5,2.9,0.0,0.0,0.0,0.0,69.6,30.4,0.0,0.0,0.0,0.0,,,,,,,5.34,16040.73,3006.58,31019,PO,BO1,Stichting Kievietschool,2012,,945.541,2.490,948.031,,70.371,,192,70.563,1.018.594,195.513,49.926,437.250,335.905,1.018.594
94,1,2013,31019,Stichting Kievietschool,2244,1,163,1,163.0,1.0,0.0,0.0,0,0,0,0,0,0,,12.6,2.0,8.1,0.0,2.4,0.0,20.1,,6.5,1.6,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,,,,,,,8.13,26170.58,3220.2,31019,PO,BO1,Stichting Kievietschool,2013,,945.442,2.490,947.932,,91.928,,44.315,136.243,1.084.175,270.794,51.074,408.750,353.557,1.084.175
95,1,2014,31019,Stichting Kievietschool,2244,1,154,1,154.0,1.0,0.0,0.0,0,0,0,0,0,0,,12.4,2.0,8.8,0.0,1.6,0.0,17.5,,7.2,1.6,0.0,0.0,0.0,0.0,81.5,18.5,0.0,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,8.78,27912.23,3178.06,31019,PO,BO1,Stichting Kievietschool,2014,,921.328,2.490,923.818,,97.672,,24.343,122.015,1.045.833,328.348,30.447,384.250,302.788,1.045.833
96,1,2015,31019,Stichting Kievietschool,2244,1,164,1,164.0,1.0,0.0,0.0,0,0,0,0,0,0,,13.1,2.0,9.1,0.0,2.0,0.0,18.1,,5.8,3.3,0.0,0.0,0.0,0.0,63.9,36.1,0.0,0.0,0.0,0.0,,,,,,,9.08,29018.47,3196.43,31019,PO,BO1,Stichting Kievietschool,2015,,887.660,2.490,890.150,,104.083,,6.097,110.180,1.000.330,297.428,40.116,357.750,305.036,1.000.330
97,1,2016,31019,Stichting Kievietschool,2244,1,164,1,164.0,1.0,0.0,0.0,0,0,0,0,0,0,,12.3,1.9,8.6,0.0,1.8,0.0,19.1,,6.8,1.8,0.0,0.0,0.0,0.0,78.7,21.3,0.0,0.0,0.0,0.0,,,,,,,8.6,27475.93,3194.73,31019,PO,BO1,Stichting Kievietschool,2016,,848.812,2.490,851.302,,71.221,,61.432,132.653,983.955,286.012,55.941,331.250,310.752,983.955
98,1,2012,31032,Ver. t. st. en instandhouding v.e. schl m.d. Bijbel Hoornaar,4223,1,147,1,148.8,1.0,0.0,0.0,0,0,0,0,0,0,,9.6,0.6,8.0,0.0,0.9,0.0,18.3,,7.0,1.0,0.0,0.0,0.0,0.0,87.6,12.4,0.0,0.0,0.0,0.0,,,,,,,8.04,22866.74,2844.72,31032,PO,BO1,V. st.&i.st.h. sch. m. Bijbel,2012,,148.745,,148.745,,48.071,,567.698,615.769,764.514,678.270,9.716,,76.528,764.514
